accuracy,base_oracle_loss,base_oracle_match_rate,budget,causal_k,excess_over_base_oracle,excess_over_generated_oracle,generated_candidates,generated_oracle_accuracy,generated_oracle_loss,generated_oracle_match_rate,interaction_mode,loss,pairwise_weight,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_4_rate,selected_generated_5_rate,selected_generated_6_rate,selected_generated_7_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,soft_ce_weight,static_generated_mode_from_validation,static_mode_from_validation,test_samples,total_objects_n,utility_weight,validation_reranker_loss,validation_samples,validation_static_loss
0.488889,0.997236,0.166667,4,32,0.021928,0.029735,8,0.522222,0.989428,0.177778,pairwise,1.019164,1.0,pairwise_margin_safe_reranker,40,600,400,0.005,1,11,0.077778,0.1,0.088889,0.0,0.144444,0.011111,0.111111,0.066667,0.6,0.177778,0.044444,0.088889,0.088889,0.25,indexed,indexed,90,2048,0.05,0.945076,180,0.974949
0.511111,0.997236,1.0,4,32,0.0,0.007807,8,0.522222,0.989428,0.444444,pairwise,0.997236,1.0,base_oracle,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377778,0.266667,0.044444,0.311111,0.25,indexed,indexed,90,2048,0.05,0.945076,180,0.974949
0.522222,0.997236,0.444444,4,32,-0.007807,0.0,8,0.522222,0.989428,1.0,pairwise,0.989428,1.0,generated_oracle,40,600,400,0.005,,11,0.044444,0.2,0.033333,0.077778,0.133333,0.0,0.033333,0.033333,0.555556,0.3,0.0,0.011111,0.133333,0.25,indexed,indexed,90,2048,0.05,0.945076,180,0.974949
0.5,0.962059,0.455556,4,32,0.028076,0.033364,8,0.566667,0.956771,0.422222,pairwise,0.990135,1.0,static_base_validation_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,indexed,indexed,90,2048,0.05,0.951497,180,0.976044
0.5,0.962059,0.455556,4,32,0.028076,0.033364,8,0.566667,0.956771,0.422222,pairwise,0.990135,1.0,static_generated_validation_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,indexed,indexed,90,2048,0.05,0.951497,180,0.976044
0.522222,0.962059,0.377778,4,32,0.019558,0.024846,8,0.566667,0.956771,0.344444,pairwise,0.981617,1.0,pairwise_generated_reranker,40,600,400,0.005,,13,0.066667,0.044444,0.066667,0.022222,0.044444,0.0,0.022222,0.077778,0.344444,0.511111,0.033333,0.0,0.111111,0.25,indexed,indexed,90,2048,0.05,0.951497,180,0.976044
0.522222,0.962059,0.377778,4,32,0.019558,0.024846,8,0.566667,0.956771,0.344444,pairwise,0.981617,1.0,pairwise_margin_safe_reranker,40,600,400,0.005,1,13,0.066667,0.044444,0.066667,0.022222,0.044444,0.0,0.022222,0.077778,0.344444,0.511111,0.033333,0.0,0.111111,0.25,indexed,indexed,90,2048,0.05,0.951497,180,0.976044
0.555556,0.962059,1.0,4,32,0.0,0.005288,8,0.566667,0.956771,0.511111,pairwise,0.962059,1.0,base_oracle,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455556,0.144444,0.0,0.4,0.25,indexed,indexed,90,2048,0.05,0.951497,180,0.976044
0.566667,0.962059,0.511111,4,32,-0.005288,0.0,8,0.566667,0.956771,1.0,pairwise,0.956771,1.0,generated_oracle,40,600,400,0.005,,13,0.022222,0.177778,0.077778,0.0,0.144444,0.011111,0.022222,0.033333,0.488889,0.422222,0.0,0.0,0.088889,0.25,indexed,indexed,90,2048,0.05,0.951497,180,0.976044
0.455556,0.990119,0.211111,4,32,0.016764,0.020525,8,0.544444,0.986357,0.1,pairwise,1.006883,1.0,static_base_validation_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,proximity,proximity,90,2048,0.05,0.97878,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.020525,8,0.544444,0.986357,0.1,pairwise,1.006883,1.0,static_generated_validation_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,proximity,proximity,90,2048,0.05,0.97878,180,0.991764
0.466667,0.990119,0.111111,4,32,0.012552,0.016314,8,0.544444,0.986357,0.222222,pairwise,1.002671,1.0,pairwise_generated_reranker,40,600,400,0.005,,17,0.155556,0.033333,0.055556,0.044444,0.188889,0.044444,0.111111,0.044444,0.677778,0.122222,0.022222,0.022222,0.155556,0.25,proximity,proximity,90,2048,0.05,0.97878,180,0.991764
0.466667,0.990119,0.111111,4,32,0.012552,0.016314,8,0.544444,0.986357,0.222222,pairwise,1.002671,1.0,pairwise_margin_safe_reranker,40,600,400,0.005,1,17,0.155556,0.033333,0.055556,0.044444,0.188889,0.044444,0.111111,0.044444,0.677778,0.122222,0.022222,0.022222,0.155556,0.25,proximity,proximity,90,2048,0.05,0.97878,180,0.991764
0.544444,0.990119,1.0,4,32,0.0,0.003762,8,0.544444,0.986357,0.4,pairwise,0.990119,1.0,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322222,0.411111,0.055556,0.211111,0.25,proximity,proximity,90,2048,0.05,0.97878,180,0.991764
0.544444,0.990119,0.4,4,32,-0.003762,0.0,8,0.544444,0.986357,1.0,pairwise,0.986357,1.0,generated_oracle,40,600,400,0.005,,17,0.088889,0.1,0.144444,0.022222,0.111111,0.0,0.1,0.033333,0.6,0.266667,0.022222,0.011111,0.1,0.25,proximity,proximity,90,2048,0.05,0.97878,180,0.991764
0.477778,0.968346,0.4,4,32,0.034812,0.041883,8,0.555556,0.961275,0.077778,pairwise,1.003158,1.0,static_base_validation_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,proximity,proximity,90,2048,0.05,0.940542,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.041883,8,0.555556,0.961275,0.077778,pairwise,1.003158,1.0,static_generated_validation_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,proximity,proximity,90,2048,0.05,0.940542,180,0.97352
0.511111,0.968346,0.2,4,32,0.032075,0.039146,8,0.555556,0.961275,0.244444,pairwise,1.00042,1.0,pairwise_generated_reranker,40,600,400,0.005,,19,0.044444,0.055556,0.066667,0.0,0.144444,0.011111,0.077778,0.1,0.5,0.388889,0.011111,0.011111,0.088889,0.25,proximity,proximity,90,2048,0.05,0.940542,180,0.97352
0.511111,0.968346,0.2,4,32,0.032075,0.039146,8,0.555556,0.961275,0.244444,pairwise,1.00042,1.0,pairwise_margin_safe_reranker,40,600,400,0.005,1,19,0.044444,0.055556,0.066667,0.0,0.144444,0.011111,0.077778,0.1,0.5,0.388889,0.011111,0.011111,0.088889,0.25,proximity,proximity,90,2048,0.05,0.940542,180,0.97352
0.555556,0.968346,1.0,4,32,0.0,0.007071,8,0.555556,0.961275,0.4,pairwise,0.968346,1.0,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366667,0.2,0.033333,0.4,0.25,proximity,proximity,90,2048,0.05,0.940542,180,0.97352
0.555556,0.968346,0.4,4,32,-0.007071,0.0,8,0.555556,0.961275,1.0,pairwise,0.961275,1.0,generated_oracle,40,600,400,0.005,,19,0.055556,0.155556,0.055556,0.033333,0.188889,0.022222,0.011111,0.077778,0.6,0.322222,0.0,0.0,0.077778,0.25,proximity,proximity,90,2048,0.05,0.940542,180,0.97352
0.488889,0.954848,0.055556,4,32,0.043093,0.053062,8,0.7,0.944879,0.0,pairwise,0.997941,1.0,static_base_validation_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,generated_6,learned,90,2048,0.05,0.95509,180,0.994957
0.5,0.954848,0.0,4,32,0.042872,0.052841,8,0.7,0.944879,0.044444,pairwise,0.99772,1.0,static_generated_validation_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,generated_6,learned,90,2048,0.05,0.95509,180,0.994957
0.5,0.954848,0.322222,4,32,0.033904,0.043873,8,0.7,0.944879,0.366667,pairwise,0.988752,1.0,pairwise_generated_reranker,40,600,400,0.005,,23,0.022222,0.088889,0.055556,0.0,0.122222,0.022222,0.022222,0.066667,0.4,0.455556,0.022222,0.0,0.122222,0.25,generated_6,learned,90,2048,0.05,0.95509,180,0.994957
0.5,0.954848,0.322222,4,32,0.033904,0.043873,8,0.7,0.944879,0.366667,pairwise,0.988752,1.0,pairwise_margin_safe_reranker,40,600,400,0.005,1,23,0.022222,0.088889,0.055556,0.0,0.122222,0.022222,0.022222,0.066667,0.4,0.455556,0.022222,0.0,0.122222,0.25,generated_6,learned,90,2048,0.05,0.95509,180,0.994957
0.711111,0.954848,1.0,4,32,0.0,0.009969,8,0.7,0.944879,0.511111,pairwise,0.954848,1.0,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.211111,0.055556,0.333333,0.25,generated_6,learned,90,2048,0.05,0.95509,180,0.994957
0.7,0.954848,0.511111,4,32,-0.009969,0.0,8,0.7,0.944879,1.0,pairwise,0.944879,1.0,generated_oracle,40,600,400,0.005,,23,0.033333,0.188889,0.044444,0.011111,0.144444,0.0,0.044444,0.022222,0.488889,0.4,0.0,0.0,0.111111,0.25,generated_6,learned,90,2048,0.05,0.95509,180,0.994957
