row_type,policy,train_mechanism,eval_mechanism,seed,background_objects,total_objects_n,samples,threshold,dense_recompute_rate,branch_accuracy,majority_accuracy,mse,nll,brier,ece,selected_k_mean,causal_recall_mean,dense_compute_ratio,seed_count
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,-1.0,0.0,0.277778,0.583333,0.12976,1.127455,0.685393,0.070435,4.875,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,-1.0,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.34,0.277778,0.25,0.583333,0.142828,1.171978,0.707475,0.169193,4.875,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.4,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.45,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.5,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.55,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.6,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,23,32,37,36,0.65,1.0,0.444444,0.583333,0.140149,1.135138,0.684807,0.154591,4.875,1.0,0.0,1
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,-1.0,0.0,0.194444,0.75,0.026747,1.086644,0.661019,0.174982,4.075,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,-1.0,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.34,0.0,0.194444,0.75,0.026747,1.086644,0.661019,0.174982,4.075,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.4,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.45,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.5,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.55,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.6,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,no_catch,29,32,37,36,0.65,1.0,0.555556,0.75,0.206284,0.96953,0.582948,0.198881,4.075,1.0,0.0,1
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,-1.0,0.0,0.388889,0.555556,0.882818,1.116498,0.676682,0.01406,4.475,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,-1.0,1.0,0.527778,0.555556,1.096491,1.117855,0.65556,0.106532,4.475,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.34,0.0,0.388889,0.555556,0.882818,1.116498,0.676682,0.01406,4.475,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.4,0.861111,0.527778,0.555556,1.059143,1.087184,0.642485,0.075629,4.475,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.45,1.0,0.527778,0.555556,1.096491,1.117855,0.65556,0.106532,4.475,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.5,1.0,0.527778,0.555556,1.096491,1.117855,0.65556,0.106532,4.475,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.55,1.0,0.527778,0.555556,1.096491,1.117855,0.65556,0.106532,4.475,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.6,1.0,0.527778,0.555556,1.096491,1.117855,0.65556,0.106532,4.475,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_high_force,29,32,37,36,0.65,1.0,0.527778,0.555556,1.096491,1.117855,0.65556,0.106532,4.475,1.0,0.0,1
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,-1.0,0.0,0.194444,0.611111,0.081987,1.135751,0.690811,0.177063,4.9,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,-1.0,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.34,0.0,0.194444,0.611111,0.081987,1.135751,0.690811,0.177063,4.9,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.4,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.45,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.5,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.55,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.6,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,29,32,37,36,0.65,1.0,0.305556,0.611111,0.273489,1.244457,0.747226,0.134939,4.9,1.0,0.0,1
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,-1.0,0.0,0.333333,0.777778,0.026448,1.053735,0.640541,0.238634,4.075,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,-1.0,1.0,0.583333,0.777778,0.203152,0.992132,0.588971,0.082249,4.075,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.34,0.0,0.333333,0.777778,0.026448,1.053735,0.640541,0.238634,4.075,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.4,0.75,0.583333,0.777778,0.156027,1.038048,0.624181,0.148326,4.075,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.45,1.0,0.583333,0.777778,0.203152,0.992132,0.588971,0.082249,4.075,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.5,1.0,0.583333,0.777778,0.203152,0.992132,0.588971,0.082249,4.075,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.55,1.0,0.583333,0.777778,0.203152,0.992132,0.588971,0.082249,4.075,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.6,1.0,0.583333,0.777778,0.203152,0.992132,0.588971,0.082249,4.075,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,no_catch,31,32,37,36,0.65,1.0,0.583333,0.777778,0.203152,0.992132,0.588971,0.082249,4.075,1.0,0.0,1
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,-1.0,0.0,0.555556,0.611111,1.10906,1.069956,0.639968,0.147542,4.4,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,-1.0,1.0,0.611111,0.611111,1.231399,1.019703,0.575419,0.128284,4.4,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.34,0.0,0.555556,0.611111,1.10906,1.069956,0.639968,0.147542,4.4,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.4,0.388889,0.611111,0.611111,1.144709,1.050525,0.626403,0.15393,4.4,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.45,0.694444,0.611111,0.611111,1.180008,1.010937,0.587862,0.087905,4.4,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.5,1.0,0.611111,0.611111,1.231399,1.019703,0.575419,0.128284,4.4,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.55,1.0,0.611111,0.611111,1.231399,1.019703,0.575419,0.128284,4.4,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.6,1.0,0.611111,0.611111,1.231399,1.019703,0.575419,0.128284,4.4,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_high_force,31,32,37,36,0.65,1.0,0.611111,0.611111,1.231399,1.019703,0.575419,0.128284,4.4,1.0,0.0,1
seed,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,-1.0,0.0,0.222222,0.611111,0.079382,1.177909,0.715126,0.16634,4.85,1.0,0.0,1
seed,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,-1.0,1.0,0.25,0.611111,0.279911,1.298057,0.787835,0.257321,4.85,1.0,1.0,1
seed,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.34,0.0,0.222222,0.611111,0.079382,1.177909,0.715126,0.16634,4.85,1.0,0.0,1
seed,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.4,0.861111,0.25,0.611111,0.251664,1.248251,0.760047,0.229077,4.85,1.0,0.0,1
seed,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.45,1.0,0.25,0.611111,0.279911,1.298057,0.787835,0.257321,4.85,1.0,0.0,1
seed,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.5,1.0,0.25,0.611111,0.279911,1.298057,0.787835,0.257321,4.85,1.0,0.0,1
seed,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.55,1.0,0.25,0.611111,0.279911,1.298057,0.787835,0.257321,4.85,1.0,0.0,1
seed,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.6,1.0,0.25,0.611111,0.279911,1.298057,0.787835,0.257321,4.85,1.0,0.0,1
seed,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,31,32,37,36,0.65,1.0,0.25,0.611111,0.279911,1.298057,0.787835,0.257321,4.85,1.0,0.0,1
summary,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.34,0.039683,0.34127,0.626984,0.101796,1.12834,0.684078,0.146288,4.846429,1.0,0.0,7
summary,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.34,0.0,0.492064,0.630952,1.017289,1.085828,0.656028,0.128242,4.421429,1.0,0.0,7
summary,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.34,0.035714,0.547619,0.761905,0.048092,1.041738,0.629131,0.294473,4.064286,1.0,0.0,7
summary,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.4,0.90873,0.349206,0.626984,0.201623,1.181397,0.715619,0.161264,4.846429,1.0,0.0,7
summary,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.4,0.801587,0.615079,0.630952,1.064913,1.014995,0.602139,0.158823,4.421429,1.0,0.0,7
summary,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.4,0.892857,0.603174,0.761905,0.141989,0.988753,0.591879,0.205406,4.064286,1.0,0.0,7
summary,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.45,1.0,0.349206,0.626984,0.213038,1.198906,0.724355,0.167838,4.846429,1.0,0.0,7
summary,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.45,0.956349,0.615079,0.630952,1.087298,1.014582,0.597028,0.142348,4.421429,1.0,0.0,7
summary,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.45,1.0,0.603174,0.761905,0.15703,0.976347,0.583375,0.193446,4.064286,1.0,0.0,7
summary,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.5,1.0,0.349206,0.626984,0.213038,1.198906,0.724355,0.167838,4.846429,1.0,0.0,7
summary,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.5,1.0,0.615079,0.630952,1.09464,1.015835,0.59525,0.148116,4.421429,1.0,0.0,7
summary,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.5,1.0,0.603174,0.761905,0.15703,0.976347,0.583375,0.193446,4.064286,1.0,0.0,7
summary,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.55,1.0,0.349206,0.626984,0.213038,1.198906,0.724355,0.167838,4.846429,1.0,0.0,7
summary,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.55,1.0,0.615079,0.630952,1.09464,1.015835,0.59525,0.148116,4.421429,1.0,0.0,7
summary,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.55,1.0,0.603174,0.761905,0.15703,0.976347,0.583375,0.193446,4.064286,1.0,0.0,7
summary,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.6,1.0,0.349206,0.626984,0.213038,1.198906,0.724355,0.167838,4.846429,1.0,0.0,7
summary,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.6,1.0,0.615079,0.630952,1.09464,1.015835,0.59525,0.148116,4.421429,1.0,0.0,7
summary,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.6,1.0,0.603174,0.761905,0.15703,0.976347,0.583375,0.193446,4.064286,1.0,0.0,7
summary,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,0.65,1.0,0.349206,0.626984,0.213038,1.198906,0.724355,0.167838,4.846429,1.0,0.0,7
summary,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,0.65,1.0,0.615079,0.630952,1.09464,1.015835,0.59525,0.148116,4.421429,1.0,0.0,7
summary,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,0.65,1.0,0.603174,0.761905,0.15703,0.976347,0.583375,0.193446,4.064286,1.0,0.0,7
summary,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,-1.0,1.0,0.349206,0.626984,0.213038,1.198906,0.724355,0.167838,4.846429,1.0,1.0,7
summary,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,-1.0,1.0,0.615079,0.630952,1.09464,1.015835,0.59525,0.148116,4.421429,1.0,1.0,7
summary,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,-1.0,1.0,0.603174,0.761905,0.15703,0.976347,0.583375,0.193446,4.064286,1.0,1.0,7
summary,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_catch_heavy,all,32,37,36,-1.0,0.0,0.345238,0.626984,0.099929,1.12198,0.680923,0.13218,4.846429,1.0,0.0,7
summary,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,edge_high_force,all,32,37,36,-1.0,0.0,0.492064,0.630952,1.017289,1.085828,0.656028,0.128242,4.421429,1.0,0.0,7
summary,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,no_catch,all,32,37,36,-1.0,0.0,0.515873,0.761905,0.046418,1.054385,0.637621,0.292398,4.064286,1.0,0.0,7
summary,wpu_gated_t0.34,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.34,0.025132,0.460318,0.67328,0.389059,1.085302,0.656412,0.189668,4.444048,1.0,0.0,7
summary,wpu_gated_t0.40,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.4,0.867725,0.522486,0.67328,0.469508,1.061715,0.636546,0.175164,4.444048,1.0,0.0,7
summary,wpu_gated_t0.45,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.45,0.98545,0.522486,0.67328,0.485789,1.063278,0.634919,0.167877,4.444048,1.0,0.0,7
summary,wpu_gated_t0.50,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.5,1.0,0.522486,0.67328,0.488236,1.063696,0.634327,0.1698,4.444048,1.0,0.0,7
summary,wpu_gated_t0.55,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.55,1.0,0.522486,0.67328,0.488236,1.063696,0.634327,0.1698,4.444048,1.0,0.0,7
summary,wpu_gated_t0.60,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.6,1.0,0.522486,0.67328,0.488236,1.063696,0.634327,0.1698,4.444048,1.0,0.0,7
summary,wpu_gated_t0.65,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,0.65,1.0,0.522486,0.67328,0.488236,1.063696,0.634327,0.1698,4.444048,1.0,0.0,7
summary,wpu_local_dense,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,-1.0,1.0,0.522486,0.67328,0.488236,1.063696,0.634327,0.1698,4.444048,1.0,1.0,7
summary,wpu_sparse,nominal+high_force+edge_shift+catch_heavy,aggregate,all,32,37,36,-1.0,0.0,0.451058,0.67328,0.387879,1.087398,0.658191,0.184273,4.444048,1.0,0.0,7
