causal_k,dense_beneficial,dense_breaks_sparse,dense_correct,dense_fixes_sparse,dense_loss,dense_needed,dense_regret,event_norm,interaction_density,interaction_mode,mean_pair_distance,min_pair_distance,sample_index,seed,sparse_confidence,sparse_correct,sparse_delta_norm,sparse_entropy,sparse_loss,sparse_margin,sparse_uncertainty_mean,target_x,target_y,total_objects_n
16,1,0,1,0,0.11938276,0,-0.29439086,1.54494178,0.18665838,pairwise,0.19211484,0.01610004,66,11,0.66115057,1,0.26480234,0.8391757,0.41377363,0.41507941,0.5600397,0.58795482,0.0,2048
16,0,0,1,0,0.76274842,0,0.09394032,1.860991,0.2096065,pairwise,0.16387838,0.01844542,67,11,0.51231885,1,0.22126211,0.97614956,0.6688081,0.15517381,0.53978264,0.74189383,0.0,2048
16,0,0,0,0,1.11828351,0,0.09689057,1.63047481,0.15768583,pairwise,0.19505171,0.02386066,68,11,0.47407076,0,0.13375986,1.01960921,1.02139294,0.11397776,0.55102962,0.70630634,0.0,2048
16,1,0,1,0,0.309457,0,-0.20363319,1.58595896,0.20911536,pairwise,0.17661572,0.0095818,69,11,0.59864283,1,0.18469757,0.91135156,0.51309019,0.30946195,0.5546149,0.60954714,0.0,2048
16,0,0,1,0,0.68326432,0,0.03072166,1.90167248,0.17729267,pairwise,0.1901961,0.02691885,70,11,0.52072006,1,0.25161201,0.96717304,0.65254265,0.16627312,0.53824252,0.79262733,0.0,2048
16,0,1,0,0,1.01444292,0,0.09893709,1.66350806,0.1413687,pairwise,0.22826217,0.00626968,71,11,0.40031409,1,0.12155819,1.08631968,0.91550583,0.07316759,0.54873437,0.89790839,0.0,2048
16,1,0,1,0,0.19886124,0,-0.2547496,1.5667088,0.22440894,pairwise,0.1564835,0.00892681,72,11,0.63532996,1,0.18185264,0.87043333,0.45361084,0.3708286,0.55630594,0.6704402,0.0,2048
16,0,0,0,0,0.99459213,0,0.08154005,1.78086281,0.23472698,pairwise,0.17637566,0.01373378,73,11,0.40143538,0,0.1839067,1.05300248,0.91305208,0.00013781,0.54380673,0.46194115,0.0,2048
16,1,0,0,0,0.95885181,1,-0.087551,1.90781474,0.16187383,pairwise,0.2155578,0.01683328,74,11,0.52552742,0,0.26878265,0.96364993,1.04640281,0.17432863,0.53778803,0.91897207,0.0,2048
16,1,0,1,0,0.2192892,0,-0.25458723,1.56469476,0.19699535,pairwise,0.19844036,0.00764543,75,11,0.62258422,1,0.23902038,0.88653529,0.47387642,0.35080305,0.55707026,0.50764543,0.0,2048
16,0,1,0,0,1.48012507,0,0.64412689,1.69344699,0.19404453,pairwise,0.20933478,0.01135008,76,11,0.43344161,1,0.13607734,1.04373121,0.83599818,0.05408952,0.54692531,0.94479942,0.0,2048
16,1,0,0,0,0.85255682,1,-0.15930581,1.83185339,0.16199589,pairwise,0.1951568,0.00614855,77,11,0.49620691,0,0.19775239,0.99107581,1.01186264,0.13266572,0.54114318,0.71889943,0.0,2048
16,0,0,0,0,2.36240935,0,0.25742579,1.92053485,0.17206854,pairwise,0.20004705,0.02471377,78,11,0.52585858,0,0.26091227,0.96201324,2.10498357,0.17356488,0.53752512,0.79655802,0.0,2048
16,0,0,1,0,0.85371602,0,0.17012316,1.8180449,0.21490987,pairwise,0.18806562,0.00776382,79,11,0.50480008,1,0.20405017,0.98596531,0.68359286,0.14744833,0.54138118,0.91098875,0.0,2048
16,1,0,0,0,0.905967,1,-0.08659738,1.93902576,0.20792438,pairwise,0.19257765,0.00646886,80,11,0.50065428,0,0.25540817,0.9781332,0.99256438,0.1300292,0.53761137,0.47092173,0.0,2048
16,0,0,0,0,1.98597813,0,0.01135063,1.83413839,0.16990881,pairwise,0.19649473,0.01005626,81,11,0.49952462,0,0.19898671,0.98864985,1.97462749,0.13786229,0.54100585,0.68863708,0.0,2048
16,0,0,0,0,1.84937906,0,0.19856071,1.65239191,0.21340103,pairwise,0.17928499,0.00352723,82,11,0.43261424,0,0.15202346,1.04707265,1.65081835,0.05712125,0.54997969,0.53959394,0.0,2048
16,1,0,0,0,0.90219814,1,-0.10200936,1.92038214,0.19492753,pairwise,0.18529837,0.00656319,83,11,0.50547636,0,0.24565955,0.9760716,1.00420749,0.13914153,0.53810394,0.53895426,0.0,2048
16,0,0,0,0,1.36178148,0,0.01011181,1.72376597,0.19463533,pairwise,0.19266081,0.0158572,84,11,0.41030201,0,0.16130331,1.08129919,1.35166967,0.07941172,0.54628038,0.51736033,0.0,2048
16,0,1,0,0,1.10667753,0,0.29426503,1.74923217,0.19594501,pairwise,0.18374634,0.01590503,85,11,0.44378614,1,0.1504067,1.03330946,0.8124125,0.06271592,0.5446322,0.64596641,0.0,2048
16,1,0,0,0,0.9366051,1,-0.09368193,1.92002153,0.16876958,pairwise,0.1815841,0.03260825,86,11,0.51943469,0,0.25451353,0.96642864,1.03028703,0.16253018,0.53777218,0.75357634,0.0,2048
16,1,0,1,0,0.12712701,0,-0.29127246,1.54697073,0.1919933,pairwise,0.1856986,0.02243729,87,11,0.65809929,1,0.25324005,0.84258091,0.41839945,0.40939856,0.55951178,0.55332631,0.0,2048
16,0,0,1,0,0.84301811,0,0.15757465,1.82533085,0.18969199,pairwise,0.18637547,0.00379232,88,11,0.50386673,1,0.20163846,0.98526847,0.68544346,0.14452261,0.54115844,0.81725156,0.0,2048
16,1,0,1,1,0.80665934,1,-0.12908602,1.74021792,0.19735384,pairwise,0.17646262,0.01251903,89,11,0.41205421,0,0.14968559,1.05160451,0.93574536,0.01976082,0.54521585,0.64279258,0.0,2048
16,0,0,0,0,2.55477476,0,0.66663349,1.93863368,0.17038836,pairwise,0.18917114,0.00885795,0,13,0.5159142,0,0.46637696,0.99335963,1.88814127,0.18318129,0.43981788,0.67259204,0.0,2048
16,0,1,0,0,1.55309606,0,0.63843322,1.71336043,0.22806907,pairwise,0.19134076,0.01354067,1,13,0.40065169,1,0.23638049,1.0752306,0.91466284,0.03765649,0.45174494,0.97215676,0.0,2048
16,1,1,0,0,0.92170441,0,-0.01246339,1.61342621,0.20354681,pairwise,0.18509157,0.00625127,2,13,0.39291272,1,0.17493558,1.07785809,0.9341678,0.02683419,0.47048101,0.51389086,0.0,2048
16,1,0,1,0,0.23474675,0,-0.27606374,1.56160247,0.16073589,pairwise,0.23880102,0.01000925,3,13,0.60000908,1,0.17963953,0.93624377,0.51081049,0.34737915,0.47338247,0.82835805,0.0,2048
16,0,1,0,0,1.51323199,0,0.68408066,1.6916008,0.21147779,pairwise,0.17602082,0.02054653,4,13,0.43641952,1,0.25720108,1.04664004,0.82915133,0.06494734,0.46151114,0.5653069,0.0,2048
16,0,0,0,0,1.26069403,0,0.22168243,1.59129429,0.14823507,pairwise,0.21724437,0.00956508,5,13,0.40807855,0,0.15654671,1.07506204,1.0390116,0.05427432,0.4691917,0.78477657,0.0,2048
16,1,0,1,0,0.34803137,0,-0.3988671,1.58146572,0.17776282,pairwise,0.19123127,0.00828526,6,13,0.47383386,1,0.15888064,1.04243135,0.74689847,0.1502116,0.47055206,0.79788381,0.0,2048
16,0,0,0,0,1.91085672,0,0.87806559,1.67299056,0.20125954,pairwise,0.17911863,0.02716652,7,13,0.37198538,0,0.20692296,1.08967471,1.03279114,0.01597348,0.45645148,0.91727108,0.0,2048
16,0,1,0,0,1.06142163,0,0.15286279,1.58715141,0.15500253,pairwise,0.21646143,0.01728475,8,13,0.40310475,1,0.15813743,1.08707452,0.90855885,0.08816108,0.47590667,0.52012765,0.0,2048
16,1,0,1,0,0.22637947,0,-0.29931384,1.5502243,0.13943884,pairwise,0.22170258,0.03287016,9,13,0.5911454,1,0.15444769,0.93863326,0.5256933,0.3214584,0.48090434,0.64635205,0.0,2048
16,0,1,0,0,1.16217732,0,0.38704389,1.74851167,0.21820097,pairwise,0.1686177,0.00127123,10,13,0.46064231,1,0.30695945,1.03290915,0.77513343,0.10043019,0.45600796,0.57553113,0.0,2048
16,1,0,1,1,0.74684596,1,-0.22650886,1.66736674,0.16862984,pairwise,0.20511271,0.00536644,11,13,0.42278683,0,0.23630923,1.05323911,0.97335482,0.04497343,0.46498471,0.56328386,0.0,2048
16,1,0,1,0,0.21666826,0,-0.33408499,1.54516506,0.18261252,pairwise,0.20817675,0.01308768,12,13,0.57651538,1,0.15297636,0.94825864,0.55075324,0.29042482,0.48551425,0.48503494,0.0,2048
16,0,1,0,0,1.29553199,0,0.45867884,1.74869585,0.16992868,pairwise,0.20809951,0.01907811,13,13,0.4330712,1,0.26885918,1.05887341,0.83685315,0.07806465,0.44886112,0.96515948,0.0,2048
16,1,0,1,1,0.7845962,1,-0.17482686,1.65173185,0.22755197,pairwise,0.1690944,0.01030164,14,13,0.40675911,0,0.21667655,1.06126916,0.95942307,0.02364522,0.46601456,0.57364362,0.0,2048
16,1,0,1,0,0.15912238,0,-0.29924545,1.53995216,0.17080125,pairwise,0.20766124,0.00884214,15,13,0.63231486,1,0.18405217,0.88778919,0.45836782,0.38174281,0.48892206,0.49115786,0.0,2048
16,0,1,0,0,0.94381094,0,0.20436108,1.80254138,0.17236884,pairwise,0.19694929,0.02101995,16,13,0.47737646,1,0.34795925,1.02336931,0.73944986,0.12695006,0.45038581,0.67005384,0.0,2048
16,1,0,0,0,0.97139162,1,-0.10602647,1.91509593,0.17687941,pairwise,0.21014032,0.01861858,17,13,0.51411563,0,0.49092022,0.98925716,1.07741809,0.17364216,0.44655985,0.45070076,0.0,2048
16,1,0,1,0,0.1400826,0,-0.25018841,1.5466131,0.18081738,pairwise,0.2081418,0.03166991,18,13,0.67687345,1,0.24791521,0.84148794,0.39027101,0.4721154,0.47550628,0.96833009,0.0,2048
16,1,0,1,0,0.58394736,0,-0.07934284,1.95222998,0.22002052,pairwise,0.16176896,0.01169556,19,13,0.51515359,1,0.45558122,0.99616402,0.6632902,0.18485117,0.43679166,0.83229077,0.0,2048
16,0,1,0,0,1.14159143,0,0.12943089,1.61529076,0.19013077,pairwise,0.17910171,0.01447999,20,13,0.36343294,1,0.16884589,1.09084356,1.01216054,0.00240064,0.46379238,0.8577705,0.0,2048
16,1,0,0,0,0.99100089,1,-0.58921933,1.66036284,0.2348306,pairwise,0.16679043,0.01419506,21,13,0.41402921,0,0.22381134,1.05819368,1.58022022,0.03398815,0.46492112,0.5574826,0.0,2048
16,0,1,0,0,1.09814239,0,0.32914793,1.768278,0.14972474,pairwise,0.21343718,0.02262296,22,13,0.46347886,1,0.3133567,1.03319955,0.76899445,0.10757598,0.45296949,0.69918907,0.0,2048
16,1,0,1,1,0.82764292,1,-0.2280407,1.80286276,0.17505309,pairwise,0.22135606,0.004914,23,13,0.4659147,0,0.32243231,1.03611612,1.05568361,0.11796021,0.44659299,0.841699,0.0,2048
16,0,0,0,0,2.58959913,0,0.69164979,1.94116151,0.15697439,pairwise,0.1973739,0.02169816,24,13,0.51685143,0,0.47162336,0.99177641,1.89794934,0.18357852,0.44023731,0.65331715,0.0,2048
16,1,0,1,0,0.69087452,0,-0.00337762,1.90322483,0.18141718,pairwise,0.1871312,0.01790781,25,13,0.49944782,1,0.40893924,1.00939465,0.69425213,0.16241333,0.44044399,0.85597461,0.0,2048
16,1,1,0,0,0.90861511,0,-0.05048364,1.63917279,0.12558046,pairwise,0.23565136,0.00680618,26,13,0.38323811,1,0.18933615,1.07967496,0.95909876,0.01066831,0.46461657,0.74051136,0.0,2048
16,1,0,1,0,0.25077084,0,-0.28379968,1.56932127,0.16052945,pairwise,0.25741938,0.01257088,27,13,0.58592087,1,0.18995577,0.95305395,0.53457052,0.32872432,0.47025278,0.95440865,0.0,2048
16,0,1,0,0,1.57781792,0,0.6483162,1.7121042,0.20443058,pairwise,0.20211625,0.00817957,28,13,0.39475036,1,0.23530172,1.07794714,0.92950171,0.03106388,0.45172831,0.96889102,0.0,2048
16,1,0,1,1,0.78955513,1,-0.24920672,1.80788398,0.22614053,pairwise,0.18061543,0.00234574,29,13,0.48514402,0,0.38963187,1.01253176,1.03876185,0.13125145,0.45406681,0.45028517,0.0,2048
16,1,0,1,1,0.41009766,1,-0.61913198,1.57473123,0.16556506,pairwise,0.20302807,0.01798708,30,13,0.38896695,0,0.14728166,1.08300614,1.02922964,0.03168488,0.47738928,0.54240632,0.0,2048
16,0,1,0,0,1.05771554,0,0.26732171,1.80127347,0.18532071,pairwise,0.233178,0.0142385,31,13,0.45366609,1,0.30913949,1.04655886,0.79039383,0.1052871,0.44474971,0.93784416,0.0,2048
16,1,0,1,1,0.76551789,1,-0.26705235,1.79048324,0.18651047,pairwise,0.19752869,0.01010215,32,13,0.47978407,0,0.37240422,1.01664615,1.03257024,0.1236935,0.45527723,0.48989785,0.0,2048
16,1,0,1,0,0.21838275,0,-0.27702108,1.56095922,0.18885952,pairwise,0.20995471,0.01579378,33,13,0.60932481,1,0.19481787,0.92652649,0.49540383,0.36327404,0.47320414,0.89646739,0.0,2048
16,0,1,0,0,2.04656386,0,1.10740376,1.63965452,0.24633233,pairwise,0.15891768,0.00197697,34,13,0.39095604,1,0.19877012,1.06915891,0.93916011,0.00476691,0.46681464,0.595815,0.0,2048
16,1,0,1,1,0.71992159,1,-0.26627856,1.68701732,0.20109861,pairwise,0.18493134,0.01640552,35,13,0.43591687,0,0.25811261,1.04604471,0.98620015,0.06292555,0.46289241,0.53168434,0.0,2048
16,1,0,1,0,0.30246067,0,-0.33838362,1.57373285,0.16187109,pairwise,0.18677416,0.0287611,36,13,0.52684742,1,0.1644357,1.00505221,0.64084429,0.23177072,0.47150975,0.7944997,0.0,2048
16,1,0,1,0,0.65738004,0,-0.02335149,1.88395774,0.26395258,pairwise,0.17044416,0.00888235,37,13,0.50624651,1,0.45887727,0.99643278,0.68073153,0.16270596,0.4482244,0.47104391,0.0,2048
16,0,1,0,0,0.95856011,0,0.02848506,1.60970271,0.15768722,pairwise,0.203831,0.01557004,38,13,0.3945241,1,0.171242,1.08216691,0.93007505,0.04193687,0.47079271,0.57905668,0.0,2048
16,1,0,1,1,0.58558702,1,-0.68152833,1.61099589,0.19121625,pairwise,0.17245911,0.00726086,39,13,0.3891404,0,0.16263898,1.08992326,1.26711535,0.05992368,0.46827656,0.69108266,0.0,2048
16,1,0,1,0,0.57016873,0,-0.08636796,1.94451177,0.17136414,pairwise,0.21654622,0.0075693,40,13,0.51864445,1,0.48087135,0.99079275,0.6565367,0.18692684,0.43996865,0.64787298,0.0,2048
16,1,0,0,0,0.9123354,1,-0.15529931,1.88232219,0.22352107,pairwise,0.18665332,0.01029773,41,13,0.50577712,0,0.45585585,0.99677074,1.0676347,0.16195631,0.44822335,0.48683816,0.0,2048
16,1,0,1,0,0.13990299,0,-0.26507878,1.53984833,0.19259647,pairwise,0.17947783,0.00482328,42,13,0.66698897,1,0.20426926,0.84785002,0.40498179,0.44439805,0.48609012,0.6498509,0.0,2048
16,0,1,0,0,1.45470202,0,0.62756318,1.70691276,0.1717609,pairwise,0.18649231,0.01080396,43,13,0.43729869,1,0.25387943,1.05053699,0.82713884,0.07309988,0.45719665,0.6547938,0.0,2048
16,0,1,0,0,0.99666882,0,0.01355565,1.65274179,0.16344754,pairwise,0.21326919,0.01386936,44,13,0.37414452,1,0.19554913,1.09369195,0.98311317,0.04150313,0.45938823,0.90124732,0.0,2048
16,1,0,1,0,0.21948037,0,-0.28390649,1.55381775,0.12614715,pairwise,0.23701839,0.02512388,45,13,0.60447991,1,0.1708701,0.92798007,0.50338686,0.34861434,0.47791627,0.71936154,0.0,2048
16,0,1,0,0,1.7855792,0,0.91585398,1.65318418,0.21660522,pairwise,0.19007479,0.02251571,46,13,0.4190667,1,0.24139079,1.05156338,0.86972523,0.03441659,0.46892869,0.47748429,0.0,2048
16,0,1,0,0,1.07703125,0,0.11283094,1.61303914,0.17002729,pairwise,0.18241428,0.00987133,47,13,0.38128799,1,0.16475305,1.09340262,0.96420032,0.0651893,0.46651316,0.79490125,0.0,2048
16,1,0,1,0,0.12831433,0,-0.2577616,1.54040134,0.15996242,pairwise,0.21854123,0.01658069,48,13,0.67971891,1,0.22800359,0.83288836,0.38607594,0.46908644,0.48354661,0.73849458,0.0,2048
16,0,0,1,0,0.79409188,0,0.07812852,1.86163199,0.1724339,pairwise,0.22773232,0.01190736,49,13,0.48872107,1,0.37795162,1.0187583,0.71596336,0.14849016,0.44285893,0.81540775,0.0,2048
16,1,0,1,1,0.80870301,1,-0.17681557,1.6688962,0.16743402,pairwise,0.19928908,0.02485917,50,13,0.41104701,0,0.21674313,1.06413996,0.98551857,0.03780141,0.46110618,0.71051109,0.0,2048
16,0,0,0,0,2.51213765,0,0.6374557,1.95010531,0.14383277,pairwise,0.20548947,0.02254182,51,13,0.51525927,0,0.46039402,0.99524522,1.87468195,0.18392226,0.43811998,0.74957955,0.0,2048
16,0,1,0,0,0.97000712,0,0.22592771,1.79884481,0.1635177,pairwise,0.19743223,0.01709966,52,13,0.47517154,1,0.33779985,1.02702284,0.74407941,0.12681264,0.44888473,0.7149623,0.0,2048
16,1,0,1,1,0.72967643,1,-0.26306945,1.69622517,0.2013386,pairwise,0.17523524,0.0211362,53,13,0.43758565,0,0.25916088,1.04628336,0.99274588,0.0670279,0.4610312,0.577209,0.0,2048
16,0,0,0,0,1.72670555,0,0.02055013,1.81561446,0.20050412,pairwise,0.1665453,0.01998695,54,13,0.47185388,0,0.3332845,1.03142738,1.70615542,0.12527022,0.44548729,0.87258321,0.0,2048
16,0,1,0,0,1.48625541,0,0.63235623,1.71097708,0.18439859,pairwise,0.19290332,0.02256396,55,13,0.42575163,1,0.2446391,1.05992079,0.85389918,0.0629231,0.45461935,0.8127746,0.0,2048
16,0,1,0,0,0.96744931,0,0.03390628,1.61344719,0.18228331,pairwise,0.18329529,0.02385006,56,13,0.39315826,1,0.17196995,1.08482409,0.93354303,0.04733023,0.46941245,0.59374261,0.0,2048
16,1,0,0,0,1.65680587,1,-0.01878226,1.819525,0.20052457,pairwise,0.22193371,0.01254617,57,13,0.46730021,0,0.32988265,1.03636575,1.67558813,0.12179849,0.4442575,0.97747225,0.0,2048
16,0,1,0,0,1.29596674,0,0.48802269,1.73534548,0.22799073,pairwise,0.1624044,0.00396922,58,13,0.4457736,1,0.27251801,1.04681253,0.80794406,0.08670798,0.45358288,0.77449536,0.0,2048
16,1,0,1,1,0.78567314,1,-0.23093104,1.72180963,0.15524746,pairwise,0.19465746,0.00699097,59,13,0.43444723,0,0.25739384,1.05414653,1.01660419,0.07262567,0.45422959,0.80159855,0.0,2048
16,1,0,0,0,1.09723806,1,-0.43811405,1.71478176,0.15385552,pairwise,0.23162714,0.00651112,60,13,0.4198564,0,0.24622215,1.06291938,1.53535211,0.05509266,0.45448205,0.8979637,0.0,2048
16,0,1,0,0,1.14557481,0,0.37871355,1.74387026,0.22621028,pairwise,0.19708045,0.00826752,61,13,0.46446863,1,0.32186973,1.02868986,0.76686126,0.10349801,0.45802689,0.51449788,0.0,2048
16,1,0,1,1,0.76169598,1,-0.27503514,1.76302731,0.1685212,pairwise,0.19067015,0.01625156,62,13,0.46532571,0,0.31300268,1.03232789,1.03673112,0.11071369,0.45285016,0.66105866,0.0,2048
16,1,0,0,0,1.17518759,1,-0.41090393,1.71482515,0.14693864,pairwise,0.21371534,0.01625437,63,13,0.43193376,0,0.25245041,1.05516374,1.58609152,0.06859171,0.45537964,0.77304363,0.0,2048
16,0,0,0,0,2.05566216,0,1.06043911,1.64851058,0.16563466,pairwise,0.19227628,0.00784222,64,13,0.38008589,0,0.19153446,1.08223331,0.9952231,0.01044491,0.46212986,0.80157155,0.0,2048
16,1,0,1,1,0.71392357,1,-0.27240002,1.67632926,0.19583467,pairwise,0.19265835,0.00623425,65,13,0.4357326,0,0.25337604,1.04622722,0.9863236,0.06278732,0.46394175,0.52645785,0.0,2048
16,1,0,1,0,0.19713269,0,-0.30709201,1.54494178,0.18665838,pairwise,0.19211484,0.01610004,66,13,0.60397363,1,0.16755368,0.92263484,0.50422472,0.33879972,0.48462662,0.58795482,0.0,2048
16,0,0,1,0,0.78157049,0,0.07270586,1.85392916,0.27378601,pairwise,0.143472,0.01180477,67,13,0.49220273,1,0.38769716,1.01253378,0.70886463,0.14848858,0.44575304,0.70557666,0.0,2048
16,1,0,1,1,0.73096734,1,-0.28181785,1.72883332,0.1612926,pairwise,0.19541621,0.02161524,68,13,0.45329469,0,0.28995842,1.03763342,1.0127852,0.09008873,0.45781738,0.58204216,0.0,2048
16,1,0,1,0,0.34887728,0,-0.37401155,1.58503735,0.17641011,pairwise,0.18280758,0.03055668,69,13,0.48534817,1,0.16488066,1.03669846,0.72288883,0.17098376,0.46859995,0.80574644,0.0,2048
16,1,0,1,0,0.69192344,0,-0.00176722,1.90167248,0.17729267,pairwise,0.1901961,0.02691885,70,13,0.49972835,1,0.40931693,1.00920701,0.69369066,0.16286758,0.44043538,0.79262733,0.0,2048
16,1,0,0,0,0.95458621,1,-0.14304036,1.9080317,0.1994542,pairwise,0.17490721,0.01156121,71,13,0.50163329,0,0.41219682,1.0093677,1.09762657,0.16797122,0.43825972,0.85612875,0.0,2048
16,1,0,1,0,0.20813286,0,-0.26125816,1.55915213,0.16819483,pairwise,0.19962139,0.02319845,72,13,0.62538302,1,0.19814819,0.90856588,0.46939102,0.39002237,0.47263321,0.95577687,0.0,2048
16,0,1,0,0,0.95939249,0,0.2192778,1.78086281,0.23472698,pairwise,0.17637566,0.01373378,73,13,0.47705919,1,0.36785877,1.01780176,0.74011469,0.11870706,0.45661336,0.46194115,0.0,2048
16,1,0,0,0,0.95501006,1,-0.14127123,1.90781474,0.16187383,pairwise,0.2155578,0.01683328,74,13,0.49765682,0,0.40360701,1.01342559,1.09628129,0.16354558,0.43794218,0.91897207,0.0,2048
16,1,0,1,1,0.36913344,1,-0.59069228,1.56469476,0.19699535,pairwise,0.19844036,0.00764543,75,13,0.38586053,0,0.14499845,1.07359803,0.95982569,0.0029009,0.48062503,0.50764543,0.0,2048
16,0,1,0,0,1.15743828,0,0.38340259,1.74124527,0.19533297,pairwise,0.19730492,0.00393072,76,13,0.46114826,1,0.32280767,1.02899408,0.77403569,0.09617239,0.45949209,0.49606928,0.0,2048
16,1,0,1,1,0.83805513,1,-0.22369123,1.83185339,0.16199589,pairwise,0.1951568,0.00614855,77,13,0.48658305,0,0.37219509,1.01705122,1.06174636,0.14073178,0.44755203,0.71889943,0.0,2048
16,1,0,1,0,0.32583791,0,-0.3842259,1.57489669,0.15758277,pairwise,0.19335404,0.01108439,78,13,0.49161282,1,0.15903854,1.02971339,0.71006382,0.1746127,0.47259352,0.76754373,0.0,2048
16,0,1,0,0,0.94755703,0,0.19483906,1.8180449,0.21490987,pairwise,0.18806562,0.00776382,79,13,0.47108445,1,0.33342433,1.03235388,0.75271797,0.12480336,0.44531366,0.91098875,0.0,2048
16,1,0,0,0,1.01335943,1,-0.06996918,1.93902576,0.20792438,pairwise,0.19257765,0.00646886,80,13,0.51932931,0,0.51128554,0.984312,1.0833286,0.18086225,0.44527569,0.47092173,0.0,2048
16,1,0,1,0,0.22092438,0,-0.29023707,1.55296743,0.15429553,pairwise,0.21038641,0.01932941,81,13,0.59979856,1,0.1674283,0.93223029,0.51116145,0.33971268,0.47876716,0.74777591,0.0,2048
16,0,1,0,0,1.88344622,0,0.98356277,1.65239191,0.21340103,pairwise,0.17928499,0.00352723,82,13,0.40661705,1,0.21718934,1.06148767,0.89988345,0.02371144,0.46599534,0.53959394,0.0,2048
16,1,0,0,0,0.97606134,1,-0.10595798,1.92038214,0.19492753,pairwise,0.18529837,0.00656319,83,13,0.51353234,0,0.47524092,0.99130392,1.08201933,0.17462188,0.44465452,0.53895426,0.0,2048
16,1,0,0,0,1.51394176,1,-0.21184194,1.72376597,0.19463533,pairwise,0.19266081,0.0158572,84,13,0.45632869,0,0.30365106,1.03312886,1.72578371,0.09069088,0.46019939,0.51736033,0.0,2048
16,0,1,0,0,1.17823195,0,0.40165472,1.74923217,0.19594501,pairwise,0.18374634,0.01590503,85,13,0.45997772,1,0.29886395,1.03633654,0.77657723,0.10389984,0.45377705,0.64596641,0.0,2048
16,1,0,0,0,1.01785862,1,-0.07088888,1.94166744,0.20593782,pairwise,0.18894935,0.01129241,86,13,0.52054149,0,0.50894099,0.9843204,1.0887475,0.1839036,0.44397205,0.47621968,0.0,2048
16,1,0,0,0,0.9948318,1,-0.56107354,1.67272913,0.18549195,pairwise,0.1737539,0.02798564,87,13,0.41479751,0,0.22234303,1.06112599,1.55590534,0.04059336,0.46140903,0.60834038,0.0,2048
16,0,1,0,0,1.31295073,0,0.51136029,1.72441649,0.19590712,pairwise,0.18798366,0.01490589,88,13,0.4486149,1,0.28041041,1.04103422,0.80159044,0.08427933,0.45784926,0.64528579,0.0,2048
16,1,0,1,1,0.73165351,1,-0.25211769,1.67624736,0.14633378,pairwise,0.22087806,0.01201304,89,13,0.43129897,0,0.24724066,1.04918492,0.9837712,0.05740055,0.46378744,0.54449636,0.0,2048
32,0,0,0,0,1.94239521,0,0.3049283,1.81795788,0.21752991,pairwise,0.15528253,0.00763141,0,11,0.48179168,0,0.15493345,1.03538501,1.63746691,0.15805542,0.54575098,0.69122529,0.0,2048
32,0,0,1,0,0.79016137,0,0.00529766,1.75029588,0.21038103,pairwise,0.16698518,0.00692724,1,11,0.45618188,1,0.16365129,1.05605245,0.78486371,0.13178512,0.54800367,0.94041705,0.0,2048
32,0,1,0,0,1.08613503,0,0.11723238,1.71373415,0.18733314,pairwise,0.17615244,0.00271835,2,11,0.37949926,1,0.11003666,1.08593011,0.96890265,0.01957774,0.55041659,0.63749766,0.0,2048
32,1,0,1,1,0.82208276,1,-0.2903049,1.64964163,0.18496528,pairwise,0.20271699,0.00574268,3,11,0.36413252,0,0.11742734,1.09613895,1.11238766,0.03535947,0.55333841,0.95156395,0.0,2048
32,0,0,0,0,1.27872717,0,0.20348132,1.67078078,0.21836428,pairwise,0.16682222,0.00283954,4,11,0.36433378,0,0.10969453,1.0947597,1.07524586,0.0231199,0.55221081,0.89507544,0.0,2048
32,0,1,0,0,1.06074071,0,0.13035512,1.69850874,0.17557192,pairwise,0.18486312,0.01167184,5,11,0.39440161,1,0.12555684,1.09044313,0.93038559,0.0908193,0.55139333,0.52954835,0.0,2048
32,0,0,0,0,2.10028267,0,0.41606498,1.87561071,0.17931618,pairwise,0.18723784,0.0087736,6,11,0.50673229,0,0.21251579,1.01969635,1.68421769,0.19905415,0.54310429,0.85536212,0.0,2048
32,0,1,0,0,1.2665695,0,0.25115883,1.67299056,0.23533408,pairwise,0.1550321,0.00341373,7,11,0.36225367,1,0.12609619,1.09255266,1.01541066,0.00681099,0.55193865,0.91727108,0.0,2048
32,0,0,0,0,1.24773777,0,0.08011448,1.83626103,0.16397513,pairwise,0.20421961,0.005522,8,11,0.49464142,0,0.19559446,1.02974486,1.16762328,0.18353596,0.5445953,0.87696743,0.0,2048
32,0,0,0,0,1.9528718,0,0.30949712,1.81951237,0.19437778,pairwise,0.16718818,0.00583069,9,11,0.48367095,0,0.155093,1.03404617,1.64337468,0.16066846,0.54568094,0.66041923,0.0,2048
32,1,0,1,1,1.02627492,1,-0.23748159,1.68775058,0.22303501,pairwise,0.15910934,0.00090593,10,11,0.39444691,0,0.12329072,1.08908629,1.26375651,0.07148433,0.55195981,0.56345499,0.0,2048
32,0,1,0,0,1.03516686,0,0.10293937,1.68657994,0.17192203,pairwise,0.19330533,0.00332112,11,11,0.3936758,1,0.13517934,1.08804703,0.93222749,0.06251845,0.55211729,0.47092927,0.0,2048
32,0,0,0,0,1.83068585,0,0.22103858,1.80754113,0.20597394,pairwise,0.16083065,0.0065793,12,11,0.48350084,0,0.16902584,1.03734112,1.60964727,0.16695973,0.54585385,0.83477008,0.0,2048
