causal_k,dense_beneficial,dense_breaks_sparse,dense_correct,dense_fixes_sparse,dense_loss,dense_needed,dense_regret,event_norm,interaction_density,interaction_mode,mean_pair_distance,min_pair_distance,sample_index,seed,sparse_confidence,sparse_correct,sparse_delta_norm,sparse_entropy,sparse_loss,sparse_margin,sparse_uncertainty_mean,target_x,target_y,total_objects_n
8,1,0,1,0,0.85951829,0,-0.06005418,1.75693798,0.09669735,pairwise,0.25860006,0.05477577,29,13,0.39868945,1,0.20821692,1.07321739,0.91957247,0.02886614,0.46508172,0.55477577,0.0,2048
8,1,0,1,0,0.51494843,0,-0.04945582,1.57473123,0.12920989,pairwise,0.25489506,0.04240632,30,13,0.56869888,1,0.20318985,0.93309563,0.56440425,0.25172156,0.48733109,0.54240632,0.0,2048
8,1,0,1,1,0.91132236,1,-0.10509336,1.77873647,0.15641011,pairwise,0.2413651,0.02955092,31,13,0.37589794,0,0.19091915,1.08662069,1.01641572,0.01400819,0.45622763,0.96588236,0.0,2048
8,1,0,0,0,0.86545181,1,-0.05248839,1.61726987,0.16872843,pairwise,0.23925373,0.01401567,32,13,0.44372922,0,0.17295879,1.01774633,0.9179402,0.04438847,0.48115662,0.51401567,0.0,2048
8,1,0,1,0,0.36120841,0,-0.0771656,1.56095922,0.18416391,pairwise,0.25873375,0.02064937,33,13,0.64508444,1,0.25325084,0.86728394,0.43837401,0.39669323,0.48381934,0.89646739,0.0,2048
8,1,0,1,0,0.53142738,0,-0.23525715,1.93654335,0.16753769,pairwise,0.23966031,0.03622913,34,13,0.46455073,1,0.33778518,1.03496516,0.76668453,0.11281699,0.45324144,0.62418246,0.0,2048
8,1,0,1,0,0.79822361,0,-0.04887474,1.68701732,0.19568454,pairwise,0.21954878,0.01657677,35,13,0.42865694,1,0.1779618,1.0789392,0.84709835,0.14069843,0.47226593,0.53168434,0.0,2048
8,1,0,1,0,0.45417184,0,-0.01463014,1.57373285,0.11860311,pairwise,0.2162261,0.0740307,36,13,0.6257515,1,0.21645226,0.88957489,0.46880198,0.36352044,0.48155543,0.7944997,0.0,2048
8,1,0,0,0,0.91035074,1,-0.0301187,1.77880955,0.29256564,pairwise,0.18195079,0.01156954,37,13,0.39100829,0,0.22707978,1.06672466,0.94046944,0.0005638,0.46478534,0.58518177,0.0,2048
8,0,0,0,0,1.13659239,0,0.09179115,1.93442035,0.27193072,pairwise,0.18800393,0.03523195,38,13,0.46465498,0,0.33743089,1.03485024,1.04480124,0.11289328,0.4530524,0.46476805,0.0,2048
8,1,0,1,0,0.79915535,0,-0.01691717,1.61735725,0.19925921,pairwise,0.25262707,0.02008006,39,13,0.44216484,1,0.17279214,1.0184927,0.81607252,0.04188767,0.4818233,0.46568042,0.0,2048
8,1,0,1,0,0.50931758,0,-0.24508703,1.94451177,0.12487118,pairwise,0.27465683,0.04392429,40,13,0.47029054,1,0.3342005,1.0349046,0.7544046,0.12689796,0.44970441,0.64787298,0.0,2048
8,0,0,0,0,1.04237258,0,0.02447319,1.88232219,0.20006315,pairwise,0.22736518,0.01316184,41,13,0.44744459,0,0.30682772,1.0439868,1.01789939,0.0860914,0.45709598,0.48683816,0.0,2048
8,1,0,1,0,0.23148489,0,-0.18682569,1.53984833,0.24477161,pairwise,0.17532802,0.00977902,42,13,0.65815777,1,0.3113825,0.84318995,0.41831058,0.41019759,0.49516913,0.6498509,0.0,2048
8,1,0,0,0,1.48953283,1,-0.08357084,1.66831434,0.16221611,pairwise,0.24998985,0.03472057,43,13,0.42124233,0,0.15529978,1.05830932,1.57310367,0.04988518,0.46840099,0.82983083,0.0,2048
8,1,0,1,0,0.88187569,0,-0.05490428,1.77451885,0.10053434,pairwise,0.27892786,0.04629564,44,13,0.39188769,1,0.22231889,1.06906617,0.93677998,0.00648585,0.46491367,0.64161754,0.0,2048
8,1,0,1,0,0.35250321,0,-0.10549951,1.55381775,0.09146579,pairwise,0.29225716,0.03461222,45,13,0.63254577,1,0.24554235,0.87514949,0.45800272,0.36764005,0.48909074,0.71936154,0.0,2048
8,1,0,0,0,1.01385832,1,-0.0565474,1.75090158,0.14898665,pairwise,0.31072262,0.03212159,46,13,0.38109389,0,0.18354596,1.08997464,1.07040572,0.03822449,0.45930213,0.95421612,0.0,2048
8,1,0,0,0,0.98044765,1,-0.17110384,1.61303914,0.12315599,pairwise,0.21565104,0.07882056,47,13,0.54855144,0,0.16672137,0.96408725,1.15155149,0.23240554,0.47656944,0.79490125,0.0,2048
8,1,0,1,0,0.23672253,0,-0.18465334,1.54040134,0.11344665,pairwise,0.2731486,0.02217807,48,13,0.65614343,1,0.30901042,0.84552068,0.42137587,0.40655357,0.49514848,0.73849458,0.0,2048
8,1,0,1,0,0.67684698,0,-0.15955496,1.86163199,0.15434207,pairwise,0.28170887,0.02029804,49,13,0.43326664,1,0.254224,1.05555427,0.83640194,0.07236308,0.45441949,0.81540775,0.0,2048
8,1,0,0,0,1.0421679,1,-0.22271657,1.61614335,0.14572681,pairwise,0.22438906,0.03146492,50,13,0.58254009,0,0.18235078,0.94234431,1.26488447,0.30026817,0.47319379,0.94287103,0.0,2048
8,0,0,0,0,2.35271716,0,0.67359591,1.95010531,0.12594306,pairwise,0.24025847,0.02254182,51,13,0.46835119,0,0.32108676,1.03564119,1.67912126,0.12324017,0.44899035,0.74957955,0.0,2048
8,1,0,1,1,0.92399651,1,-0.05360883,1.77682269,0.14229129,pairwise,0.32489806,0.01713554,52,13,0.38521546,0,0.20211323,1.0771575,0.97760534,0.00900456,0.46042949,0.94164866,0.0,2048
8,1,0,1,0,0.81951249,0,-0.03503603,1.69622517,0.18709742,pairwise,0.2060608,0.02766687,53,13,0.42547524,1,0.17458503,1.08022535,0.85454851,0.13733542,0.47073779,0.577209,0.0,2048
8,0,0,0,0,1.74992979,0,0.25057209,1.81561446,0.14353678,pairwise,0.21034341,0.03512304,54,13,0.40472004,0,0.21617278,1.06871676,1.4993577,0.03271359,0.4560979,0.87258321,0.0,2048
8,0,0,0,0,1.20103049,0,0.0225842,1.71097708,0.15554942,pairwise,0.22877669,0.03961975,55,13,0.40345109,0,0.16619265,1.08758092,1.17844629,0.09569451,0.46557772,0.8127746,0.0,2048
8,1,0,1,0,0.82467085,0,-0.03899044,1.7016983,0.13746184,pairwise,0.2712236,0.01332243,56,13,0.4216156,1,0.17932823,1.081038,0.86366129,0.11844808,0.4706485,0.58887041,0.0,2048
8,0,0,0,0,1.75637197,0,0.24824977,1.819525,0.13963202,pairwise,0.29947403,0.02252775,57,13,0.40881893,0,0.22315848,1.06734109,1.50812221,0.03896308,0.45624006,0.97747225,0.0,2048
8,1,0,0,0,1.42878425,1,-0.09342349,1.67931163,0.19327044,pairwise,0.18612996,0.03741348,58,13,0.39263803,0,0.15780127,1.06653214,1.52220774,0.00350562,0.46853855,0.83558702,0.0,2048
8,1,0,1,0,0.86820215,0,-0.03430742,1.72180963,0.14073087,pairwise,0.21870337,0.01336049,59,13,0.40555063,1,0.17201489,1.0859921,0.90250957,0.08908096,0.46507657,0.80159855,0.0,2048
8,0,0,0,0,0.94701642,0,0.02899498,1.64707386,0.10473498,pairwise,0.27384326,0.04541004,60,13,0.40504941,0,0.1572157,1.05181944,0.91802144,0.00574109,0.47448236,0.66830426,0.0,2048
8,0,0,0,0,1.5272851,0,0.07804441,1.66252053,0.20483068,pairwise,0.21352099,0.02995072,61,13,0.42664731,0,0.16347975,1.07030654,1.44924068,0.08804303,0.4736056,0.56734604,0.0,2048
8,1,0,1,0,0.89785594,0,-0.03201836,1.7101438,0.12780449,pairwise,0.26285622,0.01624829,62,13,0.39460331,1,0.16456389,1.0890311,0.9298743,0.07161811,0.46417671,0.89544511,0.0,2048
8,0,0,0,0,1.30269742,0,0.01942003,1.71482515,0.10311459,pairwise,0.25467011,0.02772182,63,13,0.41172367,0,0.17311257,1.08425748,1.28327739,0.10057488,0.4670651,0.77304363,0.0,2048
8,0,0,0,0,1.05321693,0,0.0359329,1.74324334,0.25924566,pairwise,0.21835791,0.01367971,64,13,0.40586263,0,0.21416026,1.07302237,1.01728404,0.04428694,0.46873438,0.48632029,0.0,2048
8,1,0,1,0,0.80926794,0,-0.0640313,1.71082866,0.23469056,pairwise,0.20086977,0.01030988,65,13,0.41757163,1,0.18672481,1.07931161,0.87329924,0.0927242,0.46968567,0.57414818,0.0,2048
8,1,0,1,0,0.30663094,0,-0.16293815,1.54494178,0.21150348,pairwise,0.21753657,0.04537815,66,13,0.62527162,1,0.26883084,0.87697875,0.46956909,0.34875461,0.49540472,0.58795482,0.0,2048
8,1,0,1,0,0.52347034,0,-0.24840188,1.94502151,0.19413488,pairwise,0.19923469,0.03481971,67,13,0.46214703,1,0.29642034,1.04147112,0.77187222,0.11748689,0.4465954,0.90407449,0.0,2048
8,1,0,0,0,1.02619147,1,-0.1317482,1.59418356,0.1421601,pairwise,0.22267917,0.03940064,68,13,0.5626623,0,0.17969161,0.94529974,1.15793967,0.24852961,0.4811911,0.64418828,0.0,2048
8,0,0,1,0,0.50946891,0,0.0209049,1.58503735,0.15427426,pairwise,0.20507812,0.03162742,69,13,0.61350673,1,0.20715883,0.90406281,0.48856401,0.3439292,0.47946817,0.80574644,0.0,2048
8,1,0,1,0,0.6060735,0,-0.20095742,1.88894165,0.12952083,pairwise,0.30015925,0.06911951,70,13,0.44618085,1,0.26837081,1.0530436,0.80703092,0.0987148,0.44913834,0.91738647,0.0,2048
8,0,0,0,0,1.14042544,0,0.08064497,1.9080317,0.15697567,pairwise,0.20928323,0.0479769,71,13,0.453289,0,0.27901697,1.04789817,1.05978048,0.10675713,0.44808817,0.85612875,0.0,2048
8,0,0,0,0,1.36177158,0,0.03499222,1.72298574,0.15368268,pairwise,0.2183411,0.02716739,72,13,0.40893316,0,0.17778492,1.08307219,1.32677937,0.08319679,0.46622038,0.69992018,0.0,2048
8,1,0,1,0,0.58559018,0,-0.21014696,1.90264404,0.18744373,pairwise,0.21139149,0.03039074,73,13,0.45124847,1,0.27573112,1.0478735,0.79573715,0.10167003,0.44970262,0.87115586,0.0,2048
8,1,0,0,0,1.0290761,1,-0.11072946,1.58610857,0.20828107,pairwise,0.21329376,0.00092953,74,13,0.56027049,0,0.18642735,0.94344854,1.13980556,0.24038929,0.48365945,0.50092953,0.0,2048
8,1,0,1,0,0.45957127,0,-0.08118704,1.56469476,0.15378225,pairwise,0.25395638,0.00764543,75,13,0.5823065,1,0.21454337,0.91989398,0.54075831,0.27417031,0.48968577,0.50764543,0.0,2048
8,0,0,0,0,1.06669211,0,0.03710532,1.74124527,0.18618385,pairwise,0.23941612,0.00393072,76,13,0.40874112,0,0.21355897,1.07332814,1.02958679,0.0515866,0.46884966,0.49606928,0.0,2048
8,1,0,0,0,0.96151096,1,-0.01225662,1.78844261,0.13798393,pairwise,0.29594836,0.00389555,77,13,0.38169515,0,0.20158619,1.07815742,0.97376758,0.00403765,0.45750728,0.9765116,0.0,2048
8,0,0,1,0,0.79416084,0,0.03571808,1.6196723,0.19746415,pairwise,0.21980496,0.02646385,78,13,0.46839526,1,0.16724047,1.00822961,0.75844276,0.08763379,0.47962639,0.62231714,0.0,2048
8,1,0,1,0,0.78227597,0,-0.09082699,1.81625497,0.23227713,pairwise,0.20337732,0.03086203,79,13,0.41765359,1,0.25148249,1.0581311,0.87310296,0.04170433,0.46123391,0.63963652,0.0,2048
8,0,0,0,0,1.13400435,0,0.09473562,1.93902576,0.23043971,pairwise,0.21580084,0.00646886,80,13,0.46420667,0,0.34705138,1.03398573,1.03926873,0.11049345,0.45418662,0.47092173,0.0,2048
8,0,0,0,0,1.34703648,0,0.01718068,1.71574891,0.2244689,pairwise,0.17978618,0.03683623,81,13,0.41279912,0,0.17717463,1.08199191,1.3298558,0.09011367,0.46765849,0.65457463,0.0,2048
8,1,0,1,0,0.78301698,0,-0.09087867,1.81596613,0.31046867,pairwise,0.17539604,0.01676971,82,13,0.41732264,1,0.24884963,1.05843472,0.87389565,0.04149151,0.46084753,0.56073558,0.0,2048
8,1,0,1,0,0.94333339,0,-0.01297593,1.77110362,0.14053276,pairwise,0.26790518,0.04293966,83,13,0.38430864,1,0.18996428,1.08347106,0.95630932,0.02272812,0.45898122,0.92065841,0.0,2048
8,0,0,0,0,1.72793484,0,0.20973635,1.79547226,0.10175063,pairwise,0.2554881,0.04154488,84,13,0.40315092,0,0.22049208,1.06663537,1.51819849,0.02540812,0.46002033,0.76599157,0.0,2048
8,0,0,0,0,1.0162797,0,0.00826836,1.74923217,0.13916041,pairwise,0.2304976,0.04496031,85,13,0.39403403,0,0.19193864,1.07778096,1.00801134,0.02909005,0.46394444,0.64596641,0.0,2048
8,0,0,0,0,1.13016176,0,0.08538532,1.92892265,0.12924431,pairwise,0.2553122,0.05917759,86,13,0.46348,0,0.33621904,1.0359304,1.04477644,0.11170954,0.45350927,0.5833593,0.0,2048
8,1,0,0,0,1.15211201,1,-0.00048065,1.6833812,0.16788997,pairwise,0.20961793,0.03673779,87,13,0.42223671,0,0.16240162,1.07896364,1.15259266,0.10641983,0.47081608,0.64482427,0.0,2048
8,0,0,0,0,1.1461072,0,0.04098928,1.72441649,0.20680413,pairwise,0.20813462,0.03575311,88,13,0.41259351,0,0.18509535,1.08015478,1.10511792,0.0814217,0.46816969,0.64528579,0.0,2048
8,1,0,1,0,0.81115347,0,-0.05369878,1.69977272,0.16895284,pairwise,0.22250776,0.01702833,89,13,0.42111376,1,0.17918624,1.08089757,0.86485225,0.11462215,0.47003394,0.51702833,0.0,2048
16,0,0,0,0,2.47060728,0,0.35198402,1.93863368,0.17038836,pairwise,0.18917114,0.00885795,0,11,0.52377903,0,0.26257581,0.96105874,2.11862326,0.16775507,0.53704298,0.67259204,0.0,2048
16,0,1,0,0,0.88231593,0,0.15057713,1.8134954,0.22148187,pairwise,0.18442844,0.01075543,1,11,0.48107177,1,0.18449602,1.00361395,0.73173881,0.11120275,0.54197681,0.67246807,0.0,2048
16,0,0,0,0,1.19744837,0,0.075966,1.61342621,0.20354681,pairwise,0.18509157,0.00625127,2,11,0.53588945,0,0.16426027,0.97329426,1.12148237,0.21009296,0.55248058,0.51389086,0.0,2048
16,1,0,1,0,0.16544712,0,-0.28030151,1.56160247,0.16073589,pairwise,0.23880102,0.01000925,3,11,0.64034474,1,0.17396027,0.8665719,0.44574863,0.38149202,0.55664051,0.82835805,0.0,2048
16,0,0,0,0,1.46482825,0,0.21545672,1.6916008,0.21147779,pairwise,0.17602082,0.02054653,4,11,0.40970683,0,0.14840186,1.08566904,1.24937153,0.10609856,0.54773402,0.5653069,0.0,2048
16,1,0,1,1,0.7987166,1,-0.1512416,1.77009797,0.19391654,pairwise,0.1808012,0.0178142,5,11,0.43808183,0,0.16678296,1.03411305,0.94995821,0.05132464,0.5439046,0.6143868,0.0,2048
16,0,0,0,0,2.15561461,0,0.10098433,1.87561071,0.14915384,pairwise,0.21928333,0.0119257,6,11,0.51803088,0,0.23593983,0.97160792,2.05463028,0.16420197,0.53916913,0.85536212,0.0,2048
16,0,0,0,0,1.71070194,0,0.75861698,1.67299056,0.20125954,pairwise,0.17911863,0.02716652,7,11,0.39483562,0,0.12994081,1.06706882,0.95208496,0.00890011,0.54806203,0.91727108,0.0,2048
16,0,0,0,0,1.066347,0,0.06942439,1.63926375,0.18305038,pairwise,0.1855738,0.00609666,8,11,0.45032582,0,0.1304737,1.03627539,0.99692261,0.08131251,0.55052316,0.69321299,0.0,2048
16,1,0,1,0,0.14104658,0,-0.2890074,1.5502243,0.13943884,pairwise,0.22170258,0.03287016,9,11,0.65047395,1,0.2342536,0.85283941,0.43005398,0.39717731,0.55875814,0.64635205,0.0,2048
16,0,0,0,0,1.48861885,0,0.12488198,1.68775058,0.25291127,pairwise,0.16278888,0.00090593,10,11,0.40192488,0,0.15794107,1.08203673,1.36373687,0.05955318,0.54813594,0.56345499,0.0,2048
16,0,1,0,0,0.9167639,0,0.01794422,1.6741972,0.18145889,pairwise,0.18300298,0.00546002,11,11,0.4070498,1,0.13016278,1.08673584,0.89881968,0.10746121,0.54839647,0.75470364,0.0,2048
16,1,0,0,0,1.80478323,1,-0.15789366,1.80754113,0.17886838,pairwise,0.17874198,0.0214075,12,11,0.49945641,0,0.19336888,0.99025643,1.96267688,0.13939461,0.54186523,0.83477008,0.0,2048
16,0,1,0,0,1.10819519,0,0.38516593,1.74869585,0.16992868,pairwise,0.20809951,0.01907811,13,11,0.48527998,1,0.17095825,1.00488734,0.72302926,0.12235755,0.54416084,0.96515948,0.0,2048
16,1,0,0,0,0.95826459,1,-0.02053088,1.65173185,0.22755197,pairwise,0.1690944,0.01030164,14,11,0.43350923,0,0.15318865,1.04615903,0.97879547,0.05774575,0.55001122,0.57364362,0.0,2048
16,1,0,0,0,0.9212442,1,-0.06954575,1.67043567,0.18900627,pairwise,0.1855008,0.01942603,15,11,0.3964929,0,0.14895187,1.07371747,0.99078995,0.02520964,0.54891551,0.56816489,0.0,2048
16,0,1,0,0,0.90979379,0,0.1742627,1.80254138,0.17236884,pairwise,0.19694929,0.02101995,16,11,0.47925088,1,0.1804454,1.00625551,0.73553109,0.10996628,0.54241955,0.67005384,0.0,2048
16,1,0,0,0,0.88516486,1,-0.10242635,1.91509593,0.17687941,pairwise,0.21014032,0.01861858,17,11,0.49420694,0,0.24371995,0.9848088,0.98759121,0.12173411,0.5384419,0.45070076,0.0,2048
16,1,0,1,0,0.10397494,0,-0.31255704,1.5466131,0.18081738,pairwise,0.2081418,0.03166991,18,11,0.65932941,1,0.19622409,0.84498566,0.41653198,0.41565967,0.55882263,0.96833009,0.0,2048
16,0,0,0,0,1.73530507,0,0.12853038,1.65926659,0.24642874,pairwise,0.1769325,0.01276045,19,11,0.41909671,0,0.1656695,1.05435061,1.60677469,0.03872675,0.54970074,0.46241012,0.0,2048
16,0,0,0,0,1.33810627,0,0.30997622,1.61529076,0.19013077,pairwise,0.17910171,0.01447999,20,11,0.4746514,0,0.12062216,1.02085555,1.02813005,0.1169762,0.55170298,0.8577705,0.0,2048
16,1,0,1,0,0.10478877,0,-0.29833359,1.54233015,0.18860225,pairwise,0.19971399,0.01385119,21,11,0.6682303,1,0.2684055,0.8300944,0.40312237,0.4272173,0.5606724,0.6230889,0.0,2048
16,0,1,0,0,1.02419651,0,0.24245173,1.768278,0.14972474,pairwise,0.21343718,0.02262296,22,11,0.45760688,1,0.1614649,1.02443087,0.78174478,0.08222091,0.54389048,0.69918907,0.0,2048
16,1,0,0,0,0.89005411,1,-0.14254022,1.82622159,0.16891152,pairwise,0.20025633,0.02103602,23,11,0.50880307,0,0.21723741,0.98193359,1.03259432,0.15272111,0.54091942,0.89143568,0.0,2048
16,1,0,1,0,0.30296981,0,-0.221439,1.59161305,0.192405,pairwise,0.18471679,0.00944541,24,11,0.59190518,1,0.1408788,0.9193629,0.52440882,0.299384,0.55376351,0.73800087,0.0,2048
16,0,0,1,0,0.67863643,0,0.02679682,1.90322483,0.18141718,pairwise,0.1871312,0.01790781,25,11,0.52108628,1,0.25231034,0.96720177,0.65183961,0.16716865,0.53820467,0.85597461,0.0,2048
16,1,0,0,0,0.95824397,1,-0.08181632,1.92874765,0.15653433,pairwise,0.19133838,0.02501322,26,11,0.52555799,0,0.26953125,0.96123797,1.04006028,0.17212456,0.53722632,0.83096564,0.0,2048
16,1,0,1,0,0.08744328,0,-0.3058672,1.54171395,0.16136856,pairwise,0.1996133,0.01693459,27,11,0.67481923,1,0.22114916,0.82375443,0.39331049,0.44092703,0.56022602,0.94270968,0.0,2048
16,0,0,1,0,0.7217226,0,0.06227547,1.87601995,0.20417118,pairwise,0.17697309,0.02115303,28,11,0.51713717,1,0.24602666,0.97184479,0.65944713,0.1623145,0.53905302,0.90459734,0.0,2048
16,1,0,1,1,0.80000544,1,-0.14478427,1.79449153,0.16684604,pairwise,0.20708688,0.03164697,29,11,0.44011715,0,0.1859179,1.03060293,0.94478971,0.05135584,0.54302716,0.53483868,0.0,2048
16,0,0,0,0,2.05363941,0,0.02093959,1.86239862,0.16150917,pairwise,0.24587502,0.02083433,30,11,0.51667154,0,0.23816147,0.97497571,2.03269982,0.16432449,0.5396117,0.95682687,0.0,2048
16,0,0,1,0,0.8941347,0,0.20739174,1.80127347,0.18532071,pairwise,0.233178,0.0142385,31,11,0.50321239,1,0.20897448,0.98909473,0.68674296,0.14701545,0.54189783,0.93784416,0.0,2048
16,1,0,0,0,0.91829926,1,-0.1184265,1.89059174,0.16414373,pairwise,0.19470982,0.01051962,32,11,0.51931763,0,0.24199986,0.96899378,1.03672576,0.16470373,0.53865081,0.82591373,0.0,2048
16,1,0,1,0,0.15653491,0,-0.28137168,1.56095922,0.18885952,pairwise,0.20995471,0.01579378,33,11,0.64538604,1,0.17073597,0.86126232,0.43790659,0.39084852,0.55671787,0.89646739,0.0,2048
16,0,0,0,0,2.01599073,0,0.25147831,1.63965452,0.24633233,pairwise,0.15891768,0.00197697,34,11,0.46772575,0,0.14754413,1.02543557,1.76451242,0.10672173,0.55069423,0.595815,0.0,2048
16,1,0,0,0,1.02616072,1,-0.00802171,1.6363343,0.1691121,pairwise,0.21015316,0.01312418,35,11,0.47695878,0,0.15692207,1.02007735,1.03418243,0.12144187,0.55097342,0.52120614,0.0,2048
16,1,0,1,0,0.78817439,0,-0.1118418,1.65321457,0.19171295,pairwise,0.18974043,0.00245458,36,11,0.40656307,1,0.13809748,1.05893886,0.90001619,0.01944622,0.5497517,0.57489949,0.0,2048
16,0,0,1,0,0.64342666,0,0.00034529,1.92861354,0.20245615,pairwise,0.17753531,0.01471391,37,11,0.52567017,1,0.26644963,0.96156275,0.64308137,0.17269415,0.53727818,0.78346205,0.0,2048
16,0,0,0,0,1.24410462,0,0.10101509,1.60970271,0.15768722,pairwise,0.203831,0.01557004,38,11,0.54808301,0,0.1650295,0.96243298,1.14308953,0.22925058,0.55274171,0.57905668,0.0,2048
16,1,0,1,0,0.44954807,0,-0.16635573,1.61099589,0.19121625,pairwise,0.17245911,0.00726086,39,11,0.54015249,1,0.1420946,0.96779358,0.61590379,0.21475837,0.55240428,0.69108266,0.0,2048
16,0,1,0,0,0.8858552,0,0.1985724,1.80671322,0.21984461,pairwise,0.1731568,0.02421164,40,11,0.50294077,1,0.20060894,0.98762834,0.6872828,0.14481026,0.54175639,0.8526544,0.0,2048
16,1,0,1,1,0.86051476,1,-0.07786912,1.70414698,0.14275056,pairwise,0.21627356,0.01824117,41,11,0.39630309,0,0.13089135,1.06304872,0.93838388,0.00504345,0.54670984,0.75209248,0.0,2048
16,1,0,1,0,0.1492008,0,-0.29187936,1.55051446,0.19684763,pairwise,0.1924717,0.01759183,42,11,0.64334112,1,0.25559142,0.86073941,0.44108015,0.38424161,0.55888468,0.5387519,0.0,2048
16,0,0,0,0,1.34608221,0,0.38667136,1.70691276,0.1717609,pairwise,0.18649231,0.01080396,43,11,0.39749461,0,0.13152653,1.06707835,0.95941085,0.01437607,0.54663742,0.6547938,0.0,2048
16,0,0,0,0,1.19412899,0,0.12513387,1.62330961,0.1908128,pairwise,0.17395058,0.00508877,44,11,0.50653702,0,0.1359289,0.99623454,1.06899512,0.16318363,0.55152649,0.71905792,0.0,2048
16,1,0,1,0,0.27902159,0,-0.22196069,1.57794476,0.17271422,pairwise,0.19863349,0.01151925,45,11,0.60593516,1,0.20066756,0.90464783,0.50098228,0.32269084,0.55545294,0.55268294,0.0,2048
16,0,0,0,0,1.79625499,0,0.11079895,1.65318418,0.21660522,pairwise,0.19007479,0.02251571,46,11,0.44842386,0,0.18056202,1.03993487,1.68545604,0.08220768,0.55023372,0.47748429,0.0,2048
16,1,0,0,0,0.93499899,1,-0.10803342,1.88957667,0.16239038,pairwise,0.21654974,0.01315841,47,11,0.52137202,0,0.24845634,0.96837986,1.04303241,0.16898754,0.53860766,0.87351668,0.0,2048
16,1,0,1,0,0.08751886,0,-0.29751045,1.54040134,0.15996242,pairwise,0.21854123,0.01658069,48,11,0.68043071,1,0.25274706,0.81485647,0.38502932,0.44910657,0.56110919,0.73849458,0.0,2048
16,0,1,0,0,1.43605256,0,0.6148749,1.69711864,0.18717143,pairwise,0.2116314,0.0187212,49,11,0.4399133,1,0.13663605,1.03964925,0.82117766,0.06262481,0.54671305,0.91460806,0.0,2048
16,0,1,0,0,0.92482269,0,0.02253371,1.6688962,0.16743402,pairwise,0.19928908,0.02485917,50,11,0.4056401,1,0.12377296,1.08531117,0.90228897,0.08470967,0.54867959,0.71051109,0.0,2048
16,0,0,0,0,2.49124169,0,0.35930586,1.95010531,0.14383277,pairwise,0.20548947,0.02254182,51,11,0.52892828,0,0.27515131,0.95729113,2.13193583,0.17646405,0.53655797,0.74957955,0.0,2048
16,0,1,0,0,0.91941237,0,0.20509905,1.79884481,0.1635177,pairwise,0.19743223,0.01709966,52,11,0.48952815,1,0.18033776,0.99867558,0.71431333,0.12528589,0.54236758,0.7149623,0.0,2048
16,1,0,1,1,0.81444514,1,-0.15219736,1.81636286,0.1705846,pairwise,0.19864562,0.01573734,53,11,0.46398419,0,0.19339305,1.01350427,0.9666425,0.08362624,0.54203308,0.51977289,0.0,2048
16,1,0,0,0,0.95706201,1,-0.48295844,1.68528819,0.16768919,pairwise,0.18661633,0.01088018,54,11,0.39784327,0,0.12696128,1.07573473,1.44002044,0.03260946,0.54765046,0.79323697,0.0,2048
16,0,1,0,0,1.32477093,0,0.49174166,1.71097708,0.18439859,pairwise,0.19290332,0.02256396,55,11,0.43473038,1,0.13468972,1.04249132,0.83302927,0.05516607,0.54621398,0.8127746,0.0,2048
16,0,0,0,0,1.23308825,0,0.10561943,1.61344719,0.18228331,pairwise,0.18329529,0.02385006,56,11,0.5415082,0,0.15624896,0.96726596,1.12746882,0.21765628,0.55238742,0.59374261,0.0,2048
16,1,0,0,0,1.82965684,1,-0.15713859,1.819525,0.20052457,pairwise,0.22193371,0.01254617,57,11,0.50777191,0,0.2129747,0.98424083,1.98679543,0.15267801,0.54122561,0.97747225,0.0,2048
16,0,0,0,0,1.67570925,0,0.4593271,1.67005408,0.20120576,pairwise,0.16783296,0.00298279,58,11,0.40640724,0,0.12141658,1.08697057,1.21638215,0.10911465,0.54854137,0.72854263,0.0,2048
16,1,0,1,1,0.80709004,1,-0.15278494,1.7619158,0.1524792,pairwise,0.20448427,0.01911547,59,11,0.44234186,0,0.15968639,1.03319061,0.95987499,0.05940112,0.544186,0.65229255,0.0,2048
16,1,0,0,0,1.15957391,1,-0.53081739,1.71478176,0.15385552,pairwise,0.23162714,0.00651112,60,11,0.4391225,0,0.14181612,1.04095674,1.6903913,0.06269228,0.54607916,0.8979637,0.0,2048
16,0,0,0,0,1.1347332,0,0.15029442,1.74387026,0.22621028,pairwise,0.19708045,0.00826752,61,11,0.4045766,0,0.16178846,1.06795478,0.98443878,0.03092775,0.54527819,0.51449788,0.0,2048
16,1,0,1,1,0.86865705,1,-0.12175936,1.72243261,0.1620304,pairwise,0.20995778,0.00669011,62,11,0.45798716,0,0.14638124,1.02719879,0.99041641,0.08656514,0.54558802,0.90480721,0.0,2048
16,1,0,1,0,0.21359754,0,-0.25735837,1.57451379,0.18893741,pairwise,0.17582583,0.02039379,63,11,0.62440515,1,0.15566266,0.88429147,0.47095591,0.35367557,0.5552578,0.79639584,0.0,2048
16,0,0,0,0,1.94519031,0,0.47418392,1.64851058,0.16563466,pairwise,0.19227628,0.00784222,64,11,0.39444923,0,0.12127908,1.07261753,1.47100639,0.0185926,0.54977036,0.80157155,0.0,2048
16,1,0,1,1,0.81238723,1,-0.14903253,1.75008833,0.14761473,pairwise,0.20587127,0.0108065,65,11,0.44006541,0,0.15389919,1.03573942,0.96141976,0.05771574,0.54465264,0.66762364,0.0,2048
