accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,excess_over_candidate_oracle,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,joint_steps,loss,oracle_match_rate,pairwise_no_harm_margin,pairwise_no_harm_weight,policy,retriever_steps,seed,selected_composition_rate,selected_confidence_threshold,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_joint_selector_harmful_accept_rate,train_joint_selector_loss,train_seed_count,train_static_learned_loss,use_geometry_context,validation_samples_per_seed
0.0,0.533333,4,0.996809,16,0.0539,4,0.0,23,pairwise,60,1.050708,0.0,0.25,0.1,static_learned_interaction,120,23,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.833333,0.415153,0.233333,0.681,confidence_t0p35,45,2048,0.283333,0.679663,4,0.698522,0,60
1.0,0.511111,4,0.996809,16,0.056692,4,0.377778,23,pairwise,60,1.053501,0.533333,0.25,0.1,joint_selector_propagator,120,23,0.0,0.35,0.0,0.488889,0.0,0.0,0.488889,0.511111,0.0,0.0,0.0,0.833333,0.415153,0.233333,0.681,confidence_t0p35,45,2048,0.283333,0.679663,4,0.698522,0,60
0.755556,0.511111,4,0.996809,16,0.059383,4,0.288889,23,pairwise,60,1.056191,0.422222,0.25,0.1,confidence_selected_joint_selector_propagator,120,23,0.0,0.35,0.0,0.355556,0.0,0.0,0.355556,0.4,0.0,0.244444,0.0,0.833333,0.415153,0.233333,0.681,confidence_t0p35,45,2048,0.283333,0.679663,4,0.698522,0,60
0.755556,0.511111,4,0.996809,16,0.059383,4,0.288889,23,pairwise,60,1.056191,0.422222,0.25,0.1,train_selected_joint_selector_propagator,120,23,0.0,0.35,0.0,0.355556,0.0,0.0,0.355556,0.4,0.0,0.244444,0.0,0.833333,0.415153,0.233333,0.681,confidence_t0p35,45,2048,0.283333,0.679663,4,0.698522,0,60
1.0,0.577778,4,0.996809,16,0.0,4,0.0,23,pairwise,60,0.996809,1.0,0.25,0.1,generated_plus_composition_oracle,120,23,0.0,0.35,0.066667,0.311111,0.044444,0.0,0.422222,0.422222,0.0,0.0,0.155556,0.833333,0.415153,0.233333,0.681,confidence_t0p35,45,2048,0.283333,0.679663,4,0.698522,0,60
0.0,0.466667,4,0.970622,32,0.01957,4,0.0,11,pairwise,60,0.990192,0.0,0.25,0.1,static_learned_interaction,120,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.933333,0.260454,0.3,0.892076,confidence_t0,45,2048,0.3,0.892076,4,0.897795,0,60
0.888889,0.488889,4,0.970622,32,0.015924,4,0.511111,11,pairwise,60,0.986546,0.244444,0.25,0.1,joint_selector_propagator,120,11,0.0,0.0,0.0,0.155556,0.0,0.0,0.155556,0.733333,0.0,0.111111,0.0,0.933333,0.260454,0.3,0.892076,confidence_t0,45,2048,0.3,0.892076,4,0.897795,0,60
0.888889,0.488889,4,0.970622,32,0.015924,4,0.511111,11,pairwise,60,0.986546,0.244444,0.25,0.1,confidence_selected_joint_selector_propagator,120,11,0.0,0.0,0.0,0.155556,0.0,0.0,0.155556,0.733333,0.0,0.111111,0.0,0.933333,0.260454,0.3,0.892076,confidence_t0,45,2048,0.3,0.892076,4,0.897795,0,60
0.888889,0.488889,4,0.970622,32,0.015924,4,0.511111,11,pairwise,60,0.986546,0.244444,0.25,0.1,train_selected_joint_selector_propagator,120,11,0.0,0.0,0.0,0.155556,0.0,0.0,0.155556,0.733333,0.0,0.111111,0.0,0.933333,0.260454,0.3,0.892076,confidence_t0,45,2048,0.3,0.892076,4,0.897795,0,60
1.0,0.511111,4,0.970622,32,0.0,4,0.0,11,pairwise,60,0.970622,1.0,0.25,0.1,generated_plus_composition_oracle,120,11,0.0,0.0,0.088889,0.133333,0.133333,0.066667,0.422222,0.333333,0.0,0.0,0.244444,0.933333,0.260454,0.3,0.892076,confidence_t0,45,2048,0.3,0.892076,4,0.897795,0,60
0.0,0.511111,4,0.902803,32,0.017538,4,0.0,13,pairwise,60,0.92034,0.0,0.25,0.1,static_learned_interaction,120,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.966667,0.150558,0.366667,0.952307,confidence_t0,45,2048,0.366667,0.952307,4,0.955262,0,60
0.933333,0.511111,4,0.902803,32,0.015229,4,0.4,13,pairwise,60,0.918032,0.311111,0.25,0.1,joint_selector_propagator,120,13,0.0,0.0,0.0,0.133333,0.0,0.0,0.133333,0.8,0.0,0.066667,0.0,0.966667,0.150558,0.366667,0.952307,confidence_t0,45,2048,0.366667,0.952307,4,0.955262,0,60
0.933333,0.511111,4,0.902803,32,0.015229,4,0.4,13,pairwise,60,0.918032,0.311111,0.25,0.1,confidence_selected_joint_selector_propagator,120,13,0.0,0.0,0.0,0.133333,0.0,0.0,0.133333,0.8,0.0,0.066667,0.0,0.966667,0.150558,0.366667,0.952307,confidence_t0,45,2048,0.366667,0.952307,4,0.955262,0,60
0.933333,0.511111,4,0.902803,32,0.015229,4,0.4,13,pairwise,60,0.918032,0.311111,0.25,0.1,train_selected_joint_selector_propagator,120,13,0.0,0.0,0.0,0.133333,0.0,0.0,0.133333,0.8,0.0,0.066667,0.0,0.966667,0.150558,0.366667,0.952307,confidence_t0,45,2048,0.366667,0.952307,4,0.955262,0,60
1.0,0.533333,4,0.902803,32,0.0,4,0.0,13,pairwise,60,0.902803,1.0,0.25,0.1,generated_plus_composition_oracle,120,13,0.0,0.0,0.088889,0.133333,0.066667,0.088889,0.377778,0.377778,0.0,0.0,0.244444,0.966667,0.150558,0.366667,0.952307,confidence_t0,45,2048,0.366667,0.952307,4,0.955262,0,60
0.0,0.488889,4,1.005461,32,0.019276,4,0.0,17,pairwise,60,1.024737,0.022222,0.25,0.1,static_learned_interaction,120,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.983333,0.16538,0.35,0.997877,confidence_t0,45,2048,0.35,0.997877,4,1.000913,0,60
1.0,0.444444,4,1.005461,32,0.01428,4,0.4,17,pairwise,60,1.019741,0.377778,0.25,0.1,joint_selector_propagator,120,17,0.0,0.0,0.0,0.666667,0.0,0.0,0.666667,0.333333,0.0,0.0,0.0,0.983333,0.16538,0.35,0.997877,confidence_t0,45,2048,0.35,0.997877,4,1.000913,0,60
1.0,0.444444,4,1.005461,32,0.01428,4,0.4,17,pairwise,60,1.019741,0.377778,0.25,0.1,confidence_selected_joint_selector_propagator,120,17,0.0,0.0,0.0,0.666667,0.0,0.0,0.666667,0.333333,0.0,0.0,0.0,0.983333,0.16538,0.35,0.997877,confidence_t0,45,2048,0.35,0.997877,4,1.000913,0,60
1.0,0.444444,4,1.005461,32,0.01428,4,0.4,17,pairwise,60,1.019741,0.377778,0.25,0.1,train_selected_joint_selector_propagator,120,17,0.0,0.0,0.0,0.666667,0.0,0.0,0.666667,0.333333,0.0,0.0,0.0,0.983333,0.16538,0.35,0.997877,confidence_t0,45,2048,0.35,0.997877,4,1.000913,0,60
0.977778,0.488889,4,1.005461,32,0.0,4,0.0,17,pairwise,60,1.005461,1.0,0.25,0.1,generated_plus_composition_oracle,120,17,0.0,0.0,0.044444,0.244444,0.111111,0.044444,0.444444,0.266667,0.0,0.022222,0.266667,0.983333,0.16538,0.35,0.997877,confidence_t0,45,2048,0.35,0.997877,4,1.000913,0,60
0.0,0.488889,4,1.012476,32,0.016598,4,0.0,19,pairwise,60,1.029074,0.022222,0.25,0.1,static_learned_interaction,120,19,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.287324,0.216667,0.927296,confidence_t0p25,45,2048,0.333333,0.926917,4,0.933215,0,60
0.844444,0.511111,4,1.012476,32,0.01427,4,0.4,19,pairwise,60,1.026746,0.355556,0.25,0.1,joint_selector_propagator,120,19,0.0,0.25,0.0,0.355556,0.0,0.0,0.355556,0.488889,0.0,0.155556,0.0,0.7,0.287324,0.216667,0.927296,confidence_t0p25,45,2048,0.333333,0.926917,4,0.933215,0,60
0.555556,0.511111,4,1.012476,32,0.014733,4,0.266667,19,pairwise,60,1.027209,0.266667,0.25,0.1,confidence_selected_joint_selector_propagator,120,19,0.0,0.25,0.0,0.111111,0.0,0.0,0.111111,0.444444,0.0,0.444444,0.0,0.7,0.287324,0.216667,0.927296,confidence_t0p25,45,2048,0.333333,0.926917,4,0.933215,0,60
0.555556,0.511111,4,1.012476,32,0.014733,4,0.266667,19,pairwise,60,1.027209,0.266667,0.25,0.1,train_selected_joint_selector_propagator,120,19,0.0,0.25,0.0,0.111111,0.0,0.0,0.111111,0.444444,0.0,0.444444,0.0,0.7,0.287324,0.216667,0.927296,confidence_t0p25,45,2048,0.333333,0.926917,4,0.933215,0,60
0.977778,0.511111,4,1.012476,32,0.0,4,0.0,19,pairwise,60,1.012476,1.0,0.25,0.1,generated_plus_composition_oracle,120,19,0.0,0.25,0.111111,0.288889,0.111111,0.088889,0.6,0.266667,0.0,0.022222,0.111111,0.7,0.287324,0.216667,0.927296,confidence_t0p25,45,2048,0.333333,0.926917,4,0.933215,0,60
0.0,0.511111,4,0.86894,32,0.022422,4,0.0,23,pairwise,60,0.891362,0.0,0.25,0.1,static_learned_interaction,120,23,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.383333,0.299402,0.066667,0.807527,confidence_t0p35,45,2048,0.283333,0.803632,4,0.814659,0,60
1.0,0.555556,4,0.86894,32,0.01287,4,0.377778,23,pairwise,60,0.88181,0.488889,0.25,0.1,joint_selector_propagator,120,23,0.0,0.35,0.0,0.555556,0.0,0.0,0.555556,0.444444,0.0,0.0,0.0,0.383333,0.299402,0.066667,0.807527,confidence_t0p35,45,2048,0.283333,0.803632,4,0.814659,0,60
0.311111,0.511111,4,0.86894,32,0.016988,4,0.066667,23,pairwise,60,0.885929,0.222222,0.25,0.1,confidence_selected_joint_selector_propagator,120,23,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.311111,0.0,0.688889,0.0,0.383333,0.299402,0.066667,0.807527,confidence_t0p35,45,2048,0.283333,0.803632,4,0.814659,0,60
0.311111,0.511111,4,0.86894,32,0.016988,4,0.066667,23,pairwise,60,0.885929,0.222222,0.25,0.1,train_selected_joint_selector_propagator,120,23,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.311111,0.0,0.688889,0.0,0.383333,0.299402,0.066667,0.807527,confidence_t0p35,45,2048,0.283333,0.803632,4,0.814659,0,60
1.0,0.555556,4,0.86894,32,0.0,4,0.0,23,pairwise,60,0.86894,1.0,0.25,0.1,generated_plus_composition_oracle,120,23,0.0,0.35,0.111111,0.244444,0.111111,0.022222,0.488889,0.377778,0.0,0.0,0.133333,0.383333,0.299402,0.066667,0.807527,confidence_t0p35,45,2048,0.283333,0.803632,4,0.814659,0,60
