accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,excess_over_candidate_oracle,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,joint_steps,loss,oracle_match_rate,pairwise_no_harm_margin,pairwise_no_harm_weight,policy,retriever_steps,seed,selected_composition_rate,selected_confidence_threshold,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_joint_selector_harmful_accept_rate,train_joint_selector_loss,train_seed_count,train_static_learned_loss,use_geometry_context,validation_samples_per_seed
0.0,0.422222,4,0.922891,16,0.054385,4,0.0,11,pairwise,60,0.977276,0.0,0.25,0.1,static_learned_interaction,120,11,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.262759,0.2,0.865817,confidence_t0p35,45,2048,0.316667,0.867713,4,0.880611,0,60
1.0,0.422222,4,0.922891,16,0.02917,4,0.222222,11,pairwise,60,0.95206,0.622222,0.25,0.1,joint_selector_propagator,120,11,0.0,0.35,0.0,0.133333,0.0,0.0,0.133333,0.822222,0.0,0.0,0.044444,0.85,0.262759,0.2,0.865817,confidence_t0p35,45,2048,0.316667,0.867713,4,0.880611,0,60
0.888889,0.444444,4,0.922891,16,0.030574,4,0.155556,11,pairwise,60,0.953465,0.577778,0.25,0.1,confidence_selected_joint_selector_propagator,120,11,0.0,0.35,0.0,0.088889,0.0,0.0,0.088889,0.755556,0.0,0.111111,0.044444,0.85,0.262759,0.2,0.865817,confidence_t0p35,45,2048,0.316667,0.867713,4,0.880611,0,60
0.888889,0.444444,4,0.922891,16,0.030574,4,0.155556,11,pairwise,60,0.953465,0.577778,0.25,0.1,train_selected_joint_selector_propagator,120,11,0.0,0.35,0.0,0.088889,0.0,0.0,0.088889,0.755556,0.0,0.111111,0.044444,0.85,0.262759,0.2,0.865817,confidence_t0p35,45,2048,0.316667,0.867713,4,0.880611,0,60
1.0,0.488889,4,0.922891,16,0.0,4,0.0,11,pairwise,60,0.922891,1.0,0.25,0.1,generated_plus_composition_oracle,120,11,0.0,0.35,0.044444,0.244444,0.022222,0.022222,0.333333,0.533333,0.0,0.0,0.133333,0.85,0.262759,0.2,0.865817,confidence_t0p35,45,2048,0.316667,0.867713,4,0.880611,0,60
0.0,0.6,4,0.800911,16,0.06168,4,0.0,13,pairwise,60,0.862592,0.0,0.25,0.1,static_learned_interaction,120,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.508776,0.183333,0.816433,confidence_t0,45,2048,0.183333,0.816433,4,0.850044,0,60
1.0,0.555556,4,0.800911,16,0.046438,4,0.266667,13,pairwise,60,0.84735,0.688889,0.25,0.1,joint_selector_propagator,120,13,0.0,0.0,0.0,0.088889,0.0,0.0,0.088889,0.911111,0.0,0.0,0.0,1.0,0.508776,0.183333,0.816433,confidence_t0,45,2048,0.183333,0.816433,4,0.850044,0,60
1.0,0.555556,4,0.800911,16,0.046438,4,0.266667,13,pairwise,60,0.84735,0.688889,0.25,0.1,confidence_selected_joint_selector_propagator,120,13,0.0,0.0,0.0,0.088889,0.0,0.0,0.088889,0.911111,0.0,0.0,0.0,1.0,0.508776,0.183333,0.816433,confidence_t0,45,2048,0.183333,0.816433,4,0.850044,0,60
1.0,0.555556,4,0.800911,16,0.046438,4,0.266667,13,pairwise,60,0.84735,0.688889,0.25,0.1,train_selected_joint_selector_propagator,120,13,0.0,0.0,0.0,0.088889,0.0,0.0,0.088889,0.911111,0.0,0.0,0.0,1.0,0.508776,0.183333,0.816433,confidence_t0,45,2048,0.183333,0.816433,4,0.850044,0,60
1.0,0.622222,4,0.800911,16,0.0,4,0.0,13,pairwise,60,0.800911,1.0,0.25,0.1,generated_plus_composition_oracle,120,13,0.0,0.0,0.022222,0.266667,0.0,0.022222,0.311111,0.622222,0.0,0.0,0.066667,1.0,0.508776,0.183333,0.816433,confidence_t0,45,2048,0.183333,0.816433,4,0.850044,0,60
0.0,0.488889,4,0.970398,16,0.036632,4,0.0,17,pairwise,60,1.00703,0.0,0.25,0.1,static_learned_interaction,120,17,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.216667,0.204418,0.033333,0.974793,confidence_t0p35,45,2048,0.366667,0.974024,4,0.981003,0,60
1.0,0.466667,4,0.970398,16,0.044465,4,0.466667,17,pairwise,60,1.014863,0.4,0.25,0.1,joint_selector_propagator,120,17,0.0,0.35,0.0,0.622222,0.0,0.0,0.622222,0.355556,0.0,0.0,0.022222,0.216667,0.204418,0.033333,0.974793,confidence_t0p35,45,2048,0.366667,0.974024,4,0.981003,0,60
0.288889,0.488889,4,0.970398,16,0.046505,4,0.133333,17,pairwise,60,1.016903,0.155556,0.25,0.1,confidence_selected_joint_selector_propagator,120,17,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.288889,0.0,0.711111,0.0,0.216667,0.204418,0.033333,0.974793,confidence_t0p35,45,2048,0.366667,0.974024,4,0.981003,0,60
0.288889,0.488889,4,0.970398,16,0.046505,4,0.133333,17,pairwise,60,1.016903,0.155556,0.25,0.1,train_selected_joint_selector_propagator,120,17,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.288889,0.0,0.711111,0.0,0.216667,0.204418,0.033333,0.974793,confidence_t0p35,45,2048,0.366667,0.974024,4,0.981003,0,60
1.0,0.511111,4,0.970398,16,0.0,4,0.0,17,pairwise,60,0.970398,1.0,0.25,0.1,generated_plus_composition_oracle,120,17,0.0,0.35,0.044444,0.2,0.066667,0.066667,0.377778,0.377778,0.022222,0.0,0.222222,0.216667,0.204418,0.033333,0.974793,confidence_t0p35,45,2048,0.366667,0.974024,4,0.981003,0,60
0.0,0.422222,4,1.035494,16,0.057011,4,0.0,19,pairwise,60,1.092505,0.0,0.25,0.1,static_learned_interaction,120,19,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.183333,0.079073,0.0,0.879352,confidence_t0p75,45,2048,0.3,0.88234,4,0.883034,0,60
1.0,0.444444,4,1.035494,16,0.056119,4,0.333333,19,pairwise,60,1.091613,0.622222,0.25,0.1,joint_selector_propagator,120,19,0.0,0.75,0.0,0.355556,0.0,0.0,0.355556,0.622222,0.0,0.0,0.022222,0.183333,0.079073,0.0,0.879352,confidence_t0p75,45,2048,0.3,0.88234,4,0.883034,0,60
0.133333,0.422222,4,1.035494,16,0.058506,4,0.022222,19,pairwise,60,1.094,0.111111,0.25,0.1,confidence_selected_joint_selector_propagator,120,19,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.133333,0.0,0.866667,0.0,0.183333,0.079073,0.0,0.879352,confidence_t0p75,45,2048,0.3,0.88234,4,0.883034,0,60
0.133333,0.422222,4,1.035494,16,0.058506,4,0.022222,19,pairwise,60,1.094,0.111111,0.25,0.1,train_selected_joint_selector_propagator,120,19,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.133333,0.0,0.866667,0.0,0.183333,0.079073,0.0,0.879352,confidence_t0p75,45,2048,0.3,0.88234,4,0.883034,0,60
1.0,0.488889,4,1.035494,16,0.0,4,0.0,19,pairwise,60,1.035494,1.0,0.25,0.1,generated_plus_composition_oracle,120,19,0.0,0.75,0.022222,0.311111,0.0,0.0,0.333333,0.577778,0.0,0.0,0.088889,0.183333,0.079073,0.0,0.879352,confidence_t0p75,45,2048,0.3,0.88234,4,0.883034,0,60
