"causal_k","compute_cost","expanded_dense_loss","expanded_path_loss","expanded_sparse_loss","expanded_working_set_size","expansion_cost","expansion_path","expansion_ratio","hidden_dim","initial_dense_loss","initial_dense_ratio","initial_working_set_size","interaction_mode","layers","max_expansion_rate","model","oracle_loss","policy","policy_accuracy","policy_delta_vs_sparse","policy_excess_over_oracle","policy_loss","propagation_steps","regret_steps","retriever_steps","route_threshold","rule","samples","seed","selection_mode","sparse_loss","status","total_compute_ratio","total_objects_n","validation_samples"
"32","0.05","1.069737","1.069737","1.04899","32","0.02","dense","0.0","128","1.053771","0.177778","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.940825","structured_dense_expansion_gate","0.444444","-0.026599","0.054967","0.995792","40","80","400","-0.075215","none","90","17","learned_interaction","1.022391","ok","0.177778","2048","90"
"32","0.05","1.069737","1.069737","1.04899","32","0.02","dense","0.0","128","1.053771","0.177778","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.940825","physical_dense_expansion_gate","0.444444","-0.026599","0.054967","0.995792","40","80","400","-0.075215","none","90","17","learned_interaction","1.022391","ok","0.177778","2048","90"
"32","0.05","1.105567","1.010896","1.010896","32","0.02","sparse","0.0","128","1.093556","0.111111","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.908899","initial_calibrated_regret","0.466667","-0.022245","0.062537","0.971436","40","80","400","-0.160117","none","90","19","learned_interaction","0.993681","ok","0.111111","2048","90"
"32","0.05","1.105567","1.010896","1.010896","32","0.02","sparse","1.0","128","1.093556","0.0","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.908899","always_expand_sparse","0.455556","0.017214","0.101996","1.010896","40","80","400","-0.160117","always","90","19","learned_interaction","0.993681","ok","1.0","2048","90"
"32","0.05","1.105567","1.105567","1.010896","32","0.02","dense","1.0","128","1.093556","0.0","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.909879","always_expand_dense","0.455556","0.111886","0.195687","1.105567","40","80","400","-0.160117","always","90","19","learned_interaction","0.993681","ok","1.0","2048","90"
"32","0.05","1.105567","1.010896","1.010896","32","0.02","sparse","0.0","128","1.093556","0.111111","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.908899","structured_expansion_gate","0.466667","-0.022245","0.062537","0.971436","40","80","400","-0.160117","none","90","19","learned_interaction","0.993681","ok","0.111111","2048","90"
"32","0.05","1.105567","1.010896","1.010896","32","0.02","sparse","0.0","128","1.093556","0.111111","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.908899","physical_expansion_gate","0.466667","-0.022245","0.062537","0.971436","40","80","400","-0.160117","none","90","19","learned_interaction","0.993681","ok","0.111111","2048","90"
"32","0.05","1.105567","1.105567","1.010896","32","0.02","dense","0.0","128","1.093556","0.111111","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.909879","structured_dense_expansion_gate","0.466667","-0.022245","0.061557","0.971436","40","80","400","-0.160117","none","90","19","learned_interaction","0.993681","ok","0.111111","2048","90"
"32","0.05","1.105567","1.105567","1.010896","32","0.02","dense","0.0","128","1.093556","0.111111","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.909879","physical_dense_expansion_gate","0.466667","-0.022245","0.061557","0.971436","40","80","400","-0.160117","none","90","19","learned_interaction","0.993681","ok","0.111111","2048","90"
"32","0.05","1.020512","1.000534","1.000534","32","0.02","sparse","0.0","128","0.998954","0.233333","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.922648","initial_calibrated_regret","0.555556","-0.062749","0.027792","0.95044","40","80","400","-0.007185","none","90","23","learned_interaction","1.013189","ok","0.233333","2048","90"
"32","0.05","1.020512","1.000534","1.000534","32","0.02","sparse","1.0","128","0.998954","0.0","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.922648","always_expand_sparse","0.488889","-0.012655","0.077886","1.000534","40","80","400","-0.007185","always","90","23","learned_interaction","1.013189","ok","1.0","2048","90"
"32","0.05","1.020512","1.020512","1.000534","32","0.02","dense","1.0","128","0.998954","0.0","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.919253","always_expand_dense","0.466667","0.007324","0.101259","1.020512","40","80","400","-0.007185","always","90","23","learned_interaction","1.013189","ok","1.0","2048","90"
"32","0.05","1.020512","1.000534","1.000534","32","0.02","sparse","0.0","128","0.998954","0.233333","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.922648","structured_expansion_gate","0.555556","-0.062749","0.027792","0.95044","40","80","400","-0.007185","none","90","23","learned_interaction","1.013189","ok","0.233333","2048","90"
"32","0.05","1.020512","1.000534","1.000534","32","0.02","sparse","0.0","128","0.998954","0.233333","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.922648","physical_expansion_gate","0.555556","-0.062749","0.027792","0.95044","40","80","400","-0.007185","none","90","23","learned_interaction","1.013189","ok","0.233333","2048","90"
"32","0.05","1.020512","1.020512","1.000534","32","0.02","dense","0.0","128","0.998954","0.233333","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.919253","structured_dense_expansion_gate","0.555556","-0.062749","0.031187","0.95044","40","80","400","-0.007185","none","90","23","learned_interaction","1.013189","ok","0.233333","2048","90"
"32","0.05","1.020512","1.020512","1.000534","32","0.02","dense","0.0","128","0.998954","0.233333","4","pairwise","1","0.5","wpu-cws-indexed-regret-hybrid","0.919253","physical_dense_expansion_gate","0.555556","-0.062749","0.031187","0.95044","40","80","400","-0.007185","none","90","23","learned_interaction","1.013189","ok","0.233333","2048","90"
