background_objects,branch_entropy_mean,branch_flip_rate,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,eval_sim_steps,final_majority_branch_ratio,finite_delta_clamp,horizon,integrity_projection,model,raw_delta_norm_mean,rollback_on_violation,rollback_rate,rollout_delta_scale,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,train_sim_steps,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
512,0.90241,0.109375,0.85,False,0.0,0.0,0.0,0.0,1,0,0.0,1.599026,0.0,0.5,,0.0,0.0,80,1.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,2.613997,False,0.0,1.0,16,11,4.4375,False,0.0,8,0.0,0.0
512,0.776614,0.159722,0.6625,False,0.0,0.0,0.0,0.0,1,0,0.0,3.668533,0.0,0.5,,0.0,0.0,80,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,7.170925,False,0.0,1.0,16,11,4.4375,False,0.0,8,0.0,0.0
512,0.310648,0.059896,2.8225,False,0.0,0.0,0.0,0.0,1,0,0.0,1455551.280888,0.0,0.5,,0.0,0.0,80,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3989876.147779,False,0.0,1.0,16,11,4.4375,False,0.0,8,0.0,0.0
512,0.93368,0.125,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,2.244266,0.0,0.5,,0.0,0.0,80,1.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,3.081735,False,0.0,1.0,16,13,4.5,False,0.0,8,0.0,0.0
512,0.847852,0.111111,0.275,False,0.0,0.0,0.0,0.0,1,0,0.0,6.320368,0.0,0.5,,0.0,0.0,80,0.5,0.0,10,False,wpu-cws-indexed-mechanism-relation,7.864656,False,0.0,1.0,16,13,4.5,False,0.0,8,0.0,0.0
512,0.348436,0.0625,3.41,False,0.0,0.0,0.0,0.0,1,0,0.0,3364264.200273,0.0,0.5,,0.0,0.0,80,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3849226.541807,False,0.0,1.0,16,13,4.5,False,0.0,8,0.0,0.0
512,0.964905,0.1875,0.3,False,0.0,0.0,0.0,0.0,1,0,0.0,1.485723,0.0,0.5,,0.0,0.0,80,0.9375,0.0,5,False,wpu-cws-indexed-mechanism-relation,3.065121,False,0.0,1.0,16,17,4.4375,False,0.0,8,0.0,0.0
512,0.973991,0.152778,0.69375,False,0.0,0.0,0.0,0.0,1,0,0.0,5.088143,0.0,0.5,,0.0,0.0,80,0.5625,0.0,10,False,wpu-cws-indexed-mechanism-relation,7.867969,False,0.0,1.0,16,17,4.4375,False,0.0,8,0.0,0.0
512,0.406614,0.075521,3.54,False,0.0,0.0,0.0,0.0,1,0,0.0,2452233.019543,0.0,0.5,,0.0,0.0,80,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3936628.897188,False,0.0,1.0,16,17,4.4375,False,0.0,8,0.0,0.0
