accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_disagreement_penalty,deployment_reject_margin,deployment_risk_penalty,deployment_vote_threshold,excess_over_candidate_oracle,gate_steps,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,loss,no_harm_margin,oracle_match_rate,policy,predicted_epistemic_mean,predicted_regret_mean,predicted_sigma_mean,propagation_steps,regret_corr,regret_retriever_steps,retriever_steps,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_candidate_regret_accept_rate,train_candidate_regret_gate_loss,train_seed_count,train_static_learned_loss,train_uncertainty_regret_accept_rate,train_uncertainty_regret_gate_loss,validation_samples_per_seed
0.0,0.455556,4,0.964345,8,600,1.0,0.01,1.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1_d1_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,1.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1_d1_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.0,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1_d2_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.0,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1_d2_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1_d2_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1_d2_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,1.5,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,1.5,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,1.5,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,1.5,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,1.5,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0p5_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,1.5,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0p5_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,1.5,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0p5_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,1.5,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d0p5_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,1.5,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d1_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,1.5,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d1_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,1.5,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d1_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,1.5,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d1_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.5,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d2_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.5,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d2_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.5,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d2_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,1.5,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r1p5_d2_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,2.0,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,2.0,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,2.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.01,2.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,2.0,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0p5_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,2.0,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0p5_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,2.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0p5_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.01,2.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d0p5_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,2.0,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d1_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,2.0,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d1_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,2.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d1_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,1.0,0.01,2.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d1_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,2.0,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d2_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,2.0,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d2_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,2.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d2_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.01,2.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p01_r2_d2_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.322222,0.477778,4,0.964345,8,600,0.0,0.02,0.0,0.0,0.02529,600,4,0.066667,13,pairwise,0.989635,0.0,0.1,crossfit_regret_gate_m0p02_r0_d0_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.155556,0.044444,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677778,0.022222,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.322222,0.477778,4,0.964345,8,600,0.0,0.02,0.0,0.5,0.02529,600,4,0.066667,13,pairwise,0.989635,0.0,0.1,crossfit_regret_gate_m0p02_r0_d0_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.155556,0.044444,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677778,0.022222,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.244444,0.477778,4,0.964345,8,600,0.0,0.02,0.0,0.75,0.02669,600,4,0.055556,13,pairwise,0.991035,0.0,0.088889,crossfit_regret_gate_m0p02_r0_d0_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.122222,0.033333,0.088889,0.244444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755556,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.011111,0.455556,4,0.964345,8,600,0.0,0.02,0.0,1.0,0.031891,600,4,0.0,13,pairwise,0.996235,0.0,0.0,crossfit_regret_gate_m0p02_r0_d0_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.011111,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988889,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.188889,0.477778,4,0.964345,8,600,0.5,0.02,0.0,0.0,0.028595,600,4,0.055556,13,pairwise,0.99294,0.0,0.066667,crossfit_regret_gate_m0p02_r0_d0p5_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.1,0.033333,0.055556,0.188889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811111,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.188889,0.477778,4,0.964345,8,600,0.5,0.02,0.0,0.5,0.028595,600,4,0.055556,13,pairwise,0.99294,0.0,0.066667,crossfit_regret_gate_m0p02_r0_d0p5_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.1,0.033333,0.055556,0.188889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811111,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.177778,0.477778,4,0.964345,8,600,0.5,0.02,0.0,0.75,0.028554,600,4,0.044444,13,pairwise,0.992898,0.0,0.066667,crossfit_regret_gate_m0p02_r0_d0p5_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.1,0.022222,0.055556,0.177778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822222,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.011111,0.455556,4,0.964345,8,600,0.5,0.02,0.0,1.0,0.031891,600,4,0.0,13,pairwise,0.996235,0.0,0.0,crossfit_regret_gate_m0p02_r0_d0p5_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.011111,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988889,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.055556,0.455556,4,0.964345,8,600,1.0,0.02,0.0,0.0,0.03102,600,4,0.011111,13,pairwise,0.995365,0.0,0.022222,crossfit_regret_gate_m0p02_r0_d1_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.033333,0.0,0.022222,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.055556,0.455556,4,0.964345,8,600,1.0,0.02,0.0,0.5,0.03102,600,4,0.011111,13,pairwise,0.995365,0.0,0.022222,crossfit_regret_gate_m0p02_r0_d1_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.033333,0.0,0.022222,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.055556,0.455556,4,0.964345,8,600,1.0,0.02,0.0,0.75,0.03102,600,4,0.011111,13,pairwise,0.995365,0.0,0.022222,crossfit_regret_gate_m0p02_r0_d1_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.033333,0.0,0.022222,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.011111,0.455556,4,0.964345,8,600,1.0,0.02,0.0,1.0,0.031891,600,4,0.0,13,pairwise,0.996235,0.0,0.0,crossfit_regret_gate_m0p02_r0_d1_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.011111,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988889,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.02,0.0,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0_d2_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.02,0.0,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0_d2_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.02,0.0,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0_d2_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,2.0,0.02,0.0,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0_d2_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.02,0.5,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.02,0.5,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.02,0.5,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.0,0.02,0.5,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.02,0.5,0.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0p5_v0,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.02,0.5,0.5,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0p5_v0p5,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.02,0.5,0.75,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0p5_v0p75,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
0.0,0.455556,4,0.964345,8,600,0.5,0.02,0.5,1.0,0.032009,600,4,0.0,13,pairwise,0.996354,0.0,0.0,crossfit_regret_gate_m0p02_r0p5_d0p5_v1,0.003289,0.000386,0.049806,40,0.28206,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.688889,0.975523,4,0.980309,0.688889,0.975523,180
