accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_disagreement_penalty,deployment_reject_margin,deployment_risk_penalty,deployment_vote_threshold,excess_over_candidate_oracle,gate_steps,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,loss,no_harm_margin,oracle_match_rate,policy,predicted_epistemic_mean,predicted_regret_mean,predicted_sigma_mean,propagation_steps,regret_corr,regret_retriever_steps,retriever_steps,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_candidate_regret_accept_rate,train_candidate_regret_gate_loss,train_seed_count,train_static_learned_loss,train_uncertainty_regret_accept_rate,train_uncertainty_regret_gate_loss,validation_samples_per_seed
0.0,0.5,4,0.900921,16,600,0.0,0.05,2.0,0.5,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0_v0p5,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,0.0,0.05,2.0,0.75,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0_v0p75,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,0.0,0.05,2.0,1.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0_v1,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,0.5,0.05,2.0,0.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0p5_v0,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,0.5,0.05,2.0,0.5,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0p5_v0p5,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,0.5,0.05,2.0,0.75,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0p5_v0p75,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,0.5,0.05,2.0,1.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d0p5_v1,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,1.0,0.05,2.0,0.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d1_v0,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,1.0,0.05,2.0,0.5,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d1_v0p5,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,1.0,0.05,2.0,0.75,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d1_v0p75,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,1.0,0.05,2.0,1.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d1_v1,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,2.0,0.05,2.0,0.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d2_v0,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,2.0,0.05,2.0,0.5,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d2_v0p5,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,2.0,0.05,2.0,0.75,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d2_v0p75,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
0.0,0.5,4,0.900921,16,600,2.0,0.05,2.0,1.0,0.031057,600,4,0.0,17,pairwise,0.931978,0.0,0.0,crossfit_regret_gate_m0p05_r2_d2_v1,0.005658,-0.002762,0.062702,40,0.148116,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.652778,0.885066,4,0.907513,0.652778,0.885066,180
,0.488889,4,0.929363,16,600,,,,,0.043588,600,4,,19,pairwise,0.972951,0.0,0.0,static_learned_interaction,,,,40,,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.833333,0.555556,4,0.929363,16,600,0.0,0.01,0.0,0.0,0.027268,600,4,0.266667,19,pairwise,0.956631,0.0,0.244444,crossfit_selected_candidate_regret_gate,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.033333,0.744444,0.011111,0.033333,0.0,0.0,0.044444,0.0,0.0,0.166667,0.044444,0.844444,0.477765,0.229167,0.896887,crossfit_regret_gate_m0p01_r0_d0_v0,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
,0.611111,4,0.929363,16,600,,,,,0.0,600,4,,19,pairwise,0.929363,0.0,1.0,generated_plus_composition_oracle,,,,40,,600,400,19,0.244444,0.011111,0.0,0.255556,0.077778,0.177778,0.088889,0.066667,0.411111,0.222222,0.0,0.0,0.111111,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.977778,0.588889,4,0.929363,16,600,0.0,0.0,0.0,0.0,0.025268,600,4,0.311111,19,pairwise,0.954631,0.0,0.288889,crossfit_regret_gate_m0_r0_d0_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.688889,0.066667,0.044444,0.8,0.033333,0.066667,0.022222,0.0,0.122222,0.011111,0.0,0.022222,0.044444,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.977778,0.588889,4,0.929363,16,600,0.0,0.0,0.0,0.5,0.025268,600,4,0.311111,19,pairwise,0.954631,0.0,0.288889,crossfit_regret_gate_m0_r0_d0_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.688889,0.066667,0.044444,0.8,0.033333,0.066667,0.022222,0.0,0.122222,0.011111,0.0,0.022222,0.044444,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.933333,0.588889,4,0.929363,16,600,0.0,0.0,0.0,0.75,0.025294,600,4,0.3,19,pairwise,0.954657,0.0,0.288889,crossfit_regret_gate_m0_r0_d0_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.066667,0.044444,0.766667,0.033333,0.066667,0.011111,0.0,0.111111,0.011111,0.0,0.066667,0.044444,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.844444,0.555556,4,0.929363,16,600,0.0,0.0,0.0,1.0,0.030183,600,4,0.277778,19,pairwise,0.959546,0.0,0.233333,crossfit_regret_gate_m0_r0_d0_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.644444,0.055556,0.044444,0.744444,0.022222,0.022222,0.011111,0.0,0.055556,0.011111,0.0,0.155556,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.933333,0.577778,4,0.929363,16,600,0.5,0.0,0.0,0.0,0.02689,600,4,0.3,19,pairwise,0.956253,0.0,0.266667,crossfit_regret_gate_m0_r0_d0p5_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.044444,0.755556,0.044444,0.055556,0.022222,0.011111,0.133333,0.011111,0.0,0.066667,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.933333,0.577778,4,0.929363,16,600,0.5,0.0,0.0,0.5,0.02689,600,4,0.3,19,pairwise,0.956253,0.0,0.266667,crossfit_regret_gate_m0_r0_d0p5_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.044444,0.755556,0.044444,0.055556,0.022222,0.011111,0.133333,0.011111,0.0,0.066667,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.922222,0.577778,4,0.929363,16,600,0.5,0.0,0.0,0.75,0.02704,600,4,0.3,19,pairwise,0.956403,0.0,0.266667,crossfit_regret_gate_m0_r0_d0p5_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.044444,0.755556,0.044444,0.055556,0.011111,0.011111,0.122222,0.011111,0.0,0.077778,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.866667,0.555556,4,0.929363,16,600,0.5,0.0,0.0,1.0,0.030371,600,4,0.288889,19,pairwise,0.959734,0.0,0.233333,crossfit_regret_gate_m0_r0_d0p5_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.044444,0.755556,0.033333,0.022222,0.011111,0.011111,0.077778,0.011111,0.0,0.133333,0.022222,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.877778,0.566667,4,0.929363,16,600,1.0,0.0,0.0,0.0,0.028499,600,4,0.288889,19,pairwise,0.957862,0.0,0.244444,crossfit_regret_gate_m0_r0_d1_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.033333,0.744444,0.033333,0.033333,0.011111,0.011111,0.088889,0.011111,0.0,0.122222,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.877778,0.566667,4,0.929363,16,600,1.0,0.0,0.0,0.5,0.028499,600,4,0.288889,19,pairwise,0.957862,0.0,0.244444,crossfit_regret_gate_m0_r0_d1_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.033333,0.744444,0.033333,0.033333,0.011111,0.011111,0.088889,0.011111,0.0,0.122222,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.877778,0.566667,4,0.929363,16,600,1.0,0.0,0.0,0.75,0.028499,600,4,0.288889,19,pairwise,0.957862,0.0,0.244444,crossfit_regret_gate_m0_r0_d1_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.033333,0.744444,0.033333,0.033333,0.011111,0.011111,0.088889,0.011111,0.0,0.122222,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.855556,0.555556,4,0.929363,16,600,1.0,0.0,0.0,1.0,0.03004,600,4,0.277778,19,pairwise,0.959402,0.0,0.233333,crossfit_regret_gate_m0_r0_d1_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.655556,0.055556,0.033333,0.744444,0.033333,0.022222,0.011111,0.011111,0.077778,0.011111,0.0,0.144444,0.022222,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.722222,0.544444,4,0.929363,16,600,2.0,0.0,0.0,0.0,0.032643,600,4,0.244444,19,pairwise,0.962006,0.0,0.166667,crossfit_regret_gate_m0_r0_d2_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.544444,0.044444,0.033333,0.622222,0.011111,0.033333,0.0,0.0,0.044444,0.022222,0.0,0.277778,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.722222,0.544444,4,0.929363,16,600,2.0,0.0,0.0,0.5,0.032643,600,4,0.244444,19,pairwise,0.962006,0.0,0.166667,crossfit_regret_gate_m0_r0_d2_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.544444,0.044444,0.033333,0.622222,0.011111,0.033333,0.0,0.0,0.044444,0.022222,0.0,0.277778,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.722222,0.544444,4,0.929363,16,600,2.0,0.0,0.0,0.75,0.032643,600,4,0.244444,19,pairwise,0.962006,0.0,0.166667,crossfit_regret_gate_m0_r0_d2_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.544444,0.044444,0.033333,0.622222,0.011111,0.033333,0.0,0.0,0.044444,0.022222,0.0,0.277778,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.722222,0.544444,4,0.929363,16,600,2.0,0.0,0.0,1.0,0.032643,600,4,0.244444,19,pairwise,0.962006,0.0,0.166667,crossfit_regret_gate_m0_r0_d2_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.544444,0.044444,0.033333,0.622222,0.011111,0.033333,0.0,0.0,0.044444,0.022222,0.0,0.277778,0.033333,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.522222,0.522222,4,0.929363,16,600,0.0,0.0,0.5,0.0,0.03429,600,4,0.133333,19,pairwise,0.963653,0.0,0.122222,crossfit_regret_gate_m0_r0p5_d0_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.455556,0.033333,0.033333,0.522222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477778,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.522222,0.522222,4,0.929363,16,600,0.0,0.0,0.5,0.5,0.03429,600,4,0.133333,19,pairwise,0.963653,0.0,0.122222,crossfit_regret_gate_m0_r0p5_d0_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.455556,0.033333,0.033333,0.522222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477778,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.422222,0.511111,4,0.929363,16,600,0.0,0.0,0.5,0.75,0.035947,600,4,0.122222,19,pairwise,0.96531,0.0,0.111111,crossfit_regret_gate_m0_r0p5_d0_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.388889,0.033333,0.0,0.422222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577778,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.266667,0.5,4,0.929363,16,600,0.0,0.0,0.5,1.0,0.037917,600,4,0.077778,19,pairwise,0.96728,0.0,0.077778,crossfit_regret_gate_m0_r0p5_d0_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.244444,0.022222,0.0,0.266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733333,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.444444,0.5,4,0.929363,16,600,0.5,0.0,0.5,0.0,0.0354,600,4,0.133333,19,pairwise,0.964763,0.0,0.1,crossfit_regret_gate_m0_r0p5_d0p5_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.377778,0.033333,0.033333,0.444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555556,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.444444,0.5,4,0.929363,16,600,0.5,0.0,0.5,0.5,0.0354,600,4,0.133333,19,pairwise,0.964763,0.0,0.1,crossfit_regret_gate_m0_r0p5_d0p5_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.377778,0.033333,0.033333,0.444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555556,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.388889,0.5,4,0.929363,16,600,0.5,0.0,0.5,0.75,0.035445,600,4,0.111111,19,pairwise,0.964808,0.0,0.1,crossfit_regret_gate_m0_r0p5_d0p5_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.355556,0.033333,0.0,0.388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611111,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.266667,0.5,4,0.929363,16,600,0.5,0.0,0.5,1.0,0.037917,600,4,0.077778,19,pairwise,0.96728,0.0,0.077778,crossfit_regret_gate_m0_r0p5_d0p5_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.244444,0.022222,0.0,0.266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733333,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.311111,0.488889,4,0.929363,16,600,1.0,0.0,0.5,0.0,0.035531,600,4,0.077778,19,pairwise,0.964894,0.0,0.077778,crossfit_regret_gate_m0_r0p5_d1_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.277778,0.022222,0.011111,0.311111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688889,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.311111,0.488889,4,0.929363,16,600,1.0,0.0,0.5,0.5,0.035531,600,4,0.077778,19,pairwise,0.964894,0.0,0.077778,crossfit_regret_gate_m0_r0p5_d1_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.277778,0.022222,0.011111,0.311111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688889,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.3,0.488889,4,0.929363,16,600,1.0,0.0,0.5,0.75,0.036833,600,4,0.077778,19,pairwise,0.966196,0.0,0.077778,crossfit_regret_gate_m0_r0p5_d1_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.277778,0.022222,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.233333,0.488889,4,0.929363,16,600,1.0,0.0,0.5,1.0,0.038539,600,4,0.055556,19,pairwise,0.967902,0.0,0.066667,crossfit_regret_gate_m0_r0p5_d1_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.211111,0.022222,0.0,0.233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766667,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.055556,0.488889,4,0.929363,16,600,2.0,0.0,0.5,0.0,0.043047,600,4,0.011111,19,pairwise,0.97241,0.0,0.022222,crossfit_regret_gate_m0_r0p5_d2_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.044444,0.011111,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.055556,0.488889,4,0.929363,16,600,2.0,0.0,0.5,0.5,0.043047,600,4,0.011111,19,pairwise,0.97241,0.0,0.022222,crossfit_regret_gate_m0_r0p5_d2_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.044444,0.011111,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.055556,0.488889,4,0.929363,16,600,2.0,0.0,0.5,0.75,0.043047,600,4,0.011111,19,pairwise,0.97241,0.0,0.022222,crossfit_regret_gate_m0_r0p5_d2_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.044444,0.011111,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.055556,0.488889,4,0.929363,16,600,2.0,0.0,0.5,1.0,0.043047,600,4,0.011111,19,pairwise,0.97241,0.0,0.022222,crossfit_regret_gate_m0_r0p5_d2_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.044444,0.011111,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944444,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.011111,0.488889,4,0.929363,16,600,0.0,0.0,1.0,0.0,0.044557,600,4,0.011111,19,pairwise,0.97392,0.0,0.0,crossfit_regret_gate_m0_r1_d0_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.011111,0.0,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988889,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.011111,0.488889,4,0.929363,16,600,0.0,0.0,1.0,0.5,0.044557,600,4,0.011111,19,pairwise,0.97392,0.0,0.0,crossfit_regret_gate_m0_r1_d0_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.011111,0.0,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988889,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,0.0,0.0,1.0,0.75,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d0_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,0.0,0.0,1.0,1.0,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d0_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,0.5,0.0,1.0,0.0,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d0p5_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,0.5,0.0,1.0,0.5,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d0p5_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,0.5,0.0,1.0,0.75,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d0p5_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,0.5,0.0,1.0,1.0,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d0p5_v1,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,1.0,0.0,1.0,0.0,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d1_v0,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,1.0,0.0,1.0,0.5,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d1_v0p5,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
0.0,0.488889,4,0.929363,16,600,1.0,0.0,1.0,0.75,0.043588,600,4,0.0,19,pairwise,0.972951,0.0,0.0,crossfit_regret_gate_m0_r1_d1_v0p75,0.008993,-0.00602,0.058341,40,0.132708,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.844444,0.896549,4,0.923252,0.844444,0.896549,180
