accuracy,base_oracle_loss,base_oracle_match_rate,budget,causal_k,context_ablation,excess_over_base_oracle,excess_over_generated_oracle,generated_candidates,generated_oracle_accuracy,generated_oracle_loss,generated_oracle_match_rate,heldout_seed,interaction_mode,loss,normalized_utility_weight,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_generated_mode_from_train_seeds,static_mode_from_train_seeds,test_samples,total_objects_n,train_reranker_loss,train_seed_count,train_static_loss,validation_samples_per_seed
0.466667,0.943108,0.344444,4,16,no_identity_no_type,0.032761,0.040772,4,0.544444,0.935098,0.311111,11,pairwise,0.975869,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,11,0.022222,0.188889,0.1,0.0,0.311111,0.477778,0.044444,0.0,0.166667,generated_2,learned,90,2048,0.866356,4,0.912281,180
0.466667,0.943108,0.344444,4,16,no_identity_no_type,0.032761,0.040772,4,0.544444,0.935098,0.311111,11,pairwise,0.975869,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,11,0.022222,0.188889,0.1,0.0,0.311111,0.477778,0.044444,0.0,0.166667,generated_2,learned,90,2048,0.866356,4,0.912281,180
0.522222,0.943108,1.0,4,16,no_identity_no_type,0.0,0.008011,4,0.544444,0.935098,0.533333,11,pairwise,0.943108,0.05,base_oracle,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.377778,0.233333,0.022222,0.366667,generated_2,learned,90,2048,0.866356,4,0.912281,180
0.544444,0.943108,0.533333,4,16,no_identity_no_type,-0.008011,0.0,4,0.544444,0.935098,1.0,11,pairwise,0.935098,0.05,generated_oracle,40,600,400,0.005,,11,0.033333,0.3,0.077778,0.055556,0.466667,0.344444,0.022222,0.011111,0.155556,generated_2,learned,90,2048,0.866356,4,0.912281,180
0.522222,0.904589,0.033333,4,16,no_identity_keep_type,0.041239,0.056724,4,0.555556,0.889104,0.0,13,pairwise,0.945828,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.876401,4,0.909903,180
0.511111,0.904589,0.0,4,16,no_identity_keep_type,0.042387,0.057872,4,0.555556,0.889104,0.055556,13,pairwise,0.946976,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.876401,4,0.909903,180
0.488889,0.904589,0.311111,4,16,no_identity_keep_type,0.056639,0.072125,4,0.555556,0.889104,0.333333,13,pairwise,0.961229,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,13,0.066667,0.188889,0.066667,0.0,0.322222,0.555556,0.022222,0.0,0.1,generated_2,learned,90,2048,0.876401,4,0.909903,180
0.488889,0.904589,0.311111,4,16,no_identity_keep_type,0.056639,0.072125,4,0.555556,0.889104,0.333333,13,pairwise,0.961229,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,13,0.066667,0.188889,0.066667,0.0,0.322222,0.555556,0.022222,0.0,0.1,generated_2,learned,90,2048,0.876401,4,0.909903,180
0.544444,0.904589,1.0,4,16,no_identity_keep_type,0.0,0.015485,4,0.555556,0.889104,0.566667,13,pairwise,0.904589,0.05,base_oracle,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.4,0.155556,0.033333,0.411111,generated_2,learned,90,2048,0.876401,4,0.909903,180
0.555556,0.904589,0.566667,4,16,no_identity_keep_type,-0.015485,0.0,4,0.555556,0.889104,1.0,13,pairwise,0.889104,0.05,generated_oracle,40,600,400,0.005,,13,0.033333,0.322222,0.055556,0.022222,0.433333,0.366667,0.011111,0.0,0.188889,generated_2,learned,90,2048,0.876401,4,0.909903,180
0.522222,0.904589,0.033333,4,16,no_identity_no_type,0.041239,0.056724,4,0.555556,0.889104,0.0,13,pairwise,0.945828,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.874383,4,0.909903,180
0.511111,0.904589,0.0,4,16,no_identity_no_type,0.042387,0.057872,4,0.555556,0.889104,0.055556,13,pairwise,0.946976,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.874383,4,0.909903,180
0.5,0.904589,0.311111,4,16,no_identity_no_type,0.04739,0.062875,4,0.555556,0.889104,0.4,13,pairwise,0.951979,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,13,0.077778,0.355556,0.055556,0.0,0.488889,0.366667,0.022222,0.0,0.122222,generated_2,learned,90,2048,0.874383,4,0.909903,180
0.5,0.904589,0.311111,4,16,no_identity_no_type,0.04739,0.062875,4,0.555556,0.889104,0.4,13,pairwise,0.951979,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,13,0.077778,0.355556,0.055556,0.0,0.488889,0.366667,0.022222,0.0,0.122222,generated_2,learned,90,2048,0.874383,4,0.909903,180
0.544444,0.904589,1.0,4,16,no_identity_no_type,0.0,0.015485,4,0.555556,0.889104,0.566667,13,pairwise,0.904589,0.05,base_oracle,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.4,0.155556,0.033333,0.411111,generated_2,learned,90,2048,0.874383,4,0.909903,180
0.555556,0.904589,0.566667,4,16,no_identity_no_type,-0.015485,0.0,4,0.555556,0.889104,1.0,13,pairwise,0.889104,0.05,generated_oracle,40,600,400,0.005,,13,0.033333,0.322222,0.055556,0.022222,0.433333,0.366667,0.011111,0.0,0.188889,generated_2,learned,90,2048,0.874383,4,0.909903,180
0.5,0.905333,0.022222,4,16,no_identity_keep_type,0.026644,0.030557,4,0.522222,0.901421,0.0,17,pairwise,0.931978,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.858849,4,0.907513,180
0.488889,0.905333,0.0,4,16,no_identity_keep_type,0.025432,0.029344,4,0.522222,0.901421,0.066667,17,pairwise,0.930765,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.858849,4,0.907513,180
0.488889,0.905333,0.233333,4,16,no_identity_keep_type,0.021769,0.025681,4,0.522222,0.901421,0.355556,17,pairwise,0.927102,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,17,0.033333,0.355556,0.055556,0.0,0.444444,0.422222,0.022222,0.011111,0.1,generated_2,learned,90,2048,0.858849,4,0.907513,180
0.488889,0.905333,0.233333,4,16,no_identity_keep_type,0.021769,0.025681,4,0.522222,0.901421,0.355556,17,pairwise,0.927102,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,17,0.033333,0.355556,0.055556,0.0,0.444444,0.422222,0.022222,0.011111,0.1,generated_2,learned,90,2048,0.858849,4,0.907513,180
0.522222,0.905333,1.0,4,16,no_identity_keep_type,0.0,0.003913,4,0.522222,0.901421,0.455556,17,pairwise,0.905333,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.355556,0.244444,0.022222,0.377778,generated_2,learned,90,2048,0.858849,4,0.907513,180
0.522222,0.905333,0.455556,4,16,no_identity_keep_type,-0.003913,0.0,4,0.522222,0.901421,1.0,17,pairwise,0.901421,0.05,generated_oracle,40,600,400,0.005,,17,0.111111,0.266667,0.066667,0.1,0.544444,0.333333,0.011111,0.0,0.111111,generated_2,learned,90,2048,0.858849,4,0.907513,180
0.5,0.905333,0.022222,4,16,no_identity_no_type,0.026644,0.030557,4,0.522222,0.901421,0.0,17,pairwise,0.931978,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.860037,4,0.907513,180
0.488889,0.905333,0.0,4,16,no_identity_no_type,0.025432,0.029344,4,0.522222,0.901421,0.066667,17,pairwise,0.930765,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.860037,4,0.907513,180
0.477778,0.905333,0.166667,4,16,no_identity_no_type,0.021928,0.02584,4,0.522222,0.901421,0.288889,17,pairwise,0.927261,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,17,0.122222,0.333333,0.044444,0.0,0.5,0.355556,0.033333,0.011111,0.1,generated_2,learned,90,2048,0.860037,4,0.907513,180
0.477778,0.905333,0.166667,4,16,no_identity_no_type,0.021928,0.02584,4,0.522222,0.901421,0.288889,17,pairwise,0.927261,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,17,0.122222,0.333333,0.044444,0.0,0.5,0.355556,0.033333,0.011111,0.1,generated_2,learned,90,2048,0.860037,4,0.907513,180
0.522222,0.905333,1.0,4,16,no_identity_no_type,0.0,0.003913,4,0.522222,0.901421,0.455556,17,pairwise,0.905333,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.355556,0.244444,0.022222,0.377778,generated_2,learned,90,2048,0.860037,4,0.907513,180
0.522222,0.905333,0.455556,4,16,no_identity_no_type,-0.003913,0.0,4,0.522222,0.901421,1.0,17,pairwise,0.901421,0.05,generated_oracle,40,600,400,0.005,,17,0.111111,0.266667,0.066667,0.1,0.544444,0.333333,0.011111,0.0,0.111111,generated_2,learned,90,2048,0.860037,4,0.907513,180
0.488889,0.9361,0.022222,4,16,no_identity_keep_type,0.036851,0.043424,4,0.611111,0.929527,0.0,19,pairwise,0.972951,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.875477,4,0.923252,180
0.511111,0.9361,0.0,4,16,no_identity_keep_type,0.038385,0.044958,4,0.611111,0.929527,0.088889,19,pairwise,0.974485,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.875477,4,0.923252,180
0.477778,0.9361,0.322222,4,16,no_identity_keep_type,0.035637,0.042211,4,0.611111,0.929527,0.333333,19,pairwise,0.971738,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,19,0.111111,0.266667,0.033333,0.0,0.411111,0.422222,0.011111,0.0,0.155556,generated_2,learned,90,2048,0.875477,4,0.923252,180
0.477778,0.9361,0.322222,4,16,no_identity_keep_type,0.035637,0.042211,4,0.611111,0.929527,0.333333,19,pairwise,0.971738,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.111111,0.266667,0.033333,0.0,0.411111,0.422222,0.011111,0.0,0.155556,generated_2,learned,90,2048,0.875477,4,0.923252,180
0.588889,0.9361,1.0,4,16,no_identity_keep_type,0.0,0.006573,4,0.611111,0.929527,0.511111,19,pairwise,0.9361,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.444444,0.144444,0.022222,0.388889,generated_2,learned,90,2048,0.875477,4,0.923252,180
0.611111,0.9361,0.511111,4,16,no_identity_keep_type,-0.006573,0.0,4,0.611111,0.929527,1.0,19,pairwise,0.929527,0.05,generated_oracle,40,600,400,0.005,,19,0.077778,0.255556,0.088889,0.066667,0.488889,0.377778,0.0,0.0,0.133333,generated_2,learned,90,2048,0.875477,4,0.923252,180
0.488889,0.9361,0.022222,4,16,no_identity_no_type,0.036851,0.043424,4,0.611111,0.929527,0.0,19,pairwise,0.972951,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.874287,4,0.923252,180
0.511111,0.9361,0.0,4,16,no_identity_no_type,0.038385,0.044958,4,0.611111,0.929527,0.088889,19,pairwise,0.974485,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.874287,4,0.923252,180
0.511111,0.9361,0.277778,4,16,no_identity_no_type,0.036504,0.043077,4,0.611111,0.929527,0.322222,19,pairwise,0.972605,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,19,0.055556,0.377778,0.066667,0.0,0.5,0.388889,0.011111,0.0,0.1,generated_2,learned,90,2048,0.874287,4,0.923252,180
0.511111,0.9361,0.277778,4,16,no_identity_no_type,0.036504,0.043077,4,0.611111,0.929527,0.322222,19,pairwise,0.972605,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.055556,0.377778,0.066667,0.0,0.5,0.388889,0.011111,0.0,0.1,generated_2,learned,90,2048,0.874287,4,0.923252,180
0.588889,0.9361,1.0,4,16,no_identity_no_type,0.0,0.006573,4,0.611111,0.929527,0.511111,19,pairwise,0.9361,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.444444,0.144444,0.022222,0.388889,generated_2,learned,90,2048,0.874287,4,0.923252,180
0.611111,0.9361,0.511111,4,16,no_identity_no_type,-0.006573,0.0,4,0.611111,0.929527,1.0,19,pairwise,0.929527,0.05,generated_oracle,40,600,400,0.005,,19,0.077778,0.255556,0.088889,0.066667,0.488889,0.377778,0.0,0.0,0.133333,generated_2,learned,90,2048,0.874287,4,0.923252,180
0.511111,0.886832,0.044444,4,16,no_identity_keep_type,0.121504,0.133146,4,0.666667,0.87519,0.011111,23,pairwise,1.008336,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.883761,4,0.920348,180
0.5,0.886832,0.0,4,16,no_identity_keep_type,0.113912,0.125554,4,0.666667,0.87519,0.088889,23,pairwise,1.000744,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.883761,4,0.920348,180
0.511111,0.886832,0.244444,4,16,no_identity_keep_type,0.097873,0.109515,4,0.666667,0.87519,0.311111,23,pairwise,0.984705,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,23,0.133333,0.2,0.077778,0.011111,0.422222,0.433333,0.022222,0.0,0.122222,generated_2,learned,90,2048,0.883761,4,0.920348,180
0.511111,0.886832,0.244444,4,16,no_identity_keep_type,0.097873,0.109515,4,0.666667,0.87519,0.311111,23,pairwise,0.984705,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.133333,0.2,0.077778,0.011111,0.422222,0.433333,0.022222,0.0,0.122222,generated_2,learned,90,2048,0.883761,4,0.920348,180
0.655556,0.886832,1.0,4,16,no_identity_keep_type,0.0,0.011642,4,0.666667,0.87519,0.544444,23,pairwise,0.886832,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.377778,0.188889,0.044444,0.388889,generated_2,learned,90,2048,0.883761,4,0.920348,180
0.666667,0.886832,0.544444,4,16,no_identity_keep_type,-0.011642,0.0,4,0.666667,0.87519,1.0,23,pairwise,0.87519,0.05,generated_oracle,40,600,400,0.005,,23,0.022222,0.344444,0.088889,0.0,0.455556,0.366667,0.0,0.011111,0.166667,generated_2,learned,90,2048,0.883761,4,0.920348,180
0.511111,0.886832,0.044444,4,16,no_identity_no_type,0.121504,0.133146,4,0.666667,0.87519,0.011111,23,pairwise,1.008336,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.885182,4,0.920348,180
0.5,0.886832,0.0,4,16,no_identity_no_type,0.113912,0.125554,4,0.666667,0.87519,0.088889,23,pairwise,1.000744,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.885182,4,0.920348,180
0.511111,0.886832,0.322222,4,16,no_identity_no_type,0.067419,0.079061,4,0.666667,0.87519,0.444444,23,pairwise,0.954251,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,23,0.088889,0.255556,0.111111,0.0,0.455556,0.411111,0.011111,0.0,0.122222,generated_2,learned,90,2048,0.885182,4,0.920348,180
0.511111,0.886832,0.322222,4,16,no_identity_no_type,0.067419,0.079061,4,0.666667,0.87519,0.444444,23,pairwise,0.954251,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.088889,0.255556,0.111111,0.0,0.455556,0.411111,0.011111,0.0,0.122222,generated_2,learned,90,2048,0.885182,4,0.920348,180
0.655556,0.886832,1.0,4,16,no_identity_no_type,0.0,0.011642,4,0.666667,0.87519,0.544444,23,pairwise,0.886832,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.377778,0.188889,0.044444,0.388889,generated_2,learned,90,2048,0.885182,4,0.920348,180
0.666667,0.886832,0.544444,4,16,no_identity_no_type,-0.011642,0.0,4,0.666667,0.87519,1.0,23,pairwise,0.87519,0.05,generated_oracle,40,600,400,0.005,,23,0.022222,0.344444,0.088889,0.0,0.455556,0.366667,0.0,0.011111,0.166667,generated_2,learned,90,2048,0.885182,4,0.920348,180
0.466667,0.997236,0.044444,4,32,no_identity_keep_type,0.027318,0.034137,4,0.522222,0.990416,0.011111,11,pairwise,1.024553,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.96671,4,0.985029,180
0.477778,0.997236,0.0,4,32,no_identity_keep_type,0.032442,0.039261,4,0.522222,0.990416,0.033333,11,pairwise,1.029677,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.96671,4,0.985029,180
0.466667,0.997236,0.288889,4,32,no_identity_keep_type,0.024976,0.031795,4,0.522222,0.990416,0.366667,11,pairwise,1.022212,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,11,0.055556,0.277778,0.033333,0.0,0.366667,0.455556,0.011111,0.0,0.166667,generated_2,learned,90,2048,0.96671,4,0.985029,180
0.466667,0.997236,0.288889,4,32,no_identity_keep_type,0.024976,0.031795,4,0.522222,0.990416,0.366667,11,pairwise,1.022212,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,11,0.055556,0.277778,0.033333,0.0,0.366667,0.455556,0.011111,0.0,0.166667,generated_2,learned,90,2048,0.96671,4,0.985029,180
0.511111,0.997236,1.0,4,32,no_identity_keep_type,0.0,0.006819,4,0.522222,0.990416,0.466667,11,pairwise,0.997236,0.05,base_oracle,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.377778,0.266667,0.044444,0.311111,generated_2,learned,90,2048,0.96671,4,0.985029,180
0.522222,0.997236,0.466667,4,32,no_identity_keep_type,-0.006819,0.0,4,0.522222,0.990416,1.0,11,pairwise,0.990416,0.05,generated_oracle,40,600,400,0.005,,11,0.077778,0.344444,0.033333,0.077778,0.533333,0.3,0.011111,0.011111,0.144444,generated_2,learned,90,2048,0.96671,4,0.985029,180
0.466667,0.997236,0.044444,4,32,no_identity_no_type,0.027318,0.034137,4,0.522222,0.990416,0.011111,11,pairwise,1.024553,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.967355,4,0.985029,180
0.477778,0.997236,0.0,4,32,no_identity_no_type,0.032442,0.039261,4,0.522222,0.990416,0.033333,11,pairwise,1.029677,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.967355,4,0.985029,180
0.455556,0.997236,0.333333,4,32,no_identity_no_type,0.026315,0.033134,4,0.522222,0.990416,0.333333,11,pairwise,1.02355,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,11,0.055556,0.222222,0.044444,0.0,0.322222,0.522222,0.011111,0.0,0.144444,generated_2,learned,90,2048,0.967355,4,0.985029,180
0.455556,0.997236,0.333333,4,32,no_identity_no_type,0.026315,0.033134,4,0.522222,0.990416,0.333333,11,pairwise,1.02355,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,11,0.055556,0.222222,0.044444,0.0,0.322222,0.522222,0.011111,0.0,0.144444,generated_2,learned,90,2048,0.967355,4,0.985029,180
0.511111,0.997236,1.0,4,32,no_identity_no_type,0.0,0.006819,4,0.522222,0.990416,0.466667,11,pairwise,0.997236,0.05,base_oracle,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.377778,0.266667,0.044444,0.311111,generated_2,learned,90,2048,0.967355,4,0.985029,180
0.522222,0.997236,0.466667,4,32,no_identity_no_type,-0.006819,0.0,4,0.522222,0.990416,1.0,11,pairwise,0.990416,0.05,generated_oracle,40,600,400,0.005,,11,0.077778,0.344444,0.033333,0.077778,0.533333,0.3,0.011111,0.011111,0.144444,generated_2,learned,90,2048,0.967355,4,0.985029,180
0.466667,0.962059,0.0,4,32,no_identity_keep_type,0.027092,0.031937,4,0.566667,0.957214,0.0,13,pairwise,0.989151,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.96807,4,0.984442,180
0.477778,0.962059,0.0,4,32,no_identity_keep_type,0.026005,0.03085,4,0.566667,0.957214,0.1,13,pairwise,0.988064,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.96807,4,0.984442,180
0.477778,0.962059,0.288889,4,32,no_identity_keep_type,0.027196,0.032041,4,0.566667,0.957214,0.355556,13,pairwise,0.989255,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,13,0.066667,0.2,0.066667,0.011111,0.344444,0.5,0.0,0.0,0.155556,generated_2,learned,90,2048,0.96807,4,0.984442,180
0.477778,0.962059,0.288889,4,32,no_identity_keep_type,0.027196,0.032041,4,0.566667,0.957214,0.355556,13,pairwise,0.989255,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,13,0.066667,0.2,0.066667,0.011111,0.344444,0.5,0.0,0.0,0.155556,generated_2,learned,90,2048,0.96807,4,0.984442,180
0.555556,0.962059,1.0,4,32,no_identity_keep_type,0.0,0.004845,4,0.566667,0.957214,0.555556,13,pairwise,0.962059,0.05,base_oracle,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.455556,0.144444,0.0,0.4,generated_2,learned,90,2048,0.96807,4,0.984442,180
0.566667,0.962059,0.555556,4,32,no_identity_keep_type,-0.004845,0.0,4,0.566667,0.957214,1.0,13,pairwise,0.957214,0.05,generated_oracle,40,600,400,0.005,,13,0.033333,0.3,0.1,0.011111,0.444444,0.422222,0.011111,0.0,0.122222,generated_2,learned,90,2048,0.96807,4,0.984442,180
0.466667,0.962059,0.0,4,32,no_identity_no_type,0.027092,0.031937,4,0.566667,0.957214,0.0,13,pairwise,0.989151,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.969084,4,0.984442,180
0.477778,0.962059,0.0,4,32,no_identity_no_type,0.026005,0.03085,4,0.566667,0.957214,0.1,13,pairwise,0.988064,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.969084,4,0.984442,180
0.5,0.962059,0.355556,4,32,no_identity_no_type,0.02098,0.025825,4,0.566667,0.957214,0.411111,13,pairwise,0.983038,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,13,0.077778,0.222222,0.033333,0.022222,0.355556,0.5,0.011111,0.0,0.133333,generated_2,learned,90,2048,0.969084,4,0.984442,180
0.5,0.962059,0.355556,4,32,no_identity_no_type,0.02098,0.025825,4,0.566667,0.957214,0.411111,13,pairwise,0.983038,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,13,0.077778,0.222222,0.033333,0.022222,0.355556,0.5,0.011111,0.0,0.133333,generated_2,learned,90,2048,0.969084,4,0.984442,180
0.555556,0.962059,1.0,4,32,no_identity_no_type,0.0,0.004845,4,0.566667,0.957214,0.555556,13,pairwise,0.962059,0.05,base_oracle,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.455556,0.144444,0.0,0.4,generated_2,learned,90,2048,0.969084,4,0.984442,180
0.566667,0.962059,0.555556,4,32,no_identity_no_type,-0.004845,0.0,4,0.566667,0.957214,1.0,13,pairwise,0.957214,0.05,generated_oracle,40,600,400,0.005,,13,0.033333,0.3,0.1,0.011111,0.444444,0.422222,0.011111,0.0,0.122222,generated_2,learned,90,2048,0.969084,4,0.984442,180
0.455556,0.990119,0.055556,4,32,no_identity_keep_type,0.015891,0.019177,4,0.544444,0.986833,0.011111,17,pairwise,1.00601,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.958808,4,0.980855,180
0.455556,0.990119,0.0,4,32,no_identity_keep_type,0.014898,0.018184,4,0.544444,0.986833,0.155556,17,pairwise,1.005017,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.958808,4,0.980855,180
0.511111,0.990119,0.2,4,32,no_identity_keep_type,0.017452,0.020738,4,0.544444,0.986833,0.255556,17,pairwise,1.007571,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,17,0.044444,0.188889,0.033333,0.011111,0.277778,0.544444,0.0,0.0,0.177778,generated_2,learned,90,2048,0.958808,4,0.980855,180
0.511111,0.990119,0.2,4,32,no_identity_keep_type,0.017452,0.020738,4,0.544444,0.986833,0.255556,17,pairwise,1.007571,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,17,0.044444,0.188889,0.033333,0.011111,0.277778,0.544444,0.0,0.0,0.177778,generated_2,learned,90,2048,0.958808,4,0.980855,180
0.544444,0.990119,1.0,4,32,no_identity_keep_type,0.0,0.003286,4,0.544444,0.986833,0.422222,17,pairwise,0.990119,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.322222,0.411111,0.055556,0.211111,generated_2,learned,90,2048,0.958808,4,0.980855,180
0.544444,0.990119,0.422222,4,32,no_identity_keep_type,-0.003286,0.0,4,0.544444,0.986833,1.0,17,pairwise,0.986833,0.05,generated_oracle,40,600,400,0.005,,17,0.111111,0.222222,0.155556,0.088889,0.577778,0.266667,0.033333,0.011111,0.111111,generated_2,learned,90,2048,0.958808,4,0.980855,180
