background_objects,bounded_delta_max,branch_entropy_mean,branch_flip_rate,branch_loss_weight,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_loss_weight,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,eval_sim_steps,final_majority_branch_ratio,finite_delta_clamp,grad_clip_norm,horizon,integrity_projection,model,multihorizon_loss_weight,multihorizon_train_steps,raw_delta_norm_mean,rollback_on_violation,rollback_rate,rollout_delta_scale,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,train_sim_steps,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
512,0.25,0.856488,0.046875,1.0,0.575,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.887545,0.0,0.5,,0.0,0.0,80,0.5,0.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,1.502141,False,0.0,1.0,16,11,4.375,False,0.0,80,0.0,0.0
512,0.25,0.727583,0.076389,1.0,0.575,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.973217,0.0,0.5,,0.0,0.0,80,1.0,0.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,5.744103,False,0.0,1.0,16,11,4.375,False,0.0,80,0.0,0.0
512,0.25,0.291034,0.028646,1.0,0.23,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.156507,0.0,0.5,,0.0,0.0,80,1.0,0.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,3712032.414726,False,0.0,1.0,16,11,4.375,False,0.0,80,0.0,0.0
512,0.25,0.960926,0.046875,1.0,0.2375,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.899344,0.0,0.5,,0.0,0.0,80,0.4375,0.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,1.920274,False,0.0,1.0,16,13,4.375,False,0.0,80,0.0,0.0
512,0.25,0.90745,0.138889,1.0,0.45625,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.016023,0.0,0.5,,0.0,0.0,80,1.0,0.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,3.939606,False,0.0,1.0,16,13,4.375,False,0.0,80,0.0,0.0
512,0.25,0.363598,0.052083,1.0,0.7425,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.173783,0.0,0.5,,0.0,0.0,80,1.0,0.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,1870983.186692,False,0.0,1.0,16,13,4.375,False,0.0,80,0.0,0.0
512,0.25,0.867047,0.0625,1.0,0.0375,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.785542,0.0,0.5,,0.0,0.0,80,0.6875,0.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,1.898487,False,0.0,1.0,16,17,4.3125,False,0.0,80,0.0,0.0
512,0.25,0.897182,0.104167,1.0,0.1875,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.892005,0.0,0.5,,0.0,0.0,80,1.0,0.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,5.576296,False,0.0,1.0,16,17,4.3125,False,0.0,80,0.0,0.0
512,0.25,0.360266,0.039062,1.0,0.67,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.117156,0.0,0.5,,0.0,0.0,80,1.0,0.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,3280182.325178,False,0.0,1.0,16,17,4.3125,False,0.0,80,0.0,0.0
