adversarial_distractors,background_objects,balanced_labels,branch_accuracy,causal_k,causal_recall_mean,checkpoint,cuda_peak_mb,hidden_dim,layers,majority_accuracy,model,ms_per_sample_forward,mse,params,seed,selected_k_mean,status,total_objects_n,train_loss
0,120,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N128_K8_D0_seed17.pt,136.339844,512,2,0.333333,wpu-cws-learned,1.795495,3.9e-05,6853655,17,16.0,ok,128,1.101254
0,120,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N128_K8_D0_seed19.pt,136.339844,512,2,0.333333,wpu-cws-learned,2.309309,5.1e-05,6853655,19,16.0,ok,128,1.097957
0,120,True,0.696667,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N128_K8_D0_seed23.pt,136.339844,512,2,0.333333,wpu-cws-learned,1.734221,6.4e-05,6853655,23,16.0,ok,128,0.911735
0,120,True,0.653333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N128_K8_D0_seed11.pt,138.339844,512,2,0.333333,wpu-cws-oracle,1.961149,0.000176,6853655,11,8.0,ok,128,1.097963
0,120,True,0.766667,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N128_K8_D0_seed13.pt,137.339844,512,2,0.333333,wpu-cws-oracle,1.69904,3.9e-05,6853655,13,8.0,ok,128,0.583433
0,120,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N128_K8_D0_seed17.pt,137.339844,512,2,0.333333,wpu-cws-oracle,2.170278,2e-05,6853655,17,8.0,ok,128,1.064484
0,120,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N128_K8_D0_seed19.pt,137.339844,512,2,0.333333,wpu-cws-oracle,1.942029,2.8e-05,6853655,19,8.0,ok,128,1.098564
0,120,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N128_K8_D0_seed23.pt,137.339844,512,2,0.333333,wpu-cws-oracle,1.79763,1.7e-05,6853655,23,8.0,ok,128,1.105712
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N256_K8_D0_seed11.pt,170.312988,512,2,0.333333,graph-transformer,3.584456,0.001402,7375894,11,8.0,ok,256,1.111253
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N256_K8_D0_seed13.pt,170.312988,512,2,0.333333,graph-transformer,3.571549,0.005296,7375894,13,8.0,ok,256,1.102636
0,248,True,0.66,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N256_K8_D0_seed17.pt,170.312988,512,2,0.333333,graph-transformer,3.449627,0.001762,7375894,17,8.0,ok,256,0.96703
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N256_K8_D0_seed19.pt,170.312988,512,2,0.333333,graph-transformer,3.504342,5.3e-05,7375894,19,8.0,ok,256,1.118457
0,248,True,0.513333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N256_K8_D0_seed23.pt,170.312988,512,2,0.333333,graph-transformer,3.637961,0.005747,7375894,23,8.0,ok,256,1.03476
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N256_K8_D0_seed11.pt,159.786621,512,2,0.333333,serialized-token,0.444395,0.000635,6325778,11,8.0,ok,256,1.159257
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N256_K8_D0_seed13.pt,158.786621,512,2,0.333333,serialized-token,0.442141,0.00032,6325778,13,8.0,ok,256,1.061228
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N256_K8_D0_seed17.pt,158.786621,512,2,0.333333,serialized-token,0.437941,0.000117,6325778,17,8.0,ok,256,1.122591
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N256_K8_D0_seed19.pt,158.786621,512,2,0.333333,serialized-token,0.419315,0.001477,6325778,19,8.0,ok,256,0.760221
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N256_K8_D0_seed23.pt,158.786621,512,2,0.333333,serialized-token,0.415615,0.000397,6325778,23,8.0,ok,256,1.052245
0,248,True,0.65,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N256_K8_D0_seed11.pt,149.48877,512,2,0.333333,wpu-cws-learned,2.054546,3.5e-05,6853655,11,16.0,ok,256,0.674478
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N256_K8_D0_seed13.pt,149.48877,512,2,0.333333,wpu-cws-learned,1.979746,3.4e-05,6853655,13,16.0,ok,256,1.159843
0,248,True,0.686667,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N256_K8_D0_seed17.pt,149.48877,512,2,0.333333,wpu-cws-learned,1.862881,2.1e-05,6853655,17,16.0,ok,256,0.506985
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N256_K8_D0_seed19.pt,149.48877,512,2,0.333333,wpu-cws-learned,1.812061,1.5e-05,6853655,19,16.0,ok,256,1.09371
0,248,True,0.65,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-learned_N256_K8_D0_seed23.pt,149.48877,512,2,0.333333,wpu-cws-learned,2.045121,3.5e-05,6853655,23,16.0,ok,256,0.786366
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N256_K8_D0_seed11.pt,151.48877,512,2,0.333333,wpu-cws-oracle,1.811627,2.4e-05,6853655,11,8.0,ok,256,1.266622
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N256_K8_D0_seed13.pt,151.48877,512,2,0.333333,wpu-cws-oracle,2.0401,3.8e-05,6853655,13,8.0,ok,256,1.105307
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N256_K8_D0_seed17.pt,151.48877,512,2,0.333333,wpu-cws-oracle,1.87083,1.5e-05,6853655,17,8.0,ok,256,1.043442
0,248,True,0.456667,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N256_K8_D0_seed19.pt,151.48877,512,2,0.333333,wpu-cws-oracle,1.643805,6.1e-05,6853655,19,8.0,ok,256,1.161983
