source,total_objects_n,causal_k,policy,static_loss,candidate_oracle_loss,candidate_oracle_gain_over_static,policy_loss,policy_accuracy,oracle_match_rate,deployed_gain_over_static,gap_closure_fraction,remaining_gap,mean_accept_rate,mean_harmful_accept_rate,mean_regret_corr,mean_predicted_sigma,seed_count,failure_mode
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1_m0,1.004095,0.968518,0.035577,1.004015,0.477778,0.022222,7.9e-05,0.002226,0.035498,0.1,0.051111,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1_m0p0025,1.004095,0.968518,0.035577,1.004276,0.475556,0.015555,-0.000181,-0.005099,0.035758,0.071111,0.037778,0.072566,0.052393,5,harmful_transfer
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1_m0p005,1.004095,0.968518,0.035577,1.004341,0.475556,0.008889,-0.000246,-0.006926,0.035823,0.042222,0.028889,0.072566,0.052393,5,harmful_transfer
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1_m0p01,1.004095,0.968518,0.035577,1.0043,0.475556,0.008889,-0.000205,-0.005762,0.035782,0.024444,0.017778,0.072566,0.052393,5,harmful_transfer
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1_m0p02,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1_m0p05,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1p5_m0,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1p5_m0p0025,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1p5_m0p005,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1p5_m0p01,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1p5_m0p02,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r1p5_m0p05,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r2_m0,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r2_m0p0025,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r2_m0p005,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r2_m0p01,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r2_m0p02,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r2_m0p05,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r3_m0,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r3_m0p0025,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r3_m0p005,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r3_m0p01,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r3_m0p02,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_candidate_regret_gate.csv,2048,32,uncertainty_regret_gate_r3_m0p05,1.004095,0.968518,0.035577,1.004095,0.475556,0.004444,0.0,0.0,0.035577,0.0,0.0,0.072566,0.052393,5,partial_but_insufficient_gap_closure
