causal_k,compute_cost,expanded_dense_loss,expanded_path_loss,expanded_sparse_loss,expanded_working_set_size,expansion_cost,expansion_path,expansion_ratio,hidden_dim,initial_dense_loss,initial_dense_ratio,initial_working_set_size,interaction_mode,layers,max_expansion_rate,model,oracle_loss,policy,policy_accuracy,policy_delta_vs_sparse,policy_excess_over_oracle,policy_loss,propagation_steps,regret_steps,retriever_steps,retriever_train_k_values,retriever_train_samples_per_k,route_threshold,rule,samples,seed,selection_mode,sparse_loss,status,total_compute_ratio,total_objects_n,validation_samples
32,0.05,1.105278,1.105278,1.010716,32,0.02,dense,0.0,128,1.092803,0.111111,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.909938,physical_dense_expansion_gate,0.477778,-0.021872,0.061495,0.971433,40,80,400,"8,16,32",160,-0.159486,none,90,19,learned_interaction_global,0.993306,ok,0.111111,2048,90
8,0.05,1.042371,1.028615,1.028615,32,0.02,sparse,0.0,128,1.019463,0.277778,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941753,initial_calibrated_regret,0.5,-0.023412,0.041602,0.983355,40,80,400,"8,16,32",160,-0.006699,none,90,23,learned_interaction_global,1.006767,ok,0.277778,2048,90
8,0.05,1.042371,1.028615,1.028615,32,0.02,sparse,1.0,128,1.019463,0.0,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941753,always_expand_sparse,0.488889,0.021847,0.086862,1.028615,40,80,400,"8,16,32",160,-0.006699,always,90,23,learned_interaction_global,1.006767,ok,1.0,2048,90
8,0.05,1.042371,1.042371,1.028615,32,0.02,dense,1.0,128,1.019463,0.0,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941364,always_expand_dense,0.511111,0.035604,0.101007,1.042371,40,80,400,"8,16,32",160,-0.006699,always,90,23,learned_interaction_global,1.006767,ok,1.0,2048,90
8,0.05,1.042371,1.028615,1.028615,32,0.02,sparse,0.0,128,1.019463,0.277778,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941753,structured_expansion_gate,0.5,-0.023412,0.041602,0.983355,40,80,400,"8,16,32",160,-0.006699,none,90,23,learned_interaction_global,1.006767,ok,0.277778,2048,90
8,0.05,1.042371,1.028615,1.028615,32,0.02,sparse,0.0,128,1.019463,0.277778,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941753,physical_expansion_gate,0.5,-0.023412,0.041602,0.983355,40,80,400,"8,16,32",160,-0.006699,none,90,23,learned_interaction_global,1.006767,ok,0.277778,2048,90
8,0.05,1.042371,1.042371,1.028615,32,0.02,dense,0.0,128,1.019463,0.277778,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941364,structured_dense_expansion_gate,0.5,-0.023412,0.041991,0.983355,40,80,400,"8,16,32",160,-0.006699,none,90,23,learned_interaction_global,1.006767,ok,0.277778,2048,90
8,0.05,1.042371,1.042371,1.028615,32,0.02,dense,0.0,128,1.019463,0.277778,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.941364,physical_dense_expansion_gate,0.5,-0.023412,0.041991,0.983355,40,80,400,"8,16,32",160,-0.006699,none,90,23,learned_interaction_global,1.006767,ok,0.277778,2048,90
16,0.05,1.144384,1.01658,1.01658,32,0.02,sparse,0.0,128,1.147851,0.033333,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.965145,initial_calibrated_regret,0.533333,-0.00114,0.052465,1.01761,40,80,400,"8,16,32",160,0.005117,none,90,23,learned_interaction_global,1.01875,ok,0.033333,2048,90
16,0.05,1.144384,1.01658,1.01658,32,0.02,sparse,1.0,128,1.147851,0.0,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.965145,always_expand_sparse,0.555556,-0.00217,0.051435,1.01658,40,80,400,"8,16,32",160,0.005117,always,90,23,learned_interaction_global,1.01875,ok,1.0,2048,90
16,0.05,1.144384,1.144384,1.01658,32,0.02,dense,1.0,128,1.147851,0.0,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,1.00442,always_expand_dense,0.477778,0.125633,0.139963,1.144384,40,80,400,"8,16,32",160,0.005117,always,90,23,learned_interaction_global,1.01875,ok,1.0,2048,90
16,0.05,1.144384,1.01658,1.01658,32,0.02,sparse,0.3,128,1.147851,0.033333,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.965145,structured_expansion_gate,0.522222,-0.015735,0.037871,1.003015,40,80,400,"8,16,32",160,0.005117,regret_abs:ge:0.136471 AND target_x:le:0.874219,90,23,learned_interaction_global,1.01875,ok,0.333333,2048,90
16,0.05,1.144384,1.01658,1.01658,32,0.02,sparse,0.3,128,1.147851,0.033333,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.965145,physical_expansion_gate,0.522222,-0.015735,0.037871,1.003015,40,80,400,"8,16,32",160,0.005117,event_norm:le:1.629355 AND target_x:le:0.874219,90,23,learned_interaction_global,1.01875,ok,0.333333,2048,90
16,0.05,1.144384,1.144384,1.01658,32,0.02,dense,0.3,128,1.147851,0.033333,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,1.00442,structured_dense_expansion_gate,0.477778,0.032469,0.046799,1.05122,40,80,400,"8,16,32",160,0.005117,regret_abs:ge:0.136471 AND target_x:le:0.874219,90,23,learned_interaction_global,1.01875,ok,0.333333,2048,90
16,0.05,1.144384,1.144384,1.01658,32,0.02,dense,0.3,128,1.147851,0.033333,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,1.00442,physical_dense_expansion_gate,0.477778,0.032469,0.046799,1.05122,40,80,400,"8,16,32",160,0.005117,event_norm:le:1.629355 AND target_x:le:0.874219,90,23,learned_interaction_global,1.01875,ok,0.333333,2048,90
32,0.05,1.021609,1.001772,1.001772,32,0.02,sparse,0.0,128,1.000991,0.222222,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.924479,initial_calibrated_regret,0.555556,-0.063827,0.025611,0.95009,40,80,400,"8,16,32",160,-0.003244,none,90,23,learned_interaction_global,1.013917,ok,0.222222,2048,90
32,0.05,1.021609,1.001772,1.001772,32,0.02,sparse,1.0,128,1.000991,0.0,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.924479,always_expand_sparse,0.488889,-0.012145,0.077293,1.001772,40,80,400,"8,16,32",160,-0.003244,always,90,23,learned_interaction_global,1.013917,ok,1.0,2048,90
32,0.05,1.021609,1.021609,1.001772,32,0.02,dense,1.0,128,1.000991,0.0,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.922606,always_expand_dense,0.466667,0.007692,0.099003,1.021609,40,80,400,"8,16,32",160,-0.003244,always,90,23,learned_interaction_global,1.013917,ok,1.0,2048,90
32,0.05,1.021609,1.001772,1.001772,32,0.02,sparse,0.0,128,1.000991,0.222222,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.924479,structured_expansion_gate,0.555556,-0.063827,0.025611,0.95009,40,80,400,"8,16,32",160,-0.003244,none,90,23,learned_interaction_global,1.013917,ok,0.222222,2048,90
32,0.05,1.021609,1.001772,1.001772,32,0.02,sparse,0.0,128,1.000991,0.222222,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.924479,physical_expansion_gate,0.555556,-0.063827,0.025611,0.95009,40,80,400,"8,16,32",160,-0.003244,none,90,23,learned_interaction_global,1.013917,ok,0.222222,2048,90
32,0.05,1.021609,1.021609,1.001772,32,0.02,dense,0.0,128,1.000991,0.222222,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.922606,structured_dense_expansion_gate,0.555556,-0.063827,0.027485,0.95009,40,80,400,"8,16,32",160,-0.003244,none,90,23,learned_interaction_global,1.013917,ok,0.222222,2048,90
32,0.05,1.021609,1.021609,1.001772,32,0.02,dense,0.0,128,1.000991,0.222222,4,pairwise,1,0.5,wpu-cws-indexed-regret-hybrid,0.922606,physical_dense_expansion_gate,0.555556,-0.063827,0.027485,0.95009,40,80,400,"8,16,32",160,-0.003244,none,90,23,learned_interaction_global,1.013917,ok,0.222222,2048,90
