adaptive_delta_bounds,adaptive_delta_max,adaptive_delta_min,background_objects,bounded_delta_max,bounded_delta_position_max,bounded_delta_velocity_max,branch_entropy_mean,branch_flip_rate,branch_loss_weight,completed_training_steps,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_loss_weight,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,eval_sim_steps,final_majority_branch_ratio,finite_delta_clamp,grad_clip_norm,horizon,integrity_projection,model,multihorizon_loss_weight,multihorizon_train_steps,nonfinite_gradient_steps,nonfinite_training_steps,raw_delta_norm_mean,rollback_on_violation,rollback_rate,rollout_branch_accuracy,rollout_delta_scale,samples,seed,selected_k_mean,selective_correction,skip_nonfinite_loss,state_validity_penalty,target_delta_loss_weight,target_object_position_mse,target_object_trajectory_mse,target_object_velocity_mse,train_sim_steps,trajectory_mse,trajectory_position_mse,trajectory_velocity_mse,unrolled_branch_loss_weight,unrolled_detach_between_steps,unrolled_train_horizons,unrolled_trajectory_loss_weight,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
False,0.5,0.01,512,0.05,0.0,0.0,1.080553,0.015625,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.237528,0.0,0.5,,0.0,0.0,80,0.5625,0.0,1.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.811401,False,0.0,0.6875,1.0,16,11,4.375,False,True,0.0,0.0,0.03482,0.045968,0.057116,80,0.000437,0.000426,0.000448,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.080584,0.048611,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.240434,0.0,0.5,,0.0,0.0,80,0.6875,0.0,1.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.735636,False,0.0,0.6875,1.0,16,11,4.375,False,True,0.0,0.0,0.171796,0.20023,0.228663,80,0.001789,0.001772,0.001806,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.074621,0.046875,1.0,16,0.47,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.241861,0.0,0.5,,0.0,0.0,80,0.75,0.0,1.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.588318,False,0.0,0.4375,1.0,16,11,4.375,False,True,0.0,0.0,1.241284,1.249306,1.257328,80,0.010759,0.01061,0.010909,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.078331,0.09375,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.247071,0.0,0.5,,0.0,0.0,80,0.75,0.0,1.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.851733,False,0.0,0.5,1.0,16,13,4.375,False,True,0.0,0.0,14.026267,9.231812,4.437357,80,0.01826,0.027547,0.008972,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.079514,0.048611,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.246173,0.0,0.5,,0.0,0.0,80,0.8125,0.0,1.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.797936,False,0.0,0.4375,1.0,16,13,4.375,False,True,0.0,0.0,120.468216,62.909228,5.350239,80,0.123368,0.234867,0.01187,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.080236,0.033854,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.242357,0.0,0.5,,0.0,0.0,80,0.625,0.0,1.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.77811,False,0.0,0.4375,1.0,16,13,4.375,False,True,0.0,0.0,1088.114063,547.629975,7.145887,80,1.069728,2.116004,0.023452,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.072359,0.015625,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.231085,0.0,0.5,,0.0,0.0,80,0.4375,0.0,1.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.703257,False,0.0,0.875,1.0,16,17,4.3125,False,True,0.0,0.0,13.516068,8.968293,4.420519,80,0.017702,0.026476,0.008927,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.074162,0.013889,1.0,16,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.229326,0.0,0.5,,0.0,0.0,80,0.4375,0.0,1.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.687037,False,0.0,0.8125,1.0,16,17,4.3125,False,True,0.0,0.0,117.275306,61.282524,5.289742,80,0.119944,0.228266,0.011622,0.0,True,,0.0,0.0,0.0
False,0.5,0.01,512,0.05,0.0,0.0,1.075172,0.018229,1.0,16,0.02,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.227725,0.0,0.5,,0.0,0.0,80,0.625,0.0,1.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,0,0,1.808996,False,0.0,0.625,1.0,16,17,4.3125,False,True,0.0,0.0,1075.569021,540.682109,5.795196,80,1.054031,2.089996,0.018066,0.0,True,,0.0,0.0,0.0
