adversarial_distractors,background_objects,balanced_labels,branch_accuracy,causal_k,causal_recall_mean,checkpoint,cuda_peak_mb,dense_compute_ratio,hidden_dim,index_depth,interaction_mode,layers,local_dense_ratio,majority_accuracy,model,ms_per_sample_forward,mse,params,pre_tensor_indexed,seed,selected_k_mean,selector_confidence_mean,sparse_ratio,status,total_objects_n,train_loss
0,2040,True,0.577778,8,1.0,,22.067871,0.344444,128,1,pairwise,1,0.073812,0.333333,wpu-cws-indexed-selective-interaction-hybrid,1.389147,0.017521,248366,True,11,8.0,0.543149,0.926188,ok,2048,1.114749
0,2040,True,0.533333,8,1.0,,22.067871,0.388889,128,1,pairwise,1,0.083621,0.333333,wpu-cws-indexed-selective-interaction-hybrid,2.18414,0.019614,248366,True,13,8.0,0.464407,0.916379,ok,2048,0.958742
0,2032,True,0.611111,16,1.0,,22.239258,0.588889,128,1,pairwise,1,0.109009,0.333333,wpu-cws-indexed-selective-interaction-hybrid,3.66942,0.01366,248366,True,11,16.0,0.344642,0.890991,ok,2048,0.721641
0,2032,True,0.611111,16,1.0,,22.239258,0.555556,128,1,pairwise,1,0.106837,0.333333,wpu-cws-indexed-selective-interaction-hybrid,2.538557,0.026667,248366,True,13,16.0,0.413828,0.893163,ok,2048,0.779802
0,2016,True,0.711111,32,1.0,,22.989746,0.811111,128,1,pairwise,1,0.149752,0.333333,wpu-cws-indexed-selective-interaction-hybrid,5.39005,0.023236,248366,True,11,32.0,0.373575,0.850248,ok,2048,0.811138
0,2016,True,0.711111,32,1.0,,23.114746,0.833333,128,1,pairwise,1,0.151882,0.333333,wpu-cws-indexed-selective-interaction-hybrid,4.76334,0.033617,248366,True,13,32.0,0.257704,0.848118,ok,2048,0.944941
