accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,excess_over_candidate_oracle,feature_variant,generated_candidates,heldout_seed,interaction_mode,loss,mechanism_max_seed_harm,mechanism_min_win_rate,mechanism_risk_penalty,mechanism_safe_margin,oracle_match_rate,policy,propagation_steps,regret_retriever_steps,retriever_steps,risk_adjusted_max_delta,risk_adjusted_mean_delta,risk_adjusted_score,risk_adjusted_selected_mechanism,risk_adjusted_win_rate,safe_margin,safe_uses_invariant_scorer,scorer_steps,seed,seed_stable_max_delta,seed_stable_mean_delta,seed_stable_selected_mechanism,seed_stable_win_rate,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_non_learned_rate,selected_proximity_rate,test_samples,total_objects_n,train_delta_vs_static,train_invariant_scorer_loss,train_seed_count,train_selected_mechanism,train_static_learned_loss,validation_samples_per_seed
0.566667,4,0.966431,8,600,0.025512,role_geometry_family,4,19,pairwise,0.991943,0.0,0.75,0.5,0.0,0.177778,train_safe_invariant_set_scorer,40,600,400,-0.001876,-0.014423,-0.014423,invariant,1.0,0.0,1,600,19,-0.001876,-0.014423,invariant,1.0,0.055556,0.011111,0.033333,0.1,0.011111,0.222222,0.0,0.0,0.233333,0.477778,0.022222,0.0,1.0,0.166667,90,2048,-0.014423,0.970218,4,invariant,0.984641,180
0.566667,4,0.966431,8,600,0.025512,role_geometry_family,4,19,pairwise,0.991943,0.0,0.75,0.5,0.0,0.177778,train_selected_mechanism,40,600,400,-0.001876,-0.014423,-0.014423,invariant,1.0,0.0,1,600,19,-0.001876,-0.014423,invariant,1.0,0.055556,0.011111,0.033333,0.1,0.011111,0.222222,0.0,0.0,0.233333,0.477778,0.022222,0.0,1.0,0.166667,90,2048,-0.014423,0.970218,4,invariant,0.984641,180
0.566667,4,0.966431,8,600,0.025512,role_geometry_family,4,19,pairwise,0.991943,0.0,0.75,0.5,0.0,0.177778,seed_stable_selected_mechanism,40,600,400,-0.001876,-0.014423,-0.014423,invariant,1.0,0.0,1,600,19,-0.001876,-0.014423,invariant,1.0,0.055556,0.011111,0.033333,0.1,0.011111,0.222222,0.0,0.0,0.233333,0.477778,0.022222,0.0,1.0,0.166667,90,2048,-0.014423,0.970218,4,invariant,0.984641,180
0.566667,4,0.966431,8,600,0.025512,role_geometry_family,4,19,pairwise,0.991943,0.0,0.75,0.5,0.0,0.177778,risk_adjusted_selected_mechanism,40,600,400,-0.001876,-0.014423,-0.014423,invariant,1.0,0.0,1,600,19,-0.001876,-0.014423,invariant,1.0,0.055556,0.011111,0.033333,0.1,0.011111,0.222222,0.0,0.0,0.233333,0.477778,0.022222,0.0,1.0,0.166667,90,2048,-0.014423,0.970218,4,invariant,0.984641,180
0.644444,4,0.966431,8,600,0.0,role_geometry_family,4,19,pairwise,0.966431,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.001876,-0.014423,-0.014423,invariant,1.0,0.0,1,600,19,-0.001876,-0.014423,invariant,1.0,0.255556,0.055556,0.044444,0.355556,0.033333,0.211111,0.033333,0.044444,0.322222,0.233333,0.022222,0.0,1.0,0.066667,90,2048,-0.014423,0.970218,4,invariant,0.984641,180
0.533333,4,0.966431,8,600,0.036369,role_geometry_only,4,19,pairwise,1.002799,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.555556,4,0.966431,8,600,0.025906,role_geometry_only,4,19,pairwise,0.992336,0.0,0.75,0.5,0.0,0.266667,invariant_set_scorer,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.077778,0.011111,0.077778,0.166667,0.011111,0.2,0.0,0.0,0.211111,0.522222,0.0,0.0,1.0,0.1,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.555556,4,0.966431,8,600,0.025906,role_geometry_only,4,19,pairwise,0.992336,0.0,0.75,0.5,0.0,0.266667,train_safe_invariant_set_scorer,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.077778,0.011111,0.077778,0.166667,0.011111,0.2,0.0,0.0,0.211111,0.522222,0.0,0.0,1.0,0.1,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.577778,4,0.966431,8,600,0.023591,role_geometry_only,4,19,pairwise,0.990021,0.0,0.75,0.5,0.0,0.055556,train_selected_mechanism,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.577778,4,0.966431,8,600,0.023591,role_geometry_only,4,19,pairwise,0.990021,0.0,0.75,0.5,0.0,0.055556,seed_stable_selected_mechanism,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.577778,4,0.966431,8,600,0.023591,role_geometry_only,4,19,pairwise,0.990021,0.0,0.75,0.5,0.0,0.055556,risk_adjusted_selected_mechanism,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.644444,4,0.966431,8,600,0.0,role_geometry_only,4,19,pairwise,0.966431,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.004905,-0.012747,-0.012747,composition_count_only,1.0,0.0,1,600,19,-0.004905,-0.012747,composition_count_only,1.0,0.255556,0.055556,0.044444,0.355556,0.033333,0.211111,0.033333,0.044444,0.322222,0.233333,0.022222,0.0,1.0,0.066667,90,2048,-0.010867,0.973773,4,composition_count_only,0.984641,180
0.544444,4,0.951198,8,600,0.044937,role_geometry_family,4,23,pairwise,0.996135,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.555556,4,0.951198,8,600,0.032066,role_geometry_family,4,23,pairwise,0.983264,0.0,0.75,0.5,0.0,0.388889,invariant_set_scorer,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.011111,0.0,0.0,0.011111,0.011111,0.255556,0.011111,0.0,0.277778,0.566667,0.0,0.0,1.0,0.144444,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.555556,4,0.951198,8,600,0.032066,role_geometry_family,4,23,pairwise,0.983264,0.0,0.75,0.5,0.0,0.388889,train_safe_invariant_set_scorer,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.011111,0.0,0.0,0.011111,0.011111,0.255556,0.011111,0.0,0.277778,0.566667,0.0,0.0,1.0,0.144444,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.555556,4,0.951198,8,600,0.032066,role_geometry_family,4,23,pairwise,0.983264,0.0,0.75,0.5,0.0,0.388889,train_selected_mechanism,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.011111,0.0,0.0,0.011111,0.011111,0.255556,0.011111,0.0,0.277778,0.566667,0.0,0.0,1.0,0.144444,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.555556,4,0.951198,8,600,0.032066,role_geometry_family,4,23,pairwise,0.983264,0.0,0.75,0.5,0.0,0.388889,seed_stable_selected_mechanism,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.011111,0.0,0.0,0.011111,0.011111,0.255556,0.011111,0.0,0.277778,0.566667,0.0,0.0,1.0,0.144444,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.555556,4,0.951198,8,600,0.032066,role_geometry_family,4,23,pairwise,0.983264,0.0,0.75,0.5,0.0,0.388889,risk_adjusted_selected_mechanism,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.011111,0.0,0.0,0.011111,0.011111,0.255556,0.011111,0.0,0.277778,0.566667,0.0,0.0,1.0,0.144444,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.6,4,0.951198,8,600,0.0,role_geometry_family,4,23,pairwise,0.951198,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.005544,-0.013734,-0.013734,invariant,1.0,0.0,1,600,23,-0.005544,-0.013734,invariant,1.0,0.122222,0.033333,0.033333,0.188889,0.011111,0.233333,0.055556,0.011111,0.311111,0.377778,0.0,0.0,1.0,0.122222,90,2048,-0.013734,0.960273,4,invariant,0.974007,180
0.544444,4,0.951198,8,600,0.044937,role_geometry_only,4,23,pairwise,0.996135,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.544444,4,0.951198,8,600,0.043446,role_geometry_only,4,23,pairwise,0.994644,0.0,0.75,0.5,0.0,0.266667,invariant_set_scorer,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.033333,0.011111,0.066667,0.111111,0.022222,0.177778,0.011111,0.0,0.211111,0.544444,0.0,0.0,1.0,0.133333,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.544444,4,0.951198,8,600,0.043446,role_geometry_only,4,23,pairwise,0.994644,0.0,0.75,0.5,0.0,0.266667,train_safe_invariant_set_scorer,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.033333,0.011111,0.066667,0.111111,0.022222,0.177778,0.011111,0.0,0.211111,0.544444,0.0,0.0,1.0,0.133333,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.522222,4,0.951198,8,600,0.051274,role_geometry_only,4,23,pairwise,1.002472,0.0,0.75,0.5,0.0,0.033333,train_selected_mechanism,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.522222,4,0.951198,8,600,0.051274,role_geometry_only,4,23,pairwise,1.002472,0.0,0.75,0.5,0.0,0.033333,seed_stable_selected_mechanism,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.522222,4,0.951198,8,600,0.051274,role_geometry_only,4,23,pairwise,1.002472,0.0,0.75,0.5,0.0,0.033333,risk_adjusted_selected_mechanism,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.6,4,0.951198,8,600,0.0,role_geometry_only,4,23,pairwise,0.951198,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.001375,-0.012618,-0.012618,composition_count_only,1.0,0.0,1,600,23,-0.001375,-0.012618,composition_count_only,1.0,0.122222,0.033333,0.033333,0.188889,0.011111,0.233333,0.055556,0.011111,0.311111,0.377778,0.0,0.0,1.0,0.122222,90,2048,-0.010628,0.963378,4,composition_count_only,0.974007,180
0.5,4,0.934236,16,600,0.037585,role_geometry_family,4,11,pairwise,0.971821,0.0,0.75,0.5,0.0,0.011111,static_learned_interaction,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.488889,4,0.934236,16,600,0.043151,role_geometry_family,4,11,pairwise,0.977387,0.0,0.75,0.5,0.0,0.166667,invariant_set_scorer,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.033333,0.011111,0.033333,0.077778,0.011111,0.255556,0.0,0.0,0.266667,0.511111,0.011111,0.0,1.0,0.133333,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.488889,4,0.934236,16,600,0.043151,role_geometry_family,4,11,pairwise,0.977387,0.0,0.75,0.5,0.0,0.166667,train_safe_invariant_set_scorer,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.033333,0.011111,0.033333,0.077778,0.011111,0.255556,0.0,0.0,0.266667,0.511111,0.011111,0.0,1.0,0.133333,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.02149,role_geometry_family,4,11,pairwise,0.955726,0.0,0.75,0.5,0.0,0.322222,train_selected_mechanism,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.02149,role_geometry_family,4,11,pairwise,0.955726,0.0,0.75,0.5,0.0,0.322222,seed_stable_selected_mechanism,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.02149,role_geometry_family,4,11,pairwise,0.955726,0.0,0.75,0.5,0.0,0.322222,risk_adjusted_selected_mechanism,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.544444,4,0.934236,16,600,0.0,role_geometry_family,4,11,pairwise,0.934236,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.322222,0.011111,0.066667,0.4,0.033333,0.166667,0.055556,0.044444,0.3,0.144444,0.011111,0.011111,1.0,0.133333,90,2048,-0.011419,0.900863,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.037585,role_geometry_only,4,11,pairwise,0.971821,0.0,0.75,0.5,0.0,0.011111,static_learned_interaction,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.488889,4,0.934236,16,600,0.049324,role_geometry_only,4,11,pairwise,0.98356,0.0,0.75,0.5,0.0,0.133333,invariant_set_scorer,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.077778,0.022222,0.044444,0.144444,0.011111,0.088889,0.0,0.0,0.1,0.577778,0.0,0.0,1.0,0.177778,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.488889,4,0.934236,16,600,0.049324,role_geometry_only,4,11,pairwise,0.98356,0.0,0.75,0.5,0.0,0.133333,train_safe_invariant_set_scorer,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.077778,0.022222,0.044444,0.144444,0.011111,0.088889,0.0,0.0,0.1,0.577778,0.0,0.0,1.0,0.177778,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.02149,role_geometry_only,4,11,pairwise,0.955726,0.0,0.75,0.5,0.0,0.322222,train_selected_mechanism,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.02149,role_geometry_only,4,11,pairwise,0.955726,0.0,0.75,0.5,0.0,0.322222,seed_stable_selected_mechanism,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.5,4,0.934236,16,600,0.02149,role_geometry_only,4,11,pairwise,0.955726,0.0,0.75,0.5,0.0,0.322222,risk_adjusted_selected_mechanism,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.544444,4,0.934236,16,600,0.0,role_geometry_only,4,11,pairwise,0.934236,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.009771,-0.022639,-0.022639,composition_argmax,1.0,0.0,1,600,11,-0.009771,-0.022639,composition_argmax,1.0,0.322222,0.011111,0.066667,0.4,0.033333,0.166667,0.055556,0.044444,0.3,0.144444,0.011111,0.011111,1.0,0.133333,90,2048,-0.003084,0.909197,4,composition_argmax,0.912281,180
0.522222,4,0.886077,16,600,0.05975,role_geometry_family,4,13,pairwise,0.945828,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.511111,4,0.886077,16,600,0.071794,role_geometry_family,4,13,pairwise,0.957872,0.0,0.75,0.5,0.0,0.211111,invariant_set_scorer,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.022222,0.0,0.055556,0.077778,0.0,0.155556,0.011111,0.011111,0.177778,0.666667,0.011111,0.0,1.0,0.066667,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.511111,4,0.886077,16,600,0.071794,role_geometry_family,4,13,pairwise,0.957872,0.0,0.75,0.5,0.0,0.211111,train_safe_invariant_set_scorer,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.022222,0.0,0.055556,0.077778,0.0,0.155556,0.011111,0.011111,0.177778,0.666667,0.011111,0.0,1.0,0.066667,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.533333,4,0.886077,16,600,0.03987,role_geometry_family,4,13,pairwise,0.925947,0.0,0.75,0.5,0.0,0.022222,train_selected_mechanism,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.533333,4,0.886077,16,600,0.03987,role_geometry_family,4,13,pairwise,0.925947,0.0,0.75,0.5,0.0,0.022222,seed_stable_selected_mechanism,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.533333,4,0.886077,16,600,0.03987,role_geometry_family,4,13,pairwise,0.925947,0.0,0.75,0.5,0.0,0.022222,risk_adjusted_selected_mechanism,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.555556,4,0.886077,16,600,0.0,role_geometry_family,4,13,pairwise,0.886077,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.322222,0.022222,0.033333,0.377778,0.022222,0.155556,0.033333,0.0,0.211111,0.222222,0.011111,0.0,1.0,0.177778,90,2048,-0.008705,0.901198,4,composition_count_only,0.909903,180
0.522222,4,0.886077,16,600,0.05975,role_geometry_only,4,13,pairwise,0.945828,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.488889,4,0.886077,16,600,0.075508,role_geometry_only,4,13,pairwise,0.961585,0.0,0.75,0.5,0.0,0.255556,invariant_set_scorer,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.044444,0.022222,0.044444,0.111111,0.011111,0.144444,0.011111,0.0,0.166667,0.588889,0.011111,0.0,1.0,0.122222,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.488889,4,0.886077,16,600,0.075508,role_geometry_only,4,13,pairwise,0.961585,0.0,0.75,0.5,0.0,0.255556,train_safe_invariant_set_scorer,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.044444,0.022222,0.044444,0.111111,0.011111,0.144444,0.011111,0.0,0.166667,0.588889,0.011111,0.0,1.0,0.122222,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.533333,4,0.886077,16,600,0.03987,role_geometry_only,4,13,pairwise,0.925947,0.0,0.75,0.5,0.0,0.022222,train_selected_mechanism,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.533333,4,0.886077,16,600,0.03987,role_geometry_only,4,13,pairwise,0.925947,0.0,0.75,0.5,0.0,0.022222,seed_stable_selected_mechanism,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.533333,4,0.886077,16,600,0.03987,role_geometry_only,4,13,pairwise,0.925947,0.0,0.75,0.5,0.0,0.022222,risk_adjusted_selected_mechanism,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.555556,4,0.886077,16,600,0.0,role_geometry_only,4,13,pairwise,0.886077,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.010188,-0.017722,-0.017722,composition_count_only,1.0,0.0,1,600,13,-0.010188,-0.017722,composition_count_only,1.0,0.322222,0.022222,0.033333,0.377778,0.022222,0.155556,0.033333,0.0,0.211111,0.222222,0.011111,0.0,1.0,0.177778,90,2048,-0.008554,0.901349,4,composition_count_only,0.909903,180
0.5,4,0.900276,16,600,0.031701,role_geometry_family,4,17,pairwise,0.931978,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.018489,-0.024621,-0.024621,composition_count_only,1.0,0.0,1,600,17,-0.018489,-0.024621,composition_count_only,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.008441,0.899073,4,composition_count_only,0.907513,180
0.466667,4,0.900276,16,600,0.034909,role_geometry_family,4,17,pairwise,0.935186,0.0,0.75,0.5,0.0,0.133333,invariant_set_scorer,40,600,400,-0.018489,-0.024621,-0.024621,composition_count_only,1.0,0.0,1,600,17,-0.018489,-0.024621,composition_count_only,1.0,0.033333,0.011111,0.0,0.044444,0.0,0.2,0.0,0.0,0.2,0.677778,0.0,0.0,1.0,0.077778,90,2048,-0.008441,0.899073,4,composition_count_only,0.907513,180
0.466667,4,0.900276,16,600,0.034909,role_geometry_family,4,17,pairwise,0.935186,0.0,0.75,0.5,0.0,0.133333,train_safe_invariant_set_scorer,40,600,400,-0.018489,-0.024621,-0.024621,composition_count_only,1.0,0.0,1,600,17,-0.018489,-0.024621,composition_count_only,1.0,0.033333,0.011111,0.0,0.044444,0.0,0.2,0.0,0.0,0.2,0.677778,0.0,0.0,1.0,0.077778,90,2048,-0.008441,0.899073,4,composition_count_only,0.907513,180
