accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,excess_over_candidate_oracle,feature_variant,generated_candidates,heldout_seed,interaction_mode,loss,mechanism_max_seed_harm,mechanism_min_win_rate,mechanism_risk_penalty,mechanism_safe_margin,oracle_match_rate,policy,propagation_steps,regret_retriever_steps,retriever_steps,risk_adjusted_max_delta,risk_adjusted_mean_delta,risk_adjusted_score,risk_adjusted_selected_mechanism,risk_adjusted_win_rate,safe_margin,safe_uses_invariant_scorer,scorer_steps,seed,seed_stable_max_delta,seed_stable_mean_delta,seed_stable_selected_mechanism,seed_stable_win_rate,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_non_learned_rate,selected_proximity_rate,test_samples,total_objects_n,train_delta_vs_static,train_invariant_scorer_loss,train_seed_count,train_selected_mechanism,train_static_learned_loss,validation_samples_per_seed
0.5,4,0.940478,8,600,0.03178,role_geometry_only,4,11,pairwise,0.972258,0.0,0.75,0.5,0.0,0.233333,train_selected_mechanism,40,600,400,-0.004985,-0.016155,-0.016155,composition_argmax,1.0,0.0,1,600,11,-0.004985,-0.016155,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.013567,0.967662,4,composition_argmax,0.981228,180
0.5,4,0.940478,8,600,0.03178,role_geometry_only,4,11,pairwise,0.972258,0.0,0.75,0.5,0.0,0.233333,seed_stable_selected_mechanism,40,600,400,-0.004985,-0.016155,-0.016155,composition_argmax,1.0,0.0,1,600,11,-0.004985,-0.016155,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.013567,0.967662,4,composition_argmax,0.981228,180
0.5,4,0.940478,8,600,0.03178,role_geometry_only,4,11,pairwise,0.972258,0.0,0.75,0.5,0.0,0.233333,risk_adjusted_selected_mechanism,40,600,400,-0.004985,-0.016155,-0.016155,composition_argmax,1.0,0.0,1,600,11,-0.004985,-0.016155,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.013567,0.967662,4,composition_argmax,0.981228,180
0.511111,4,0.940478,8,600,0.0,role_geometry_only,4,11,pairwise,0.940478,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.004985,-0.016155,-0.016155,composition_argmax,1.0,0.0,1,600,11,-0.004985,-0.016155,composition_argmax,1.0,0.233333,0.022222,0.066667,0.322222,0.088889,0.133333,0.044444,0.011111,0.277778,0.222222,0.033333,0.022222,1.0,0.122222,90,2048,-0.013567,0.967662,4,composition_argmax,0.981228,180
0.455556,4,0.964367,8,600,0.031987,role_geometry_family,4,13,pairwise,0.996354,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.455556,4,0.964367,8,600,0.026893,role_geometry_family,4,13,pairwise,0.99126,0.0,0.75,0.5,0.0,0.155556,invariant_set_scorer,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.022222,0.0,0.055556,0.077778,0.022222,0.211111,0.0,0.0,0.233333,0.488889,0.033333,0.0,1.0,0.166667,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.455556,4,0.964367,8,600,0.026893,role_geometry_family,4,13,pairwise,0.99126,0.0,0.75,0.5,0.0,0.155556,train_safe_invariant_set_scorer,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.022222,0.0,0.055556,0.077778,0.022222,0.211111,0.0,0.0,0.233333,0.488889,0.033333,0.0,1.0,0.166667,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.488889,4,0.964367,8,600,0.018605,role_geometry_family,4,13,pairwise,0.982972,0.0,0.75,0.5,0.0,0.344444,train_selected_mechanism,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.488889,4,0.964367,8,600,0.018605,role_geometry_family,4,13,pairwise,0.982972,0.0,0.75,0.5,0.0,0.344444,seed_stable_selected_mechanism,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.488889,4,0.964367,8,600,0.018605,role_geometry_family,4,13,pairwise,0.982972,0.0,0.75,0.5,0.0,0.344444,risk_adjusted_selected_mechanism,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.511111,4,0.964367,8,600,0.0,role_geometry_family,4,13,pairwise,0.964367,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.344444,0.022222,0.011111,0.377778,0.033333,0.211111,0.0,0.011111,0.255556,0.266667,0.0,0.0,1.0,0.1,90,2048,-0.010478,0.969831,4,composition_argmax,0.980309,180
0.455556,4,0.964367,8,600,0.031987,role_geometry_only,4,13,pairwise,0.996354,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.466667,4,0.964367,8,600,0.025664,role_geometry_only,4,13,pairwise,0.990032,0.0,0.75,0.5,0.0,0.244444,invariant_set_scorer,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.088889,0.022222,0.077778,0.188889,0.0,0.155556,0.0,0.0,0.155556,0.5,0.0,0.0,1.0,0.155556,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.466667,4,0.964367,8,600,0.025664,role_geometry_only,4,13,pairwise,0.990032,0.0,0.75,0.5,0.0,0.244444,train_safe_invariant_set_scorer,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.088889,0.022222,0.077778,0.188889,0.0,0.155556,0.0,0.0,0.155556,0.5,0.0,0.0,1.0,0.155556,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.488889,4,0.964367,8,600,0.018605,role_geometry_only,4,13,pairwise,0.982972,0.0,0.75,0.5,0.0,0.344444,train_selected_mechanism,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.488889,4,0.964367,8,600,0.018605,role_geometry_only,4,13,pairwise,0.982972,0.0,0.75,0.5,0.0,0.344444,seed_stable_selected_mechanism,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.488889,4,0.964367,8,600,0.018605,role_geometry_only,4,13,pairwise,0.982972,0.0,0.75,0.5,0.0,0.344444,risk_adjusted_selected_mechanism,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.511111,4,0.964367,8,600,0.0,role_geometry_only,4,13,pairwise,0.964367,0.0,0.75,0.5,0.0,1.0,generated_plus_composition_oracle,40,600,400,-0.005128,-0.011414,-0.011414,composition_argmax,1.0,0.0,1,600,13,-0.005128,-0.011414,composition_argmax,1.0,0.344444,0.022222,0.011111,0.377778,0.033333,0.211111,0.0,0.011111,0.255556,0.266667,0.0,0.0,1.0,0.1,90,2048,-0.009917,0.970392,4,composition_argmax,0.980309,180
0.5,4,0.955208,8,600,0.021156,role_geometry_family,4,17,pairwise,0.976364,0.0,0.75,0.5,0.0,0.0,static_learned_interaction,40,600,400,-0.003902,-0.01575,-0.01575,invariant,1.0,0.0,1,600,17,-0.003902,-0.01575,invariant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90,2048,-0.01575,0.97144,4,invariant,0.98719,180
0.488889,4,0.955208,8,600,0.025149,role_geometry_family,4,17,pairwise,0.980357,0.0,0.75,0.5,0.0,0.133333,invariant_set_scorer,40,600,400,-0.003902,-0.01575,-0.01575,invariant,1.0,0.0,1,600,17,-0.003902,-0.01575,invariant,1.0,0.011111,0.0,0.0,0.011111,0.0,0.177778,0.0,0.0,0.177778,0.655556,0.011111,0.0,1.0,0.144444,90,2048,-0.01575,0.97144,4,invariant,0.98719,180
0.488889,4,0.955208,8,600,0.025149,role_geometry_family,4,17,pairwise,0.980357,0.0,0.75,0.5,0.0,0.133333,train_safe_invariant_set_scorer,40,600,400,-0.003902,-0.01575,-0.01575,invariant,1.0,0.0,1,600,17,-0.003902,-0.01575,invariant,1.0,0.011111,0.0,0.0,0.011111,0.0,0.177778,0.0,0.0,0.177778,0.655556,0.011111,0.0,1.0,0.144444,90,2048,-0.01575,0.97144,4,invariant,0.98719,180
0.488889,4,0.955208,8,600,0.025149,role_geometry_family,4,17,pairwise,0.980357,0.0,0.75,0.5,0.0,0.133333,train_selected_mechanism,40,600,400,-0.003902,-0.01575,-0.01575,invariant,1.0,0.0,1,600,17,-0.003902,-0.01575,invariant,1.0,0.011111,0.0,0.0,0.011111,0.0,0.177778,0.0,0.0,0.177778,0.655556,0.011111,0.0,1.0,0.144444,90,2048,-0.01575,0.97144,4,invariant,0.98719,180
0.488889,4,0.955208,8,600,0.025149,role_geometry_family,4,17,pairwise,0.980357,0.0,0.75,0.5,0.0,0.133333,seed_stable_selected_mechanism,40,600,400,-0.003902,-0.01575,-0.01575,invariant,1.0,0.0,1,600,17,-0.003902,-0.01575,invariant,1.0,0.011111,0.0,0.0,0.011111,0.0,0.177778,0.0,0.0,0.177778,0.655556,0.011111,0.0,1.0,0.144444,90,2048,-0.01575,0.97144,4,invariant,0.98719,180
0.488889,4,0.955208,8,600,0.025149,role_geometry_family,4,17,pairwise,0.980357,0.0,0.75,0.5,0.0,0.133333,risk_adjusted_selected_mechanism,40,600,400,-0.003902,-0.01575,-0.01575,invariant,1.0,0.0,1,600,17,-0.003902,-0.01575,invariant,1.0,0.011111,0.0,0.0,0.011111,0.0,0.177778,0.0,0.0,0.177778,0.655556,0.011111,0.0,1.0,0.144444,90,2048,-0.01575,0.97144,4,invariant,0.98719,180
