row_type,model,seed,train_mechanism,eval_mechanism,temperature,calibration_mode,mechanism_prior_strength,mechanism_prior_policy,mechanism_prior_selection_metric,mechanism_prior_selection_score,calibration_bias,background_objects,total_objects_n,samples,branch_accuracy,majority_accuracy,mse,nll,brier,ece,selected_k_mean,causal_recall_mean,dense_compute_ratio,seed_count
seed,serialized-token,11,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.0625,0.6875,0.167404,1.2974,0.794434,0.357343,4.4375,1.0,1.0,1
seed,serialized-token,11,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.875,0.9375,0.1657,0.886066,0.522571,0.45516,4.9375,1.0,1.0,1
seed,serialized-token,11,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.0625,0.5625,0.167555,1.284216,0.788166,0.357346,4.0625,1.0,1.0,1
seed,serialized-token,11,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.0,0.5625,0.176329,1.269013,0.791301,0.451987,4.4375,1.0,1.0,1
seed,serialized-token,11,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.1875,0.75,0.166561,1.279064,0.778774,0.23234,4.9375,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.375,0.5625,0.27131,1.423388,0.826725,0.082045,4.5625,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.3125,0.4375,0.272382,1.29518,0.771715,0.163554,4.5625,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.375,0.75,0.272022,0.98781,0.605641,0.082052,4.5625,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.0625,0.9375,0.271415,1.862679,1.062118,0.394553,4.9375,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.75,0.5625,0.273952,0.865688,0.521717,0.292979,4.0625,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.4375,0.5,0.278825,0.961375,0.601368,0.038561,4.5625,1.0,1.0,1
seed,serialized-token,13,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.4375,0.75,0.272126,1.049238,0.636187,0.01956,4.9375,1.0,1.0,1
seed,serialized-token,17,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.0625,0.625,0.266467,1.642221,0.938763,0.395402,4.625,1.0,1.0,1
seed,serialized-token,17,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.1875,0.5,0.267844,1.488977,0.848392,0.284703,4.625,1.0,1.0,1
seed,serialized-token,17,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.4375,0.5625,0.267604,1.165321,0.698823,0.020403,4.625,1.0,1.0,1
seed,serialized-token,17,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.0625,0.875,0.266601,1.88891,1.059449,0.395402,4.875,1.0,1.0,1
seed,serialized-token,17,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.1875,0.5625,0.267898,0.961568,0.607328,0.270404,4.0625,1.0,1.0,1
seed,serialized-token,17,nominal+high_force+edge_shift+catch_heavy+no_catch+edge_high_force+edge_catch_heavy,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,16,0.4375,0.4375,0.270879,1.053721,0.629846,0.034695,4.625,1.0,1.0,1
