causal_k,dense_breaks_sparse,dense_correct,dense_fixes_sparse,dense_loss,dense_needed,event_norm,interaction_density,interaction_mode,mean_pair_distance,min_pair_distance,sample_index,seed,sparse_confidence,sparse_correct,sparse_delta_norm,sparse_entropy,sparse_loss,sparse_margin,sparse_uncertainty_mean,target_x,target_y,total_objects_n
8,0,1,0,0.31054834,0,1.55381775,0.09146579,pairwise,0.29225716,0.03461222,45,13,0.81727141,1,0.28854737,0.57973504,0.20178401,0.68159181,0.49173597,0.71936154,0.0,2048
8,0,0,0,1.07371497,0,1.75090158,0.14898665,pairwise,0.31072262,0.03212159,46,13,0.37201443,0,0.32766294,1.0900594,1.03698361,0.017492,0.46188974,0.95421612,0.0,2048
8,0,0,0,1.02292454,1,1.61303914,0.12315599,pairwise,0.21565104,0.07882056,47,13,0.59152883,0,0.21195596,0.94036782,1.3237431,0.32539156,0.47918487,0.79490125,0.0,2048
8,0,1,0,0.19943309,0,1.54040134,0.11344665,pairwise,0.2731486,0.02217807,48,13,0.84557527,1,0.3776243,0.51428223,0.16773811,0.72724962,0.49780774,0.73849458,0.0,2048
8,0,1,0,0.75062746,0,1.86163199,0.15434207,pairwise,0.28170887,0.02029804,49,13,0.42646021,1,0.45005703,1.05612659,0.85223621,0.05780137,0.45687485,0.81540775,0.0,2048
8,0,0,0,1.05161047,1,1.61614335,0.14572681,pairwise,0.22438906,0.03146492,50,13,0.6148448,0,0.23557879,0.91601038,1.38561177,0.36467406,0.47584105,0.94287103,0.0,2048
8,0,0,0,2.26779485,0,1.95010531,0.12594306,pairwise,0.24025847,0.02254182,51,13,0.46187541,0,0.55537927,1.03385496,1.70943546,0.10471877,0.45141453,0.74957955,0.0,2048
8,1,0,0,0.95988411,0,1.77682269,0.14229129,pairwise,0.32489806,0.01713554,52,13,0.38191164,1,0.35306469,1.07767415,0.96256602,0.003411,0.46292949,0.94164866,0.0,2048
8,0,1,0,0.85596472,0,1.69622517,0.18709742,pairwise,0.2060608,0.02766687,53,13,0.38875541,1,0.26082546,1.08940041,0.94480491,0.05567557,0.47323811,0.577209,0.0,2048
8,0,0,0,1.72685742,0,1.81561446,0.14353678,pairwise,0.21034341,0.03512304,54,13,0.40132403,0,0.39427084,1.06987762,1.4914968,0.02768359,0.45860627,0.87258321,0.0,2048
8,0,0,0,1.23029065,0,1.71097708,0.15554942,pairwise,0.22877669,0.03961975,55,13,0.37520579,0,0.28109139,1.09305692,1.09262598,0.03987104,0.46815199,0.8127746,0.0,2048
8,0,1,0,0.85927856,0,1.7016983,0.13746184,pairwise,0.2712236,0.01332243,56,13,0.38697979,1,0.26860943,1.08778524,0.94938278,0.04335183,0.47314447,0.58887041,0.0,2048
8,0,0,0,1.73543501,0,1.819525,0.13963202,pairwise,0.29947403,0.02252775,57,13,0.40420216,0,0.40104815,1.06867635,1.50008595,0.03151527,0.45873821,0.97747225,0.0,2048
8,0,0,0,1.42160285,0,1.67931163,0.19327044,pairwise,0.18612996,0.03741348,58,13,0.37246743,0,0.24742897,1.09129047,1.27778792,0.02358791,0.4710992,0.83558702,0.0,2048
8,0,1,0,0.87006998,0,1.72180963,0.14073087,pairwise,0.21870337,0.01336049,59,13,0.38035208,1,0.29066128,1.08997822,0.96665794,0.03640822,0.46762192,0.80159855,0.0,2048
8,0,1,0,0.90396607,0,1.64707386,0.10473498,pairwise,0.27384326,0.04541004,60,13,0.39117211,1,0.21601543,1.08194113,0.93860757,0.03358546,0.47705361,0.66830426,0.0,2048
8,0,0,0,1.50707293,0,1.66252053,0.20483068,pairwise,0.21352099,0.02995072,61,13,0.37565401,0,0.22812071,1.09325516,1.23361397,0.04254612,0.47615719,0.56734604,0.0,2048
8,0,1,0,0.88692909,0,1.7101438,0.12780449,pairwise,0.26285622,0.01624829,62,13,0.37355271,1,0.28095013,1.09490252,0.98469615,0.05377743,0.46675923,0.89544511,0.0,2048
8,0,0,0,1.27979445,1,1.71482515,0.10311459,pairwise,0.25467011,0.02772182,63,13,0.38296372,0,0.28228384,1.08925521,1.29572773,0.03962603,0.46958953,0.77304363,0.0,2048
8,1,0,0,1.03322911,0,1.74324334,0.25924566,pairwise,0.21835791,0.01367971,64,13,0.38568911,1,0.3223967,1.07250345,0.95272362,0.00042021,0.47118086,0.48632029,0.0,2048
8,0,1,0,0.84611642,0,1.71082866,0.23469056,pairwise,0.20086977,0.01030988,65,13,0.38475603,1,0.28184932,1.08484542,0.95514584,0.02777642,0.47219241,0.57414818,0.0,2048
8,0,1,0,0.25567821,0,1.54494178,0.21150348,pairwise,0.21753657,0.04537815,66,13,0.83321798,1,0.31230456,0.54089034,0.18245997,0.70496333,0.49800164,0.58795482,0.0,2048
8,0,1,0,0.63555419,0,1.94502151,0.19413488,pairwise,0.19923469,0.03481971,67,13,0.45347768,1,0.53682202,1.04042923,0.79080921,0.0947212,0.4490484,0.90407449,0.0,2048
8,0,0,0,1.0917381,1,1.59418356,0.1421601,pairwise,0.22267917,0.03940064,68,13,0.67638874,0,0.20786949,0.83055252,1.50290787,0.45390648,0.4837867,0.64418828,0.0,2048
8,0,1,0,0.4858689,0,1.58503735,0.15427426,pairwise,0.20507812,0.03162742,69,13,0.73530358,1,0.24659123,0.74058366,0.30747181,0.55118477,0.48210931,0.80574644,0.0,2048
8,0,1,0,0.71586639,0,1.88894165,0.12952083,pairwise,0.30015925,0.06911951,70,13,0.43397731,1,0.48443323,1.05529284,0.83476299,0.07355201,0.4516682,0.91738647,0.0,2048
8,0,0,0,0.99428916,1,1.9080317,0.15697567,pairwise,0.20928323,0.0479769,71,13,0.44231096,0,0.50432211,1.04946673,1.02349043,0.08297244,0.45060581,0.85612875,0.0,2048
8,0,0,0,1.33573759,0,1.72298574,0.15368268,pairwise,0.2183411,0.02716739,72,13,0.38262969,0,0.29224199,1.08714318,1.32695055,0.03054443,0.46874633,0.69992018,0.0,2048
8,0,1,0,0.68810636,0,1.90264404,0.18744373,pairwise,0.21139149,0.03039074,73,13,0.44119716,1,0.49645469,1.04904485,0.81826341,0.07966408,0.45218888,0.87115586,0.0,2048
8,0,0,0,1.11659372,1,1.58610857,0.20828107,pairwise,0.21329376,0.00092953,74,13,0.70688105,0,0.20404226,0.78284216,1.57742822,0.50037551,0.48624519,0.50092953,0.0,2048
8,0,1,0,0.40446085,0,1.56469476,0.15378225,pairwise,0.25395638,0.00764543,75,13,0.78693098,1,0.22991157,0.63898402,0.23961473,0.62821037,0.49225754,0.50764543,0.0,2048
8,0,0,0,1.03988791,0,1.74124527,0.18618385,pairwise,0.23941612,0.00393072,76,13,0.3869949,0,0.31979111,1.0728271,0.95887828,0.00367224,0.47129363,0.49606928,0.0,2048
8,0,1,1,0.90940446,1,1.78844261,0.13798393,pairwise,0.29594836,0.00389555,77,13,0.38317999,0,0.36507082,1.07863903,0.98073316,0.00814393,0.46004045,0.9765116,0.0,2048
8,0,1,0,0.75422668,0,1.6196723,0.19746415,pairwise,0.21980496,0.02646385,78,13,0.50344217,1,0.19422585,1.01509523,0.68628639,0.18145451,0.48216307,0.62231714,0.0,2048
8,0,1,0,0.82038295,0,1.81625497,0.23227713,pairwise,0.20337732,0.03086203,79,13,0.4203634,1,0.41122687,1.05804753,0.86663568,0.04749608,0.46368182,0.63963652,0.0,2048
8,0,0,0,1.02448738,0,1.93902576,0.23043971,pairwise,0.21580084,0.00646886,80,13,0.4660731,0,0.56115746,1.02837992,1.02380264,0.10684675,0.45655262,0.47092173,0.0,2048
8,0,0,0,1.31079721,1,1.71574891,0.2244689,pairwise,0.17978618,0.03683623,81,13,0.38291514,0,0.28425542,1.0871973,1.32590282,0.03139335,0.470182,0.65457463,0.0,2048
8,0,1,0,0.82269585,0,1.81596613,0.31046867,pairwise,0.17539604,0.01676971,82,13,0.4192912,1,0.40965807,1.05872679,0.86918962,0.04629192,0.46330178,0.56073558,0.0,2048
8,0,1,0,0.90149271,0,1.77110362,0.14053276,pairwise,0.26790518,0.04293966,83,13,0.37750208,1,0.34376228,1.08297706,0.97417921,0.00704053,0.46151552,0.92065841,0.0,2048
8,0,0,0,1.69043243,0,1.79547226,0.10175063,pairwise,0.2554881,0.04154488,84,13,0.40216613,0,0.37952399,1.06912589,1.49752963,0.0280143,0.46251959,0.76599157,0.0,2048
8,0,0,0,1.04416347,0,1.74923217,0.13916041,pairwise,0.2304976,0.04496031,85,13,0.37842348,0,0.32405984,1.08067477,0.98023552,0.00320077,0.46646506,0.64596641,0.0,2048
8,0,0,0,1.01636577,1,1.92892265,0.12924431,pairwise,0.2553122,0.05917759,86,13,0.46223706,0,0.5496996,1.0325284,1.02557039,0.10364518,0.4559145,0.5833593,0.0,2048
8,0,0,0,1.11915731,1,1.6833812,0.16788997,pairwise,0.20961793,0.03673779,87,13,0.38150707,0,0.24701567,1.09346044,1.18551433,0.06860316,0.47335142,0.64482427,0.0,2048
8,0,0,0,1.13345861,0,1.72441649,0.20680413,pairwise,0.20813462,0.03575311,88,13,0.3867839,0,0.29249221,1.08275247,1.01977658,0.02610841,0.470653,0.64528579,0.0,2048
8,0,1,0,0.84739989,0,1.69977272,0.16895284,pairwise,0.22250776,0.01702833,89,13,0.38340086,1,0.269283,1.08910429,0.95867425,0.04004759,0.47256002,0.51702833,0.0,2048
16,0,0,0,2.31232643,0,1.93863368,0.17038836,pairwise,0.18917114,0.00885795,0,11,0.5458706,0,0.48628095,0.94840944,2.14264083,0.20908576,0.53982353,0.67259204,0.0,2048
16,0,1,0,0.82644755,0,1.8134954,0.22148187,pairwise,0.18442844,0.01075543,1,11,0.5204832,1,0.3462978,0.9856475,0.65299767,0.18531847,0.54463017,0.67246807,0.0,2048
16,0,0,0,1.27214098,0,1.61342621,0.20354681,pairwise,0.18509157,0.00625127,2,11,0.55924028,0,0.15371874,0.96161044,1.20140767,0.25846976,0.55486858,0.51389086,0.0,2048
16,0,1,0,0.14435945,0,1.56160247,0.16073589,pairwise,0.23880102,0.01000925,3,11,0.80763412,1,0.22218749,0.58239865,0.21364616,0.65129042,0.55895543,0.82835805,0.0,2048
16,1,0,0,1.34676003,0,1.6916008,0.21147779,pairwise,0.17602082,0.02054653,4,11,0.43598706,1,0.20267799,1.062235,0.83014274,0.09221488,0.55023849,0.5653069,0.0,2048
16,0,1,1,0.899257,1,1.77009797,0.19391654,pairwise,0.1808012,0.0178142,5,11,0.50455219,0,0.29431069,1.00358319,1.08754826,0.16751033,0.54650694,0.6143868,0.0,2048
16,0,0,0,1.9949255,1,1.87561071,0.14915384,pairwise,0.21928333,0.0119257,6,11,0.53587335,0,0.43233132,0.9688707,2.01519585,0.20504102,0.54190737,0.85536212,0.0,2048
16,1,0,0,1.60107398,0,1.67299056,0.20125954,pairwise,0.17911863,0.02716652,7,11,0.38807052,1,0.23031734,1.08851969,0.94656813,0.04934448,0.5505904,0.91727108,0.0,2048
16,0,0,0,1.13988328,0,1.63926375,0.18305038,pairwise,0.1855738,0.00609666,8,11,0.37865016,0,0.16861552,1.09065485,1.06916308,0.03535447,0.5529691,0.69321299,0.0,2048
16,0,1,0,0.10739986,0,1.5502243,0.13943884,pairwise,0.22170258,0.03287016,9,11,0.84806126,1,0.25098571,0.49149823,0.16480242,0.71962112,0.56100065,0.64635205,0.0,2048
16,1,0,0,1.36308229,0,1.68775058,0.25291127,pairwise,0.16278888,0.00090593,10,11,0.42336422,1,0.19046389,1.06829381,0.85952246,0.0746302,0.55062008,0.56345499,0.0,2048
16,0,0,0,1.00696158,1,1.6741972,0.18145889,pairwise,0.18300298,0.00546002,11,11,0.39739472,0,0.20093948,1.08347273,1.06618559,0.05307531,0.55089772,0.75470364,0.0,2048
16,0,0,0,1.67055726,1,1.80754113,0.17886838,pairwise,0.17874198,0.0214075,12,11,0.51682818,0,0.36026436,0.99328995,1.88533258,0.18543494,0.54453832,0.83477008,0.0,2048
16,1,0,0,1.08563685,0,1.74869585,0.16992868,pairwise,0.20809951,0.01907811,13,11,0.489629,1,0.31482655,1.02579904,0.71410733,0.16192481,0.54679155,0.96515948,0.0,2048
16,1,0,0,1.04269183,0,1.65173185,0.22755197,pairwise,0.1690944,0.01030164,14,11,0.35250285,1,0.16647941,1.09772873,1.04269648,0.02418873,0.55245709,0.57364362,0.0,2048
16,0,1,1,0.90013325,1,1.67043567,0.18900627,pairwise,0.1855008,0.01942603,15,11,0.3857471,0,0.18172431,1.08664978,1.32978225,0.03602907,0.55138892,0.56816489,0.0,2048
16,0,1,0,0.86290658,0,1.80254138,0.17236884,pairwise,0.19694929,0.02101995,16,11,0.51650476,1,0.3340542,0.99108255,0.66067076,0.18183511,0.54506195,0.67005384,0.0,2048
16,0,0,0,0.98917991,1,1.91509593,0.17687941,pairwise,0.21014032,0.01861858,17,11,0.53941596,0,0.43669885,0.95134175,1.06909609,0.19609722,0.5411613,0.45070076,0.0,2048
16,0,1,0,0.07963452,0,1.5466131,0.18081738,pairwise,0.2081418,0.03166991,18,11,0.84817189,1,0.2776362,0.49488702,0.164672,0.72203094,0.56109333,0.96833009,0.0,2048
16,1,0,0,1.58355498,0,1.65926659,0.24642874,pairwise,0.1769325,0.01276045,19,11,0.35696042,1,0.16688944,1.09455228,1.03013039,0.00536147,0.55214858,0.46241012,0.0,2048
16,0,0,0,1.37897658,0,1.61529076,0.19013077,pairwise,0.17910171,0.01447999,20,11,0.49345636,0,0.18433189,1.02974951,1.16021335,0.18003705,0.5541411,0.8577705,0.0,2048
16,0,1,0,0.07190721,0,1.54233015,0.18860225,pairwise,0.19971399,0.01385119,21,11,0.86468655,1,0.2999815,0.45253357,0.14538819,0.74908298,0.56286132,0.6230889,0.0,2048
16,1,0,0,0.9723953,0,1.768278,0.14972474,pairwise,0.21343718,0.02262296,22,11,0.50289774,1,0.2959159,1.007604,0.68736845,0.1687482,0.54649675,0.69918907,0.0,2048
16,0,0,0,0.95658308,1,1.82622159,0.16891152,pairwise,0.20025633,0.02103602,23,11,0.5224421,0,0.39228064,0.98872983,1.11370754,0.19410276,0.5436241,0.89143568,0.0,2048
16,0,1,0,0.29975998,0,1.59161305,0.192405,pairwise,0.18471679,0.00944541,24,11,0.6756013,1,0.1801787,0.81485593,0.39215219,0.43442422,0.55613971,0.73800087,0.0,2048
16,0,1,0,0.67674828,0,1.90322483,0.18141718,pairwise,0.1871312,0.01790781,25,11,0.54110658,1,0.45452911,0.96047372,0.61413902,0.20924115,0.5409615,0.85597461,0.0,2048
16,0,0,0,1.01686728,1,1.92874765,0.15653433,pairwise,0.19133838,0.02501322,26,11,0.54536295,0,0.48376185,0.95333862,1.10038209,0.21261901,0.54000962,0.83096564,0.0,2048
16,0,1,0,0.06166695,0,1.54171395,0.16136856,pairwise,0.1996133,0.01693459,27,11,0.86414295,1,0.30607742,0.45668697,0.14601707,0.74977309,0.56245708,0.94270968,0.0,2048
16,0,1,0,0.72670579,0,1.87601995,0.20417118,pairwise,0.17697309,0.02115303,28,11,0.5349375,1,0.4378778,0.97090197,0.62560534,0.20492184,0.54179811,0.90459734,0.0,2048
16,0,0,0,0.90267026,1,1.79449153,0.16684604,pairwise,0.20708688,0.03164697,29,11,0.51289696,0,0.31370932,0.991629,1.08036566,0.17342561,0.54564178,0.53483868,0.0,2048
16,0,0,0,1.88121796,1,1.86239862,0.16150917,pairwise,0.24587502,0.02083433,30,11,0.53331763,0,0.422281,0.9755466,1.9699384,0.2061007,0.54234123,0.95682687,0.0,2048
16,0,1,0,0.90273339,0,1.80127347,0.18532071,pairwise,0.233178,0.0142385,31,11,0.51390231,1,0.36989224,1.00113106,0.66572213,0.18835482,0.54458046,0.93784416,0.0,2048
16,0,0,0,0.98773652,1,1.89059174,0.16414373,pairwise,0.19470982,0.01051962,32,11,0.53848422,0,0.44470409,0.96361351,1.10102439,0.20595396,0.54139924,0.82591373,0.0,2048
16,0,1,0,0.13747577,0,1.56095922,0.18885952,pairwise,0.20995471,0.01579378,33,11,0.80979282,1,0.230168,0.57756984,0.21097687,0.65474576,0.55903,0.89646739,0.0,2048
16,0,0,0,1.85780287,0,1.63965452,0.24633233,pairwise,0.15891768,0.00197697,34,11,0.38560688,0,0.16127041,1.08734488,1.32032859,0.03826135,0.55312634,0.595815,0.0,2048
16,0,0,0,1.10473013,0,1.6363343,0.1691121,pairwise,0.21015316,0.01312418,35,11,0.39897847,0,0.1557948,1.08306921,1.06905842,0.05564681,0.55339599,0.52120614,0.0,2048
16,0,1,1,0.77279449,1,1.65321457,0.19171295,pairwise,0.18974043,0.00245458,36,11,0.3463763,0,0.17181054,1.09713638,1.17799556,0.00064796,0.55221343,0.57489949,0.0,2048
16,0,1,0,0.63953292,0,1.92861354,0.20245615,pairwise,0.17753531,0.01471391,37,11,0.54577625,1,0.48020035,0.95287704,0.60554624,0.21318984,0.54005766,0.78346205,0.0,2048
16,0,0,0,1.31682491,0,1.60970271,0.15768722,pairwise,0.203831,0.01557004,38,11,0.59041274,0,0.1583302,0.92565066,1.24416077,0.30223006,0.55512351,0.57905668,0.0,2048
16,0,1,0,0.44458765,0,1.61099589,0.19121625,pairwise,0.17245911,0.00726086,39,11,0.55133635,1,0.16159922,0.97232199,0.59541023,0.25062162,0.55480641,0.69108266,0.0,2048
16,0,1,0,0.87779748,0,1.80671322,0.21984461,pairwise,0.1731568,0.02421164,40,11,0.51610458,1,0.36865827,0.99585599,0.66144592,0.18690768,0.54443896,0.8526544,0.0,2048
16,0,1,1,0.95353693,1,1.70414698,0.14275056,pairwise,0.21627356,0.01824117,41,11,0.45546713,0,0.23707452,1.05227327,1.09516954,0.12098423,0.54925823,0.75209248,0.0,2048
16,0,1,0,0.11241473,0,1.55051446,0.19684763,pairwise,0.1924717,0.01759183,42,11,0.84800041,1,0.25534889,0.49034777,0.1648742,0.7187627,0.56111544,0.5387519,0.0,2048
16,1,0,0,1.25850892,0,1.70691276,0.1717609,pairwise,0.18649231,0.01080396,43,11,0.46060985,1,0.23514897,1.0475508,0.77520394,0.1248149,0.54918468,0.6547938,0.0,2048
16,0,0,0,1.25608742,0,1.62330961,0.1908128,pairwise,0.17395058,0.00508877,44,11,0.47456649,0,0.1673176,1.04032183,1.11875463,0.14788011,0.55394953,0.71905792,0.0,2048
16,0,1,0,0.2539376,0,1.57794476,0.17271422,pairwise,0.19863349,0.01151925,45,11,0.77847582,1,0.1865176,0.63422996,0.25041732,0.59747291,0.55776662,0.55268294,0.0,2048
16,0,0,0,1.63731694,0,1.65318418,0.21660522,pairwise,0.19007479,0.02251571,46,11,0.3565349,0,0.16036995,1.09722281,1.15874612,0.02694929,0.55265915,0.47748429,0.0,2048
16,0,0,0,0.99328607,1,1.88957667,0.16239038,pairwise,0.21654974,0.01315841,47,11,0.53911966,0,0.44802538,0.96533346,1.10950232,0.2093966,0.54136062,0.87351668,0.0,2048
16,0,1,0,0.05884831,0,1.54040134,0.15996242,pairwise,0.21854123,0.01658069,48,11,0.87047482,1,0.3150543,0.4400925,0.13871647,0.76029664,0.56330132,0.73849458,0.0,2048
16,1,0,0,1.36816752,0,1.69711864,0.18717143,pairwise,0.2116314,0.0187212,49,11,0.44543129,1,0.25449848,1.06142759,0.80871224,0.11525825,0.54927933,0.91460806,0.0,2048
16,0,0,0,1.01305556,1,1.6688962,0.16743402,pairwise,0.19928908,0.02485917,50,11,0.39514959,0,0.19381908,1.08531213,1.07586801,0.05414796,0.55117559,0.71051109,0.0,2048
16,0,0,0,2.30556154,0,1.95010531,0.14383277,pairwise,0.20548947,0.02254182,51,11,0.54921687,0,0.49993506,0.94631732,2.14630318,0.21534935,0.53935313,0.74957955,0.0,2048
16,0,1,0,0.87561768,0,1.79884481,0.1635177,pairwise,0.19743223,0.01709966,52,11,0.5155164,1,0.3428604,0.99388385,0.66258609,0.18283075,0.54502231,0.7149623,0.0,2048
16,0,0,0,0.91610026,1,1.81636286,0.1705846,pairwise,0.19864562,0.01573734,53,11,0.51945478,0,0.34201109,0.98351192,1.08117032,0.18025643,0.5446763,0.51977289,0.0,2048
16,0,1,1,0.92297292,1,1.68528819,0.16768919,pairwise,0.18661633,0.01088018,54,11,0.41961017,0,0.22099568,1.07395458,1.42448997,0.07985151,0.55017686,0.79323697,0.0,2048
16,1,0,0,1.25882244,0,1.71097708,0.18439859,pairwise,0.19290332,0.02256396,55,11,0.46215487,1,0.25443083,1.04793119,0.77185524,0.12969515,0.54878223,0.8127746,0.0,2048
16,0,0,0,1.3018105,0,1.61344719,0.18228331,pairwise,0.18329529,0.02385006,56,11,0.55630428,0,0.16070679,0.96446973,1.19625378,0.25397962,0.55478144,0.59374261,0.0,2048
16,0,0,0,1.68014562,1,1.819525,0.20052457,pairwise,0.22193371,0.01254617,57,11,0.52104491,0,0.3832697,0.99159896,1.88338375,0.19416445,0.54392087,0.97747225,0.0,2048
16,1,0,0,1.55856705,0,1.67005408,0.20120576,pairwise,0.16783296,0.00298279,58,11,0.39339808,1,0.19992155,1.08582401,0.93293327,0.05165976,0.55104381,0.72854263,0.0,2048
16,0,1,1,0.90456235,1,1.7619158,0.1524792,pairwise,0.20448427,0.01911547,59,11,0.50140685,0,0.28917918,1.00865817,1.0935806,0.16639206,0.54678547,0.65229255,0.0,2048
16,0,0,0,1.10030746,1,1.71478176,0.15385552,pairwise,0.23162714,0.00651112,60,11,0.46053529,0,0.25729096,1.04910457,1.57634568,0.12779984,0.54864669,0.8979637,0.0,2048
16,1,0,0,1.03479505,0,1.74387026,0.22621028,pairwise,0.19708045,0.00826752,61,11,0.49311313,1,0.25543389,1.015692,0.70701665,0.15518692,0.54783779,0.51449788,0.0,2048
16,0,1,1,0.95686215,1,1.72243261,0.1620304,pairwise,0.20995778,0.00669011,62,11,0.46961012,0,0.27265406,1.04229999,1.10482383,0.13834086,0.5481739,0.90480721,0.0,2048
16,0,1,0,0.2016973,0,1.57451379,0.18893741,pairwise,0.17582583,0.02039379,63,11,0.75986397,1,0.20379083,0.67402679,0.27461585,0.56968355,0.55760157,0.79639584,0.0,2048
16,0,0,0,1.79934931,0,1.64851058,0.16563466,pairwise,0.19227628,0.00784222,64,11,0.34319133,0,0.18569139,1.09831655,1.12905657,0.00972089,0.55224359,0.80157155,0.0,2048
16,0,1,1,0.90928835,1,1.75008833,0.14761473,pairwise,0.20587127,0.0108065,65,11,0.49454933,0,0.2796042,1.0164386,1.09485722,0.15996197,0.54724401,0.66762364,0.0,2048
16,0,1,0,0.08496642,0,1.54494178,0.18665838,pairwise,0.19211484,0.01610004,66,11,0.85923445,1,0.28505272,0.46477622,0.15171346,0.73896867,0.56224,0.58795482,0.0,2048
16,0,1,0,0.73957837,0,1.860991,0.2096065,pairwise,0.16387838,0.01844542,67,11,0.53184283,1,0.41374993,0.97242689,0.63140726,0.19879189,0.54250383,0.74189383,0.0,2048
16,0,0,0,1.18992913,0,1.63047481,0.15768583,pairwise,0.19505171,0.02386066,68,11,0.41745082,0,0.16714156,1.07622135,1.08938158,0.08102632,0.55346656,0.70630634,0.0,2048
16,0,1,0,0.29250282,0,1.58595896,0.20911536,pairwise,0.17661572,0.0095818,69,11,0.73803705,1,0.179278,0.70828462,0.30376127,0.52999985,0.55695301,0.60954714,0.0,2048
16,0,1,0,0.67838508,0,1.90167248,0.17729267,pairwise,0.1901961,0.02691885,70,11,0.54048353,1,0.45461226,0.96086729,0.61529112,0.20808849,0.54099977,0.79262733,0.0,2048
16,0,0,0,1.08655417,0,1.66350806,0.1413687,pairwise,0.22826217,0.00626968,71,11,0.37049308,0,0.21004687,1.09368229,1.08163035,0.03145075,0.55124009,0.89790839,0.0,2048
16,0,1,0,0.17600606,0,1.5667088,0.22440894,pairwise,0.1564835,0.00892681,72,11,0.80047786,1,0.20911153,0.59352547,0.22254637,0.63669389,0.55861479,0.6704402,0.0,2048
16,1,0,0,0.9017089,0,1.78086281,0.23472698,pairwise,0.17637566,0.01373378,73,11,0.50861746,1,0.28888223,0.99551189,0.67605913,0.16746253,0.5463925,0.46194115,0.0,2048
16,0,0,0,1.00870585,1,1.90781474,0.16187383,pairwise,0.2155578,0.01683328,74,11,0.54270947,0,0.47555915,0.96130037,1.1130538,0.21415535,0.54056787,0.91897207,0.0,2048
16,0,1,0,0.18530077,0,1.56469476,0.19699535,pairwise,0.19844036,0.00764543,75,11,0.82435507,1,0.21825057,0.5405342,0.19315398,0.67596811,0.55933458,0.50764543,0.0,2048
16,1,0,0,1.41021967,0,1.69344699,0.19404453,pairwise,0.20933478,0.01135008,76,11,0.43468988,1,0.25077575,1.06775165,0.83312243,0.10261983,0.54948431,0.94479942,0.0,2048
16,0,0,0,0.94005454,1,1.83185339,0.16199589,pairwise,0.1951568,0.00614855,77,11,0.52486551,0,0.37065244,0.98025978,1.0942235,0.19006601,0.54382062,0.71889943,0.0,2048
16,0,0,0,2.18656921,0,1.92053485,0.17206854,pairwise,0.20004705,0.02471377,78,11,0.54465491,0,0.47623795,0.95504701,2.09350324,0.21256438,0.54030186,0.79655802,0.0,2048
16,0,1,0,0.8442136,0,1.8180449,0.21490987,pairwise,0.18806562,0.00776382,79,11,0.5202952,1,0.37471503,0.99043173,0.65335894,0.19071457,0.5440681,0.91098875,0.0,2048
16,0,0,0,1.00831413,1,1.93902576,0.20792438,pairwise,0.19257765,0.00646886,80,11,0.54293555,0,0.458489,0.94500709,1.06673908,0.19880667,0.54034889,0.47092173,0.0,2048
16,0,0,0,1.86464965,1,1.83413839,0.16990881,pairwise,0.19649473,0.01005626,81,11,0.52593821,0,0.37594998,0.97963464,1.96487439,0.19204992,0.54368913,0.68863708,0.0,2048
16,0,0,0,1.69942069,0,1.65239191,0.21340103,pairwise,0.17928499,0.00352723,82,11,0.35258299,0,0.16692623,1.09775555,1.1377033,0.02572039,0.55242586,0.53959394,0.0,2048
16,0,0,0,0.99575394,1,1.92038214,0.19492753,pairwise,0.18529837,0.00656319,83,11,0.54094535,0,0.44637892,0.95087755,1.07419741,0.19937357,0.54083812,0.53895426,0.0,2048
16,0,0,0,1.32504129,1,1.72376597,0.19463533,pairwise,0.19266081,0.0158572,84,11,0.47774777,0,0.2311652,1.02971888,1.70442975,0.1373716,0.54881269,0.51736033,0.0,2048
16,1,0,0,1.03703225,0,1.74923217,0.19594501,pairwise,0.18374634,0.01590503,85,11,0.49513063,1,0.28182968,1.01643252,0.70293367,0.1614565,0.54722756,0.64596641,0.0,2048
16,0,0,0,1.00540709,1,1.92002153,0.16876958,pairwise,0.1815841,0.03260825,86,11,0.54287744,0,0.46128252,0.95401514,1.09136367,0.20711914,0.5405305,0.75357634,0.0,2048
16,0,1,0,0.09307274,0,1.54697073,0.1919933,pairwise,0.1856986,0.02243729,87,11,0.85471237,1,0.27408174,0.4752374,0.15699026,0.73086005,0.5617286,0.55332631,0.0,2048
16,0,1,0,0.81753808,0,1.82533085,0.18969199,pairwise,0.18637547,0.00379232,88,11,0.52257419,1,0.37842143,0.98536724,0.64898831,0.19028255,0.54384786,0.81725156,0.0,2048
16,0,1,1,0.90564215,1,1.74021792,0.19735384,pairwise,0.17646262,0.01251903,89,11,0.48796147,0,0.26161203,1.02189469,1.08848643,0.1512357,0.54778785,0.64279258,0.0,2048
16,0,0,0,2.70608377,0,1.93863368,0.17038836,pairwise,0.18917114,0.00885795,0,13,0.4753347,0,0.84318328,1.02626133,1.74051273,0.12609982,0.44105744,0.67259204,0.0,2048
16,0,1,1,0.8652302,1,1.71336043,0.22806907,pairwise,0.19134076,0.01354067,1,13,0.36892992,0,0.53902578,1.0899483,1.02591479,0.01046154,0.45286062,0.97215676,0.0,2048
16,0,1,0,0.99042588,0,1.61342621,0.20354681,pairwise,0.18509157,0.00625127,2,13,0.41486064,1,0.44319665,1.08118987,0.87981266,0.09280503,0.47154272,0.51389086,0.0,2048
