row_type,seed,sample_index,background_objects,branch_count,total_objects,total_relations,selected_objects,selected_relations,objectification_score,full_tensor_bytes,selected_tensor_bytes,tensor_byte_reduction,full_tensorize_ms,selected_tensorize_ms,tensorize_latency_reduction,full_state_memory_bytes,selected_state_memory_bytes,selected_state_memory_reduction,branch_overlay_bytes,base_plus_overlay_bytes,full_copy_branch_bytes,branch_memory_reduction,dense_object_work_proxy,sparse_object_work_proxy,work_proxy_reduction,full_graph_forward_ms,selected_sparse_forward_ms,selected_local_dense_forward_ms,sparse_forward_latency_reduction,local_dense_forward_latency_reduction,sample_count
sample,13,6,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,46.837400,0.184300,0.996065,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,315.298467,1.012600,1.454800,0.996788,0.995386,1
sample,13,6,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,64.518200,0.236600,0.996333,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,332.098767,0.849133,1.550633,0.997443,0.995331,1
sample,13,6,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,66.074300,0.228200,0.996546,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,331.581967,0.937867,1.940500,0.997172,0.994148,1
sample,13,7,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,63.031700,0.268500,0.995740,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,318.186800,0.844533,1.510800,0.997346,0.995252,1
sample,13,7,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,65.907100,0.272600,0.995864,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,333.329800,0.907200,1.486267,0.997278,0.995541,1
sample,13,7,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,65.927700,0.230300,0.996507,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,321.816700,0.899633,1.687633,0.997205,0.994756,1
summary,all,all,0,1,4.562,4.562,4.562,4.562,0.989325,345.125,345.125,0.000000,0.275737,0.229256,0.225724,693.500,693.500,0.000000,272.000,965.500,693.500,0.000000,21.062,21.062,0.000000,1.783492,1.116996,2.008858,0.368322,0.001509,16
summary,all,all,0,3,4.562,4.562,4.562,4.562,0.989325,345.125,345.125,0.000000,0.268719,0.229731,0.194806,693.500,693.500,0.000000,816.000,1509.500,2080.500,0.269627,63.188,63.188,0.000000,1.641231,1.033798,1.862996,0.348028,0.030264,16
summary,all,all,0,8,4.562,4.562,4.562,4.562,0.989325,345.125,345.125,0.000000,0.266144,0.219606,0.195042,693.500,693.500,0.000000,2176.000,2869.500,5548.000,0.477961,168.500,168.500,0.000000,1.727123,1.067573,1.974485,0.380049,0.029360,16
summary,all,all,32,1,36.562,36.562,4.562,4.562,0.944389,2457.125,345.125,0.859694,1.273756,0.213981,0.831249,5557.500,693.500,0.875375,272.000,5829.500,5557.500,0.000000,1337.062,21.062,0.984326,6.574702,1.091102,1.720727,0.833258,0.738123,16
summary,all,all,32,3,36.562,36.562,4.562,4.562,0.944389,2457.125,345.125,0.859694,1.262381,0.226981,0.820678,5557.500,693.500,0.875375,816.000,6373.500,16672.500,0.617715,4011.188,63.188,0.984326,6.130338,1.023575,1.708383,0.832391,0.719990,16
summary,all,all,32,8,36.562,36.562,4.562,4.562,0.944389,2457.125,345.125,0.859694,1.425150,0.223875,0.840700,5557.500,693.500,0.875375,2176.000,7733.500,44460.000,0.826048,10696.500,168.500,0.984326,6.819577,1.015496,1.680808,0.845866,0.744619,16
summary,all,all,128,1,132.562,132.562,4.562,4.562,0.939764,8793.125,345.125,0.960764,4.352181,0.235831,0.945943,20149.500,693.500,0.965596,272.000,20421.500,20149.500,0.000000,17573.062,21.062,0.998804,19.517988,0.934796,1.666162,0.952048,0.914525,16
summary,all,all,128,3,132.562,132.562,4.562,4.562,0.939764,8793.125,345.125,0.960764,4.372675,0.225837,0.948473,20149.500,693.500,0.965596,816.000,20965.500,60448.500,0.653167,52719.188,63.188,0.998804,19.960148,0.971000,1.737169,0.951497,0.912883,16
summary,all,all,128,8,132.562,132.562,4.562,4.562,0.939764,8793.125,345.125,0.960764,4.467931,0.222156,0.950143,20149.500,693.500,0.965596,2176.000,22325.500,161196.000,0.861500,140584.500,168.500,0.998804,20.176427,1.046469,1.657727,0.947996,0.917699,16
summary,all,all,512,1,516.562,516.562,4.562,4.562,0.938453,34137.125,345.125,0.989891,16.593706,0.243950,0.985288,78517.500,693.500,0.991169,272.000,78789.500,78517.500,0.000000,266837.062,21.062,0.999921,78.370831,1.086289,1.668265,0.986152,0.978676,16
summary,all,all,512,3,516.562,516.562,4.562,4.562,0.938453,34137.125,345.125,0.989891,16.600262,0.235169,0.985610,78517.500,693.500,0.991169,816.000,79333.500,235552.500,0.663202,800511.188,63.188,0.999921,79.645819,1.001915,1.678775,0.987319,0.978816,16
summary,all,all,512,8,516.562,516.562,4.562,4.562,0.938453,34137.125,345.125,0.989891,16.711719,0.249581,0.985058,78517.500,693.500,0.991169,2176.000,80693.500,628140.000,0.871536,2134696.500,168.500,0.999921,77.365552,0.960873,1.814660,0.987566,0.976610,16
summary,all,all,2048,1,2052.562,2052.562,4.562,4.562,0.938114,135513.125,345.125,0.997454,55.405437,0.260912,0.995233,311989.500,693.500,0.997778,272.000,312261.500,311989.500,0.000000,4213013.062,21.062,0.999995,321.057792,0.990604,1.668954,0.996907,0.994801,16
summary,all,all,2048,3,2052.562,2052.562,4.562,4.562,0.938114,135513.125,345.125,0.997454,66.184225,0.279094,0.995784,311989.500,693.500,0.997778,816.000,312805.500,935968.500,0.665795,12639039.188,63.188,0.999995,325.938250,0.986575,1.756137,0.996975,0.994603,16
summary,all,all,2048,8,2052.562,2052.562,4.562,4.562,0.938114,135513.125,345.125,0.997454,65.888675,0.261387,0.996035,311989.500,693.500,0.997778,2176.000,314165.500,2495916.000,0.874128,33704104.500,168.500,0.999995,327.445367,1.068283,1.737790,0.996733,0.994693,16
