compute_cost,dense_loss,dense_rate,expansion_cost,oracle_accuracy,oracle_loss,policy,policy_accuracy,policy_delta_vs_sparse,policy_excess_over_oracle,policy_loss,route_threshold,rule,samples,sparse_loss,test_seed,trigger_rate
0.05,1.064095,0.148148,0.0,0.555556,0.920565,calibrated_regret_route,0.496296,-0.025544,0.051056,0.971621,-0.039397,none,270,0.997165,11,0.0
0.05,1.064095,0.107407,0.0,0.555556,0.920565,structured_verifier_gate,0.503704,-0.028385,0.048215,0.96878,-0.039397,sparse_margin:ge:0.147447 AND event_norm:le:1.607220,270,0.997165,11,0.166667
0.05,1.064095,0.107407,0.0,0.555556,0.920565,physical_verifier_gate,0.503704,-0.028385,0.048215,0.96878,-0.039397,event_norm:le:1.607220,270,0.997165,11,0.177778
0.05,1.064095,0.148148,0.0,0.555556,0.920565,structured_expansion_upper_bound,0.555556,-0.0766,0.0,0.920565,-0.039397,causal_k:ge:8.000000,270,0.997165,11,1.0
0.05,1.064095,0.148148,0.0,0.555556,0.920565,physical_expansion_upper_bound,0.555556,-0.0766,0.0,0.920565,-0.039397,causal_k:ge:8.000000,270,0.997165,11,1.0
0.05,1.064095,0.148148,0.0,0.555556,0.920565,structured_expansion_upper_bound_budget_0.1,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.442622,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.0,0.555556,0.920565,physical_expansion_upper_bound_budget_0.1,0.5,-0.028549,0.048051,0.968617,-0.039397,mean_pair_distance:le:0.166407,270,0.997165,11,0.111111
0.05,1.064095,0.148148,0.0,0.555556,0.920565,structured_expansion_upper_bound_budget_0.25,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.495145,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.0,0.555556,0.920565,physical_expansion_upper_bound_budget_0.25,0.5,-0.032777,0.043823,0.964388,-0.039397,mean_pair_distance:le:0.174495,270,0.997165,11,0.185185
0.05,1.064095,0.148148,0.0,0.555556,0.920565,structured_expansion_upper_bound_budget_0.5,0.522222,-0.050452,0.026148,0.946713,-0.039397,min_pair_distance:le:0.011561,270,0.997165,11,0.474074
0.05,1.064095,0.148148,0.0,0.555556,0.920565,physical_expansion_upper_bound_budget_0.5,0.522222,-0.050452,0.026148,0.946713,-0.039397,min_pair_distance:le:0.011561,270,0.997165,11,0.474074
0.05,1.064095,0.148148,0.01,0.555556,0.920565,structured_expansion_upper_bound,0.555556,-0.0666,0.01,0.930565,-0.039397,causal_k:ge:8.000000,270,0.997165,11,1.0
0.05,1.064095,0.148148,0.01,0.555556,0.920565,physical_expansion_upper_bound,0.555556,-0.0666,0.01,0.930565,-0.039397,causal_k:ge:8.000000,270,0.997165,11,1.0
0.05,1.064095,0.148148,0.01,0.555556,0.920565,structured_expansion_upper_bound_budget_0.1,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.442622 AND causal_k:ge:16.000000,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.01,0.555556,0.920565,physical_expansion_upper_bound_budget_0.1,0.5,-0.02766,0.04894,0.969505,-0.039397,mean_pair_distance:le:0.166407 AND event_norm:ge:1.607220,270,0.997165,11,0.088889
0.05,1.064095,0.148148,0.01,0.555556,0.920565,structured_expansion_upper_bound_budget_0.25,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.495145 AND sparse_delta_norm:ge:0.147972,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.01,0.555556,0.920565,physical_expansion_upper_bound_budget_0.25,0.5,-0.031184,0.045415,0.965981,-0.039397,mean_pair_distance:le:0.174495 AND event_norm:ge:1.607220,270,0.997165,11,0.159259
0.05,1.064095,0.148148,0.01,0.555556,0.920565,structured_expansion_upper_bound_budget_0.5,0.522222,-0.045897,0.030703,0.951268,-0.039397,min_pair_distance:le:0.011561 AND event_norm:ge:1.561602,270,0.997165,11,0.455556
0.05,1.064095,0.148148,0.01,0.555556,0.920565,physical_expansion_upper_bound_budget_0.5,0.522222,-0.045897,0.030703,0.951268,-0.039397,min_pair_distance:le:0.011561 AND event_norm:ge:1.561602,270,0.997165,11,0.455556
0.05,1.064095,0.148148,0.02,0.555556,0.920565,structured_expansion_upper_bound,0.555556,-0.0566,0.02,0.940565,-0.039397,causal_k:ge:8.000000,270,0.997165,11,1.0
0.05,1.064095,0.148148,0.02,0.555556,0.920565,physical_expansion_upper_bound,0.555556,-0.0566,0.02,0.940565,-0.039397,causal_k:ge:8.000000,270,0.997165,11,1.0
0.05,1.064095,0.148148,0.02,0.555556,0.920565,structured_expansion_upper_bound_budget_0.1,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.442622 AND causal_k:ge:16.000000,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.02,0.555556,0.920565,physical_expansion_upper_bound_budget_0.1,0.5,-0.026771,0.049829,0.970394,-0.039397,mean_pair_distance:le:0.166407 AND event_norm:ge:1.607220,270,0.997165,11,0.088889
0.05,1.064095,0.148148,0.02,0.555556,0.920565,structured_expansion_upper_bound_budget_0.25,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.495145 AND sparse_delta_norm:ge:0.147972,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.02,0.555556,0.920565,physical_expansion_upper_bound_budget_0.25,0.5,-0.029592,0.047008,0.967573,-0.039397,mean_pair_distance:le:0.174495 AND event_norm:ge:1.607220,270,0.997165,11,0.159259
0.05,1.064095,0.148148,0.02,0.555556,0.920565,structured_expansion_upper_bound_budget_0.5,0.522222,-0.041341,0.035259,0.955824,-0.039397,min_pair_distance:le:0.011561 AND event_norm:ge:1.561602,270,0.997165,11,0.455556
0.05,1.064095,0.148148,0.02,0.555556,0.920565,physical_expansion_upper_bound_budget_0.5,0.522222,-0.041341,0.035259,0.955824,-0.039397,min_pair_distance:le:0.011561 AND event_norm:ge:1.561602,270,0.997165,11,0.455556
0.05,1.064095,0.148148,0.05,0.555556,0.920565,structured_expansion_upper_bound,0.555556,-0.027004,0.049596,0.970162,-0.039397,sparse_uncertainty_mean:ge:0.385639 AND event_norm:ge:1.561602,270,0.997165,11,0.922222
0.05,1.064095,0.148148,0.05,0.555556,0.920565,physical_expansion_upper_bound,0.522222,-0.027675,0.048925,0.969491,-0.039397,event_norm:ge:1.561602 AND min_pair_distance:le:0.011561,270,0.997165,11,0.455556
0.05,1.064095,0.148148,0.05,0.555556,0.920565,structured_expansion_upper_bound_budget_0.1,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.442622 AND causal_k:ge:16.000000,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.05,0.555556,0.920565,physical_expansion_upper_bound_budget_0.1,0.5,-0.024104,0.052496,0.973061,-0.039397,mean_pair_distance:le:0.166407 AND event_norm:ge:1.607220,270,0.997165,11,0.088889
0.05,1.064095,0.148148,0.05,0.555556,0.920565,structured_expansion_upper_bound_budget_0.25,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.495145 AND sparse_delta_norm:le:0.265163,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.05,0.555556,0.920565,physical_expansion_upper_bound_budget_0.25,0.5,-0.024814,0.051786,0.972351,-0.039397,mean_pair_distance:le:0.174495 AND event_norm:ge:1.607220,270,0.997165,11,0.159259
0.05,1.064095,0.148148,0.05,0.555556,0.920565,structured_expansion_upper_bound_budget_0.5,0.496296,-0.025544,0.051056,0.971621,-0.039397,selector_confidence:le:0.495145 AND sparse_delta_norm:le:0.265163,270,0.997165,11,0.0
0.05,1.064095,0.148148,0.05,0.555556,0.920565,physical_expansion_upper_bound_budget_0.5,0.522222,-0.027675,0.048925,0.969491,-0.039397,min_pair_distance:le:0.011561 AND event_norm:ge:1.561602,270,0.997165,11,0.455556
0.05,1.017914,0.096296,0.0,0.581481,0.880489,calibrated_regret_route,0.477778,-0.014505,0.077581,0.958071,-0.040044,none,270,0.972575,13,0.0
0.05,1.017914,0.096296,0.0,0.581481,0.880489,structured_verifier_gate,0.477778,-0.014505,0.077581,0.958071,-0.040044,sparse_confidence:ge:0.447683 AND event_norm:le:1.607998,270,0.972575,13,0.188889
0.05,1.017914,0.096296,0.0,0.581481,0.880489,physical_verifier_gate,0.477778,-0.014505,0.077581,0.958071,-0.040044,event_norm:le:1.607998,270,0.972575,13,0.188889
0.05,1.017914,0.096296,0.0,0.581481,0.880489,structured_expansion_upper_bound,0.581481,-0.092086,0.0,0.880489,-0.040044,causal_k:ge:8.000000,270,0.972575,13,1.0
0.05,1.017914,0.096296,0.0,0.581481,0.880489,physical_expansion_upper_bound,0.581481,-0.092086,0.0,0.880489,-0.040044,causal_k:ge:8.000000,270,0.972575,13,1.0
0.05,1.017914,0.096296,0.0,0.581481,0.880489,structured_expansion_upper_bound_budget_0.1,0.492593,-0.020871,0.071215,0.951705,-0.040044,regret_abs:le:0.013888,270,0.972575,13,0.059259
0.05,1.017914,0.096296,0.0,0.581481,0.880489,physical_expansion_upper_bound_budget_0.1,0.488889,-0.022558,0.069528,0.950017,-0.040044,mean_pair_distance:le:0.166206,270,0.972575,13,0.092593
