accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_reject_margin,deployment_risk_adjusted,deployment_risk_penalty,excess_over_candidate_oracle,gate_steps,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,learned_generated_candidates,loss,oracle_match_rate,policy,predicted_regret_mean,predicted_sigma_mean,propagation_steps,regret_corr,regret_retriever_steps,retriever_steps,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_generated_0_rate,selected_learned_generated_1_rate,selected_learned_generated_2_rate,selected_learned_generated_3_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_seed_count,train_static_learned_loss,train_verified_candidate_accept_rate,train_verified_candidate_regret_loss,train_verified_uncertainty_accept_rate,train_verified_uncertainty_regret_loss,validation_samples_per_seed,verification_feature_count
0.277778,0.5,4,0.939425,8,600,0.0025,1.0,2.0,0.03039,700,4,0.122222,11,pairwise,4,0.969815,0.044444,verified_uncertainty_regret_gate_r2_m0p0025,-0.006671,0.055077,40,0.108485,600,400,11,0.033333,0.0,0.011111,0.044444,0.0,0.044444,0.0,0.0,0.044444,0.0,0.011111,0.022222,0.0,0.0,0.0,0.722222,0.155556,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.266667,0.5,4,0.939425,8,600,0.005,1.0,2.0,0.030047,700,4,0.111111,11,pairwise,4,0.969472,0.044444,verified_uncertainty_regret_gate_r2_m0p005,-0.006671,0.055077,40,0.108485,600,400,11,0.033333,0.0,0.011111,0.044444,0.0,0.044444,0.0,0.0,0.044444,0.0,0.011111,0.022222,0.0,0.0,0.0,0.733333,0.144444,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.244444,0.5,4,0.939425,8,600,0.01,1.0,2.0,0.030018,700,4,0.1,11,pairwise,4,0.969443,0.033333,verified_uncertainty_regret_gate_r2_m0p01,-0.006671,0.055077,40,0.108485,600,400,11,0.033333,0.0,0.011111,0.044444,0.0,0.033333,0.0,0.0,0.033333,0.0,0.011111,0.022222,0.0,0.0,0.0,0.755556,0.133333,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.2,0.5,4,0.939425,8,600,0.02,1.0,2.0,0.029893,700,4,0.077778,11,pairwise,4,0.969318,0.022222,verified_uncertainty_regret_gate_r2_m0p02,-0.006671,0.055077,40,0.108485,600,400,11,0.022222,0.0,0.0,0.022222,0.0,0.033333,0.0,0.0,0.033333,0.0,0.011111,0.022222,0.0,0.0,0.0,0.8,0.111111,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.066667,0.5,4,0.939425,8,600,0.05,1.0,2.0,0.030819,700,4,0.033333,11,pairwise,4,0.970244,0.022222,verified_uncertainty_regret_gate_r2_m0p05,-0.006671,0.055077,40,0.108485,600,400,11,0.011111,0.0,0.0,0.011111,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.0,0.933333,0.033333,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.066667,0.5,4,0.939425,8,600,0.0,1.0,3.0,0.030819,700,4,0.033333,11,pairwise,4,0.970244,0.022222,verified_uncertainty_regret_gate_r3_m0,-0.006671,0.055077,40,0.108485,600,400,11,0.011111,0.0,0.0,0.011111,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.0,0.933333,0.033333,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.055556,0.5,4,0.939425,8,600,0.0025,1.0,3.0,0.030211,700,4,0.022222,11,pairwise,4,0.969636,0.022222,verified_uncertainty_regret_gate_r3_m0p0025,-0.006671,0.055077,40,0.108485,600,400,11,0.011111,0.0,0.0,0.011111,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.0,0.944444,0.022222,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.055556,0.5,4,0.939425,8,600,0.005,1.0,3.0,0.030211,700,4,0.022222,11,pairwise,4,0.969636,0.022222,verified_uncertainty_regret_gate_r3_m0p005,-0.006671,0.055077,40,0.108485,600,400,11,0.011111,0.0,0.0,0.011111,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.0,0.944444,0.022222,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.055556,0.5,4,0.939425,8,600,0.01,1.0,3.0,0.030211,700,4,0.022222,11,pairwise,4,0.969636,0.022222,verified_uncertainty_regret_gate_r3_m0p01,-0.006671,0.055077,40,0.108485,600,400,11,0.011111,0.0,0.0,0.011111,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.011111,0.0,0.0,0.0,0.944444,0.022222,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.011111,0.5,4,0.939425,8,600,0.02,1.0,3.0,0.030202,700,4,0.0,11,pairwise,4,0.969627,0.033333,verified_uncertainty_regret_gate_r3_m0p02,-0.006671,0.055077,40,0.108485,600,400,11,0.011111,0.0,0.0,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988889,0.0,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
0.0,0.5,4,0.939425,8,600,0.05,1.0,3.0,0.031081,700,4,0.0,11,pairwise,4,0.970506,0.022222,verified_uncertainty_regret_gate_r3_m0p05,-0.006671,0.055077,40,0.108485,600,400,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,4,0.981228,0.972222,0.957189,0.697222,0.959561,180,13
,0.455556,4,0.964331,8,600,,,,0.032023,700,4,,13,pairwise,4,0.996354,0.0,static_learned_interaction,,,40,,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,4,0.980309,0.965278,0.958847,0.686111,0.96088,180,13
0.866667,0.466667,4,0.964331,8,600,0.0,0.0,0.5,0.026674,700,4,0.288889,13,pairwise,4,0.991005,0.155556,verified_candidate_regret_gate,0.002132,0.050316,40,0.125519,600,400,13,0.111111,0.088889,0.088889,0.288889,0.044444,0.1,0.044444,0.022222,0.211111,0.244444,0.022222,0.055556,0.011111,0.0,0.011111,0.133333,0.022222,,,,,,90,2048,4,0.980309,0.965278,0.958847,0.686111,0.96088,180,13
0.511111,0.444444,4,0.964331,8,600,0.0,1.0,0.5,0.02926,700,4,0.166667,13,pairwise,4,0.993591,0.066667,verified_uncertainty_regret_gate,0.002132,0.050316,40,0.125519,600,400,13,0.055556,0.044444,0.066667,0.166667,0.0,0.088889,0.011111,0.0,0.1,0.166667,0.011111,0.055556,0.011111,0.0,0.0,0.488889,0.0,,,,,,90,2048,4,0.980309,0.965278,0.958847,0.686111,0.96088,180,13
0.777778,0.466667,4,0.964331,8,600,0.01,0.0,0.5,0.029247,700,4,0.277778,13,pairwise,4,0.993579,0.122222,train_selected_verified_candidate_controller,0.002132,0.050316,40,0.125519,600,400,13,0.088889,0.088889,0.088889,0.266667,0.033333,0.1,0.033333,0.022222,0.188889,0.222222,0.022222,0.055556,0.011111,0.0,0.011111,0.222222,0.0,0.880556,0.615068,0.151389,0.958513,candidate_regret_gate_m0p01,90,2048,4,0.980309,0.965278,0.958847,0.686111,0.96088,180,13
,0.511111,4,0.964331,8,600,,,,0.0,700,4,,13,pairwise,4,0.964331,1.0,generated_plus_composition_oracle,,,40,,600,400,13,0.277778,0.055556,0.0,0.333333,0.033333,0.177778,0.0,0.011111,0.222222,0.3,0.0,0.044444,0.0,0.0,0.0,0.0,0.1,,,,,,90,2048,4,0.980309,0.965278,0.958847,0.686111,0.96088,180,13
0.866667,0.466667,4,0.964331,8,600,0.0025,0.0,0.5,0.026674,700,4,0.288889,13,pairwise,4,0.991005,0.155556,verified_candidate_regret_gate_m0p0025,0.002132,0.050316,40,0.125519,600,400,13,0.111111,0.088889,0.088889,0.288889,0.044444,0.1,0.044444,0.022222,0.211111,0.244444,0.022222,0.055556,0.011111,0.0,0.011111,0.133333,0.022222,,,,,,90,2048,4,0.980309,0.965278,0.958847,0.686111,0.96088,180,13
