source,total_objects_n,causal_k,policy,static_loss,candidate_oracle_loss,candidate_oracle_gain_over_static,policy_loss,policy_accuracy,oracle_match_rate,deployed_gain_over_static,gap_closure_fraction,remaining_gap,mean_accept_rate,mean_harmful_accept_rate,mean_regret_corr,mean_predicted_sigma,mean_selection_train_gap_closure,mean_selection_train_harmful_accept_rate,seed_count,failure_mode
docs/experiments/wpu_v2_joint_selector_propagator_pairwise_noharm_w01.csv,2048,16,confidence_selected_joint_selector_propagator,0.998022,0.945301,0.052722,0.993582,0.484444,0.391111,0.00444,0.084224,0.048281,0.613333,0.173333,0.0,0.0,0.294036,0.13,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_joint_selector_propagator_pairwise_noharm_w01.csv,2048,16,joint_selector_propagator,0.998022,0.945301,0.052722,0.991877,0.48,0.573333,0.006145,0.116552,0.046577,1.0,0.333333,0.0,0.0,0.294036,0.13,5,insufficient_no_harm_rejection
docs/experiments/wpu_v2_joint_selector_propagator_pairwise_noharm_w01.csv,2048,16,train_selected_joint_selector_propagator,0.998022,0.945301,0.052722,0.993582,0.484444,0.391111,0.00444,0.084224,0.048281,0.613333,0.173333,0.0,0.0,0.294036,0.13,5,partial_but_insufficient_gap_closure
docs/experiments/wpu_v2_joint_selector_propagator_pairwise_noharm_w01.csv,2048,32,confidence_selected_joint_selector_propagator,0.971141,0.95206,0.019081,0.967491,0.493333,0.284444,0.00365,0.191273,0.015431,0.737778,0.328889,0.0,0.0,0.232624,0.26,5,insufficient_no_harm_rejection
docs/experiments/wpu_v2_joint_selector_propagator_pairwise_noharm_w01.csv,2048,32,joint_selector_propagator,0.971141,0.95206,0.019081,0.966575,0.502222,0.355556,0.004566,0.239301,0.014515,0.933333,0.417778,0.0,0.0,0.232624,0.26,5,insufficient_no_harm_rejection
docs/experiments/wpu_v2_joint_selector_propagator_pairwise_noharm_w01.csv,2048,32,train_selected_joint_selector_propagator,0.971141,0.95206,0.019081,0.967491,0.493333,0.284444,0.00365,0.191273,0.015431,0.737778,0.328889,0.0,0.0,0.232624,0.26,5,insufficient_no_harm_rejection
