background_objects,branch_entropy_mean,branch_flip_rate,branch_loss_weight,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_loss_weight,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,eval_sim_steps,final_majority_branch_ratio,finite_delta_clamp,horizon,integrity_projection,model,raw_delta_norm_mean,rollback_on_violation,rollback_rate,rollout_delta_scale,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,train_sim_steps,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
512,0.941215,0.015625,0.1,0.2,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1.739039,0.0,0.5,,0.0,0.0,80,1.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,1.991703,False,0.0,1.0,16,11,4.4375,False,0.0,4,0.0,0.0
512,0.808218,0.118056,0.1,0.53125,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,3.264272,0.0,0.5,,0.0,0.0,80,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,6.840571,False,0.0,1.0,16,11,4.4375,False,0.0,4,0.0,0.0
512,0.32329,0.044271,0.1,2.6975,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1421881.56562,0.0,0.5,,0.0,0.0,80,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,4033020.558487,False,0.0,1.0,16,11,4.4375,False,0.0,4,0.0,0.0
512,0.962406,0.0625,0.1,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1.367153,0.0,0.5,,0.0,0.0,80,0.75,0.0,5,False,wpu-cws-indexed-mechanism-relation,1.780951,False,0.0,1.0,16,13,4.5,False,0.0,4,0.0,0.0
512,0.916781,0.166667,0.1,0.15,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,5.288373,0.0,0.5,,0.0,0.0,80,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,6.447528,False,0.0,1.0,16,13,4.5,False,0.0,4,0.0,0.0
512,0.370791,0.0625,0.1,3.36,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,3440663.04882,0.0,0.5,,0.0,0.0,80,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3933139.601816,False,0.0,1.0,16,13,4.5,False,0.0,4,0.0,0.0
512,0.844413,0.265625,0.1,0.4375,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1.719177,0.0,0.5,,0.0,0.0,80,0.9375,0.0,5,False,wpu-cws-indexed-mechanism-relation,2.030377,False,0.0,1.0,16,17,4.4375,False,0.0,4,0.0,0.0
512,0.877115,0.125,0.1,0.8125,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,5.465114,0.0,0.5,,0.0,0.0,80,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,7.353018,False,0.0,1.0,16,17,4.4375,False,0.0,4,0.0,0.0
512,0.376065,0.088542,0.1,3.5875,False,0.0,0.0,0.0,0.0,1,0,0.0,1.0,2504365.979333,0.0,0.5,,0.0,0.0,80,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3969581.378749,False,0.0,1.0,16,17,4.4375,False,0.0,4,0.0,0.0
