row_type,seed,sample_index,background_objects,branch_count,total_objects,total_relations,selected_objects,selected_relations,objectification_score,full_tensor_bytes,selected_tensor_bytes,tensor_byte_reduction,full_tensorize_ms,selected_tensorize_ms,tensorize_latency_reduction,full_state_memory_bytes,selected_state_memory_bytes,selected_state_memory_reduction,branch_overlay_bytes,base_plus_overlay_bytes,full_copy_branch_bytes,branch_memory_reduction,dense_object_work_proxy,sparse_object_work_proxy,work_proxy_reduction,full_graph_forward_ms,selected_sparse_forward_ms,selected_local_dense_forward_ms,sparse_forward_latency_reduction,local_dense_forward_latency_reduction,full_graph_peak_memory_bytes,selected_sparse_peak_memory_bytes,selected_local_dense_peak_memory_bytes,sparse_peak_memory_reduction,local_dense_peak_memory_reduction,sample_count
sample,13,0,128,3,132,132,4,4,0.939576,8756,308,0.964824,2.706500,0.121500,0.955108,20064,608,0.969697,816,20880,60192,0.653110,52272,48,0.999082,38.968200,2.181540,3.176980,0.944017,0.918472,10968064.000,10680320.000,10679296.000,0.026235,0.026328,1
sample,13,0,128,8,132,132,4,4,0.939576,8756,308,0.964824,2.778500,0.122800,0.955803,20064,608,0.969697,2176,22240,160512,0.861443,139392,128,0.999082,39.456320,2.172840,3.254760,0.944930,0.917510,10968064.000,10680320.000,10679296.000,0.026235,0.026328,1
sample,13,1,128,1,132,132,4,4,0.939576,8756,308,0.964824,2.697300,0.120700,0.955252,20064,608,0.969697,272,20336,20064,0.000000,17424,16,0.999082,39.634180,2.202600,3.287260,0.944427,0.917060,10968064.000,10680320.000,10679296.000,0.026235,0.026328,1
sample,13,1,128,3,132,132,4,4,0.939576,8756,308,0.964824,2.704500,0.120100,0.955593,20064,608,0.969697,816,20880,60192,0.653110,52272,48,0.999082,39.252160,2.215640,3.269860,0.943554,0.916696,10968064.000,10680320.000,10679296.000,0.026235,0.026328,1
sample,13,1,128,8,132,132,4,4,0.939576,8756,308,0.964824,2.775700,0.125200,0.954894,20064,608,0.969697,2176,22240,160512,0.861443,139392,128,0.999082,38.895320,2.233900,3.222320,0.942566,0.917154,10968064.000,10680320.000,10679296.000,0.026235,0.026328,1
sample,13,2,128,1,133,133,5,5,0.939910,8822,374,0.957606,2.710800,0.140400,0.948207,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,39.611640,2.228180,3.264240,0.943749,0.917594,10971648.000,10680832.000,10679808.000,0.026506,0.026599,1
sample,13,2,128,3,133,133,5,5,0.939910,8822,374,0.957606,2.806200,0.142300,0.949291,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,39.436420,2.272440,3.334060,0.942377,0.915457,10971648.000,10680832.000,10679808.000,0.026506,0.026599,1
sample,13,2,128,8,133,133,5,5,0.939910,8822,374,0.957606,2.770500,0.141900,0.948782,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,39.176940,2.306760,3.341620,0.941119,0.914704,10971648.000,10680832.000,10679808.000,0.026506,0.026599,1
sample,13,3,128,1,133,133,5,5,0.939910,8822,374,0.957606,2.740400,0.152300,0.944424,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,39.893480,2.261500,3.278220,0.943312,0.917826,10971648.000,10680832.000,10679808.000,0.026506,0.026599,1
sample,13,3,128,3,133,133,5,5,0.939910,8822,374,0.957606,2.725100,0.140700,0.948369,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,39.066740,2.310200,3.339100,0.940865,0.914528,10971648.000,10680832.000,10679808.000,0.026506,0.026599,1
sample,13,3,128,8,133,133,5,5,0.939910,8822,374,0.957606,2.773000,0.145000,0.947710,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,40.130360,2.227660,3.299260,0.944489,0.917786,10971648.000,10680832.000,10679808.000,0.026506,0.026599,1
sample,13,0,512,1,516,516,4,4,0.938403,34100,308,0.990968,10.453300,0.139100,0.986693,78432,608,0.992248,272,78704,78432,0.000000,266256,16,0.999940,148.236360,2.198200,3.173520,0.985171,0.978591,11880448.000,10705920.000,10704896.000,0.098862,0.098948,1
sample,13,0,512,3,516,516,4,4,0.938403,34100,308,0.990968,10.595300,0.126600,0.988051,78432,608,0.992248,816,79248,235296,0.663199,798768,48,0.999940,145.263900,2.192480,3.170240,0.984907,0.978176,11880448.000,10705920.000,10704896.000,0.098862,0.098948,1
sample,13,0,512,8,516,516,4,4,0.938403,34100,308,0.990968,10.588200,0.127700,0.987939,78432,608,0.992248,2176,80608,627456,0.871532,2130048,128,0.999940,146.015840,2.198820,3.135220,0.984941,0.978528,11880448.000,10705920.000,10704896.000,0.098862,0.098948,1
sample,13,1,512,1,516,516,4,4,0.938403,34100,308,0.990968,10.185500,0.124200,0.987806,78432,608,0.992248,272,78704,78432,0.000000,266256,16,0.999940,145.411260,2.170700,3.161760,0.985072,0.978256,11880448.000,10705920.000,10704896.000,0.098862,0.098948,1
sample,13,1,512,3,516,516,4,4,0.938403,34100,308,0.990968,10.443100,0.126300,0.987906,78432,608,0.992248,816,79248,235296,0.663199,798768,48,0.999940,146.779360,2.186920,3.221420,0.985101,0.978053,11880448.000,10705920.000,10704896.000,0.098862,0.098948,1
sample,13,1,512,8,516,516,4,4,0.938403,34100,308,0.990968,10.570400,0.145500,0.986235,78432,608,0.992248,2176,80608,627456,0.871532,2130048,128,0.999940,147.760440,2.134940,3.242140,0.985551,0.978058,11880448.000,10705920.000,10704896.000,0.098862,0.098948,1
sample,13,2,512,1,517,517,5,5,0.938491,34166,374,0.989053,10.355200,0.158100,0.984732,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,148.400920,2.227220,3.271600,0.984992,0.977954,11884032.000,10706432.000,10705408.000,0.099091,0.099177,1
sample,13,2,512,3,517,517,5,5,0.938491,34166,374,0.989053,10.604200,0.156100,0.985279,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,146.668080,2.312620,3.314020,0.984232,0.977405,11884032.000,10706432.000,10705408.000,0.099091,0.099177,1
sample,13,2,512,8,517,517,5,5,0.938491,34166,374,0.989053,10.605300,0.148100,0.986035,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,148.043300,2.295460,3.381740,0.984495,0.977157,11884032.000,10706432.000,10705408.000,0.099091,0.099177,1
sample,13,3,512,1,517,517,5,5,0.938491,34166,374,0.989053,10.309800,0.155700,0.984898,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,148.596480,2.266200,3.254960,0.984749,0.978095,11884032.000,10706432.000,10705408.000,0.099091,0.099177,1
sample,13,3,512,3,517,517,5,5,0.938491,34166,374,0.989053,10.570100,0.151600,0.985658,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,147.215780,2.292720,3.360240,0.984426,0.977175,11884032.000,10706432.000,10705408.000,0.099091,0.099177,1
sample,13,3,512,8,517,517,5,5,0.938491,34166,374,0.989053,10.704900,0.169000,0.984213,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,147.534160,2.260240,3.262160,0.984680,0.977889,11884032.000,10706432.000,10705408.000,0.099091,0.099177,1
sample,13,0,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,40.610000,0.151100,0.996279,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,581.967520,2.231800,3.219500,0.996165,0.994468,15528448.000,10807296.000,10806272.000,0.304032,0.304098,1
sample,13,0,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,41.493400,0.141900,0.996580,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,578.676500,2.100540,3.153580,0.996370,0.994550,15528448.000,10807296.000,10806272.000,0.304032,0.304098,1
sample,13,0,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,41.095600,0.136800,0.996671,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,570.262280,2.164020,3.179020,0.996205,0.994425,15528448.000,10807296.000,10806272.000,0.304032,0.304098,1
sample,13,1,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,40.300200,0.132500,0.996712,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,570.610080,2.152920,3.158660,0.996227,0.994464,15528448.000,10807296.000,10806272.000,0.304032,0.304098,1
sample,13,1,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,40.946600,0.126900,0.996901,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,575.804020,2.219520,3.234740,0.996145,0.994382,15528448.000,10807296.000,10806272.000,0.304032,0.304098,1
sample,13,1,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,41.542700,0.132400,0.996813,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,581.305580,2.107140,3.304780,0.996375,0.994315,15528448.000,10807296.000,10806272.000,0.304032,0.304098,1
sample,13,2,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,40.516300,0.163500,0.995965,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,581.108620,2.277300,3.288640,0.996081,0.994341,15532032.000,10807808.000,10806784.000,0.304160,0.304226,1
sample,13,2,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,41.509000,0.150900,0.996365,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,582.055520,2.230900,3.276160,0.996167,0.994371,15532032.000,10807808.000,10806784.000,0.304160,0.304226,1
sample,13,2,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,41.548400,0.166800,0.995985,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,583.399200,2.299680,3.257240,0.996058,0.994417,15532032.000,10807808.000,10806784.000,0.304160,0.304226,1
sample,13,3,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,40.403500,0.159300,0.996057,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,583.744680,2.283160,3.306240,0.996089,0.994336,15532032.000,10807808.000,10806784.000,0.304160,0.304226,1
sample,13,3,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,41.378200,0.165900,0.995991,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,580.919000,2.175060,3.348240,0.996256,0.994236,15532032.000,10807808.000,10806784.000,0.304160,0.304226,1
sample,13,3,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,41.225900,0.156300,0.996209,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,579.599860,2.264360,3.238840,0.996093,0.994412,15532032.000,10807808.000,10806784.000,0.304160,0.304226,1
summary,all,all,0,1,4.375,4.375,4.375,4.375,0.989550,332.750,332.750,0.000000,0.182225,0.129125,0.272790,665.000,665.000,0.000000,272.000,937.000,665.000,0.000000,19.375,19.375,0.000000,2.973892,2.241683,3.308535,0.244978,0.000000,10664896.000,10671616.000,10671296.000,0.000000,0.000000,8
summary,all,all,0,3,4.375,4.375,4.375,4.375,0.989550,332.750,332.750,0.000000,0.176937,0.126188,0.283412,665.000,665.000,0.000000,816.000,1481.000,1995.000,0.252851,58.125,58.125,0.000000,2.942893,2.236430,3.309712,0.239443,0.000000,10665792.000,10672320.000,10671296.000,0.000000,0.000000,8
summary,all,all,0,8,4.375,4.375,4.375,4.375,0.989550,332.750,332.750,0.000000,0.176225,0.128337,0.270114,665.000,665.000,0.000000,2176.000,2841.000,5320.000,0.461184,155.000,155.000,0.000000,2.944005,2.232498,3.288793,0.241037,0.000000,10665792.000,10672320.000,10671296.000,0.000000,0.000000,8
summary,all,all,32,1,36.375,36.375,4.375,4.375,0.944186,2444.750,332.750,0.864039,0.806650,0.132250,0.836032,5529.000,665.000,0.879880,272.000,5801.000,5529.000,0.000000,1323.375,19.375,0.985436,12.188725,2.207275,3.263628,0.818833,0.732185,10741568.000,10674368.000,10673344.000,0.006256,0.006351,8
summary,all,all,32,3,36.375,36.375,4.375,4.375,0.944186,2444.750,332.750,0.864039,0.818388,0.128375,0.843001,5529.000,665.000,0.879880,816.000,6345.000,16587.000,0.617463,3970.125,58.125,0.985436,12.110993,2.247057,3.249850,0.814370,0.731460,10741568.000,10674368.000,10673344.000,0.006256,0.006351,8
summary,all,all,32,8,36.375,36.375,4.375,4.375,0.944186,2444.750,332.750,0.864039,0.811100,0.127525,0.842855,5529.000,665.000,0.879880,2176.000,7705.000,44232.000,0.825796,10587.000,155.000,0.985436,12.062795,2.212890,3.279483,0.816534,0.728043,10741568.000,10674368.000,10673344.000,0.006256,0.006351,8
summary,all,all,128,1,132.375,132.375,4.375,4.375,0.939701,8780.750,332.750,0.962117,2.705600,0.133362,0.950741,20121.000,665.000,0.966963,272.000,20393.000,20121.000,0.000000,17523.375,19.375,0.998896,39.295167,2.195835,3.241955,0.944120,0.917496,10969408.000,10680512.000,10679488.000,0.026337,0.026430,8
summary,all,all,128,3,132.375,132.375,4.375,4.375,0.939701,8780.750,332.750,0.962117,2.748263,0.129475,0.952914,20121.000,665.000,0.966963,816.000,20937.000,60363.000,0.653148,52570.125,58.125,0.998896,39.157135,2.211270,3.271235,0.943537,0.916467,10969408.000,10680512.000,10679488.000,0.026337,0.026430,8
summary,all,all,128,8,132.375,132.375,4.375,4.375,0.939701,8780.750,332.750,0.962117,2.765938,0.130550,0.952813,20121.000,665.000,0.966963,2176.000,22297.000,160968.000,0.861481,140187.000,155.000,0.998896,39.139525,2.203083,3.259645,0.943708,0.916710,10969408.000,10680512.000,10679488.000,0.026337,0.026430,8
summary,all,all,512,1,516.375,516.375,4.375,4.375,0.938436,34124.750,332.750,0.990250,10.287962,0.141113,0.986292,78489.000,665.000,0.991528,272.000,78761.000,78489.000,0.000000,266643.375,19.375,0.999927,146.582175,2.210033,3.215803,0.984922,0.978060,11881792.000,10706112.000,10705088.000,0.098948,0.099034,8
summary,all,all,512,3,516.375,516.375,4.375,4.375,0.938436,34124.750,332.750,0.990250,10.490237,0.136550,0.986988,78489.000,665.000,0.991528,816.000,79305.000,235467.000,0.663201,799930.125,58.125,0.999927,146.578698,2.208360,3.240120,0.984935,0.977896,11881792.000,10706112.000,10705088.000,0.098948,0.099034,8
summary,all,all,512,8,516.375,516.375,4.375,4.375,0.938436,34124.750,332.750,0.990250,10.518788,0.141275,0.986578,78489.000,665.000,0.991528,2176.000,80665.000,627912.000,0.871535,2133147.000,155.000,0.999927,147.148310,2.212098,3.225518,0.984966,0.978082,11881792.000,10706112.000,10705088.000,0.098948,0.099034,8
summary,all,all,2048,1,2052.375,2052.375,4.375,4.375,0.938110,135500.750,332.750,0.997545,40.396650,0.151975,0.996239,311961.000,665.000,0.997869,272.000,312233.000,311961.000,0.000000,4212243.375,19.375,0.999995,578.447858,2.213515,3.237097,0.996173,0.994404,15529792.000,10807488.000,10806464.000,0.304080,0.304146,8
summary,all,all,2048,3,2052.375,2052.375,4.375,4.375,0.938110,135500.750,332.750,0.997545,41.264862,0.144300,0.996504,311961.000,665.000,0.997869,816.000,312777.000,935883.000,0.665795,12636730.125,58.125,0.999995,579.308385,2.192210,3.241330,0.996216,0.994405,15529792.000,10807488.000,10806464.000,0.304080,0.304146,8
summary,all,all,2048,8,2052.375,2052.375,4.375,4.375,0.938110,135500.750,332.750,0.997545,41.327038,0.145575,0.996478,311961.000,665.000,0.997869,2176.000,314137.000,2495688.000,0.874128,33697947.000,155.000,0.999995,579.935867,2.199972,3.237585,0.996206,0.994417,15529792.000,10807488.000,10806464.000,0.304080,0.304146,8
