best_mode,budget,causal_k,indexed_correct,indexed_loss,indexed_pair_density,indexed_selected_hand,indexed_selected_obstacles,interaction_correct,interaction_loss,interaction_pair_density,interaction_selected_hand,interaction_selected_obstacles,label,learned_correct,learned_is_oracle,learned_loss,learned_pair_density,learned_selected_hand,learned_selected_obstacles,oracle_correct,oracle_loss,proximity_correct,proximity_loss,proximity_pair_density,proximity_selected_hand,proximity_selected_obstacles,sample_index,seed,split,static_mode_from_validation,teacher_is_oracle,total_objects_n
proximity,4,32,0,1.1225,0.0,1,0,0,1.133412,0.0,1,2,2,0,0,1.139869,1.0,1,2,0,1.121537,0,1.121537,1.0,1,2,68,17,test,proximity,0,2048
proximity,4,32,1,0.812533,0.0,1,0,1,0.728408,1.0,1,2,0,1,0,0.728408,1.0,1,2,1,0.712745,1,0.712745,0.0,1,2,69,17,test,proximity,0,2048
indexed,4,32,1,0.832419,0.0,1,0,1,0.849643,1.0,1,2,1,1,0,0.849643,1.0,1,2,1,0.832419,1,0.850896,1.0,1,2,70,17,test,proximity,0,2048
learned,4,32,1,1.05907,0.0,1,0,0,1.042029,1.0,1,2,2,0,1,1.041528,0.0,1,2,0,1.041528,0,1.042029,1.0,1,2,71,17,test,proximity,0,2048
interaction,4,32,1,0.682711,0.0,1,0,1,0.588062,0.0,1,2,0,1,0,0.588062,0.0,1,2,1,0.588062,1,0.605232,0.666667,0,3,72,17,test,proximity,1,2048
proximity,4,32,1,0.71575,0.0,1,0,1,0.718304,1.0,1,2,1,1,0,0.718876,1.0,1,2,1,0.700333,1,0.700333,0.0,0,3,73,17,test,proximity,0,2048
interaction,4,32,0,1.045862,0.0,1,0,0,1.017289,1.0,1,2,2,0,0,1.017289,1.0,1,2,0,1.017289,0,1.017809,0.333333,0,3,74,17,test,proximity,1,2048
proximity,4,32,1,0.562547,0.0,1,0,1,0.526933,1.0,1,2,0,1,0,0.526933,1.0,1,2,1,0.525041,1,0.525041,1.0,1,2,75,17,test,proximity,0,2048
indexed,4,32,1,0.848447,0.0,1,0,1,0.891483,1.0,1,2,1,1,0,0.891483,1.0,1,2,1,0.848447,1,0.862251,1.0,0,3,76,17,test,proximity,0,2048
learned,4,32,0,1.069382,0.0,1,0,0,1.045716,1.0,1,2,2,0,1,1.044789,1.0,1,2,0,1.044789,0,1.059717,0.333333,0,3,77,17,test,proximity,0,2048
interaction,4,32,1,0.660769,0.0,1,0,1,0.583607,1.0,1,2,0,1,0,0.601704,1.0,1,2,1,0.583607,1,0.584939,0.333333,0,3,78,17,test,proximity,1,2048
interaction,4,32,1,0.714476,0.0,1,0,1,0.711376,1.0,1,2,1,1,0,0.711376,1.0,1,2,1,0.711376,1,0.715389,1.0,1,2,79,17,test,proximity,1,2048
interaction,4,32,0,1.072574,0.0,1,0,0,1.055482,1.0,1,2,2,0,0,1.055482,1.0,1,2,0,1.055482,0,1.061017,0.333333,0,3,80,17,test,proximity,1,2048
indexed,4,32,0,1.645676,0.0,1,0,0,1.657665,1.0,1,2,0,0,0,1.657665,1.0,1,2,0,1.645676,0,1.696451,1.0,0,3,81,17,test,proximity,0,2048
indexed,4,32,1,0.997153,0.0,1,0,0,1.050141,1.0,1,2,1,0,0,1.050141,1.0,1,2,1,0.997153,0,1.025695,0.666667,0,3,82,17,test,proximity,0,2048
interaction,4,32,0,1.049918,0.0,1,0,1,1.031719,1.0,1,2,2,1,0,1.031719,1.0,1,2,1,1.031719,0,1.03199,1.0,0,2,83,17,test,proximity,1,2048
proximity,4,32,1,0.568015,0.0,1,0,1,0.528483,1.0,1,2,0,1,0,0.528483,1.0,1,2,1,0.527315,1,0.527315,1.0,1,2,84,17,test,proximity,0,2048
indexed,4,32,1,0.929878,0.0,1,0,1,0.977203,1.0,1,2,1,1,0,0.977203,1.0,1,2,1,0.929878,1,0.946137,1.0,0,3,85,17,test,proximity,0,2048
interaction,4,32,0,1.076289,0.0,1,0,0,1.065954,1.0,1,2,2,0,0,1.065954,1.0,1,2,0,1.065954,0,1.074422,1.0,0,3,86,17,test,proximity,1,2048
interaction,4,32,1,0.561958,0.0,1,0,1,0.501824,1.0,1,2,0,1,0,0.501824,1.0,1,2,1,0.501824,1,0.501824,1.0,1,2,87,17,test,proximity,1,2048
indexed,4,32,1,0.864563,0.0,1,0,1,0.912505,1.0,1,2,1,1,0,0.912505,1.0,1,2,1,0.864563,1,0.881369,1.0,0,3,88,17,test,proximity,0,2048
interaction,4,32,0,1.052502,0.0,1,0,0,1.030725,1.0,1,2,2,0,0,1.030725,1.0,1,2,0,1.030725,0,1.041567,1.0,0,2,89,17,test,proximity,1,2048
proximity,4,32,0,1.762223,0.0,1,0,0,1.74251,1.0,1,2,0,0,0,1.74251,1.0,1,2,0,1.700141,0,1.700141,0.333333,0,3,0,19,test,proximity,0,2048
proximity,4,32,1,0.917131,0.0,1,0,1,0.855228,1.0,1,2,1,1,0,0.855228,1.0,1,2,1,0.854065,1,0.854065,1.0,0,2,1,19,test,proximity,0,2048
indexed,4,32,0,1.087601,0.0,1,0,0,1.108448,0.0,1,2,2,0,0,1.108448,0.0,1,2,0,1.087601,0,1.14232,1.0,0,2,2,19,test,proximity,0,2048
indexed,4,32,1,0.44945,0.0,1,0,1,0.46137,1.0,1,2,0,1,0,0.46137,1.0,1,2,1,0.44945,1,0.449994,1.0,1,2,3,19,test,proximity,0,2048
proximity,4,32,1,0.833957,0.0,1,0,1,0.802622,1.0,1,2,1,1,0,0.802622,1.0,1,2,1,0.797073,1,0.797073,0.333333,0,3,4,19,test,proximity,0,2048
interaction,4,32,1,1.081452,0.0,1,0,0,1.033899,0.0,1,2,2,0,0,1.033899,0.0,1,2,0,1.033899,0,1.037635,0.333333,0,3,5,19,test,proximity,1,2048
proximity,4,32,1,0.453418,0.0,1,0,1,0.44477,1.0,1,2,0,1,0,0.44477,1.0,1,2,1,0.441851,1,0.441851,1.0,0,3,6,19,test,proximity,0,2048
proximity,4,32,1,0.89082,0.0,1,0,1,0.844829,1.0,1,2,1,1,0,0.844829,1.0,1,2,1,0.839931,1,0.839931,0.0,0,2,7,19,test,proximity,0,2048
indexed,4,32,0,0.960977,0.0,1,0,0,0.982549,1.0,1,2,2,0,0,0.982549,1.0,1,2,0,0.960977,0,1.039063,0.666667,0,3,8,19,test,proximity,0,2048
interaction,4,32,1,0.438016,0.0,1,0,1,0.414843,1.0,1,2,0,1,0,0.414843,1.0,1,2,1,0.414843,1,0.427527,0.333333,0,3,9,19,test,proximity,1,2048
proximity,4,32,1,0.855445,0.0,1,0,1,0.826173,0.0,1,2,1,1,0,0.826173,0.0,1,2,1,0.821329,1,0.821329,1.0,1,2,10,19,test,proximity,0,2048
interaction,4,32,0,1.107765,0.0,1,0,0,1.086585,1.0,1,2,2,0,0,1.086703,1.0,1,2,0,1.086585,0,1.112519,0.666667,0,3,11,19,test,proximity,1,2048
indexed,4,32,1,0.96943,0.0,1,0,0,1.098157,1.0,1,2,0,0,0,1.098157,1.0,1,2,1,0.96943,0,1.169922,0.666667,0,3,12,19,test,proximity,0,2048
interaction,4,32,1,0.824731,0.0,1,0,1,0.808994,1.0,1,2,1,1,0,0.808994,1.0,1,2,1,0.808994,1,0.809306,1.0,1,2,13,19,test,proximity,1,2048
interaction,4,32,0,1.355716,0.0,1,0,0,1.281752,0.0,1,2,2,0,0,1.281752,0.0,1,2,0,1.281752,0,1.300094,1.0,1,2,14,19,test,proximity,1,2048
indexed,4,32,1,0.542824,0.0,1,0,1,0.593942,1.0,1,2,0,1,0,0.593942,1.0,1,2,1,0.542824,1,0.62668,1.0,0,3,15,19,test,proximity,0,2048
proximity,4,32,0,1.375443,0.0,1,0,0,1.259841,1.0,1,2,1,0,0,1.259841,1.0,1,2,0,1.2133,0,1.2133,1.0,1,2,16,19,test,proximity,0,2048
learned,4,32,0,1.210078,0.0,1,0,0,1.110325,1.0,1,2,2,0,1,1.106744,0.0,1,2,0,1.106744,0,1.128562,0.0,1,2,17,19,test,proximity,0,2048
proximity,4,32,0,1.697872,0.0,1,0,0,1.700772,1.0,1,2,0,0,0,1.700772,1.0,1,2,0,1.651284,0,1.651284,0.0,0,2,18,19,test,proximity,0,2048
proximity,4,32,1,0.862493,0.0,1,0,1,0.836578,1.0,1,2,1,1,0,0.836578,1.0,1,2,1,0.829703,1,0.829703,1.0,1,2,19,19,test,proximity,0,2048
interaction,4,32,0,1.227526,0.0,1,0,0,1.124665,1.0,1,2,2,0,0,1.124665,1.0,1,2,0,1.124665,0,1.126548,0.0,1,2,20,19,test,proximity,1,2048
indexed,4,32,0,1.533304,0.0,1,0,0,1.560811,1.0,1,2,0,0,0,1.555822,1.0,1,2,0,1.533304,0,1.555722,0.333333,0,3,21,19,test,proximity,0,2048
proximity,4,32,0,1.239575,0.0,1,0,1,1.052948,1.0,1,2,1,1,0,1.052963,1.0,1,2,1,1.014848,1,1.014848,0.333333,0,3,22,19,test,proximity,0,2048
indexed,4,32,0,0.962231,0.0,1,0,0,0.997257,1.0,1,2,2,0,0,0.997257,1.0,1,2,0,0.962231,0,1.023978,1.0,0,3,23,19,test,proximity,0,2048
proximity,4,32,0,1.625246,0.0,1,0,0,1.639074,0.0,1,2,0,0,0,1.637978,1.0,1,2,0,1.606672,0,1.606672,1.0,0,3,24,19,test,proximity,0,2048
proximity,4,32,0,1.095734,0.0,1,0,1,0.972158,1.0,1,2,1,1,0,0.972158,1.0,1,2,1,0.938835,1,0.938835,1.0,0,3,25,19,test,proximity,0,2048
interaction,4,32,0,1.281923,0.0,1,0,0,1.23863,1.0,1,2,2,0,0,1.23863,1.0,1,2,0,1.23863,0,1.297055,0.0,0,2,26,19,test,proximity,1,2048
indexed,4,32,0,1.612353,0.0,1,0,0,1.66001,1.0,1,2,0,0,0,1.66001,1.0,1,2,0,1.612353,0,1.616857,1.0,0,3,27,19,test,proximity,0,2048
proximity,4,32,0,1.078818,0.0,1,0,1,0.993118,1.0,1,2,1,1,0,0.96629,0.0,1,2,1,0.927525,1,0.927525,0.666667,0,3,28,19,test,proximity,0,2048
interaction,4,32,0,1.006161,0.0,1,0,0,0.990606,1.0,1,2,2,0,0,0.992416,1.0,1,2,0,0.990606,0,1.001981,1.0,0,3,29,19,test,proximity,1,2048
indexed,4,32,1,0.852686,0.0,1,0,1,1.02886,1.0,1,2,0,1,0,1.02886,1.0,1,2,1,0.852686,0,1.070977,0.666667,0,3,30,19,test,proximity,0,2048
proximity,4,32,1,0.876799,0.0,1,0,1,0.836839,1.0,1,2,1,1,0,0.826537,0.0,1,2,1,0.826146,1,0.826146,1.0,0,2,31,19,test,proximity,0,2048
indexed,4,32,0,0.939298,0.0,1,0,0,0.943889,1.0,1,2,2,0,0,0.943889,1.0,1,2,0,0.939298,0,0.975494,0.666667,0,3,32,19,test,proximity,0,2048
indexed,4,32,0,1.248402,0.0,1,0,0,1.356291,1.0,1,2,0,0,0,1.374454,0.0,1,2,0,1.248402,0,1.354968,1.0,0,3,33,19,test,proximity,0,2048
proximity,4,32,1,0.82946,0.0,1,0,1,0.814778,0.0,1,2,1,1,0,0.81499,1.0,1,2,1,0.798934,1,0.798934,1.0,0,3,34,19,test,proximity,0,2048
interaction,4,32,1,1.017516,0.0,1,0,1,0.983954,1.0,1,2,2,1,0,0.983954,1.0,1,2,1,0.983954,0,1.018873,1.0,0,3,35,19,test,proximity,1,2048
indexed,4,32,1,0.692361,0.0,1,0,1,0.79233,1.0,1,2,0,1,0,0.797668,1.0,1,2,1,0.692361,1,0.83211,1.0,1,2,36,19,test,proximity,0,2048
proximity,4,32,1,0.910251,0.0,1,0,1,0.877725,1.0,1,2,1,1,0,0.877725,1.0,1,2,1,0.856161,1,0.856161,1.0,0,3,37,19,test,proximity,0,2048
indexed,4,32,0,0.984426,0.0,1,0,0,1.019783,0.0,1,2,2,0,0,1.024253,1.0,1,2,0,0.984426,0,1.055919,0.666667,0,3,38,19,test,proximity,0,2048
proximity,4,32,0,1.729851,0.0,1,0,0,1.730681,1.0,1,2,0,0,0,1.730681,1.0,1,2,0,1.685201,0,1.685201,0.666667,0,3,39,19,test,proximity,0,2048
proximity,4,32,1,0.86026,0.0,1,0,1,0.818658,1.0,1,2,1,1,0,0.818658,1.0,1,2,1,0.809769,1,0.809769,1.0,0,3,40,19,test,proximity,0,2048
proximity,4,32,0,1.32254,0.0,1,0,0,1.261238,1.0,1,2,2,0,0,1.261238,1.0,1,2,0,1.261179,0,1.261179,1.0,1,2,41,19,test,proximity,0,2048
proximity,4,32,0,1.700905,0.0,1,0,0,1.707178,1.0,1,2,0,0,0,1.707178,1.0,1,2,0,1.67506,0,1.67506,1.0,0,3,42,19,test,proximity,0,2048
proximity,4,32,0,1.469766,0.0,1,0,0,1.303507,1.0,1,2,1,0,0,1.303507,1.0,1,2,0,1.190942,0,1.190942,1.0,0,3,43,19,test,proximity,0,2048
interaction,4,32,0,1.146292,0.0,1,0,1,1.079722,1.0,1,2,2,1,0,1.079722,1.0,1,2,1,1.079722,0,1.088638,0.0,1,2,44,19,test,proximity,1,2048
indexed,4,32,1,0.961638,0.0,1,0,0,1.109271,0.0,1,2,0,0,0,1.109271,0.0,1,2,1,0.961638,0,1.194116,1.0,0,3,45,19,test,proximity,0,2048
proximity,4,32,0,1.403559,0.0,1,0,0,1.255939,1.0,1,2,1,0,0,1.255939,1.0,1,2,0,1.142542,0,1.142542,1.0,0,3,46,19,test,proximity,0,2048
proximity,4,32,0,1.38485,0.0,1,0,0,1.37988,1.0,1,2,2,0,0,1.37988,1.0,1,2,0,1.336386,0,1.336386,0.666667,0,3,47,19,test,proximity,0,2048
indexed,4,32,1,0.649087,0.0,1,0,1,0.788203,1.0,1,2,0,1,0,0.788203,1.0,1,2,1,0.649087,1,0.821829,0.333333,0,3,48,19,test,proximity,0,2048
proximity,4,32,1,1.046206,0.0,1,0,1,0.9322,1.0,1,2,1,1,0,0.928944,1.0,1,2,1,0.89765,1,0.89765,1.0,0,3,49,19,test,proximity,0,2048
interaction,4,32,0,1.299171,0.0,1,0,0,1.213562,1.0,1,2,2,0,0,1.213562,1.0,1,2,0,1.213562,0,1.225398,1.0,1,2,50,19,test,proximity,1,2048
indexed,4,32,1,0.5712,0.0,1,0,1,0.625669,1.0,1,2,0,1,0,0.625669,1.0,1,2,1,0.5712,1,0.630549,1.0,1,2,51,19,test,proximity,0,2048
proximity,4,32,1,1.024334,0.0,1,0,1,0.939297,1.0,1,2,1,1,0,0.939297,1.0,1,2,1,0.906134,1,0.906134,1.0,0,3,52,19,test,proximity,0,2048
indexed,4,32,0,0.937261,0.0,1,0,0,0.950353,1.0,1,2,2,0,0,0.950353,1.0,1,2,0,0.937261,0,0.989978,0.333333,0,3,53,19,test,proximity,0,2048
indexed,4,32,1,1.001579,0.0,1,0,0,1.164254,1.0,1,2,0,0,0,1.164254,1.0,1,2,1,1.001579,0,1.173962,1.0,1,2,54,19,test,proximity,0,2048
proximity,4,32,1,0.836327,0.0,1,0,1,0.822363,1.0,1,2,1,1,0,0.822363,1.0,1,2,1,0.817087,1,0.817087,0.0,1,2,55,19,test,proximity,0,2048
proximity,4,32,0,1.283235,0.0,1,0,0,1.21921,1.0,1,2,2,0,0,1.21921,1.0,1,2,0,1.201672,0,1.201672,1.0,1,2,56,19,test,proximity,0,2048
indexed,4,32,1,0.44777,0.0,1,0,1,0.472537,1.0,1,2,0,1,0,0.472537,1.0,1,2,1,0.44777,1,0.478723,0.333333,0,3,57,19,test,proximity,0,2048
proximity,4,32,0,1.306429,0.0,1,0,0,1.109472,1.0,1,2,1,0,0,1.101464,1.0,1,2,1,1.043562,1,1.043562,1.0,0,3,58,19,test,proximity,0,2048
interaction,4,32,0,1.316719,0.0,1,0,0,1.285069,1.0,1,2,2,0,0,1.285069,1.0,1,2,0,1.285069,0,1.28556,0.0,0,3,59,19,test,proximity,1,2048
indexed,4,32,1,0.481381,0.0,1,0,1,0.508273,1.0,1,2,0,1,0,0.508273,1.0,1,2,1,0.481381,1,0.497336,0.0,1,2,60,19,test,proximity,0,2048
learned,4,32,0,1.093639,0.0,1,0,1,1.004783,1.0,1,2,1,1,1,0.999346,1.0,1,2,1,0.999346,1,1.005482,0.0,1,2,61,19,test,proximity,0,2048
indexed,4,32,0,0.962403,0.0,1,0,0,0.976807,1.0,1,2,2,0,0,0.976807,1.0,1,2,0,0.962403,0,0.966611,0.0,1,2,62,19,test,proximity,0,2048
indexed,4,32,1,1.067373,0.0,1,0,0,1.256073,1.0,1,2,0,0,0,1.255582,0.0,1,2,1,1.067373,0,1.249529,0.666667,0,3,63,19,test,proximity,0,2048
proximity,4,32,1,0.819381,0.0,1,0,1,0.80319,1.0,1,2,1,1,0,0.80319,1.0,1,2,1,0.801635,1,0.801635,1.0,1,2,64,19,test,proximity,0,2048
indexed,4,32,0,0.94955,0.0,1,0,0,0.954338,1.0,1,2,2,0,0,0.954338,1.0,1,2,0,0.94955,0,0.990447,1.0,0,3,65,19,test,proximity,0,2048
interaction,4,32,1,0.461279,0.0,1,0,1,0.453428,1.0,1,2,0,1,0,0.453428,1.0,1,2,1,0.453428,1,0.455695,0.666667,0,3,66,19,test,proximity,1,2048
interaction,4,32,1,0.938623,0.0,1,0,1,0.904974,0.0,1,2,1,1,0,0.904974,0.0,1,2,1,0.904974,1,0.907413,1.0,1,2,67,19,test,proximity,1,2048
interaction,4,32,0,1.063207,0.0,1,0,0,1.050062,1.0,1,2,2,0,0,1.050062,1.0,1,2,0,1.050062,0,1.094696,1.0,0,3,68,19,test,proximity,1,2048
indexed,4,32,1,0.441522,0.0,1,0,1,0.464194,1.0,1,2,0,1,0,0.466392,1.0,1,2,1,0.441522,1,0.471651,1.0,0,3,69,19,test,proximity,0,2048
proximity,4,32,1,0.930079,0.0,1,0,1,0.886456,1.0,1,2,1,1,0,0.886456,1.0,1,2,1,0.88499,1,0.88499,1.0,1,2,70,19,test,proximity,0,2048
learned,4,32,0,1.271737,0.0,1,0,0,1.179533,1.0,1,2,2,0,1,1.17875,0.0,1,2,0,1.17875,0,1.179533,1.0,1,2,71,19,test,proximity,0,2048
indexed,4,32,1,0.525354,0.0,1,0,1,0.560198,1.0,1,2,0,1,0,0.56017,1.0,1,2,1,0.525354,1,0.564529,0.0,1,2,72,19,test,proximity,0,2048
proximity,4,32,1,0.817973,0.0,1,0,1,0.800215,1.0,1,2,1,1,0,0.800179,1.0,1,2,1,0.787201,1,0.787201,0.0,0,3,73,19,test,proximity,0,2048
interaction,4,32,0,1.099515,0.0,1,0,0,1.081305,1.0,1,2,2,0,0,1.081305,1.0,1,2,0,1.081305,0,1.09686,0.333333,0,3,74,19,test,proximity,1,2048
indexed,4,32,1,0.532472,0.0,1,0,1,0.601841,1.0,1,2,0,1,0,0.601841,1.0,1,2,1,0.532472,1,0.651553,0.666667,0,3,75,19,test,proximity,0,2048
proximity,4,32,1,0.874848,0.0,1,0,1,0.865397,1.0,1,2,1,1,0,0.865397,1.0,1,2,1,0.857019,1,0.857019,1.0,1,2,76,19,test,proximity,0,2048
indexed,4,32,0,0.961172,0.0,1,0,0,0.97715,1.0,1,2,2,0,0,0.97337,1.0,1,2,0,0.961172,0,1.014147,0.333333,0,3,77,19,test,proximity,0,2048
proximity,4,32,0,1.692982,0.0,1,0,0,1.692981,0.0,1,2,0,0,0,1.692981,0.0,1,2,0,1.649564,0,1.649564,1.0,0,3,78,19,test,proximity,0,2048
interaction,4,32,1,0.815753,0.0,1,0,1,0.795134,1.0,1,2,1,1,0,0.795134,1.0,1,2,1,0.795134,1,0.797447,1.0,1,2,79,19,test,proximity,1,2048
interaction,4,32,0,0.927599,0.0,1,0,0,0.919467,1.0,1,2,2,0,0,0.919467,1.0,1,2,0,0.919467,0,0.954699,0.333333,0,3,80,19,test,proximity,1,2048
indexed,4,32,1,0.706075,0.0,1,0,1,0.832626,1.0,1,2,0,1,0,0.832626,1.0,1,2,1,0.706075,1,0.9105,1.0,0,3,81,19,test,proximity,0,2048
proximity,4,32,0,1.190058,0.0,1,0,1,1.069856,1.0,1,2,1,1,0,1.069856,1.0,1,2,1,0.979767,1,0.979767,0.666667,0,3,82,19,test,proximity,0,2048
indexed,4,32,0,1.178986,0.0,1,0,0,1.185107,1.0,1,2,2,0,0,1.185107,1.0,1,2,0,1.178986,0,1.192235,1.0,0,2,83,19,test,proximity,0,2048
indexed,4,32,1,0.599915,0.0,1,0,1,0.726355,1.0,1,2,0,1,0,0.726355,1.0,1,2,1,0.599915,1,0.690929,1.0,1,2,84,19,test,proximity,0,2048
proximity,4,32,1,0.848157,0.0,1,0,1,0.81411,1.0,1,2,1,1,0,0.81411,1.0,1,2,1,0.806043,1,0.806043,1.0,0,3,85,19,test,proximity,0,2048
indexed,4,32,0,0.946104,0.0,1,0,0,0.959521,1.0,1,2,2,0,0,0.959521,1.0,1,2,0,0.946104,0,1.009923,1.0,0,3,86,19,test,proximity,0,2048
indexed,4,32,1,0.559567,0.0,1,0,1,0.595455,1.0,1,2,0,1,0,0.595455,1.0,1,2,1,0.559567,1,0.657001,0.666667,0,3,87,19,test,proximity,0,2048
proximity,4,32,1,1.000308,0.0,1,0,1,0.93656,1.0,1,2,1,1,0,0.93656,1.0,1,2,1,0.891451,1,0.891451,1.0,0,3,88,19,test,proximity,0,2048
indexed,4,32,0,1.061207,0.0,1,0,0,1.088362,1.0,1,2,2,0,0,1.088362,1.0,1,2,0,1.061207,0,1.120456,1.0,0,2,89,19,test,proximity,0,2048
proximity,4,32,0,1.386504,0.0,1,0,0,1.352309,1.0,1,2,0,0,0,1.352309,1.0,1,2,0,1.234262,0,1.234262,0.666667,0,3,0,23,test,learned,0,2048
interaction,4,32,0,1.00389,0.0,1,0,1,0.959694,1.0,1,2,1,1,0,0.961486,1.0,1,2,1,0.959694,1,0.98018,1.0,0,2,1,23,test,learned,1,2048
indexed,4,32,1,0.932471,0.0,1,0,0,1.016292,1.0,1,2,2,0,0,1.016292,1.0,1,2,1,0.932471,0,1.059481,0.666667,0,3,2,23,test,learned,0,2048
proximity,4,32,1,0.804358,0.0,1,0,1,0.69238,1.0,1,2,0,1,0,0.69238,1.0,1,2,1,0.668148,1,0.668148,1.0,0,3,3,23,test,learned,0,2048
proximity,4,32,0,0.973964,0.0,1,0,1,0.937955,1.0,1,2,1,1,0,0.937955,1.0,1,2,1,0.9065,1,0.9065,0.333333,0,3,4,23,test,learned,0,2048
indexed,4,32,1,0.915149,0.0,1,0,1,0.98217,1.0,1,2,2,1,0,0.98217,1.0,1,2,1,0.915149,1,1.057908,1.0,0,3,5,23,test,learned,0,2048
learned,4,32,1,0.715996,0.0,1,0,1,0.647209,1.0,1,2,0,1,1,0.646179,0.0,1,2,1,0.646179,1,0.666423,1.0,0,2,6,23,test,learned,0,2048
interaction,4,32,0,1.034072,0.0,1,0,1,0.982349,1.0,1,2,1,1,0,0.982349,1.0,1,2,1,0.982349,1,1.003061,0.0,0,2,7,23,test,learned,1,2048
indexed,4,32,1,0.92162,0.0,1,0,0,1.041252,1.0,1,2,2,0,0,1.041252,1.0,1,2,1,0.92162,0,1.046407,1.0,0,2,8,23,test,learned,0,2048
proximity,4,32,0,1.305056,0.0,1,0,0,1.182053,0.0,1,2,0,0,0,1.182053,0.0,1,2,0,1.061623,0,1.061623,0.333333,0,3,9,23,test,learned,0,2048
interaction,4,32,0,1.009438,0.0,1,0,1,0.952421,0.0,1,2,1,1,0,0.952421,0.0,1,2,1,0.952421,1,0.96314,1.0,1,2,10,23,test,learned,1,2048
indexed,4,32,1,0.914356,0.0,1,0,1,0.972834,1.0,1,2,2,1,0,0.972834,1.0,1,2,1,0.914356,1,0.97879,1.0,1,2,11,23,test,learned,0,2048
interaction,4,32,1,0.831122,0.0,1,0,1,0.712844,1.0,1,2,0,1,0,0.712844,1.0,1,2,1,0.712844,1,0.715406,1.0,1,2,12,23,test,learned,1,2048
indexed,4,32,0,1.177482,0.0,1,0,0,1.22624,1.0,1,2,1,0,0,1.22624,1.0,1,2,0,1.177482,0,1.242152,1.0,0,3,13,23,test,learned,0,2048
indexed,4,32,1,0.940051,0.0,1,0,0,0.992269,1.0,1,2,2,0,0,0.992269,1.0,1,2,1,0.940051,0,1.028983,1.0,0,3,14,23,test,learned,0,2048
proximity,4,32,1,0.971487,0.0,1,0,1,0.793392,1.0,1,2,0,1,0,0.795475,0.0,1,2,1,0.739612,1,0.739612,0.333333,0,3,15,23,test,learned,0,2048
indexed,4,32,0,1.206813,0.0,1,0,0,1.27325,1.0,1,2,1,0,0,1.27325,1.0,1,2,0,1.206813,0,1.289332,1.0,1,2,16,23,test,learned,0,2048
indexed,4,32,1,0.885885,0.0,1,0,1,0.925191,1.0,1,2,2,1,0,0.922143,0.0,1,2,1,0.885885,1,0.937643,0.0,1,2,17,23,test,learned,0,2048
proximity,4,32,0,1.461556,0.0,1,0,0,1.430554,1.0,1,2,0,0,0,1.430554,1.0,1,2,0,1.396141,0,1.396141,0.0,0,2,18,23,test,learned,0,2048
interaction,4,32,0,0.956554,0.0,1,0,1,0.910001,1.0,1,2,1,1,0,0.910393,1.0,1,2,1,0.910001,1,0.915746,1.0,1,2,19,23,test,learned,1,2048
indexed,4,32,1,0.930147,0.0,1,0,0,1.025834,1.0,1,2,2,0,0,1.025834,1.0,1,2,1,0.930147,0,1.082098,0.333333,0,3,20,23,test,learned,0,2048
interaction,4,32,1,0.746797,0.0,1,0,1,0.671604,1.0,1,2,0,1,0,0.671604,1.0,1,2,1,0.671604,1,0.683948,0.0,0,2,21,23,test,learned,1,2048
indexed,4,32,0,1.157418,0.0,1,0,0,1.204444,1.0,1,2,1,0,0,1.20452,1.0,1,2,0,1.157418,0,1.286057,0.333333,0,3,22,23,test,learned,0,2048
indexed,4,32,1,0.934193,0.0,1,0,0,1.020028,1.0,1,2,2,0,0,1.020028,1.0,1,2,1,0.934193,0,1.058561,1.0,0,3,23,23,test,learned,0,2048
interaction,4,32,0,1.329929,0.0,1,0,0,1.264934,1.0,1,2,0,0,0,1.264934,1.0,1,2,0,1.264934,0,1.265219,0.0,1,2,24,23,test,learned,1,2048
indexed,4,32,0,1.116033,0.0,1,0,0,1.123442,1.0,1,2,1,0,0,1.123442,1.0,1,2,0,1.116033,0,1.204203,1.0,0,3,25,23,test,learned,0,2048
indexed,4,32,1,0.924112,0.0,1,0,0,0.989329,1.0,1,2,2,0,0,0.989329,1.0,1,2,1,0.924112,0,0.993099,1.0,1,2,26,23,test,learned,0,2048
proximity,4,32,1,0.725104,0.0,1,0,1,0.645863,1.0,1,2,0,1,0,0.645863,1.0,1,2,1,0.644547,1,0.644547,1.0,1,2,27,23,test,learned,0,2048
interaction,4,32,0,1.103048,0.0,1,0,0,1.059917,1.0,1,2,1,0,0,1.060884,1.0,1,2,0,1.059917,0,1.136998,0.666667,0,3,28,23,test,learned,1,2048
indexed,4,32,1,0.928481,0.0,1,0,0,0.988101,1.0,1,2,2,0,0,0.988101,1.0,1,2,1,0.928481,0,1.002998,0.0,1,2,29,23,test,learned,0,2048
proximity,4,32,1,0.725268,0.0,1,0,1,0.64776,1.0,1,2,0,1,0,0.64776,1.0,1,2,1,0.629023,1,0.629023,0.666667,0,3,30,23,test,learned,0,2048
interaction,4,32,0,1.07992,0.0,1,0,0,1.040661,0.0,1,2,1,0,0,1.040661,0.0,1,2,0,1.040661,0,1.08285,1.0,0,3,31,23,test,learned,1,2048
indexed,4,32,1,0.926146,0.0,1,0,0,0.989824,1.0,1,2,2,0,0,0.989824,1.0,1,2,1,0.926146,0,1.027359,1.0,0,3,32,23,test,learned,0,2048
proximity,4,32,1,0.815832,0.0,1,0,1,0.700953,0.0,1,2,0,1,0,0.698156,1.0,1,2,1,0.670676,1,0.670676,1.0,0,3,33,23,test,learned,0,2048
