best_mode,budget,causal_k,indexed_correct,indexed_loss,indexed_pair_density,indexed_selected_hand,indexed_selected_obstacles,interaction_correct,interaction_loss,interaction_pair_density,interaction_selected_hand,interaction_selected_obstacles,label,learned_correct,learned_is_oracle,learned_loss,learned_pair_density,learned_selected_hand,learned_selected_obstacles,oracle_correct,oracle_loss,proximity_correct,proximity_loss,proximity_pair_density,proximity_selected_hand,proximity_selected_obstacles,sample_index,seed,split,static_mode_from_validation,teacher_is_oracle,total_objects_n
indexed,4,8,0,1.69616,0.0,1,0,0,1.737882,1.0,1,2,0,0,0,1.737882,1.0,1,2,0,1.69616,0,1.732774,0.0,1,2,0,11,test,interaction,0,2048
proximity,4,8,1,0.729806,0.0,1,0,1,0.707778,1.0,1,2,1,1,0,0.707778,1.0,1,2,1,0.703496,1,0.703496,0.666667,0,3,1,11,test,interaction,0,2048
proximity,4,8,0,1.029,0.0,1,0,0,1.001306,0.0,1,2,2,0,0,1.001306,0.0,1,2,0,0.969722,0,0.969722,0.0,1,1,2,11,test,interaction,0,2048
learned,4,8,1,0.890751,0.0,1,0,1,0.84795,1.0,1,2,0,1,1,0.839857,0.0,1,2,1,0.839857,1,0.887233,0.0,0,2,3,11,test,interaction,0,2048
proximity,4,8,1,0.749989,0.0,1,0,1,0.72275,1.0,1,2,1,1,0,0.722998,0.0,1,2,1,0.721351,1,0.721351,0.0,1,2,4,11,test,interaction,0,2048
indexed,4,8,0,1.114242,0.0,1,0,0,1.115624,0.0,1,2,2,0,0,1.115624,0.0,1,2,0,1.114242,0,1.115624,0.0,1,2,5,11,test,interaction,0,2048
proximity,4,8,0,1.717505,0.0,1,0,0,1.725387,1.0,1,2,0,0,0,1.709013,0.0,1,2,0,1.663253,0,1.663253,0.0,0,2,6,11,test,interaction,0,2048
indexed,4,8,0,1.189965,0.0,1,0,0,1.247266,1.0,1,2,1,0,0,1.244754,1.0,1,2,0,1.189965,0,1.24207,0.0,1,1,7,11,test,interaction,0,2048
proximity,4,8,0,1.087826,0.0,1,0,0,1.148495,0.0,1,2,2,0,0,1.148495,0.0,1,2,0,1.073086,0,1.073086,0.0,0,3,8,11,test,interaction,0,2048
proximity,4,8,1,0.597035,0.0,1,0,1,0.588105,1.0,1,2,0,1,0,0.588105,1.0,1,2,1,0.561978,1,0.561978,0.0,0,3,9,11,test,interaction,0,2048
interaction,4,8,1,0.786405,0.0,1,0,1,0.718958,1.0,1,2,1,1,0,0.718958,1.0,1,2,1,0.718958,1,0.728597,0.0,1,2,10,11,test,interaction,1,2048
proximity,4,8,0,1.122974,0.0,1,0,0,1.12474,0.0,1,2,2,0,0,1.12474,0.0,1,2,0,1.112017,0,1.112017,0.0,0,2,11,11,test,interaction,0,2048
indexed,4,8,0,1.599073,0.0,1,0,0,1.638627,1.0,1,2,0,0,0,1.638627,1.0,1,2,0,1.599073,0,1.612199,0.333333,0,3,12,11,test,interaction,0,2048
interaction,4,8,1,0.706757,0.0,1,0,1,0.697221,1.0,1,2,1,1,0,0.699518,0.0,1,2,1,0.697221,1,0.708034,0.333333,0,3,13,11,test,interaction,1,2048
indexed,4,8,0,1.114633,0.0,1,0,0,1.130074,0.0,1,2,2,0,0,1.130074,0.0,1,2,0,1.114633,0,1.130074,0.0,1,2,14,11,test,interaction,0,2048
learned,4,8,1,0.617742,0.0,1,0,1,0.617195,0.0,1,2,0,1,1,0.606865,0.0,1,2,1,0.606865,1,0.649363,0.0,0,2,15,11,test,interaction,0,2048
proximity,4,8,1,0.716399,0.0,1,0,1,0.684765,1.0,1,2,1,1,0,0.684376,1.0,1,2,1,0.675048,1,0.675048,1.0,0,2,16,11,test,interaction,0,2048
proximity,4,8,0,1.11316,0.0,1,0,0,1.105415,0.0,1,2,2,0,0,1.105415,0.0,1,2,0,1.093109,0,1.093109,0.0,0,2,17,11,test,interaction,0,2048
learned,4,8,1,0.731894,0.0,1,0,1,0.665382,1.0,1,2,0,1,1,0.658695,1.0,1,2,1,0.658695,1,0.658695,1.0,1,2,18,11,test,interaction,0,2048
indexed,4,8,1,0.732598,0.0,1,0,1,0.750619,1.0,1,2,1,1,0,0.750619,1.0,1,2,1,0.732598,1,0.757743,1.0,0,2,19,11,test,interaction,0,2048
indexed,4,8,0,1.120223,0.0,1,0,0,1.126744,0.0,1,2,2,0,0,1.126744,0.0,1,2,0,1.120223,0,1.136931,0.0,0,3,20,11,test,interaction,0,2048
proximity,4,8,1,0.581221,0.0,1,0,1,0.55551,0.0,1,2,0,1,0,0.55551,0.0,1,2,1,0.549923,1,0.549923,0.0,0,3,21,11,test,interaction,0,2048
proximity,4,8,1,0.804083,0.0,1,0,1,0.756393,1.0,1,2,1,1,0,0.756393,1.0,1,2,1,0.741834,1,0.741834,0.0,1,2,22,11,test,interaction,0,2048
proximity,4,8,0,1.114238,0.0,1,0,0,1.101858,0.0,1,2,2,0,0,1.101858,0.0,1,2,0,1.087165,0,1.087165,0.0,0,3,23,11,test,interaction,0,2048
interaction,4,8,1,0.654739,0.0,1,0,1,0.613558,1.0,1,2,0,1,0,0.613558,1.0,1,2,1,0.613558,1,0.643174,0.0,0,3,24,11,test,interaction,1,2048
indexed,4,8,0,1.479593,0.0,1,0,0,1.561596,1.0,1,2,1,0,0,1.561596,1.0,1,2,0,1.479593,0,1.534994,0.666667,0,3,25,11,test,interaction,0,2048
interaction,4,8,0,1.121426,0.0,1,0,0,1.121168,0.0,1,2,2,0,0,1.121168,0.0,1,2,0,1.121168,0,1.121168,0.0,1,2,26,11,test,interaction,1,2048
interaction,4,8,1,0.585164,0.0,1,0,1,0.573703,0.0,1,2,0,1,0,0.573703,0.0,1,2,1,0.573703,1,0.590172,0.0,0,2,27,11,test,interaction,1,2048
indexed,4,8,1,0.721377,0.0,1,0,1,0.740323,1.0,1,2,1,1,0,0.740323,1.0,1,2,1,0.721377,1,0.739497,0.666667,0,3,28,11,test,interaction,0,2048
indexed,4,8,0,1.112773,0.0,1,0,0,1.121722,0.0,1,2,2,0,0,1.121722,0.0,1,2,0,1.112773,0,1.15257,0.0,0,2,29,11,test,interaction,0,2048
proximity,4,8,0,1.709297,0.0,1,0,0,1.697994,0.0,1,2,0,0,0,1.697994,0.0,1,2,0,1.621217,0,1.621217,0.0,0,2,30,11,test,interaction,0,2048
indexed,4,8,1,0.811732,0.0,1,0,1,0.9127,1.0,1,2,1,1,0,0.886539,0.0,1,2,1,0.811732,1,0.873387,0.0,1,1,31,11,test,interaction,0,2048
indexed,4,8,0,1.11778,0.0,1,0,0,1.12362,0.0,1,2,2,0,0,1.12362,0.0,1,2,0,1.11778,0,1.132398,0.0,0,3,32,11,test,interaction,0,2048
interaction,4,8,1,0.610976,0.0,1,0,1,0.593129,1.0,1,2,0,1,0,0.593129,1.0,1,2,1,0.593129,1,0.632679,1.0,0,2,33,11,test,interaction,1,2048
proximity,4,8,1,0.680774,0.0,1,0,1,0.667702,1.0,1,2,1,1,0,0.667702,1.0,1,2,1,0.656736,1,0.656736,0.333333,0,3,34,11,test,interaction,0,2048
interaction,4,8,0,1.088819,0.0,1,0,0,1.08242,0.0,1,2,2,0,0,1.08242,0.0,1,2,0,1.08242,0,1.08242,0.0,1,2,35,11,test,interaction,1,2048
indexed,4,8,0,1.517793,0.0,1,0,0,1.589599,1.0,1,2,0,0,0,1.589599,1.0,1,2,0,1.517793,0,1.598564,0.0,1,1,36,11,test,interaction,0,2048
interaction,4,8,1,0.689583,0.0,1,0,1,0.685561,1.0,1,2,1,1,0,0.687503,1.0,1,2,1,0.685561,1,0.687121,1.0,0,3,37,11,test,interaction,1,2048
indexed,4,8,0,1.120384,0.0,1,0,0,1.134105,0.0,1,2,2,0,0,1.134105,0.0,1,2,0,1.120384,0,1.134105,0.0,1,2,38,11,test,interaction,0,2048
indexed,4,8,1,0.81648,0.0,1,0,1,0.909855,1.0,1,2,0,1,0,0.909855,1.0,1,2,1,0.81648,1,0.840981,1.0,0,2,39,11,test,interaction,0,2048
proximity,4,8,1,0.678247,0.0,1,0,1,0.673336,1.0,1,2,1,1,0,0.673336,1.0,1,2,1,0.669388,1,0.669388,0.333333,0,3,40,11,test,interaction,0,2048
indexed,4,8,0,1.113447,0.0,1,0,0,1.1261,0.0,1,2,2,0,0,1.1261,0.0,1,2,0,1.113447,0,1.123226,0.0,1,1,41,11,test,interaction,0,2048
proximity,4,8,1,0.595748,0.0,1,0,1,0.583412,1.0,1,2,0,1,0,0.583412,1.0,1,2,1,0.573588,1,0.573588,0.0,1,1,42,11,test,interaction,0,2048
indexed,4,8,0,1.145777,0.0,1,0,0,1.245206,1.0,1,2,1,0,0,1.245207,1.0,1,2,0,1.145777,0,1.287821,0.333333,0,3,43,11,test,interaction,0,2048
indexed,4,8,0,1.091939,0.0,1,0,0,1.120399,0.0,1,2,2,0,0,1.120399,0.0,1,2,0,1.091939,0,1.145902,0.0,0,3,44,11,test,interaction,0,2048
interaction,4,8,1,0.640467,0.0,1,0,1,0.610616,0.0,1,2,0,1,0,0.610616,0.0,1,2,1,0.610616,1,0.610617,0.0,1,2,45,11,test,interaction,1,2048
indexed,4,8,1,0.801604,0.0,1,0,1,0.890794,1.0,1,2,1,1,0,0.890794,1.0,1,2,1,0.801604,1,0.945468,0.0,0,2,46,11,test,interaction,0,2048
proximity,4,8,0,1.09244,0.0,1,0,0,1.113167,0.0,1,2,2,0,0,1.127516,0.0,1,2,0,1.085902,0,1.085902,0.0,0,3,47,11,test,interaction,0,2048
interaction,4,8,1,0.646038,0.0,1,0,1,0.605174,1.0,1,2,0,1,0,0.607517,1.0,1,2,1,0.605174,1,0.607517,1.0,1,2,48,11,test,interaction,1,2048
indexed,4,8,1,0.689172,0.0,1,0,1,0.689315,1.0,1,2,1,1,0,0.689315,1.0,1,2,1,0.689172,1,0.706237,1.0,0,2,49,11,test,interaction,0,2048
proximity,4,8,0,1.075197,0.0,1,0,0,1.138374,0.0,1,2,2,0,0,1.138374,0.0,1,2,0,1.034582,0,1.034582,0.0,0,3,50,11,test,interaction,0,2048
interaction,4,8,1,0.647567,0.0,1,0,1,0.62196,1.0,1,2,0,1,0,0.62196,1.0,1,2,1,0.62196,1,0.666374,1.0,0,2,51,11,test,interaction,1,2048
interaction,4,8,1,0.760763,0.0,1,0,1,0.746286,1.0,1,2,1,1,0,0.746286,1.0,1,2,1,0.746286,1,0.882298,0.0,0,2,52,11,test,interaction,1,2048
indexed,4,8,0,1.110709,0.0,1,0,0,1.126524,0.0,1,2,2,0,0,1.126524,0.0,1,2,0,1.110709,0,1.148059,0.0,0,2,53,11,test,interaction,0,2048
indexed,4,8,0,1.121084,0.0,1,0,0,1.271744,1.0,1,2,0,0,0,1.271744,1.0,1,2,0,1.121084,0,1.199743,0.0,1,2,54,11,test,interaction,0,2048
interaction,4,8,1,0.876809,0.0,1,0,1,0.871721,1.0,1,2,1,1,0,0.871721,1.0,1,2,1,0.871721,1,0.961318,0.666667,0,3,55,11,test,interaction,1,2048
indexed,4,8,0,1.051355,0.0,1,0,0,1.081046,0.0,1,2,2,0,0,1.081046,0.0,1,2,0,1.051355,0,1.137974,0.0,0,3,56,11,test,interaction,0,2048
proximity,4,8,0,1.648926,0.0,1,0,0,1.615912,0.0,1,2,0,0,0,1.615912,0.0,1,2,0,1.529882,0,1.529882,0.0,0,2,57,11,test,interaction,0,2048
indexed,4,8,1,0.766041,0.0,1,0,1,0.819234,1.0,1,2,1,1,0,0.819234,1.0,1,2,1,0.766041,1,0.829512,0.0,0,2,58,11,test,interaction,0,2048
indexed,4,8,0,1.095722,0.0,1,0,0,1.122408,0.0,1,2,2,0,0,1.122408,0.0,1,2,0,1.095722,0,1.133034,0.0,0,3,59,11,test,interaction,0,2048
indexed,4,8,1,0.946549,0.0,1,0,0,1.045153,1.0,1,2,0,0,0,1.045153,1.0,1,2,1,0.946549,1,0.972873,0.333333,0,3,60,11,test,interaction,0,2048
interaction,4,8,1,0.722538,0.0,1,0,1,0.699619,1.0,1,2,1,1,0,0.699619,1.0,1,2,1,0.699619,1,0.701979,1.0,1,2,61,11,test,interaction,1,2048
proximity,4,8,0,1.127259,0.0,1,0,0,1.079222,0.0,1,2,2,0,0,1.079222,0.0,1,2,0,1.05529,0,1.05529,0.0,0,2,62,11,test,interaction,0,2048
proximity,4,8,1,0.635723,0.0,1,0,1,0.626418,1.0,1,2,0,1,0,0.626418,1.0,1,2,1,0.62407,1,0.62407,1.0,1,2,63,11,test,interaction,0,2048
interaction,4,8,1,0.790321,0.0,1,0,1,0.746421,1.0,1,2,1,1,0,0.746421,1.0,1,2,1,0.746421,1,0.746421,1.0,1,2,64,11,test,interaction,1,2048
interaction,4,8,0,1.103076,0.0,1,0,0,1.100481,0.0,1,2,2,0,0,1.100481,0.0,1,2,0,1.100481,0,1.100481,0.0,1,2,65,11,test,interaction,1,2048
indexed,4,8,0,1.630775,0.0,1,0,0,1.695228,1.0,1,2,0,0,0,1.695228,1.0,1,2,0,1.630775,0,1.6884,0.333333,0,3,66,11,test,interaction,0,2048
indexed,4,8,1,0.693027,0.0,1,0,1,0.705353,1.0,1,2,1,1,0,0.705353,1.0,1,2,1,0.693027,1,0.713836,0.0,1,1,67,11,test,interaction,0,2048
indexed,4,8,0,1.078548,0.0,1,0,0,1.118262,0.0,1,2,2,0,0,1.118262,0.0,1,2,0,1.078548,0,1.118262,0.0,1,2,68,11,test,interaction,0,2048
interaction,4,8,1,0.648777,0.0,1,0,1,0.59951,1.0,1,2,0,1,0,0.59951,1.0,1,2,1,0.59951,1,0.59951,1.0,1,2,69,11,test,interaction,1,2048
indexed,4,8,1,0.703602,0.0,1,0,1,0.728895,1.0,1,2,1,1,0,0.728895,1.0,1,2,1,0.703602,1,0.741336,0.0,0,2,70,11,test,interaction,0,2048
interaction,4,8,0,1.119438,0.0,1,0,0,1.116833,0.0,1,2,2,0,0,1.116833,0.0,1,2,0,1.116833,0,1.118383,0.0,1,2,71,11,test,interaction,1,2048
learned,4,8,1,0.619008,0.0,1,0,1,0.58221,1.0,1,2,0,1,1,0.579212,0.0,1,2,1,0.579212,1,0.579212,0.0,1,2,72,11,test,interaction,0,2048
interaction,4,8,1,0.702531,0.0,1,0,1,0.701726,1.0,1,2,1,1,0,0.70996,0.0,1,2,1,0.701726,1,0.723149,0.333333,0,3,73,11,test,interaction,1,2048
indexed,4,8,0,1.085551,0.0,1,0,0,1.111011,0.0,1,2,2,0,0,1.115973,0.0,1,2,0,1.085551,0,1.088229,0.0,0,3,74,11,test,interaction,0,2048
proximity,4,8,1,0.626428,0.0,1,0,1,0.648984,1.0,1,2,0,1,0,0.648984,1.0,1,2,1,0.606232,1,0.606232,0.0,0,2,75,11,test,interaction,0,2048
interaction,4,8,1,0.797804,0.0,1,0,1,0.732742,1.0,1,2,1,1,0,0.732742,1.0,1,2,1,0.732742,1,0.750508,0.0,1,1,76,11,test,interaction,1,2048
proximity,4,8,0,1.114034,0.0,1,0,0,1.093574,0.0,1,2,2,0,0,1.093574,0.0,1,2,0,1.080359,0,1.080359,0.0,0,2,77,11,test,interaction,0,2048
proximity,4,8,0,1.324728,0.0,1,0,0,1.292879,1.0,1,2,0,0,0,1.260437,0.0,1,2,0,1.152486,0,1.152486,0.0,0,2,78,11,test,interaction,0,2048
proximity,4,8,1,0.729416,0.0,1,0,1,0.702968,1.0,1,2,1,1,0,0.702968,1.0,1,2,1,0.690568,1,0.690568,0.666667,0,3,79,11,test,interaction,0,2048
proximity,4,8,0,1.090601,0.0,1,0,0,1.107279,0.0,1,2,2,0,0,1.107279,0.0,1,2,0,1.079673,0,1.079673,0.0,0,2,80,11,test,interaction,0,2048
proximity,4,8,0,1.690494,0.0,1,0,0,1.717256,0.0,1,2,0,0,0,1.717256,0.0,1,2,0,1.68514,0,1.68514,0.0,0,3,81,11,test,interaction,0,2048
interaction,4,8,1,0.731434,0.0,1,0,1,0.702942,1.0,1,2,1,1,0,0.702942,1.0,1,2,1,0.702942,1,0.702942,1.0,1,2,82,11,test,interaction,1,2048
proximity,4,8,0,1.114966,0.0,1,0,0,1.080927,0.0,1,2,2,0,0,1.080927,0.0,1,2,0,1.063202,0,1.063202,0.0,0,2,83,11,test,interaction,0,2048
proximity,4,8,0,1.623445,0.0,1,0,0,1.666753,0.0,1,2,0,0,0,1.666753,0.0,1,2,0,1.613288,0,1.613288,0.0,0,3,84,11,test,interaction,0,2048
interaction,4,8,1,0.78604,0.0,1,0,1,0.752906,1.0,1,2,1,1,0,0.752906,1.0,1,2,1,0.752906,1,0.768001,0.666667,0,3,85,11,test,interaction,1,2048
indexed,4,8,0,1.118135,0.0,1,0,0,1.131628,0.0,1,2,2,0,0,1.131628,0.0,1,2,0,1.118135,0,1.157231,0.0,0,3,86,11,test,interaction,0,2048
interaction,4,8,1,0.589907,0.0,1,0,1,0.563494,1.0,1,2,0,1,0,0.563494,1.0,1,2,1,0.563494,1,0.566376,0.0,1,2,87,11,test,interaction,1,2048
interaction,4,8,1,0.824899,0.0,1,0,1,0.74659,1.0,1,2,1,1,0,0.74659,1.0,1,2,1,0.74659,1,0.750992,1.0,0,3,88,11,test,interaction,1,2048
interaction,4,8,0,1.111493,0.0,1,0,0,1.102331,0.0,1,2,2,0,0,1.102331,0.0,1,2,0,1.102331,0,1.127822,0.0,0,2,89,11,test,interaction,1,2048
indexed,4,8,0,0.96023,0.0,1,0,0,1.022863,1.0,1,2,0,0,0,1.022863,1.0,1,2,0,0.96023,0,1.021425,0.0,0,3,0,13,test,indexed,0,2048
interaction,4,8,0,1.020403,0.0,1,0,1,0.982465,1.0,1,2,1,0,0,0.989378,1.0,1,2,1,0.982465,0,1.002793,1.0,0,2,1,13,test,indexed,1,2048
indexed,4,8,1,0.942057,0.0,1,0,1,0.999747,0.0,1,2,2,1,0,0.999747,0.0,1,2,1,0.942057,1,0.980858,0.0,1,1,2,13,test,indexed,0,2048
interaction,4,8,0,1.55005,0.0,1,0,0,1.49587,1.0,1,2,0,0,0,1.49587,1.0,1,2,0,1.49587,0,1.49587,1.0,1,2,3,13,test,indexed,1,2048
learned,4,8,1,0.86409,0.0,1,0,1,0.85045,1.0,1,2,1,1,1,0.845234,1.0,1,2,1,0.845234,1,0.849089,0.0,1,2,4,13,test,indexed,0,2048
indexed,4,8,0,0.972076,0.0,1,0,0,1.010152,0.0,1,2,2,0,0,1.010152,0.0,1,2,0,0.972076,0,1.010152,0.0,1,2,5,13,test,indexed,0,2048
indexed,4,8,1,0.679137,0.0,1,0,1,0.718359,0.0,1,2,0,1,0,0.718359,0.0,1,2,1,0.679137,1,0.718359,0.0,1,2,6,13,test,indexed,0,2048
interaction,4,8,0,1.184566,0.0,1,0,0,1.130403,1.0,1,2,1,0,0,1.130403,1.0,1,2,0,1.130403,0,1.198565,0.0,1,1,7,13,test,indexed,1,2048
indexed,4,8,0,1.02521,0.0,1,0,0,1.053141,0.0,1,2,2,0,0,1.053141,0.0,1,2,0,1.02521,0,1.053141,0.0,1,2,8,13,test,indexed,0,2048
indexed,4,8,1,0.554668,0.0,1,0,1,0.607396,1.0,1,2,0,1,0,0.607396,1.0,1,2,1,0.554668,1,0.617729,0.0,0,3,9,13,test,indexed,0,2048
proximity,4,8,1,0.920174,0.0,1,0,1,0.921561,1.0,1,2,1,1,0,0.921561,1.0,1,2,1,0.905826,1,0.905826,0.0,1,2,10,13,test,indexed,0,2048
indexed,4,8,0,1.060222,0.0,1,0,0,1.090487,0.0,1,2,2,0,0,1.090487,0.0,1,2,0,1.060222,0,1.082527,0.0,0,2,11,13,test,indexed,0,2048
indexed,4,8,1,0.542741,0.0,1,0,1,0.593915,1.0,1,2,0,1,0,0.564614,1.0,1,2,1,0.542741,1,0.57798,0.0,0,2,12,13,test,indexed,0,2048
proximity,4,8,1,0.786033,0.0,1,0,1,0.787587,1.0,1,2,1,1,0,0.787587,1.0,1,2,1,0.778592,1,0.778592,0.333333,0,3,13,13,test,indexed,0,2048
indexed,4,8,0,1.016489,0.0,1,0,0,1.039877,0.0,1,2,2,0,0,1.039877,0.0,1,2,0,1.016489,0,1.039877,0.0,1,2,14,13,test,indexed,0,2048
proximity,4,8,0,1.745101,0.0,1,0,0,1.684781,1.0,1,2,0,0,0,1.684781,1.0,1,2,0,1.664371,0,1.664371,0.333333,0,3,15,13,test,indexed,0,2048
proximity,4,8,1,0.803331,0.0,1,0,1,0.810279,1.0,1,2,1,1,0,0.811523,1.0,1,2,1,0.801635,1,0.801635,1.0,0,2,16,13,test,indexed,0,2048
indexed,4,8,0,0.99408,0.0,1,0,0,1.042016,0.0,1,2,2,0,0,1.042016,0.0,1,2,0,0.99408,0,1.033487,0.0,0,2,17,13,test,indexed,0,2048
proximity,4,8,0,1.437594,0.0,1,0,0,1.398026,1.0,1,2,0,0,0,1.398026,1.0,1,2,0,1.369874,0,1.369874,0.0,0,2,18,13,test,indexed,0,2048
interaction,4,8,1,0.796684,0.0,1,0,1,0.786097,1.0,1,2,1,1,0,0.786097,1.0,1,2,1,0.786097,1,0.79306,1.0,0,2,19,13,test,indexed,1,2048
indexed,4,8,0,1.044361,0.0,1,0,0,1.073852,0.0,1,2,2,0,0,1.073852,0.0,1,2,0,1.044361,0,1.086895,0.0,0,3,20,13,test,indexed,0,2048
indexed,4,8,0,1.248081,0.0,1,0,0,1.258632,1.0,1,2,0,0,0,1.258632,1.0,1,2,0,1.248081,0,1.258632,1.0,1,2,21,13,test,indexed,0,2048
interaction,4,8,0,0.944349,0.0,1,0,1,0.919282,1.0,1,2,1,1,0,0.919282,1.0,1,2,1,0.919282,1,0.928286,0.0,1,2,22,13,test,indexed,1,2048
indexed,4,8,0,0.978648,0.0,1,0,0,1.02647,0.0,1,2,2,0,0,1.02647,0.0,1,2,0,0.978648,0,1.018259,0.0,0,2,23,13,test,indexed,0,2048
interaction,4,8,0,1.740536,0.0,1,0,0,1.672902,1.0,1,2,0,0,0,1.672902,1.0,1,2,0,1.672902,0,1.672902,1.0,1,2,24,13,test,indexed,1,2048
proximity,4,8,0,1.351197,0.0,1,0,0,1.205073,1.0,1,2,1,0,0,1.205073,1.0,1,2,0,1.129709,0,1.129709,0.666667,0,3,25,13,test,indexed,0,2048
indexed,4,8,0,0.982834,0.0,1,0,0,1.033983,0.0,1,2,2,0,0,1.033983,0.0,1,2,0,0.982834,0,1.033983,0.0,1,2,26,13,test,indexed,0,2048
proximity,4,8,1,0.618433,0.0,1,0,1,0.616545,0.0,1,2,0,1,0,0.616545,0.0,1,2,1,0.580391,1,0.580391,0.0,0,2,27,13,test,indexed,0,2048
interaction,4,8,0,1.026529,0.0,1,0,0,0.995285,1.0,1,2,1,0,0,0.995285,1.0,1,2,0,0.995285,0,1.015128,1.0,0,2,28,13,test,indexed,1,2048
indexed,4,8,0,0.937596,0.0,1,0,0,0.979569,0.0,1,2,2,0,0,0.979569,0.0,1,2,0,0.937596,0,1.000385,0.0,0,2,29,13,test,indexed,0,2048
indexed,4,8,1,0.680114,0.0,1,0,1,0.757737,1.0,1,2,0,1,0,0.757737,1.0,1,2,1,0.680114,1,0.775006,0.0,0,2,30,13,test,indexed,0,2048
interaction,4,8,1,0.889953,0.0,1,0,1,0.868533,1.0,1,2,1,1,0,0.890931,1.0,1,2,1,0.868533,1,0.911798,0.0,1,1,31,13,test,indexed,1,2048
indexed,4,8,1,0.932313,0.0,1,0,1,0.973443,0.0,1,2,2,1,0,0.973443,0.0,1,2,1,0.932313,1,0.962774,0.0,1,1,32,13,test,indexed,0,2048
proximity,4,8,1,0.575612,0.0,1,0,1,0.574225,1.0,1,2,0,1,0,0.574225,1.0,1,2,1,0.550275,1,0.550275,1.0,0,2,33,13,test,indexed,0,2048
indexed,4,8,1,0.743353,0.0,1,0,1,0.754583,1.0,1,2,1,1,0,0.754583,1.0,1,2,1,0.743353,1,0.748301,0.333333,0,3,34,13,test,indexed,0,2048
indexed,4,8,1,0.886583,0.0,1,0,1,0.95397,0.0,1,2,2,1,0,0.95397,0.0,1,2,1,0.886583,1,0.95397,0.0,1,2,35,13,test,indexed,0,2048
indexed,4,8,1,0.632738,0.0,1,0,1,0.65307,0.0,1,2,0,1,0,0.65307,0.0,1,2,1,0.632738,1,0.65307,0.0,1,2,36,13,test,indexed,0,2048
interaction,4,8,1,0.872501,0.0,1,0,1,0.868673,1.0,1,2,1,1,0,0.868673,1.0,1,2,1,0.868673,1,0.868673,1.0,1,2,37,13,test,indexed,1,2048
indexed,4,8,0,1.048933,0.0,1,0,0,1.063421,0.0,1,2,2,0,0,1.063421,0.0,1,2,0,1.048933,0,1.063421,0.0,1,2,38,13,test,indexed,0,2048
indexed,4,8,0,0.989386,0.0,1,0,0,1.043453,1.0,1,2,0,0,0,1.043453,1.0,1,2,0,0.989386,0,1.062641,1.0,0,2,39,13,test,indexed,0,2048
proximity,4,8,1,0.739292,0.0,1,0,1,0.744221,1.0,1,2,1,1,0,0.744221,1.0,1,2,1,0.737135,1,0.737135,0.333333,0,3,40,13,test,indexed,0,2048
indexed,4,8,0,1.023683,0.0,1,0,0,1.044293,0.0,1,2,2,0,0,1.044293,0.0,1,2,0,1.023683,0,1.040622,0.0,1,1,41,13,test,indexed,0,2048
proximity,4,8,1,0.499199,0.0,1,0,1,0.498583,1.0,1,2,0,1,0,0.498583,1.0,1,2,1,0.494844,1,0.494844,0.0,1,2,42,13,test,indexed,0,2048
proximity,4,8,0,1.179967,0.0,1,0,0,1.103102,1.0,1,2,1,0,0,1.103102,1.0,1,2,0,1.055366,0,1.055366,0.333333,0,3,43,13,test,indexed,0,2048
indexed,4,8,0,0.957905,0.0,1,0,0,1.006303,0.0,1,2,2,0,0,1.006303,0.0,1,2,0,0.957905,0,1.016618,0.0,0,3,44,13,test,indexed,0,2048
indexed,4,8,1,0.565606,0.0,1,0,1,0.614969,1.0,1,2,0,1,0,0.595003,0.0,1,2,1,0.565606,1,0.592334,0.0,0,3,45,13,test,indexed,0,2048
interaction,4,8,1,0.92457,0.0,1,0,1,0.896603,1.0,1,2,1,1,0,0.896603,1.0,1,2,1,0.896603,1,0.922906,0.0,0,2,46,13,test,indexed,1,2048
indexed,4,8,0,0.956606,0.0,1,0,0,1.0136,0.0,1,2,2,0,0,1.0136,0.0,1,2,0,0.956606,0,1.04131,0.0,0,3,47,13,test,indexed,0,2048
interaction,4,8,1,0.506535,0.0,1,0,1,0.49066,1.0,1,2,0,1,0,0.49066,1.0,1,2,1,0.49066,1,0.502224,0.333333,0,3,48,13,test,indexed,1,2048
indexed,4,8,1,0.790951,0.0,1,0,1,0.804505,1.0,1,2,1,1,0,0.804505,1.0,1,2,1,0.790951,1,0.798484,0.333333,0,3,49,13,test,indexed,0,2048
indexed,4,8,0,0.965386,0.0,1,0,0,1.031924,0.0,1,2,2,0,0,1.031924,0.0,1,2,0,0.965386,0,1.019113,0.0,1,1,50,13,test,indexed,0,2048
proximity,4,8,0,1.741758,0.0,1,0,0,1.681066,1.0,1,2,0,0,0,1.681066,1.0,1,2,0,1.665761,0,1.665761,0.333333,0,3,51,13,test,indexed,0,2048
indexed,4,8,1,0.878163,0.0,1,0,1,0.879088,1.0,1,2,1,1,0,0.879088,1.0,1,2,1,0.878163,1,0.892851,0.0,0,2,52,13,test,indexed,0,2048
indexed,4,8,1,0.890673,0.0,1,0,1,0.953807,0.0,1,2,2,1,0,0.953807,0.0,1,2,1,0.890673,1,0.953807,0.0,1,2,53,13,test,indexed,0,2048
interaction,4,8,0,1.636861,0.0,1,0,0,1.559027,1.0,1,2,0,0,0,1.559027,1.0,1,2,0,1.559027,0,1.567759,0.0,1,1,54,13,test,indexed,1,2048
proximity,4,8,0,1.014606,0.0,1,0,1,0.959713,1.0,1,2,1,1,0,0.967235,1.0,1,2,1,0.940719,1,0.940719,0.666667,0,3,55,13,test,indexed,0,2048
