accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_min_accept_prob,deployment_prob_margin,excess_over_candidate_oracle,generated_candidates,harmful_accept_rate,heldout_seed,imitation_weight,interaction_mode,learned_probability_mean,loss,no_harm_weight,oracle_match_rate,policy,propagation_steps,regret_retriever_steps,retriever_steps,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_probability_mean,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,selector_steps,temperature,test_samples,total_objects_n,train_end_to_end_selector_accept_rate,train_end_to_end_selector_loss,train_seed_count,train_static_learned_loss,utility_weight,validation_samples_per_seed
0.944444,0.533333,4,0.951185,8,600,0.5,0.0,0.050082,4,0.477778,23,0.15,pairwise,0.012182,1.001266,1.5,0.111111,end_to_end_selector_pg0_pmin0p5,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.066667,0.0,0.277778,0.277778,0.033333,0.055556,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.844444,0.533333,4,0.951185,8,600,0.6,0.0,0.048403,4,0.411111,23,0.15,pairwise,0.012182,0.999588,1.5,0.1,end_to_end_selector_pg0_pmin0p6,40,600,400,23,0.122222,0.011111,0.077778,0.211111,0.011111,0.177778,0.055556,0.0,0.244444,0.255556,0.022222,0.155556,0.849616,0.111111,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.02,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p02_pmin0,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.3,0.02,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p02_pmin0p3,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.977778,0.522222,4,0.951185,8,600,0.4,0.02,0.05122,4,0.488889,23,0.15,pairwise,0.012182,1.002405,1.5,0.122222,end_to_end_selector_pg0p02_pmin0p4,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.022222,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.944444,0.533333,4,0.951185,8,600,0.5,0.02,0.050082,4,0.477778,23,0.15,pairwise,0.012182,1.001266,1.5,0.111111,end_to_end_selector_pg0p02_pmin0p5,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.066667,0.0,0.277778,0.277778,0.033333,0.055556,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.844444,0.533333,4,0.951185,8,600,0.6,0.02,0.048403,4,0.411111,23,0.15,pairwise,0.012182,0.999588,1.5,0.1,end_to_end_selector_pg0p02_pmin0p6,40,600,400,23,0.122222,0.011111,0.077778,0.211111,0.011111,0.177778,0.055556,0.0,0.244444,0.255556,0.022222,0.155556,0.849616,0.111111,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.05,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p05_pmin0,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.3,0.05,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p05_pmin0p3,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.977778,0.522222,4,0.951185,8,600,0.4,0.05,0.05122,4,0.488889,23,0.15,pairwise,0.012182,1.002405,1.5,0.122222,end_to_end_selector_pg0p05_pmin0p4,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.022222,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.944444,0.533333,4,0.951185,8,600,0.5,0.05,0.050082,4,0.477778,23,0.15,pairwise,0.012182,1.001266,1.5,0.111111,end_to_end_selector_pg0p05_pmin0p5,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.066667,0.0,0.277778,0.277778,0.033333,0.055556,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.844444,0.533333,4,0.951185,8,600,0.6,0.05,0.048403,4,0.411111,23,0.15,pairwise,0.012182,0.999588,1.5,0.1,end_to_end_selector_pg0p05_pmin0p6,40,600,400,23,0.122222,0.011111,0.077778,0.211111,0.011111,0.177778,0.055556,0.0,0.244444,0.255556,0.022222,0.155556,0.849616,0.111111,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.1,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p1_pmin0,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.3,0.1,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p1_pmin0p3,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.977778,0.522222,4,0.951185,8,600,0.4,0.1,0.05122,4,0.488889,23,0.15,pairwise,0.012182,1.002405,1.5,0.122222,end_to_end_selector_pg0p1_pmin0p4,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.022222,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.944444,0.533333,4,0.951185,8,600,0.5,0.1,0.050082,4,0.477778,23,0.15,pairwise,0.012182,1.001266,1.5,0.111111,end_to_end_selector_pg0p1_pmin0p5,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.066667,0.0,0.277778,0.277778,0.033333,0.055556,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.844444,0.533333,4,0.951185,8,600,0.6,0.1,0.048403,4,0.411111,23,0.15,pairwise,0.012182,0.999588,1.5,0.1,end_to_end_selector_pg0p1_pmin0p6,40,600,400,23,0.122222,0.011111,0.077778,0.211111,0.011111,0.177778,0.055556,0.0,0.244444,0.255556,0.022222,0.155556,0.849616,0.111111,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.2,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p2_pmin0,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.3,0.2,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0p2_pmin0p3,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.977778,0.522222,4,0.951185,8,600,0.4,0.2,0.05122,4,0.488889,23,0.15,pairwise,0.012182,1.002405,1.5,0.122222,end_to_end_selector_pg0p2_pmin0p4,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.022222,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.944444,0.533333,4,0.951185,8,600,0.5,0.2,0.050082,4,0.477778,23,0.15,pairwise,0.012182,1.001266,1.5,0.111111,end_to_end_selector_pg0p2_pmin0p5,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.066667,0.0,0.277778,0.277778,0.033333,0.055556,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.844444,0.533333,4,0.951185,8,600,0.6,0.2,0.048403,4,0.411111,23,0.15,pairwise,0.012182,0.999588,1.5,0.1,end_to_end_selector_pg0p2_pmin0p6,40,600,400,23,0.122222,0.011111,0.077778,0.211111,0.011111,0.177778,0.055556,0.0,0.244444,0.255556,0.022222,0.155556,0.849616,0.111111,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
,0.5,4,0.934236,16,600,,,0.037585,4,,11,0.15,pairwise,,0.971821,1.5,0.011111,static_learned_interaction,40,600,400,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.0,0.0,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_candidate_selector,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.944444,0.477778,4,0.934236,16,600,0.4,0.0,0.033135,4,0.333333,11,0.15,pairwise,0.007331,0.967371,1.5,0.122222,train_selected_end_to_end_candidate_selector,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.133333,0.066667,0.0,0.3,0.311111,0.044444,0.055556,0.821082,0.177778,0.977778,0.911933,0.0625,0.861745,end_to_end_selector_pg0_pmin0p4,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
,0.544444,4,0.934236,16,600,,,0.0,4,,11,0.15,pairwise,,0.934236,1.5,1.0,generated_plus_composition_oracle,40,600,400,11,0.322222,0.011111,0.066667,0.4,0.033333,0.166667,0.055556,0.044444,0.3,0.144444,0.011111,0.011111,,0.133333,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.0,0.0,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0_pmin0,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.3,0.0,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0_pmin0p3,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.944444,0.477778,4,0.934236,16,600,0.4,0.0,0.033135,4,0.333333,11,0.15,pairwise,0.007331,0.967371,1.5,0.122222,end_to_end_selector_pg0_pmin0p4,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.133333,0.066667,0.0,0.3,0.311111,0.044444,0.055556,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.911111,0.477778,4,0.934236,16,600,0.5,0.0,0.032742,4,0.322222,11,0.15,pairwise,0.007331,0.966978,1.5,0.122222,end_to_end_selector_pg0_pmin0p5,40,600,400,11,0.066667,0.0,0.033333,0.1,0.1,0.133333,0.055556,0.0,0.288889,0.3,0.044444,0.088889,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.833333,0.477778,4,0.934236,16,600,0.6,0.0,0.03382,4,0.3,11,0.15,pairwise,0.007331,0.968056,1.5,0.1,end_to_end_selector_pg0_pmin0p6,40,600,400,11,0.066667,0.0,0.033333,0.1,0.066667,0.122222,0.055556,0.0,0.244444,0.277778,0.033333,0.166667,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.0,0.02,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0p02_pmin0,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.3,0.02,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0p02_pmin0p3,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.944444,0.477778,4,0.934236,16,600,0.4,0.02,0.033135,4,0.333333,11,0.15,pairwise,0.007331,0.967371,1.5,0.122222,end_to_end_selector_pg0p02_pmin0p4,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.133333,0.066667,0.0,0.3,0.311111,0.044444,0.055556,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.911111,0.477778,4,0.934236,16,600,0.5,0.02,0.032742,4,0.322222,11,0.15,pairwise,0.007331,0.966978,1.5,0.122222,end_to_end_selector_pg0p02_pmin0p5,40,600,400,11,0.066667,0.0,0.033333,0.1,0.1,0.133333,0.055556,0.0,0.288889,0.3,0.044444,0.088889,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.833333,0.477778,4,0.934236,16,600,0.6,0.02,0.03382,4,0.3,11,0.15,pairwise,0.007331,0.968056,1.5,0.1,end_to_end_selector_pg0p02_pmin0p6,40,600,400,11,0.066667,0.0,0.033333,0.1,0.066667,0.122222,0.055556,0.0,0.244444,0.277778,0.033333,0.166667,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.0,0.05,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0p05_pmin0,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.3,0.05,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0p05_pmin0p3,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.944444,0.477778,4,0.934236,16,600,0.4,0.05,0.033135,4,0.333333,11,0.15,pairwise,0.007331,0.967371,1.5,0.122222,end_to_end_selector_pg0p05_pmin0p4,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.133333,0.066667,0.0,0.3,0.311111,0.044444,0.055556,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.911111,0.477778,4,0.934236,16,600,0.5,0.05,0.032742,4,0.322222,11,0.15,pairwise,0.007331,0.966978,1.5,0.122222,end_to_end_selector_pg0p05_pmin0p5,40,600,400,11,0.066667,0.0,0.033333,0.1,0.1,0.133333,0.055556,0.0,0.288889,0.3,0.044444,0.088889,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.833333,0.477778,4,0.934236,16,600,0.6,0.05,0.03382,4,0.3,11,0.15,pairwise,0.007331,0.968056,1.5,0.1,end_to_end_selector_pg0p05_pmin0p6,40,600,400,11,0.066667,0.0,0.033333,0.1,0.066667,0.122222,0.055556,0.0,0.244444,0.277778,0.033333,0.166667,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.0,0.1,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0p1_pmin0,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
1.0,0.477778,4,0.934236,16,600,0.3,0.1,0.031979,4,0.344444,11,0.15,pairwise,0.007331,0.966215,1.5,0.155556,end_to_end_selector_pg0p1_pmin0p3,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.0,0.821082,0.188889,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.944444,0.477778,4,0.934236,16,600,0.4,0.1,0.033135,4,0.333333,11,0.15,pairwise,0.007331,0.967371,1.5,0.122222,end_to_end_selector_pg0p1_pmin0p4,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.133333,0.066667,0.0,0.3,0.311111,0.044444,0.055556,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.911111,0.477778,4,0.934236,16,600,0.5,0.1,0.032742,4,0.322222,11,0.15,pairwise,0.007331,0.966978,1.5,0.122222,end_to_end_selector_pg0p1_pmin0p5,40,600,400,11,0.066667,0.0,0.033333,0.1,0.1,0.133333,0.055556,0.0,0.288889,0.3,0.044444,0.088889,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.833333,0.477778,4,0.934236,16,600,0.6,0.1,0.03382,4,0.3,11,0.15,pairwise,0.007331,0.968056,1.5,0.1,end_to_end_selector_pg0p1_pmin0p6,40,600,400,11,0.066667,0.0,0.033333,0.1,0.066667,0.122222,0.055556,0.0,0.244444,0.277778,0.033333,0.166667,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.988889,0.477778,4,0.934236,16,600,0.0,0.2,0.032152,4,0.344444,11,0.15,pairwise,0.007331,0.966388,1.5,0.144444,end_to_end_selector_pg0p2_pmin0,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.011111,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.988889,0.477778,4,0.934236,16,600,0.3,0.2,0.032152,4,0.344444,11,0.15,pairwise,0.007331,0.966388,1.5,0.144444,end_to_end_selector_pg0p2_pmin0p3,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.144444,0.066667,0.0,0.311111,0.333333,0.055556,0.011111,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.944444,0.477778,4,0.934236,16,600,0.4,0.2,0.033135,4,0.333333,11,0.15,pairwise,0.007331,0.967371,1.5,0.122222,end_to_end_selector_pg0p2_pmin0p4,40,600,400,11,0.077778,0.0,0.033333,0.111111,0.1,0.133333,0.066667,0.0,0.3,0.311111,0.044444,0.055556,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.911111,0.477778,4,0.934236,16,600,0.5,0.2,0.032742,4,0.322222,11,0.15,pairwise,0.007331,0.966978,1.5,0.122222,end_to_end_selector_pg0p2_pmin0p5,40,600,400,11,0.066667,0.0,0.033333,0.1,0.1,0.133333,0.055556,0.0,0.288889,0.3,0.044444,0.088889,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
0.833333,0.477778,4,0.934236,16,600,0.6,0.2,0.03382,4,0.3,11,0.15,pairwise,0.007331,0.968056,1.5,0.1,end_to_end_selector_pg0p2_pmin0p6,40,600,400,11,0.066667,0.0,0.033333,0.1,0.066667,0.122222,0.055556,0.0,0.244444,0.277778,0.033333,0.166667,0.821082,0.177778,,,,,,900,0.7,90,2048,0.980556,0.861792,4,0.912281,1.0,180
,0.522222,4,0.88639,16,600,,,0.059438,4,,13,0.15,pairwise,,0.945828,1.5,0.0,static_learned_interaction,40,600,400,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.988889,0.533333,4,0.88639,16,600,0.0,0.0,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_candidate_selector,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.055556,0.011111,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.966667,0.533333,4,0.88639,16,600,0.0,0.2,0.051389,4,0.277778,13,0.15,pairwise,0.018776,0.937779,1.5,0.144444,train_selected_end_to_end_candidate_selector,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.022222,0.3,0.088889,0.0,0.411111,0.222222,0.044444,0.033333,0.817395,0.155556,0.988889,0.910491,0.054167,0.865176,end_to_end_selector_pg0p2_pmin0,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
,0.555556,4,0.88639,16,600,,,0.0,4,,13,0.15,pairwise,,0.88639,1.5,1.0,generated_plus_composition_oracle,40,600,400,13,0.311111,0.022222,0.011111,0.344444,0.022222,0.177778,0.044444,0.0,0.244444,0.233333,0.011111,0.0,,0.166667,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.988889,0.533333,4,0.88639,16,600,0.0,0.0,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0_pmin0,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.055556,0.011111,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.988889,0.533333,4,0.88639,16,600,0.3,0.0,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0_pmin0p3,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.055556,0.011111,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.977778,0.533333,4,0.88639,16,600,0.4,0.0,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0_pmin0p4,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.044444,0.022222,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.9,0.544444,4,0.88639,16,600,0.5,0.0,0.048971,4,0.255556,13,0.15,pairwise,0.018776,0.935361,1.5,0.144444,end_to_end_selector_pg0_pmin0p5,40,600,400,13,0.066667,0.011111,0.022222,0.1,0.022222,0.3,0.088889,0.0,0.411111,0.222222,0.044444,0.1,0.817395,0.122222,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.811111,0.533333,4,0.88639,16,600,0.6,0.0,0.052879,4,0.255556,13,0.15,pairwise,0.018776,0.939269,1.5,0.133333,end_to_end_selector_pg0_pmin0p6,40,600,400,13,0.066667,0.011111,0.022222,0.1,0.022222,0.244444,0.088889,0.0,0.355556,0.211111,0.033333,0.188889,0.817395,0.111111,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.988889,0.533333,4,0.88639,16,600,0.0,0.02,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0p02_pmin0,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.055556,0.011111,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.988889,0.533333,4,0.88639,16,600,0.3,0.02,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0p02_pmin0p3,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.055556,0.011111,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.977778,0.533333,4,0.88639,16,600,0.4,0.02,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0p02_pmin0p4,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.044444,0.022222,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.9,0.544444,4,0.88639,16,600,0.5,0.02,0.048971,4,0.255556,13,0.15,pairwise,0.018776,0.935361,1.5,0.144444,end_to_end_selector_pg0p02_pmin0p5,40,600,400,13,0.066667,0.011111,0.022222,0.1,0.022222,0.3,0.088889,0.0,0.411111,0.222222,0.044444,0.1,0.817395,0.122222,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.811111,0.533333,4,0.88639,16,600,0.6,0.02,0.052879,4,0.255556,13,0.15,pairwise,0.018776,0.939269,1.5,0.133333,end_to_end_selector_pg0p02_pmin0p6,40,600,400,13,0.066667,0.011111,0.022222,0.1,0.022222,0.244444,0.088889,0.0,0.355556,0.211111,0.033333,0.188889,0.817395,0.111111,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
0.977778,0.533333,4,0.88639,16,600,0.0,0.05,0.051888,4,0.288889,13,0.15,pairwise,0.018776,0.938278,1.5,0.144444,end_to_end_selector_pg0p05_pmin0,40,600,400,13,0.1,0.011111,0.022222,0.133333,0.033333,0.3,0.088889,0.0,0.422222,0.222222,0.044444,0.022222,0.817395,0.155556,,,,,,900,0.7,90,2048,0.993056,0.865181,4,0.909903,1.0,180
