accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_min_accept_prob,deployment_prob_margin,excess_over_candidate_oracle,generated_candidates,harmful_accept_rate,heldout_seed,imitation_weight,interaction_mode,learned_probability_mean,loss,no_harm_weight,oracle_match_rate,policy,propagation_steps,regret_retriever_steps,retriever_steps,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_probability_mean,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,selector_steps,temperature,test_samples,total_objects_n,train_end_to_end_selector_accept_rate,train_end_to_end_selector_loss,train_seed_count,train_static_learned_loss,utility_weight,validation_samples_per_seed
0.811111,0.455556,4,0.964414,8,600,0.6,0.2,0.025593,4,0.255556,13,0.15,pairwise,0.006993,0.990008,1.5,0.155556,end_to_end_selector_pg0p2_pmin0p6,40,600,400,13,0.011111,0.0,0.011111,0.022222,0.033333,0.155556,0.033333,0.0,0.222222,0.355556,0.066667,0.188889,0.8108,0.144444,,,,,,900,0.7,90,2048,0.991667,0.950877,4,0.980309,1.0,180
,0.5,4,0.954762,8,600,,,0.021602,4,,17,0.15,pairwise,,0.976364,1.5,0.011111,static_learned_interaction,40,600,400,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.0,0.0,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_candidate_selector,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.4,0.0,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,train_selected_end_to_end_candidate_selector,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,0.986111,0.879784,0.043056,0.953473,end_to_end_selector_pg0_pmin0p4,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
,0.511111,4,0.954762,8,600,,,0.0,4,,17,0.15,pairwise,,0.954762,1.5,1.0,generated_plus_composition_oracle,40,600,400,17,0.266667,0.033333,0.133333,0.433333,0.066667,0.055556,0.077778,0.111111,0.311111,0.155556,0.022222,0.011111,,0.066667,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.0,0.0,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0_pmin0,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.3,0.0,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0_pmin0p3,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.4,0.0,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0_pmin0p4,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.966667,0.466667,4,0.954762,8,600,0.5,0.0,0.025251,4,0.477778,17,0.15,pairwise,0.010747,0.980013,1.5,0.1,end_to_end_selector_pg0_pmin0p5,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.466667,0.033333,0.033333,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.877778,0.455556,4,0.954762,8,600,0.6,0.0,0.024366,4,0.422222,17,0.15,pairwise,0.010747,0.979129,1.5,0.077778,end_to_end_selector_pg0_pmin0p6,40,600,400,17,0.022222,0.033333,0.033333,0.088889,0.022222,0.133333,0.066667,0.0,0.222222,0.422222,0.022222,0.122222,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.0,0.02,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p02_pmin0,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.3,0.02,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p02_pmin0p3,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.4,0.02,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p02_pmin0p4,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.966667,0.466667,4,0.954762,8,600,0.5,0.02,0.025251,4,0.477778,17,0.15,pairwise,0.010747,0.980013,1.5,0.1,end_to_end_selector_pg0p02_pmin0p5,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.466667,0.033333,0.033333,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.877778,0.455556,4,0.954762,8,600,0.6,0.02,0.024366,4,0.422222,17,0.15,pairwise,0.010747,0.979129,1.5,0.077778,end_to_end_selector_pg0p02_pmin0p6,40,600,400,17,0.022222,0.033333,0.033333,0.088889,0.022222,0.133333,0.066667,0.0,0.222222,0.422222,0.022222,0.122222,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.0,0.05,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p05_pmin0,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.3,0.05,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p05_pmin0p3,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.4,0.05,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p05_pmin0p4,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.966667,0.466667,4,0.954762,8,600,0.5,0.05,0.025251,4,0.477778,17,0.15,pairwise,0.010747,0.980013,1.5,0.1,end_to_end_selector_pg0p05_pmin0p5,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.466667,0.033333,0.033333,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.877778,0.455556,4,0.954762,8,600,0.6,0.05,0.024366,4,0.422222,17,0.15,pairwise,0.010747,0.979129,1.5,0.077778,end_to_end_selector_pg0p05_pmin0p6,40,600,400,17,0.022222,0.033333,0.033333,0.088889,0.022222,0.133333,0.066667,0.0,0.222222,0.422222,0.022222,0.122222,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.0,0.1,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p1_pmin0,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.3,0.1,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p1_pmin0p3,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.4,0.1,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p1_pmin0p4,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.966667,0.466667,4,0.954762,8,600,0.5,0.1,0.025251,4,0.477778,17,0.15,pairwise,0.010747,0.980013,1.5,0.1,end_to_end_selector_pg0p1_pmin0p5,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.466667,0.033333,0.033333,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.877778,0.455556,4,0.954762,8,600,0.6,0.1,0.024366,4,0.422222,17,0.15,pairwise,0.010747,0.979129,1.5,0.077778,end_to_end_selector_pg0p1_pmin0p6,40,600,400,17,0.022222,0.033333,0.033333,0.088889,0.022222,0.133333,0.066667,0.0,0.222222,0.422222,0.022222,0.122222,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.0,0.2,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p2_pmin0,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.3,0.2,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p2_pmin0p3,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.988889,0.466667,4,0.954762,8,600,0.4,0.2,0.025227,4,0.488889,17,0.15,pairwise,0.010747,0.979989,1.5,0.1,end_to_end_selector_pg0p2_pmin0p4,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.477778,0.033333,0.011111,0.849726,0.133333,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.966667,0.466667,4,0.954762,8,600,0.5,0.2,0.025251,4,0.477778,17,0.15,pairwise,0.010747,0.980013,1.5,0.1,end_to_end_selector_pg0p2_pmin0p5,40,600,400,17,0.033333,0.033333,0.033333,0.1,0.022222,0.155556,0.066667,0.0,0.244444,0.466667,0.033333,0.033333,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
0.877778,0.455556,4,0.954762,8,600,0.6,0.2,0.024366,4,0.422222,17,0.15,pairwise,0.010747,0.979129,1.5,0.077778,end_to_end_selector_pg0p2_pmin0p6,40,600,400,17,0.022222,0.033333,0.033333,0.088889,0.022222,0.133333,0.066667,0.0,0.222222,0.422222,0.022222,0.122222,0.849726,0.122222,,,,,,900,0.7,90,2048,0.9875,0.953487,4,0.98719,1.0,180
,0.533333,4,0.966304,8,600,,,0.036496,4,,19,0.15,pairwise,,1.002799,1.5,0.0,static_learned_interaction,40,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.0,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_candidate_selector,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.0,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,train_selected_end_to_end_candidate_selector,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,0.990278,0.891299,0.047222,0.953383,end_to_end_candidate_selector,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
,0.644444,4,0.966304,8,600,,,0.0,4,,19,0.15,pairwise,,0.966304,1.5,1.0,generated_plus_composition_oracle,40,600,400,19,0.3,0.011111,0.055556,0.366667,0.033333,0.211111,0.022222,0.044444,0.311111,0.244444,0.011111,0.0,,0.066667,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.0,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0_pmin0,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.3,0.0,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0_pmin0p3,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.966667,0.522222,4,0.966304,8,600,0.4,0.0,0.035973,4,0.355556,19,0.15,pairwise,0.013925,1.002277,1.5,0.155556,end_to_end_selector_pg0_pmin0p4,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.077778,0.166667,0.077778,0.0,0.322222,0.366667,0.066667,0.033333,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.922222,0.533333,4,0.966304,8,600,0.5,0.0,0.035038,4,0.322222,19,0.15,pairwise,0.013925,1.001342,1.5,0.155556,end_to_end_selector_pg0_pmin0p5,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.066667,0.155556,0.077778,0.0,0.3,0.355556,0.055556,0.077778,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.844444,0.522222,4,0.966304,8,600,0.6,0.0,0.037881,4,0.322222,19,0.15,pairwise,0.013925,1.004185,1.5,0.144444,end_to_end_selector_pg0_pmin0p6,40,600,400,19,0.055556,0.0,0.022222,0.077778,0.066667,0.144444,0.077778,0.0,0.288889,0.355556,0.044444,0.155556,0.827932,0.077778,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.02,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p02_pmin0,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.3,0.02,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p02_pmin0p3,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.966667,0.522222,4,0.966304,8,600,0.4,0.02,0.035973,4,0.355556,19,0.15,pairwise,0.013925,1.002277,1.5,0.155556,end_to_end_selector_pg0p02_pmin0p4,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.077778,0.166667,0.077778,0.0,0.322222,0.366667,0.066667,0.033333,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.922222,0.533333,4,0.966304,8,600,0.5,0.02,0.035038,4,0.322222,19,0.15,pairwise,0.013925,1.001342,1.5,0.155556,end_to_end_selector_pg0p02_pmin0p5,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.066667,0.155556,0.077778,0.0,0.3,0.355556,0.055556,0.077778,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.844444,0.522222,4,0.966304,8,600,0.6,0.02,0.037881,4,0.322222,19,0.15,pairwise,0.013925,1.004185,1.5,0.144444,end_to_end_selector_pg0p02_pmin0p6,40,600,400,19,0.055556,0.0,0.022222,0.077778,0.066667,0.144444,0.077778,0.0,0.288889,0.355556,0.044444,0.155556,0.827932,0.077778,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.05,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p05_pmin0,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.3,0.05,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p05_pmin0p3,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.966667,0.522222,4,0.966304,8,600,0.4,0.05,0.035973,4,0.355556,19,0.15,pairwise,0.013925,1.002277,1.5,0.155556,end_to_end_selector_pg0p05_pmin0p4,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.077778,0.166667,0.077778,0.0,0.322222,0.366667,0.066667,0.033333,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.922222,0.533333,4,0.966304,8,600,0.5,0.05,0.035038,4,0.322222,19,0.15,pairwise,0.013925,1.001342,1.5,0.155556,end_to_end_selector_pg0p05_pmin0p5,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.066667,0.155556,0.077778,0.0,0.3,0.355556,0.055556,0.077778,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.844444,0.522222,4,0.966304,8,600,0.6,0.05,0.037881,4,0.322222,19,0.15,pairwise,0.013925,1.004185,1.5,0.144444,end_to_end_selector_pg0p05_pmin0p6,40,600,400,19,0.055556,0.0,0.022222,0.077778,0.066667,0.144444,0.077778,0.0,0.288889,0.355556,0.044444,0.155556,0.827932,0.077778,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.1,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p1_pmin0,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.3,0.1,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p1_pmin0p3,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.966667,0.522222,4,0.966304,8,600,0.4,0.1,0.035973,4,0.355556,19,0.15,pairwise,0.013925,1.002277,1.5,0.155556,end_to_end_selector_pg0p1_pmin0p4,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.077778,0.166667,0.077778,0.0,0.322222,0.366667,0.066667,0.033333,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.922222,0.533333,4,0.966304,8,600,0.5,0.1,0.035038,4,0.322222,19,0.15,pairwise,0.013925,1.001342,1.5,0.155556,end_to_end_selector_pg0p1_pmin0p5,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.066667,0.155556,0.077778,0.0,0.3,0.355556,0.055556,0.077778,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.844444,0.522222,4,0.966304,8,600,0.6,0.1,0.037881,4,0.322222,19,0.15,pairwise,0.013925,1.004185,1.5,0.144444,end_to_end_selector_pg0p1_pmin0p6,40,600,400,19,0.055556,0.0,0.022222,0.077778,0.066667,0.144444,0.077778,0.0,0.288889,0.355556,0.044444,0.155556,0.827932,0.077778,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.0,0.2,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p2_pmin0,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.988889,0.522222,4,0.966304,8,600,0.3,0.2,0.036334,4,0.366667,19,0.15,pairwise,0.013925,1.002638,1.5,0.155556,end_to_end_selector_pg0p2_pmin0p3,40,600,400,19,0.066667,0.022222,0.033333,0.122222,0.077778,0.177778,0.077778,0.0,0.333333,0.366667,0.066667,0.011111,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.966667,0.522222,4,0.966304,8,600,0.4,0.2,0.035973,4,0.355556,19,0.15,pairwise,0.013925,1.002277,1.5,0.155556,end_to_end_selector_pg0p2_pmin0p4,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.077778,0.166667,0.077778,0.0,0.322222,0.366667,0.066667,0.033333,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.922222,0.533333,4,0.966304,8,600,0.5,0.2,0.035038,4,0.322222,19,0.15,pairwise,0.013925,1.001342,1.5,0.155556,end_to_end_selector_pg0p2_pmin0p5,40,600,400,19,0.066667,0.022222,0.022222,0.111111,0.066667,0.155556,0.077778,0.0,0.3,0.355556,0.055556,0.077778,0.827932,0.1,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
0.844444,0.522222,4,0.966304,8,600,0.6,0.2,0.037881,4,0.322222,19,0.15,pairwise,0.013925,1.004185,1.5,0.144444,end_to_end_selector_pg0p2_pmin0p6,40,600,400,19,0.055556,0.0,0.022222,0.077778,0.066667,0.144444,0.077778,0.0,0.288889,0.355556,0.044444,0.155556,0.827932,0.077778,,,,,,900,0.7,90,2048,0.990278,0.953383,4,0.984641,1.0,180
,0.544444,4,0.951185,8,600,,,0.04495,4,,23,0.15,pairwise,,0.996135,1.5,0.0,static_learned_interaction,40,600,400,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.0,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_candidate_selector,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.0,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,train_selected_end_to_end_candidate_selector,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,0.995833,0.849749,0.052778,0.948609,end_to_end_candidate_selector,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
,0.6,4,0.951185,8,600,,,0.0,4,,23,0.15,pairwise,,0.951185,1.5,1.0,generated_plus_composition_oracle,40,600,400,23,0.122222,0.022222,0.044444,0.188889,0.011111,0.244444,0.044444,0.011111,0.311111,0.377778,0.0,0.0,,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.0,0.0,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0_pmin0,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.988889,0.522222,4,0.951185,8,600,0.3,0.0,0.051403,4,0.5,23,0.15,pairwise,0.012182,1.002588,1.5,0.122222,end_to_end_selector_pg0_pmin0p3,40,600,400,23,0.144444,0.011111,0.088889,0.244444,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.011111,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
0.977778,0.522222,4,0.951185,8,600,0.4,0.0,0.05122,4,0.488889,23,0.15,pairwise,0.012182,1.002405,1.5,0.122222,end_to_end_selector_pg0_pmin0p4,40,600,400,23,0.133333,0.011111,0.088889,0.233333,0.011111,0.2,0.077778,0.0,0.288889,0.3,0.033333,0.022222,0.849616,0.122222,,,,,,900,0.7,90,2048,0.995833,0.948609,4,0.974007,1.0,180
