row_type,seed,sample_index,background_objects,corruption,total_objects,corrupted_objects,identity_recall,semantic_identity_consistency,relation_precision,relation_recall,frontier_recall,selected_k,objectification_score,identity_coverage_report,relation_validity_report,object_confidence_report,relation_confidence_report,delta_locality_report,sample_count
sample,11,1,512,position_noise,517,517,1.000000,0.649903,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,1,512,low_confidence,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786170,1.000000,1.000000,0.544500,0.386351,1.000000,1
sample,11,1,512,identity_swap,517,517,1.000000,0.996132,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,1,512,combined,517,431,0.833656,0.806576,1.000000,0.829787,0.800000,4,0.836851,1.000000,1.000000,0.693000,0.491256,1.000000,1
sample,11,2,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,2,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.996124,0.750000,3,0.938198,1.000000,1.000000,0.990000,0.700992,1.000000,1
sample,11,2,512,drop_objects_light,516,405,0.784884,0.784884,1.000000,0.784884,0.750000,3,0.938385,1.000000,1.000000,0.990000,0.701926,1.000000,1
sample,11,2,512,position_noise,516,516,1.000000,0.670543,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,2,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,2,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,2,512,combined,516,428,0.829457,0.798450,1.000000,0.829457,0.750000,3,0.836855,1.000000,1.000000,0.693000,0.491276,1.000000,1
sample,11,3,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,3,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.996124,0.500000,2,0.938195,1.000000,1.000000,0.990000,0.700973,1.000000,1
sample,11,3,512,drop_objects_light,516,404,0.782946,0.782946,1.000000,0.782946,1.000000,4,0.938515,1.000000,1.000000,0.990000,0.702574,1.000000,1
sample,11,3,512,position_noise,516,516,1.000000,0.672481,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,3,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,3,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,3,512,combined,516,435,0.843023,0.806202,1.000000,0.841085,1.000000,4,0.836861,1.000000,1.000000,0.693000,0.491306,1.000000,1
sample,11,4,512,clean,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,4,512,drop_relations_heavy,517,517,1.000000,1.000000,1.000000,0.996132,0.800000,4,0.938299,1.000000,1.000000,0.990000,0.701495,1.000000,1
sample,11,4,512,drop_objects_light,517,398,0.769826,0.769826,1.000000,0.769826,0.800000,4,0.938508,1.000000,1.000000,0.990000,0.702538,1.000000,1
sample,11,4,512,position_noise,517,517,1.000000,0.705996,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,4,512,low_confidence,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786170,1.000000,1.000000,0.544500,0.386351,1.000000,1
sample,11,4,512,identity_swap,517,517,1.000000,0.996132,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,4,512,combined,517,425,0.822050,0.804642,1.000000,0.816248,0.400000,2,0.836676,1.000000,1.000000,0.693000,0.490382,1.000000,1
sample,11,5,512,clean,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,5,512,drop_relations_heavy,517,517,1.000000,1.000000,1.000000,0.994197,0.400000,2,0.938195,1.000000,1.000000,0.990000,0.700973,1.000000,1
sample,11,5,512,drop_objects_light,517,403,0.779497,0.779497,1.000000,0.779497,1.000000,5,0.938630,1.000000,1.000000,0.990000,0.703151,1.000000,1
sample,11,5,512,position_noise,517,517,1.000000,0.676983,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,5,512,low_confidence,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786170,1.000000,1.000000,0.544500,0.386351,1.000000,1
sample,11,5,512,identity_swap,517,517,1.000000,0.996132,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,5,512,combined,517,427,0.825919,0.796905,1.000000,0.822050,0.600000,3,0.836840,1.000000,1.000000,0.693000,0.491202,1.000000,1
sample,11,6,512,clean,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,6,512,drop_relations_heavy,517,517,1.000000,1.000000,1.000000,0.996132,0.600000,3,0.938283,1.000000,1.000000,0.990000,0.701417,1.000000,1
sample,11,6,512,drop_objects_light,517,400,0.773694,0.773694,1.000000,0.771760,0.800000,4,0.938386,1.000000,1.000000,0.990000,0.701930,1.000000,1
sample,11,6,512,position_noise,517,517,1.000000,0.692456,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,6,512,low_confidence,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786170,1.000000,1.000000,0.544500,0.386351,1.000000,1
sample,11,6,512,identity_swap,517,517,1.000000,0.996132,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,6,512,combined,517,432,0.835590,0.802708,1.000000,0.833656,0.800000,4,0.836938,1.000000,1.000000,0.693000,0.491689,1.000000,1
sample,11,7,512,clean,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,7,512,drop_relations_heavy,517,517,1.000000,1.000000,1.000000,0.994197,0.400000,2,0.938195,1.000000,1.000000,0.990000,0.700973,1.000000,1
sample,11,7,512,drop_objects_light,517,416,0.804642,0.804642,1.000000,0.804642,1.000000,5,0.938611,1.000000,1.000000,0.990000,0.703053,1.000000,1
sample,11,7,512,position_noise,517,517,1.000000,0.657640,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,7,512,low_confidence,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786170,1.000000,1.000000,0.544500,0.386351,1.000000,1
sample,11,7,512,identity_swap,517,517,1.000000,0.996132,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,7,512,combined,517,452,0.874275,0.835590,1.000000,0.872340,1.000000,5,0.836910,1.000000,1.000000,0.693000,0.491552,1.000000,1
sample,11,8,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,8,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.996124,0.750000,3,0.938191,1.000000,1.000000,0.990000,0.700953,1.000000,1
sample,11,8,512,drop_objects_light,516,418,0.810078,0.810078,1.000000,0.808140,0.500000,2,0.938134,1.000000,1.000000,0.990000,0.700671,1.000000,1
sample,11,8,512,position_noise,516,516,1.000000,0.684109,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,8,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,8,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,8,512,combined,516,442,0.856589,0.837209,1.000000,0.850775,0.500000,2,0.836686,1.000000,1.000000,0.693000,0.490431,1.000000,1
sample,11,9,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,9,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.996124,0.750000,3,0.938198,1.000000,1.000000,0.990000,0.700992,1.000000,1
sample,11,9,512,drop_objects_light,516,421,0.815891,0.815891,1.000000,0.815891,1.000000,4,0.938494,1.000000,1.000000,0.990000,0.702470,1.000000,1
sample,11,9,512,position_noise,516,516,1.000000,0.672481,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,9,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,9,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,9,512,combined,516,445,0.862403,0.835271,1.000000,0.860465,1.000000,4,0.836843,1.000000,1.000000,0.693000,0.491214,1.000000,1
sample,11,10,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,10,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.996124,0.750000,3,0.938206,1.000000,1.000000,0.990000,0.701031,1.000000,1
sample,11,10,512,drop_objects_light,516,408,0.790698,0.790698,1.000000,0.790698,1.000000,4,0.938510,1.000000,1.000000,0.990000,0.702549,1.000000,1
sample,11,10,512,position_noise,516,516,1.000000,0.689922,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,10,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,10,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,10,512,combined,516,432,0.837209,0.819767,1.000000,0.835271,0.750000,3,0.836847,1.000000,1.000000,0.693000,0.491234,1.000000,1
sample,11,11,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,11,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.996124,0.750000,3,0.938214,1.000000,1.000000,0.990000,0.701070,1.000000,1
sample,11,11,512,drop_objects_light,516,419,0.812016,0.812016,1.000000,0.812016,1.000000,4,0.938496,1.000000,1.000000,0.990000,0.702482,1.000000,1
sample,11,11,512,position_noise,516,516,1.000000,0.699612,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,11,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,11,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,11,512,combined,516,448,0.868217,0.852713,1.000000,0.866279,1.000000,4,0.836841,1.000000,1.000000,0.693000,0.491206,1.000000,1
sample,13,0,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,0,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.972222,0.750000,3,0.942457,1.000000,1.000000,0.990000,0.722286,1.000000,1
sample,13,0,32,drop_objects_light,36,30,0.833333,0.833333,1.000000,0.833333,1.000000,4,0.944933,1.000000,1.000000,0.990000,0.734667,1.000000,1
sample,13,0,32,position_noise,36,36,1.000000,0.666667,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,0,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,0,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,0,32,combined,36,32,0.888889,0.777778,1.000000,0.833333,0.750000,3,0.839120,1.000000,1.000000,0.693000,0.502600,1.000000,1
sample,13,1,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,1,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.916667,0.500000,2,0.939394,1.000000,1.000000,0.990000,0.706970,1.000000,1
sample,13,1,32,drop_objects_light,36,33,0.916667,0.916667,1.000000,0.916667,1.000000,4,0.944303,1.000000,1.000000,0.990000,0.731515,1.000000,1
sample,13,1,32,position_noise,36,36,1.000000,0.666667,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,1,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,1,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,1,32,combined,36,35,0.972222,0.916667,1.000000,0.944444,0.750000,3,0.839729,1.000000,1.000000,0.693000,0.505647,1.000000,1
sample,13,2,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,2,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.864865,0.200000,1,0.938000,1.000000,1.000000,0.990000,0.700000,1.000000,1
sample,13,2,32,drop_objects_light,37,28,0.756757,0.756757,1.000000,0.756757,0.800000,4,0.945214,1.000000,1.000000,0.990000,0.736071,1.000000,1
sample,13,2,32,position_noise,37,37,1.000000,0.567568,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,2,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,13,2,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,2,32,combined,37,30,0.810811,0.702703,1.000000,0.729730,0.400000,2,0.838052,1.000000,1.000000,0.693000,0.497259,1.000000,1
sample,13,3,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,3,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.918919,0.600000,3,0.941235,1.000000,1.000000,0.990000,0.716176,1.000000,1
sample,13,3,32,drop_objects_light,37,32,0.864865,0.864865,1.000000,0.864865,1.000000,5,0.945937,1.000000,1.000000,0.990000,0.739687,1.000000,1
sample,13,3,32,position_noise,37,37,1.000000,0.783784,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,3,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,13,3,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,3,32,combined,37,32,0.864865,0.837838,1.000000,0.810811,0.800000,4,0.840380,1.000000,1.000000,0.693000,0.508900,1.000000,1
sample,13,4,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,4,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.918919,0.600000,3,0.940882,1.000000,1.000000,0.990000,0.714412,1.000000,1
sample,13,4,32,drop_objects_light,37,32,0.864865,0.864865,1.000000,0.864865,1.000000,5,0.945937,1.000000,1.000000,0.990000,0.739687,1.000000,1
sample,13,4,32,position_noise,37,37,1.000000,0.594595,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,4,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,13,4,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,4,32,combined,37,32,0.864865,0.810811,1.000000,0.837838,1.000000,5,0.841297,1.000000,1.000000,0.693000,0.513484,1.000000,1
sample,13,5,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,5,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.918919,0.600000,3,0.940882,1.000000,1.000000,0.990000,0.714412,1.000000,1
sample,13,5,32,drop_objects_light,37,25,0.675676,0.675676,1.000000,0.675676,0.800000,4,0.946080,1.000000,1.000000,0.990000,0.740400,1.000000,1
sample,13,5,32,position_noise,37,37,1.000000,0.756757,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,5,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,13,5,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,5,32,combined,37,31,0.837838,0.756757,1.000000,0.810811,1.000000,5,0.841453,1.000000,1.000000,0.693000,0.514267,1.000000,1
sample,13,6,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,6,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941176,1.000000,1.000000,0.990000,0.715882,1.000000,1
sample,13,6,32,drop_objects_light,36,28,0.777778,0.777778,1.000000,0.777778,1.000000,4,0.945429,1.000000,1.000000,0.990000,0.737143,1.000000,1
sample,13,6,32,position_noise,36,36,1.000000,0.694444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,6,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,6,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,6,32,combined,36,32,0.888889,0.833333,1.000000,0.861111,0.750000,3,0.840032,1.000000,1.000000,0.693000,0.507161,1.000000,1
sample,13,7,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,7,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941176,1.000000,1.000000,0.990000,0.715882,1.000000,1
sample,13,7,32,drop_objects_light,36,30,0.833333,0.833333,1.000000,0.833333,1.000000,4,0.944933,1.000000,1.000000,0.990000,0.734667,1.000000,1
sample,13,7,32,position_noise,36,36,1.000000,0.694444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,7,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,7,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,7,32,combined,36,31,0.861111,0.833333,1.000000,0.861111,1.000000,4,0.841297,1.000000,1.000000,0.693000,0.513484,1.000000,1
sample,13,8,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,8,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.940882,1.000000,1.000000,0.990000,0.714412,1.000000,1
sample,13,8,32,drop_objects_light,36,30,0.833333,0.833333,1.000000,0.805556,0.750000,3,0.941724,1.000000,1.000000,0.990000,0.718621,1.000000,1
sample,13,8,32,position_noise,36,36,1.000000,0.555556,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,8,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,8,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,8,32,combined,36,32,0.888889,0.833333,1.000000,0.861111,0.750000,3,0.839039,1.000000,1.000000,0.693000,0.502194,1.000000,1
sample,13,9,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,9,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941176,1.000000,1.000000,0.990000,0.715882,1.000000,1
sample,13,9,32,drop_objects_light,36,25,0.694444,0.694444,1.000000,0.694444,1.000000,4,0.946320,1.000000,1.000000,0.990000,0.741600,1.000000,1
sample,13,9,32,position_noise,36,36,1.000000,0.694444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,9,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,9,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,9,32,combined,36,28,0.777778,0.722222,1.000000,0.777778,1.000000,4,0.841800,1.000000,1.000000,0.693000,0.516000,1.000000,1
sample,13,10,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,10,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.891892,0.400000,2,0.939636,1.000000,1.000000,0.990000,0.708182,1.000000,1
sample,13,10,32,drop_objects_light,37,30,0.810811,0.810811,1.000000,0.810811,0.800000,4,0.944933,1.000000,1.000000,0.990000,0.734667,1.000000,1
sample,13,10,32,position_noise,37,37,1.000000,0.513514,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,10,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,13,10,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,13,10,32,combined,37,31,0.837838,0.756757,1.000000,0.837838,0.800000,4,0.841297,1.000000,1.000000,0.693000,0.513484,1.000000,1
sample,13,11,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,11,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941118,1.000000,1.000000,0.990000,0.715588,1.000000,1
sample,13,11,32,drop_objects_light,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,11,32,position_noise,36,36,1.000000,0.666667,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,11,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,13,11,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,13,11,32,combined,36,36,1.000000,0.944444,1.000000,0.944444,0.750000,3,0.838618,1.000000,1.000000,0.693000,0.500088,1.000000,1
sample,13,0,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,13,0,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.969697,0.250000,1,0.938000,1.000000,1.000000,0.990000,0.700000,1.000000,1
sample,13,0,128,drop_objects_light,132,108,0.818182,0.818182,1.000000,0.818182,0.750000,3,0.939444,1.000000,1.000000,0.990000,0.707222,1.000000,1
sample,13,0,128,position_noise,132,132,1.000000,0.643939,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,13,0,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,13,0,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
