row_type,seed,sample_index,background_objects,corruption,total_objects,corrupted_objects,identity_recall,semantic_identity_consistency,relation_precision,relation_recall,frontier_recall,selected_k,objectification_score,identity_coverage_report,relation_validity_report,object_confidence_report,relation_confidence_report,delta_locality_report,sample_count
sample,11,0,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,0,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.916667,0.500000,2,0.939697,1.000000,1.000000,0.990000,0.708485,1.000000,1
sample,11,0,32,drop_objects_light,36,30,0.833333,0.833333,1.000000,0.833333,1.000000,4,0.944933,1.000000,1.000000,0.990000,0.734667,1.000000,1
sample,11,0,32,position_noise,36,36,1.000000,0.722222,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,0,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,0,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,0,32,combined,36,33,0.916667,0.861111,1.000000,0.888889,0.750000,3,0.839925,1.000000,1.000000,0.693000,0.506625,1.000000,1
sample,11,1,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,1,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.945946,0.800000,4,0.942114,1.000000,1.000000,0.990000,0.720571,1.000000,1
sample,11,1,32,drop_objects_light,37,31,0.837838,0.837838,1.000000,0.810811,0.600000,3,0.941400,1.000000,1.000000,0.990000,0.717000,1.000000,1
sample,11,1,32,position_noise,37,37,1.000000,0.567568,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,1,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,11,1,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,1,32,combined,37,32,0.864865,0.864865,1.000000,0.837838,0.600000,3,0.838903,1.000000,1.000000,0.693000,0.501516,1.000000,1
sample,11,2,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,2,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941176,1.000000,1.000000,0.990000,0.715882,1.000000,1
sample,11,2,32,drop_objects_light,36,31,0.861111,0.861111,1.000000,0.861111,1.000000,4,0.944710,1.000000,1.000000,0.990000,0.733548,1.000000,1
sample,11,2,32,position_noise,36,36,1.000000,0.611111,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,2,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,2,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,2,32,combined,36,32,0.888889,0.833333,1.000000,0.833333,0.750000,3,0.838887,1.000000,1.000000,0.693000,0.501433,1.000000,1
sample,11,3,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,3,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.940882,1.000000,1.000000,0.990000,0.714412,1.000000,1
sample,11,3,32,drop_objects_light,36,31,0.861111,0.861111,1.000000,0.861111,0.750000,3,0.943032,1.000000,1.000000,0.990000,0.725161,1.000000,1
sample,11,3,32,position_noise,36,36,1.000000,0.694444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,3,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,3,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,3,32,combined,36,33,0.916667,0.888889,1.000000,0.916667,0.750000,3,0.839909,1.000000,1.000000,0.693000,0.506545,1.000000,1
sample,11,4,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,4,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.891892,0.400000,2,0.939394,1.000000,1.000000,0.990000,0.706970,1.000000,1
sample,11,4,32,drop_objects_light,37,33,0.891892,0.891892,1.000000,0.891892,0.800000,4,0.944121,1.000000,1.000000,0.990000,0.730606,1.000000,1
sample,11,4,32,position_noise,37,37,1.000000,0.702703,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,4,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,11,4,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,4,32,combined,37,34,0.918919,0.918919,1.000000,0.891892,0.600000,3,0.839697,1.000000,1.000000,0.693000,0.505485,1.000000,1
sample,11,5,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,5,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.918919,0.600000,3,0.941000,1.000000,1.000000,0.990000,0.715000,1.000000,1
sample,11,5,32,drop_objects_light,37,26,0.702703,0.702703,1.000000,0.702703,0.800000,4,0.946000,1.000000,1.000000,0.990000,0.740000,1.000000,1
sample,11,5,32,position_noise,37,37,1.000000,0.783784,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,5,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,11,5,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,5,32,combined,37,29,0.783784,0.702703,1.000000,0.729730,0.400000,2,0.839193,1.000000,1.000000,0.693000,0.502963,1.000000,1
sample,11,6,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,6,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.972973,0.800000,4,0.943500,1.000000,1.000000,0.990000,0.727500,1.000000,1
sample,11,6,32,drop_objects_light,37,33,0.891892,0.891892,1.000000,0.891892,1.000000,5,0.945697,1.000000,1.000000,0.990000,0.738485,1.000000,1
sample,11,6,32,position_noise,37,37,1.000000,0.567568,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,6,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,11,6,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,6,32,combined,37,33,0.891892,0.837838,1.000000,0.864865,1.000000,5,0.840975,1.000000,1.000000,0.693000,0.511875,1.000000,1
sample,11,7,32,clean,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,7,32,drop_relations_heavy,37,37,1.000000,1.000000,1.000000,0.945946,0.800000,4,0.942400,1.000000,1.000000,0.990000,0.722000,1.000000,1
sample,11,7,32,drop_objects_light,37,35,0.945946,0.945946,1.000000,0.945946,1.000000,5,0.945257,1.000000,1.000000,0.990000,0.736286,1.000000,1
sample,11,7,32,position_noise,37,37,1.000000,0.675676,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,7,32,low_confidence,37,37,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.789676,1.000000,1.000000,0.544500,0.403878,1.000000,1
sample,11,7,32,identity_swap,37,37,1.000000,0.945946,1.000000,1.000000,1.000000,5,0.944865,1.000000,1.000000,0.990000,0.734324,1.000000,1
sample,11,7,32,combined,37,35,0.945946,0.864865,1.000000,0.837838,0.400000,2,0.837774,1.000000,1.000000,0.693000,0.495871,1.000000,1
sample,11,8,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,8,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941176,1.000000,1.000000,0.990000,0.715882,1.000000,1
sample,11,8,32,drop_objects_light,36,28,0.777778,0.777778,1.000000,0.777778,1.000000,4,0.945429,1.000000,1.000000,0.990000,0.737143,1.000000,1
sample,11,8,32,position_noise,36,36,1.000000,0.694444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,8,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,8,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,8,32,combined,36,31,0.861111,0.833333,1.000000,0.861111,1.000000,4,0.841297,1.000000,1.000000,0.693000,0.513484,1.000000,1
sample,11,9,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,9,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.888889,0.250000,1,0.938000,1.000000,1.000000,0.990000,0.700000,1.000000,1
sample,11,9,32,drop_objects_light,36,29,0.805556,0.805556,1.000000,0.805556,1.000000,4,0.945172,1.000000,1.000000,0.990000,0.735862,1.000000,1
sample,11,9,32,position_noise,36,36,1.000000,0.638889,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,9,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,9,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,9,32,combined,36,31,0.861111,0.861111,1.000000,0.777778,0.500000,2,0.837950,1.000000,1.000000,0.693000,0.496750,1.000000,1
sample,11,10,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,10,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.944444,0.750000,3,0.941176,1.000000,1.000000,0.990000,0.715882,1.000000,1
sample,11,10,32,drop_objects_light,36,31,0.861111,0.861111,1.000000,0.861111,1.000000,4,0.944710,1.000000,1.000000,0.990000,0.733548,1.000000,1
sample,11,10,32,position_noise,36,36,1.000000,0.750000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,10,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,10,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,10,32,combined,36,31,0.861111,0.750000,1.000000,0.861111,1.000000,4,0.841297,1.000000,1.000000,0.693000,0.513484,1.000000,1
sample,11,11,32,clean,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,11,32,drop_relations_heavy,36,36,1.000000,1.000000,1.000000,0.972222,0.750000,3,0.942343,1.000000,1.000000,0.990000,0.721714,1.000000,1
sample,11,11,32,drop_objects_light,36,31,0.861111,0.861111,1.000000,0.833333,0.750000,3,0.941600,1.000000,1.000000,0.990000,0.718000,1.000000,1
sample,11,11,32,position_noise,36,36,1.000000,0.666667,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,11,32,low_confidence,36,36,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.789078,1.000000,1.000000,0.544500,0.400889,1.000000,1
sample,11,11,32,identity_swap,36,36,1.000000,0.944444,1.000000,1.000000,1.000000,4,0.943778,1.000000,1.000000,0.990000,0.728889,1.000000,1
sample,11,11,32,combined,36,31,0.861111,0.861111,1.000000,0.833333,0.750000,3,0.839120,1.000000,1.000000,0.693000,0.502600,1.000000,1
sample,11,0,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,0,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.977273,0.500000,2,0.938357,1.000000,1.000000,0.990000,0.701783,1.000000,1
sample,11,0,128,drop_objects_light,132,106,0.803030,0.803030,1.000000,0.795455,0.500000,2,0.938533,1.000000,1.000000,0.990000,0.702667,1.000000,1
sample,11,0,128,position_noise,132,132,1.000000,0.651515,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,0,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,0,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,0,128,combined,132,110,0.833333,0.825758,1.000000,0.818182,0.250000,1,0.836600,1.000000,1.000000,0.693000,0.490000,1.000000,1
sample,11,1,128,clean,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,1,128,drop_relations_heavy,133,133,1.000000,1.000000,1.000000,0.992481,1.000000,5,0.939515,1.000000,1.000000,0.990000,0.707576,1.000000,1
sample,11,1,128,drop_objects_light,133,108,0.812030,0.812030,1.000000,0.812030,0.800000,4,0.939870,1.000000,1.000000,0.990000,0.709352,1.000000,1
sample,11,1,128,position_noise,133,133,1.000000,0.774436,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,1,128,low_confidence,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786950,1.000000,1.000000,0.544500,0.390252,1.000000,1
sample,11,1,128,identity_swap,133,133,1.000000,0.984962,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,1,128,combined,133,110,0.827068,0.812030,1.000000,0.819549,0.600000,3,0.837538,1.000000,1.000000,0.693000,0.494688,1.000000,1
sample,11,2,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,2,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.969697,0.250000,1,0.938000,1.000000,1.000000,0.990000,0.700000,1.000000,1
sample,11,2,128,drop_objects_light,132,106,0.803030,0.803030,1.000000,0.803030,1.000000,4,0.939962,1.000000,1.000000,0.990000,0.709811,1.000000,1
sample,11,2,128,position_noise,132,132,1.000000,0.712121,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,2,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,2,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,2,128,combined,132,112,0.848485,0.818182,1.000000,0.848485,1.000000,4,0.837900,1.000000,1.000000,0.693000,0.496500,1.000000,1
sample,11,3,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,3,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.969697,0.250000,1,0.938000,1.000000,1.000000,0.990000,0.700000,1.000000,1
sample,11,3,128,drop_objects_light,132,92,0.696970,0.696970,1.000000,0.689394,0.500000,2,0.938615,1.000000,1.000000,0.990000,0.703077,1.000000,1
sample,11,3,128,position_noise,132,132,1.000000,0.681818,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,3,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,3,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,3,128,combined,132,100,0.757576,0.750000,1.000000,0.742424,0.500000,2,0.836971,1.000000,1.000000,0.693000,0.491857,1.000000,1
sample,11,4,128,clean,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,4,128,drop_relations_heavy,133,133,1.000000,1.000000,1.000000,0.977444,0.600000,3,0.938846,1.000000,1.000000,0.990000,0.704231,1.000000,1
sample,11,4,128,drop_objects_light,133,107,0.804511,0.804511,1.000000,0.804511,1.000000,5,0.940374,1.000000,1.000000,0.990000,0.711869,1.000000,1
sample,11,4,128,position_noise,133,133,1.000000,0.676692,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,4,128,low_confidence,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786950,1.000000,1.000000,0.544500,0.390252,1.000000,1
sample,11,4,128,identity_swap,133,133,1.000000,0.984962,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,4,128,combined,133,114,0.857143,0.819549,1.000000,0.842105,0.600000,3,0.837513,1.000000,1.000000,0.693000,0.494562,1.000000,1
sample,11,5,128,clean,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,5,128,drop_relations_heavy,133,133,1.000000,1.000000,1.000000,0.962406,0.200000,1,0.938000,1.000000,1.000000,0.990000,0.700000,1.000000,1
sample,11,5,128,drop_objects_light,133,105,0.789474,0.789474,1.000000,0.789474,0.800000,4,0.939924,1.000000,1.000000,0.990000,0.709619,1.000000,1
sample,11,5,128,position_noise,133,133,1.000000,0.676692,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,5,128,low_confidence,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786950,1.000000,1.000000,0.544500,0.390252,1.000000,1
sample,11,5,128,identity_swap,133,133,1.000000,0.984962,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,5,128,combined,133,113,0.849624,0.819549,1.000000,0.842105,0.800000,4,0.837575,1.000000,1.000000,0.693000,0.494875,1.000000,1
sample,11,6,128,clean,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,6,128,drop_relations_heavy,133,133,1.000000,1.000000,1.000000,0.977444,0.600000,3,0.938785,1.000000,1.000000,0.990000,0.703923,1.000000,1
sample,11,6,128,drop_objects_light,133,101,0.759398,0.759398,1.000000,0.759398,1.000000,5,0.940515,1.000000,1.000000,0.990000,0.712574,1.000000,1
sample,11,6,128,position_noise,133,133,1.000000,0.691729,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,6,128,low_confidence,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786950,1.000000,1.000000,0.544500,0.390252,1.000000,1
sample,11,6,128,identity_swap,133,133,1.000000,0.984962,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,6,128,combined,133,108,0.812030,0.789474,1.000000,0.796992,0.800000,4,0.837670,1.000000,1.000000,0.693000,0.495349,1.000000,1
sample,11,7,128,clean,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,7,128,drop_relations_heavy,133,133,1.000000,1.000000,1.000000,0.977444,0.600000,3,0.938769,1.000000,1.000000,0.990000,0.703846,1.000000,1
sample,11,7,128,drop_objects_light,133,106,0.796992,0.796992,1.000000,0.796992,0.800000,4,0.939962,1.000000,1.000000,0.990000,0.709811,1.000000,1
sample,11,7,128,position_noise,133,133,1.000000,0.654135,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,7,128,low_confidence,133,133,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.786950,1.000000,1.000000,0.544500,0.390252,1.000000,1
sample,11,7,128,identity_swap,133,133,1.000000,0.984962,1.000000,1.000000,1.000000,5,0.939910,1.000000,1.000000,0.990000,0.709549,1.000000,1
sample,11,7,128,combined,133,112,0.842105,0.812030,1.000000,0.834586,0.800000,4,0.837622,1.000000,1.000000,0.693000,0.495108,1.000000,1
sample,11,8,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,8,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.992424,0.750000,3,0.939191,1.000000,1.000000,0.990000,0.705954,1.000000,1
sample,11,8,128,drop_objects_light,132,111,0.840909,0.840909,1.000000,0.840909,1.000000,4,0.939874,1.000000,1.000000,0.990000,0.709369,1.000000,1
sample,11,8,128,position_noise,132,132,1.000000,0.636364,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,8,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,8,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,8,128,combined,132,120,0.909091,0.886364,1.000000,0.901515,1.000000,4,0.837506,1.000000,1.000000,0.693000,0.494529,1.000000,1
sample,11,9,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,9,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.984848,0.750000,3,0.938785,1.000000,1.000000,0.990000,0.703923,1.000000,1
sample,11,9,128,drop_objects_light,132,120,0.909091,0.909091,1.000000,0.909091,0.750000,3,0.939300,1.000000,1.000000,0.990000,0.706500,1.000000,1
sample,11,9,128,position_noise,132,132,1.000000,0.666667,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,9,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,9,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,9,128,combined,132,121,0.916667,0.886364,1.000000,0.909091,0.750000,3,0.837242,1.000000,1.000000,0.693000,0.493208,1.000000,1
sample,11,10,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,10,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.977273,0.500000,2,0.938434,1.000000,1.000000,0.990000,0.702171,1.000000,1
sample,11,10,128,drop_objects_light,132,117,0.886364,0.886364,1.000000,0.886364,1.000000,4,0.939778,1.000000,1.000000,0.990000,0.708889,1.000000,1
sample,11,10,128,position_noise,132,132,1.000000,0.765152,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,10,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,10,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,10,128,combined,132,119,0.901515,0.893939,1.000000,0.901515,1.000000,4,0.837824,1.000000,1.000000,0.693000,0.496118,1.000000,1
sample,11,11,128,clean,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,11,128,drop_relations_heavy,132,132,1.000000,1.000000,1.000000,0.977273,0.500000,2,0.938357,1.000000,1.000000,0.990000,0.701783,1.000000,1
sample,11,11,128,drop_objects_light,132,101,0.765152,0.765152,1.000000,0.765152,1.000000,4,0.940059,1.000000,1.000000,0.990000,0.710297,1.000000,1
sample,11,11,128,position_noise,132,132,1.000000,0.651515,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,11,128,low_confidence,132,132,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786767,1.000000,1.000000,0.544500,0.389333,1.000000,1
sample,11,11,128,identity_swap,132,132,1.000000,0.984848,1.000000,1.000000,1.000000,4,0.939576,1.000000,1.000000,0.990000,0.707879,1.000000,1
sample,11,11,128,combined,132,111,0.840909,0.787879,1.000000,0.833333,0.750000,3,0.837593,1.000000,1.000000,0.693000,0.494964,1.000000,1
sample,11,0,512,clean,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,0,512,drop_relations_heavy,516,516,1.000000,1.000000,1.000000,0.994186,0.500000,2,0.938090,1.000000,1.000000,0.990000,0.700448,1.000000,1
sample,11,0,512,drop_objects_light,516,416,0.806202,0.806202,1.000000,0.806202,1.000000,4,0.938500,1.000000,1.000000,0.990000,0.702500,1.000000,1
sample,11,0,512,position_noise,516,516,1.000000,0.720930,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,0,512,low_confidence,516,516,1.000000,1.000000,1.000000,1.000000,1.000000,4,0.786122,1.000000,1.000000,0.544500,0.386109,1.000000,1
sample,11,0,512,identity_swap,516,516,1.000000,0.996124,1.000000,1.000000,1.000000,4,0.938403,1.000000,1.000000,0.990000,0.702016,1.000000,1
sample,11,0,512,combined,516,437,0.846899,0.817829,1.000000,0.844961,1.000000,4,0.836847,1.000000,1.000000,0.693000,0.491236,1.000000,1
sample,11,1,512,clean,517,517,1.000000,1.000000,1.000000,1.000000,1.000000,5,0.938491,1.000000,1.000000,0.990000,0.702456,1.000000,1
sample,11,1,512,drop_relations_heavy,517,517,1.000000,1.000000,1.000000,0.994197,0.600000,3,0.938206,1.000000,1.000000,0.990000,0.701031,1.000000,1
sample,11,1,512,drop_objects_light,517,407,0.787234,0.787234,1.000000,0.787234,1.000000,5,0.938624,1.000000,1.000000,0.990000,0.703120,1.000000,1
