mode,shift,total_n,escape_rate,initial_scale,initial_offset,final_scale,final_offset,mean_selected_k,max_selected_k,mean_observation_budget,mean_base_budget_trim,mean_verifier_topup,mean_estimated_topup_value,causal_recall,trajectory_mse,state_integrity,observation_hit_rate,missed_hidden_rate,objective,work_proxy,bytes_proxy
dense-state-copy,weak_anomaly,512,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,18432.0
wpu-learned-observation,weak_anomaly,512,0.75,1.0,0.0,1.0,0.0,25.125,32.0,0.140625,0.0,0.0,0.0,0.451172,0.306307,0.768265,0.04349,0.95651,0.308417,25.125,904.5
wpu-online-calibrated-observation,weak_anomaly,512,0.75,1.0,0.0,1.029504,0.116667,31.375,32.0,3.8125,0.0,0.0,0.0,0.855469,0.135624,0.885119,0.778869,0.221131,0.192811,31.375,1129.5
wpu-verified-online-observation,weak_anomaly,512,0.75,1.0,0.0,1.028295,0.112,30.75,32.0,3.53125,0.0,0.9375,0.037608,0.873047,0.126206,0.893172,0.811644,0.188356,0.179175,30.75,1107.0
wpu-value-budget-online-observation,weak_anomaly,512,0.75,1.0,0.0,1.029504,0.116667,31.375,32.0,3.8125,0.0,0.0,0.0,0.855469,0.135624,0.885119,0.778869,0.221131,0.192811,31.375,1129.5
wpu-sequential-online-observation,weak_anomaly,512,0.75,1.0,0.0,1.029504,0.116667,31.375,32.0,3.8125,0.0,0.0,0.0,0.855469,0.135624,0.885119,0.778869,0.221131,0.192811,31.375,1129.5
wpu-composed-online-observation,weak_anomaly,512,0.75,1.0,0.0,1.028295,0.112,30.75,32.0,3.53125,0.0,0.9375,0.037608,0.873047,0.126206,0.893172,0.811644,0.188356,0.179175,30.75,1107.0
wpu-learned-composed-online-observation,weak_anomaly,512,0.75,1.0,0.0,1.034627,0.136571,31.125,32.0,4.28125,0.0,0.4375,0.01755,0.878906,0.124668,0.893347,0.814546,0.185454,0.188886,31.125,1120.5
wpu-labeled-calibrated-observation,weak_anomaly,512,0.75,1.49879,-0.20565,1.49879,-0.20565,31.625,32.0,3.84375,0.0,0.0,0.0,0.886719,0.12387,0.892406,0.803274,0.196726,0.181526,31.625,1138.5
wpu-hand-adaptive,weak_anomaly,512,0.75,1.0,0.0,1.0,0.0,25.375,32.0,0.171875,0.0,0.0,0.0,0.453125,0.305654,0.768361,0.041034,0.958966,0.308232,25.375,913.5
dense-state-copy,weak_anomaly,512,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,18432.0
wpu-learned-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-online-calibrated-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-verified-online-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-value-budget-online-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-sequential-online-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-composed-online-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-learned-composed-online-observation,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
wpu-labeled-calibrated-observation,weak_anomaly,2048,0.0,1.49879,-0.20565,1.49879,-0.20565,24.5,32.0,0.125,0.0,0.0,0.0,0.943359,0.079604,0.927345,0.0,0.0,0.081479,24.5,882.0
wpu-hand-adaptive,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.081705,0.925736,0.0,0.0,0.081705,24.0,864.0
dense-state-copy,weak_anomaly,2048,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,weak_anomaly,2048,0.25,1.0,0.0,1.0,0.0,24.375,32.0,0.046875,0.0,0.0,0.0,0.785156,0.153143,0.869827,0.028646,0.815104,0.153846,24.375,877.5
wpu-online-calibrated-observation,weak_anomaly,2048,0.25,1.0,0.0,1.032499,0.1288,29.375,32.0,2.75,0.0,0.0,0.0,0.908203,0.109116,0.903782,0.53776,0.30599,0.150366,29.375,1057.5
wpu-verified-online-observation,weak_anomaly,2048,0.25,1.0,0.0,1.032499,0.1288,28.5,32.0,2.0,0.0,0.125,0.005014,0.900391,0.110038,0.902977,0.480469,0.363281,0.140038,28.5,1026.0
wpu-value-budget-online-observation,weak_anomaly,2048,0.25,1.0,0.0,1.032499,0.1288,29.375,32.0,2.75,0.0,0.0,0.0,0.908203,0.109116,0.903782,0.53776,0.30599,0.150366,29.375,1057.5
wpu-sequential-online-observation,weak_anomaly,2048,0.25,1.0,0.0,1.032499,0.1288,29.375,32.0,2.75,0.0,0.0,0.0,0.908203,0.109116,0.903782,0.53776,0.30599,0.150366,29.375,1057.5
wpu-composed-online-observation,weak_anomaly,2048,0.25,1.0,0.0,1.032499,0.1288,28.5,32.0,2.0,0.0,0.125,0.005014,0.900391,0.110038,0.902977,0.480469,0.363281,0.140038,28.5,1026.0
wpu-learned-composed-online-observation,weak_anomaly,2048,0.25,1.0,0.0,1.032499,0.1288,29.375,32.0,2.78125,0.0,0.03125,0.001254,0.912109,0.107033,0.905506,0.550781,0.292969,0.148752,29.375,1057.5
wpu-labeled-calibrated-observation,weak_anomaly,2048,0.25,1.49879,-0.20565,1.49879,-0.20565,26.625,32.0,0.703125,0.0,0.0,0.0,0.849609,0.129617,0.887143,0.216146,0.627604,0.140164,26.625,958.5
wpu-hand-adaptive,weak_anomaly,2048,0.25,1.0,0.0,1.0,0.0,24.375,32.0,0.046875,0.0,0.0,0.0,0.783203,0.154286,0.869021,0.018229,0.825521,0.154989,24.375,877.5
dense-state-copy,weak_anomaly,2048,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,weak_anomaly,2048,0.5,1.0,0.0,1.0,0.0,25.125,32.0,0.140625,0.0,0.0,0.0,0.583984,0.245011,0.806361,0.063802,0.936198,0.24712,25.125,904.5
wpu-online-calibrated-observation,weak_anomaly,2048,0.5,1.0,0.0,1.037059,0.146,31.25,32.0,4.375,0.0,0.0,0.0,0.898438,0.115751,0.898229,0.828906,0.171094,0.181376,31.25,1125.0
wpu-verified-online-observation,weak_anomaly,2048,0.5,1.0,0.0,1.028295,0.112,30.125,32.0,2.34375,0.0,0.765625,0.030713,0.857422,0.130347,0.887502,0.733073,0.266927,0.165504,30.125,1084.5
wpu-value-budget-online-observation,weak_anomaly,2048,0.5,1.0,0.0,1.037059,0.146,31.25,32.0,4.375,0.0,0.0,0.0,0.898438,0.115751,0.898229,0.828906,0.171094,0.181376,31.25,1125.0
wpu-sequential-online-observation,weak_anomaly,2048,0.5,1.0,0.0,1.037059,0.146,31.25,32.0,4.375,0.0,0.0,0.0,0.898438,0.115751,0.898229,0.828906,0.171094,0.181376,31.25,1125.0
wpu-composed-online-observation,weak_anomaly,2048,0.5,1.0,0.0,1.028295,0.112,30.25,32.0,2.359375,0.0,0.6875,0.027579,0.859375,0.129437,0.887866,0.731771,0.268229,0.164828,30.25,1089.0
wpu-learned-composed-online-observation,weak_anomaly,2048,0.5,1.0,0.0,1.025743,0.102,30.375,32.0,2.390625,0.0,0.609375,0.024445,0.871094,0.125148,0.891271,0.752344,0.247656,0.161007,30.375,1093.5
wpu-labeled-calibrated-observation,weak_anomaly,2048,0.5,1.49879,-0.20565,1.49879,-0.20565,29.625,32.0,2.265625,0.0,0.0,0.0,0.818359,0.147262,0.873757,0.569271,0.430729,0.181246,29.625,1066.5
wpu-hand-adaptive,weak_anomaly,2048,0.5,1.0,0.0,1.0,0.0,24.75,32.0,0.09375,0.0,0.0,0.0,0.576172,0.247735,0.804532,0.048177,0.951823,0.249141,24.75,891.0
dense-state-copy,weak_anomaly,2048,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,weak_anomaly,2048,0.75,1.0,0.0,1.0,0.0,24.625,32.0,0.078125,0.0,0.0,0.0,0.404297,0.322882,0.759684,0.025781,0.974219,0.324054,24.625,886.5
wpu-online-calibrated-observation,weak_anomaly,2048,0.75,1.0,0.0,1.03352,0.132286,31.375,32.0,4.953125,0.0,0.0,0.0,0.851562,0.136054,0.884988,0.831213,0.168787,0.210351,31.375,1129.5
wpu-verified-online-observation,weak_anomaly,2048,0.75,1.0,0.0,1.031086,0.122857,30.875,32.0,4.5,0.0,0.421875,0.016924,0.855469,0.132609,0.887329,0.823735,0.176265,0.200109,30.875,1111.5
wpu-value-budget-online-observation,weak_anomaly,2048,0.75,1.0,0.0,1.03352,0.132286,31.375,32.0,4.953125,0.0,0.0,0.0,0.851562,0.136054,0.884988,0.831213,0.168787,0.210351,31.375,1129.5
wpu-sequential-online-observation,weak_anomaly,2048,0.75,1.0,0.0,1.03352,0.132286,31.375,32.0,4.953125,0.0,0.0,0.0,0.851562,0.136054,0.884988,0.831213,0.168787,0.210351,31.375,1129.5
wpu-composed-online-observation,weak_anomaly,2048,0.75,1.0,0.0,1.026837,0.106286,30.875,32.0,3.46875,0.0,1.09375,0.043876,0.832031,0.142546,0.879804,0.783817,0.216183,0.194577,30.875,1111.5
wpu-learned-composed-online-observation,weak_anomaly,2048,0.75,1.0,0.0,1.035587,0.140286,31.25,32.0,5.125,0.0,0.125,0.005014,0.853516,0.134752,0.886066,0.825781,0.174219,0.211627,31.25,1125.0
wpu-labeled-calibrated-observation,weak_anomaly,2048,0.75,1.49879,-0.20565,1.49879,-0.20565,31.5,32.0,4.15625,0.0,0.0,0.0,0.888672,0.118334,0.895823,0.840067,0.159933,0.180678,31.5,1134.0
wpu-hand-adaptive,weak_anomaly,2048,0.75,1.0,0.0,1.0,0.0,25.125,32.0,0.140625,0.0,0.0,0.0,0.410156,0.322402,0.759471,0.030487,0.969513,0.324512,25.125,904.5
dense-state-copy,weak_anomaly,2048,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-online-calibrated-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-verified-online-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-value-budget-online-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-sequential-online-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-composed-online-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-learned-composed-online-observation,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
wpu-labeled-calibrated-observation,weak_anomaly,8192,0.0,1.49879,-0.20565,1.49879,-0.20565,24.5,32.0,0.09375,0.0,0.0,0.0,0.941406,0.085443,0.922495,0.0,0.0,0.08685,24.5,882.0
wpu-hand-adaptive,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.935547,0.086943,0.921289,0.0,0.0,0.086943,24.0,864.0
dense-state-copy,weak_anomaly,8192,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,weak_anomaly,8192,0.25,1.0,0.0,1.0,0.0,25.125,32.0,0.140625,0.0,0.0,0.0,0.783203,0.154675,0.868946,0.095052,0.733073,0.156784,25.125,904.5
wpu-online-calibrated-observation,weak_anomaly,8192,0.25,1.0,0.0,1.029695,0.1176,29.625,32.0,2.4375,0.0,0.0,0.0,0.927734,0.10002,0.910399,0.608073,0.220052,0.136583,29.625,1066.5
wpu-verified-online-observation,weak_anomaly,8192,0.25,1.0,0.0,1.028295,0.112,28.375,32.0,1.5625,0.0,0.140625,0.005641,0.923828,0.099014,0.91133,0.546875,0.28125,0.122451,28.375,1021.5
wpu-value-budget-online-observation,weak_anomaly,8192,0.25,1.0,0.0,1.029695,0.1176,29.625,32.0,2.4375,0.0,0.0,0.0,0.927734,0.10002,0.910399,0.608073,0.220052,0.136583,29.625,1066.5
wpu-sequential-online-observation,weak_anomaly,8192,0.25,1.0,0.0,1.029695,0.1176,29.625,32.0,2.4375,0.0,0.0,0.0,0.927734,0.10002,0.910399,0.608073,0.220052,0.136583,29.625,1066.5
wpu-composed-online-observation,weak_anomaly,8192,0.25,1.0,0.0,1.028295,0.112,28.375,32.0,1.5625,0.0,0.140625,0.005641,0.923828,0.099014,0.91133,0.546875,0.28125,0.122451,28.375,1021.5
wpu-learned-composed-online-observation,weak_anomaly,8192,0.25,1.0,0.0,1.028295,0.112,28.375,32.0,1.5625,0.0,0.140625,0.005641,0.923828,0.099014,0.91133,0.546875,0.28125,0.122451,28.375,1021.5
wpu-labeled-calibrated-observation,weak_anomaly,8192,0.25,1.49879,-0.20565,1.49879,-0.20565,27.25,32.0,0.875,0.0,0.0,0.0,0.857422,0.125601,0.890404,0.315885,0.51224,0.138726,27.25,981.0
wpu-hand-adaptive,weak_anomaly,8192,0.25,1.0,0.0,1.0,0.0,24.875,32.0,0.109375,0.0,0.0,0.0,0.775391,0.157743,0.866523,0.063802,0.764323,0.159383,24.875,895.5
dense-state-copy,weak_anomaly,8192,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,weak_anomaly,8192,0.5,1.0,0.0,1.0,0.0,25.0,32.0,0.125,0.0,0.0,0.0,0.587891,0.240241,0.808888,0.058594,0.941406,0.242116,25.0,900.0
wpu-online-calibrated-observation,weak_anomaly,8192,0.5,1.0,0.0,1.036041,0.142,31.25,32.0,4.640625,0.0,0.0,0.0,0.914062,0.108936,0.904221,0.838021,0.161979,0.178545,31.25,1125.0
wpu-verified-online-observation,weak_anomaly,8192,0.5,1.0,0.0,1.021147,0.084,30.25,32.0,2.484375,0.0,0.984375,0.039488,0.886719,0.118093,0.897581,0.752344,0.247656,0.155359,30.25,1089.0
wpu-value-budget-online-observation,weak_anomaly,8192,0.5,1.0,0.0,1.036041,0.142,31.25,32.0,4.640625,0.0,0.0,0.0,0.914062,0.108936,0.904221,0.838021,0.161979,0.178545,31.25,1125.0
wpu-sequential-online-observation,weak_anomaly,8192,0.5,1.0,0.0,1.036041,0.142,31.25,32.0,4.640625,0.0,0.0,0.0,0.914062,0.108936,0.904221,0.838021,0.161979,0.178545,31.25,1125.0
wpu-composed-online-observation,weak_anomaly,8192,0.5,1.0,0.0,1.021147,0.084,30.25,32.0,2.484375,0.0,0.984375,0.039488,0.886719,0.118093,0.897581,0.752344,0.247656,0.155359,30.25,1089.0
wpu-learned-composed-online-observation,weak_anomaly,8192,0.5,1.0,0.0,1.036041,0.142,31.25,32.0,4.671875,0.0,0.03125,0.001254,0.917969,0.107363,0.905523,0.846354,0.153646,0.177441,31.25,1125.0
wpu-labeled-calibrated-observation,weak_anomaly,8192,0.5,1.49879,-0.20565,1.49879,-0.20565,30.75,32.0,2.375,0.0,0.0,0.0,0.84375,0.139959,0.879698,0.622396,0.377604,0.175584,30.75,1107.0
wpu-hand-adaptive,weak_anomaly,8192,0.5,1.0,0.0,1.0,0.0,24.875,32.0,0.109375,0.0,0.0,0.0,0.585938,0.240943,0.808364,0.040885,0.959115,0.242583,24.875,895.5
dense-state-copy,weak_anomaly,8192,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,weak_anomaly,8192,0.75,1.0,0.0,1.0,0.0,25.375,32.0,0.1875,0.0,0.0,0.0,0.394531,0.329829,0.755732,0.050149,0.934226,0.332641,25.375,913.5
wpu-online-calibrated-observation,weak_anomaly,8192,0.75,1.0,0.0,1.029148,0.115238,31.375,32.0,3.5,0.0,0.0,0.0,0.791016,0.163412,0.864687,0.725223,0.259152,0.215912,31.375,1129.5
wpu-verified-online-observation,weak_anomaly,8192,0.75,1.0,0.0,1.028295,0.112,30.625,32.0,3.65625,0.0,1.078125,0.043249,0.824219,0.145997,0.877805,0.755804,0.228571,0.20084,30.625,1102.5
wpu-value-budget-online-observation,weak_anomaly,8192,0.75,1.0,0.0,1.029148,0.115238,31.375,32.0,3.5,0.0,0.0,0.0,0.791016,0.163412,0.864687,0.725223,0.259152,0.215912,31.375,1129.5
wpu-sequential-online-observation,weak_anomaly,8192,0.75,1.0,0.0,1.029148,0.115238,31.375,32.0,3.5,0.0,0.0,0.0,0.791016,0.163412,0.864687,0.725223,0.259152,0.215912,31.375,1129.5
wpu-composed-online-observation,weak_anomaly,8192,0.75,1.0,0.0,1.026253,0.104,30.5,32.0,3.390625,0.0,1.078125,0.043249,0.800781,0.157044,0.870913,0.725372,0.259003,0.207904,30.5,1098.0
wpu-learned-composed-online-observation,weak_anomaly,8192,0.75,1.0,0.0,1.027094,0.107238,31.125,32.0,3.703125,0.0,0.9375,0.037608,0.84375,0.138584,0.883873,0.812314,0.172061,0.194131,31.125,1120.5
wpu-labeled-calibrated-observation,weak_anomaly,8192,0.75,1.49879,-0.20565,1.49879,-0.20565,31.5,32.0,4.109375,0.0,0.0,0.0,0.867188,0.129669,0.887483,0.806771,0.177604,0.19131,31.5,1134.0
wpu-hand-adaptive,weak_anomaly,8192,0.75,1.0,0.0,1.0,0.0,25.625,32.0,0.21875,0.0,0.0,0.0,0.400391,0.328275,0.756461,0.054204,0.930171,0.331556,25.625,922.5
dense-state-copy,weak_anomaly,8192,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
