mode,shift,total_n,escape_rate,initial_scale,initial_offset,final_scale,final_offset,mean_selected_k,max_selected_k,mean_observation_budget,mean_base_budget_trim,mean_verifier_topup,mean_estimated_topup_value,causal_recall,trajectory_mse,state_integrity,observation_hit_rate,missed_hidden_rate,objective,work_proxy,bytes_proxy
wpu-online-calibrated-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-verified-online-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-value-budget-online-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-sequential-online-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-composed-online-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-learned-composed-online-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-labeled-calibrated-observation,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
wpu-hand-adaptive,clean,8192,0.25,1.0,0.0,1.0,0.0,30.375,32.0,1.34375,0.0,0.0,0.0,0.945312,0.091995,0.917097,0.796875,0.0,0.112152,30.375,1093.5
dense-state-copy,clean,8192,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.859375,0.0,0.0,0.0,0.960938,0.087008,0.920654,0.976563,0.007812,0.129898,31.875,1147.5
wpu-online-calibrated-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.859375,0.0,0.0,0.0,0.960938,0.087145,0.920556,0.976563,0.007812,0.130036,31.875,1147.5
wpu-verified-online-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.90625,0.0,0.046875,0.00188,0.966797,0.084131,0.92297,0.984375,0.0,0.127724,31.875,1147.5
wpu-value-budget-online-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.859375,0.0,0.0,0.0,0.960938,0.087145,0.920556,0.976563,0.007812,0.130036,31.875,1147.5
wpu-sequential-online-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.859375,0.0,0.0,0.0,0.960938,0.087145,0.920556,0.976563,0.007812,0.130036,31.875,1147.5
wpu-composed-online-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.859375,0.0,0.0,0.0,0.960938,0.087145,0.920556,0.976563,0.007812,0.130036,31.875,1147.5
wpu-learned-composed-online-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.90625,0.0,0.046875,0.00188,0.966797,0.084131,0.92297,0.984375,0.0,0.127724,31.875,1147.5
wpu-labeled-calibrated-observation,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.859375,0.0,0.0,0.0,0.960938,0.087145,0.920556,0.976563,0.007812,0.130036,31.875,1147.5
wpu-hand-adaptive,clean,8192,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.90625,0.0,0.0,0.0,0.966797,0.084131,0.92297,0.984375,0.0,0.127724,31.875,1147.5
dense-state-copy,clean,8192,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.929688,0.101407,0.908907,0.955729,0.044271,0.166563,32.0,1152.0
wpu-online-calibrated-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.929688,0.100887,0.909296,0.955729,0.044271,0.166043,32.0,1152.0
wpu-verified-online-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.515625,0.0,0.171875,0.006895,0.951172,0.091477,0.91696,0.984375,0.015625,0.159211,32.0,1152.0
wpu-value-budget-online-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.929688,0.100887,0.909296,0.955729,0.044271,0.166043,32.0,1152.0
wpu-sequential-online-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.929688,0.100887,0.909296,0.955729,0.044271,0.166043,32.0,1152.0
wpu-composed-online-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.929688,0.100887,0.909296,0.955729,0.044271,0.166043,32.0,1152.0
wpu-learned-composed-online-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.515625,0.0,0.171875,0.006895,0.951172,0.091477,0.91696,0.984375,0.015625,0.159211,32.0,1152.0
wpu-labeled-calibrated-observation,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.929688,0.100887,0.909296,0.955729,0.044271,0.166043,32.0,1152.0
wpu-hand-adaptive,clean,8192,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.625,0.0,0.0,0.0,0.964844,0.085492,0.921946,1.0,0.0,0.154867,32.0,1152.0
dense-state-copy,clean,8192,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8192.0,294912.0
wpu-learned-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-online-calibrated-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-verified-online-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-value-budget-online-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-sequential-online-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-composed-online-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-learned-composed-online-observation,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-labeled-calibrated-observation,noisy_anomaly,128,0.0,1.248606,-0.230168,1.248606,-0.230168,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
wpu-hand-adaptive,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.052733,0.949929,0.0,0.0,0.052733,24.0,864.0
dense-state-copy,noisy_anomaly,128,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,0.9375,0.095595,0.913855,0.451823,0.313802,0.114579,30.125,1084.5
wpu-online-calibrated-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,1.0,0.068012,0.936395,0.765625,0.0,0.086996,30.125,1084.5
wpu-verified-online-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,1.0,0.068012,0.936395,0.765625,0.0,0.086996,30.125,1084.5
wpu-value-budget-online-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,1.0,0.068012,0.936395,0.765625,0.0,0.086996,30.125,1084.5
wpu-sequential-online-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,1.0,0.068012,0.936395,0.765625,0.0,0.086996,30.125,1084.5
wpu-composed-online-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,1.0,0.068012,0.936395,0.765625,0.0,0.086996,30.125,1084.5
wpu-learned-composed-online-observation,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,1.0,0.068012,0.936395,0.765625,0.0,0.086996,30.125,1084.5
wpu-labeled-calibrated-observation,noisy_anomaly,128,0.25,1.248606,-0.230168,1.248606,-0.230168,24.125,32.0,0.015625,0.0,0.0,0.0,0.84375,0.122734,0.892781,0.003906,0.761719,0.122968,24.125,868.5
wpu-hand-adaptive,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,30.125,32.0,1.265625,0.0,0.0,0.0,0.9375,0.095595,0.913855,0.451823,0.313802,0.114579,30.125,1084.5
dense-state-copy,noisy_anomaly,128,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,0.837891,0.145649,0.874771,0.536979,0.447396,0.190649,31.875,1147.5
wpu-online-calibrated-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,1.0,0.07062,0.934078,0.984375,0.0,0.11562,31.875,1147.5
wpu-verified-online-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,1.0,0.07062,0.934078,0.984375,0.0,0.11562,31.875,1147.5
wpu-value-budget-online-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,1.0,0.07062,0.934078,0.984375,0.0,0.11562,31.875,1147.5
wpu-sequential-online-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,1.0,0.07062,0.934078,0.984375,0.0,0.11562,31.875,1147.5
wpu-composed-online-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,1.0,0.07062,0.934078,0.984375,0.0,0.11562,31.875,1147.5
wpu-learned-composed-online-observation,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,1.0,0.07062,0.934078,0.984375,0.0,0.11562,31.875,1147.5
wpu-labeled-calibrated-observation,noisy_anomaly,128,0.5,1.248606,-0.230168,1.248606,-0.230168,27.25,32.0,0.75,0.0,0.0,0.0,0.71875,0.189729,0.842453,0.18125,0.803125,0.200979,27.25,981.0
wpu-hand-adaptive,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,31.875,32.0,3.0,0.0,0.0,0.0,0.837891,0.145649,0.874771,0.536979,0.447396,0.190649,31.875,1147.5
dense-state-copy,noisy_anomaly,128,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.3125,0.0,0.0,0.0,0.802734,0.161015,0.86355,0.643452,0.356548,0.225702,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.3125,0.0,0.0,0.0,0.984375,0.079174,0.926972,0.981399,0.018601,0.143862,32.0,1152.0
wpu-verified-online-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.03125,0.00111,0.988281,0.077484,0.928359,0.986607,0.013393,0.142641,32.0,1152.0
wpu-value-budget-online-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.3125,0.0,0.0,0.0,0.984375,0.079174,0.926972,0.981399,0.018601,0.143862,32.0,1152.0
wpu-sequential-online-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.3125,0.0,0.0,0.0,0.984375,0.079174,0.926972,0.981399,0.018601,0.143862,32.0,1152.0
wpu-composed-online-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.3125,0.0,0.0,0.0,0.984375,0.079174,0.926972,0.981399,0.018601,0.143862,32.0,1152.0
wpu-learned-composed-online-observation,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.3125,0.0,0.0,0.0,0.984375,0.079174,0.926972,0.981399,0.018601,0.143862,32.0,1152.0
wpu-labeled-calibrated-observation,noisy_anomaly,128,0.75,1.248606,-0.230168,1.248606,-0.230168,31.0,32.0,2.609375,0.0,0.0,0.0,0.773438,0.173944,0.854022,0.537351,0.462649,0.213085,31.0,1116.0
wpu-hand-adaptive,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.421875,0.0,0.0,0.0,0.806641,0.159099,0.864848,0.647917,0.352083,0.225427,32.0,1152.0
dense-state-copy,noisy_anomaly,128,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,128.0,4608.0
wpu-learned-observation,noisy_anomaly,512,0.0,1.0,0.0,1.0,0.0,32.0,32.0,6.765625,0.0,0.0,0.0,0.953125,0.090722,0.917562,0.0,0.0,0.192206,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,512,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.296875,0.0,0.0,0.0,0.943359,0.08072,0.926261,0.0,0.0,0.085173,24.625,886.5
wpu-verified-online-observation,noisy_anomaly,512,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.296875,0.0,0.0,0.0,0.943359,0.08072,0.926261,0.0,0.0,0.085173,24.625,886.5
wpu-value-budget-online-observation,noisy_anomaly,512,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.296875,0.0,0.0,0.0,0.943359,0.08072,0.926261,0.0,0.0,0.085173,24.625,886.5
wpu-sequential-online-observation,noisy_anomaly,512,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.296875,0.0,0.0,0.0,0.943359,0.08072,0.926261,0.0,0.0,0.085173,24.625,886.5
wpu-composed-online-observation,noisy_anomaly,512,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.296875,0.0,0.0,0.0,0.943359,0.08072,0.926261,0.0,0.0,0.085173,24.625,886.5
wpu-learned-composed-online-observation,noisy_anomaly,512,0.0,1.0,0.0,0.988831,-0.0448,24.625,32.0,0.296875,0.0,0.0,0.0,0.943359,0.08072,0.926261,0.0,0.0,0.085173,24.625,886.5
wpu-labeled-calibrated-observation,noisy_anomaly,512,0.0,1.248606,-0.230168,1.248606,-0.230168,26.875,32.0,0.609375,0.0,0.0,0.0,0.953125,0.080389,0.926448,0.0,0.0,0.089529,26.875,967.5
wpu-hand-adaptive,noisy_anomaly,512,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.939453,0.081323,0.925761,0.0,0.0,0.081323,24.0,864.0
dense-state-copy,noisy_anomaly,512,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,18432.0
wpu-learned-observation,noisy_anomaly,512,0.25,1.0,0.0,1.0,0.0,32.0,32.0,6.9375,0.0,0.0,0.0,0.933594,0.10305,0.908131,0.664062,0.148438,0.207112,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,512,0.25,1.0,0.0,0.996849,-0.012,29.75,32.0,3.203125,0.0,0.0,0.0,0.929688,0.099208,0.910892,0.588542,0.223958,0.147255,29.75,1071.0
wpu-verified-online-observation,noisy_anomaly,512,0.25,1.0,0.0,0.992874,-0.028,29.875,32.0,3.3125,0.0,0.0625,0.002507,0.927734,0.100875,0.909711,0.625,0.1875,0.150563,29.875,1075.5
wpu-value-budget-online-observation,noisy_anomaly,512,0.25,1.0,0.0,0.996849,-0.012,29.75,32.0,3.203125,0.0,0.0,0.0,0.929688,0.099208,0.910892,0.588542,0.223958,0.147255,29.75,1071.0
wpu-sequential-online-observation,noisy_anomaly,512,0.25,1.0,0.0,0.996849,-0.012,29.75,32.0,3.1875,0.015625,0.0,0.0,0.929688,0.099208,0.910892,0.588542,0.223958,0.14702,29.75,1071.0
wpu-composed-online-observation,noisy_anomaly,512,0.25,1.0,0.0,0.996849,-0.012,29.75,32.0,3.1875,0.015625,0.0,0.0,0.929688,0.099208,0.910892,0.588542,0.223958,0.14702,29.75,1071.0
wpu-learned-composed-online-observation,noisy_anomaly,512,0.25,1.0,0.0,0.996849,-0.012,29.75,32.0,3.1875,0.015625,0.0,0.0,0.929688,0.099208,0.910892,0.588542,0.223958,0.14702,29.75,1071.0
wpu-labeled-calibrated-observation,noisy_anomaly,512,0.25,1.248606,-0.230168,1.248606,-0.230168,31.0,32.0,2.09375,0.0,0.0,0.0,0.955078,0.090067,0.91818,0.731771,0.080729,0.121473,31.0,1116.0
wpu-hand-adaptive,noisy_anomaly,512,0.25,1.0,0.0,1.0,0.0,30.5,32.0,1.375,0.0,0.0,0.0,0.904297,0.112972,0.900442,0.554688,0.257812,0.133597,30.5,1098.0
dense-state-copy,noisy_anomaly,512,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,18432.0
wpu-learned-observation,noisy_anomaly,512,0.5,1.0,0.0,1.0,0.0,32.0,32.0,6.984375,0.0,0.0,0.0,0.876953,0.128661,0.888253,0.767188,0.217188,0.233427,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,512,0.5,1.0,0.0,0.9944,-0.0224,31.875,32.0,5.59375,0.0,0.0,0.0,0.962891,0.089455,0.918543,0.951823,0.032552,0.173362,31.875,1147.5
wpu-verified-online-observation,noisy_anomaly,512,0.5,1.0,0.0,0.9944,-0.0224,31.875,32.0,5.65625,0.0,0.0625,0.002507,0.970703,0.085847,0.921554,0.96875,0.015625,0.170691,31.875,1147.5
wpu-value-budget-online-observation,noisy_anomaly,512,0.5,1.0,0.0,0.9944,-0.0224,31.875,32.0,5.59375,0.0,0.0,0.0,0.962891,0.089455,0.918543,0.951823,0.032552,0.173362,31.875,1147.5
wpu-sequential-online-observation,noisy_anomaly,512,0.5,1.0,0.0,0.9944,-0.0224,31.875,32.0,5.640625,0.296875,0.0,0.0,0.966797,0.087721,0.919979,0.958333,0.026042,0.172331,31.875,1147.5
wpu-composed-online-observation,noisy_anomaly,512,0.5,1.0,0.0,0.9944,-0.0224,31.875,32.0,5.640625,0.296875,0.0,0.0,0.966797,0.087721,0.919979,0.958333,0.026042,0.172331,31.875,1147.5
wpu-learned-composed-online-observation,noisy_anomaly,512,0.5,1.0,0.0,0.9944,-0.0224,31.875,32.0,5.640625,0.296875,0.0,0.0,0.966797,0.087721,0.919979,0.958333,0.026042,0.172331,31.875,1147.5
wpu-labeled-calibrated-observation,noisy_anomaly,512,0.5,1.248606,-0.230168,1.248606,-0.230168,31.75,32.0,3.65625,0.0,0.0,0.0,0.943359,0.098013,0.911851,0.901823,0.082552,0.152856,31.75,1143.0
wpu-hand-adaptive,noisy_anomaly,512,0.5,1.0,0.0,1.0,0.0,31.875,32.0,2.953125,0.0,0.0,0.0,0.830078,0.149416,0.872572,0.588281,0.396094,0.193713,31.875,1147.5
dense-state-copy,noisy_anomaly,512,0.5,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,18432.0
wpu-learned-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,7.0,0.0,0.0,0.0,0.810547,0.156375,0.867811,0.738244,0.261756,0.261375,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.734375,0.0,0.0,0.0,0.960938,0.08892,0.918974,0.997768,0.002232,0.189935,32.0,1152.0
wpu-verified-online-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.734375,0.0,0.0,0.0,0.960938,0.08892,0.918974,0.997768,0.002232,0.189935,32.0,1152.0
wpu-value-budget-online-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.734375,0.0,0.0,0.0,0.960938,0.08892,0.918974,0.997768,0.002232,0.189935,32.0,1152.0
wpu-sequential-online-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.078125,0.828125,0.0,0.0,0.962891,0.087516,0.920134,1.0,0.0,0.178688,32.0,1152.0
wpu-composed-online-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.078125,0.828125,0.0,0.0,0.962891,0.087516,0.920134,1.0,0.0,0.178688,32.0,1152.0
wpu-learned-composed-online-observation,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,6.078125,0.828125,0.0,0.0,0.962891,0.087516,0.920134,1.0,0.0,0.178688,32.0,1152.0
wpu-labeled-calibrated-observation,noisy_anomaly,512,0.75,1.248606,-0.230168,1.248606,-0.230168,32.0,32.0,5.4375,0.0,0.0,0.0,0.951172,0.092529,0.916016,0.983036,0.016964,0.174092,32.0,1152.0
wpu-hand-adaptive,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,32.0,32.0,4.34375,0.0,0.0,0.0,0.771484,0.174332,0.853881,0.631213,0.368787,0.239489,32.0,1152.0
dense-state-copy,noisy_anomaly,512,0.75,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,512.0,18432.0
wpu-learned-observation,noisy_anomaly,2048,0.0,1.0,0.0,1.0,0.0,32.0,32.0,6.78125,0.0,0.0,0.0,0.957031,0.089632,0.918793,0.0,0.0,0.191351,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,2048,0.0,1.0,0.0,0.988831,-0.0448,25.0,32.0,0.46875,0.0,0.0,0.0,0.935547,0.083948,0.923871,0.0,0.0,0.090979,25.0,900.0
wpu-verified-online-observation,noisy_anomaly,2048,0.0,1.0,0.0,0.988831,-0.0448,25.0,32.0,0.46875,0.0,0.0,0.0,0.935547,0.083948,0.923871,0.0,0.0,0.090979,25.0,900.0
wpu-value-budget-online-observation,noisy_anomaly,2048,0.0,1.0,0.0,0.988831,-0.0448,25.0,32.0,0.46875,0.0,0.0,0.0,0.935547,0.083948,0.923871,0.0,0.0,0.090979,25.0,900.0
wpu-sequential-online-observation,noisy_anomaly,2048,0.0,1.0,0.0,0.988831,-0.0448,25.0,32.0,0.46875,0.0,0.0,0.0,0.935547,0.083948,0.923871,0.0,0.0,0.090979,25.0,900.0
wpu-composed-online-observation,noisy_anomaly,2048,0.0,1.0,0.0,0.988831,-0.0448,25.0,32.0,0.46875,0.0,0.0,0.0,0.935547,0.083948,0.923871,0.0,0.0,0.090979,25.0,900.0
wpu-learned-composed-online-observation,noisy_anomaly,2048,0.0,1.0,0.0,0.988831,-0.0448,25.0,32.0,0.46875,0.0,0.0,0.0,0.935547,0.083948,0.923871,0.0,0.0,0.090979,25.0,900.0
wpu-labeled-calibrated-observation,noisy_anomaly,2048,0.0,1.248606,-0.230168,1.248606,-0.230168,28.375,32.0,1.046875,0.0,0.0,0.0,0.958984,0.080874,0.92641,0.0,0.0,0.096577,28.375,1021.5
wpu-hand-adaptive,noisy_anomaly,2048,0.0,1.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.933594,0.082253,0.925303,0.0,0.0,0.082253,24.0,864.0
dense-state-copy,noisy_anomaly,2048,0.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,noisy_anomaly,2048,0.25,1.0,0.0,1.0,0.0,32.0,32.0,6.84375,0.0,0.0,0.0,0.931641,0.102136,0.908553,0.657552,0.154948,0.204792,32.0,1152.0
wpu-online-calibrated-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.0,32.0,3.859375,0.0,0.0,0.0,0.927734,0.100455,0.910128,0.613281,0.199219,0.158346,30.0,1080.0
wpu-verified-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.0,32.0,3.890625,0.0,0.03125,0.001254,0.929688,0.099699,0.910752,0.625,0.1875,0.158058,30.0,1080.0
wpu-value-budget-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.0,32.0,3.859375,0.0,0.0,0.0,0.927734,0.100455,0.910128,0.613281,0.199219,0.158346,30.0,1080.0
wpu-sequential-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.125,32.0,3.96875,0.0625,0.0,0.0,0.927734,0.100835,0.909804,0.613281,0.199219,0.160367,30.125,1084.5
wpu-composed-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.125,32.0,3.96875,0.0625,0.0,0.0,0.927734,0.100835,0.909804,0.613281,0.199219,0.160367,30.125,1084.5
wpu-learned-composed-online-observation,noisy_anomaly,2048,0.25,1.0,0.0,0.998465,-0.0056,30.125,32.0,3.96875,0.0625,0.0,0.0,0.927734,0.100835,0.909804,0.613281,0.199219,0.160367,30.125,1084.5
wpu-labeled-calibrated-observation,noisy_anomaly,2048,0.25,1.248606,-0.230168,1.248606,-0.230168,30.125,32.0,2.078125,0.0,0.0,0.0,0.933594,0.097017,0.912852,0.652344,0.160156,0.128189,30.125,1084.5
wpu-hand-adaptive,noisy_anomaly,2048,0.25,1.0,0.0,1.0,0.0,30.5,32.0,1.4375,0.0,0.0,0.0,0.890625,0.116719,0.897173,0.486979,0.325521,0.138282,30.5,1098.0
dense-state-copy,noisy_anomaly,2048,0.25,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2048.0,73728.0
wpu-learned-observation,noisy_anomaly,2048,0.5,1.0,0.0,1.0,0.0,32.0,32.0,7.0,0.0,0.0,0.0,0.863281,0.133041,0.884712,0.719792,0.233333,0.238041,32.0,1152.0
