calibrated_threshold,calibration_gain_vs_zero,causal_k,compute_cost,dense_accuracy,dense_compute_ratio,dense_loss,hidden_dim,interaction_mode,layers,model,oracle_dense_compute_ratio,oracle_loss,propagation_steps,regret_steps,route_regret_eval_corr,route_regret_eval_mse,route_regret_mean,route_regret_negative_ratio,routed_accuracy,routed_delta_vs_sparse,routed_excess_over_oracle,routed_loss,samples,seed,sparse_accuracy,sparse_loss,status,total_objects_n,working_set_size,zero_threshold_accuracy,zero_threshold_delta_vs_sparse,zero_threshold_dense_compute_ratio,zero_threshold_loss
-0.5,0.0,8,0.05,0.416667,0.0,1.134298,32,pairwise,1,wpu-cws-indexed-state-regret-hybrid,0.333333,1.042308,4,6,-0.091476,0.025492,0.053248,0.0,0.333333,0.0,0.059732,1.102039,24,11,0.333333,1.102039,ok,128,12,0.333333,0.0,0.0,1.102039
