accuracy,base_oracle_loss,base_oracle_match_rate,budget,causal_k,excess_over_base_oracle,excess_over_generated_oracle,generated_candidates,generated_oracle_accuracy,generated_oracle_loss,generated_oracle_match_rate,interaction_mode,loss,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_generated_mode_from_validation,static_mode_from_validation,test_samples,total_objects_n,validation_reranker_loss,validation_samples,validation_static_loss
0.5,0.9361,0.388889,4,16,0.034919,0.041492,4,0.611111,0.929527,0.133333,pairwise,0.971019,static_proximity,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,generated_2,proximity,90,2048,0.84185,180,0.878886
0.488889,0.9361,0.144444,4,16,0.036683,0.043256,4,0.611111,0.929527,0.0,pairwise,0.972783,static_interaction,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,proximity,90,2048,0.84185,180,0.878886
0.488889,0.9361,0.022222,4,16,0.036851,0.043424,4,0.611111,0.929527,0.0,pairwise,0.972951,static_learned,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,proximity,90,2048,0.84185,180,0.878886
0.5,0.9361,0.388889,4,16,0.034919,0.041492,4,0.611111,0.929527,0.133333,pairwise,0.971019,static_base_validation_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,generated_2,proximity,90,2048,0.84185,180,0.878886
0.511111,0.9361,0.0,4,16,0.038385,0.044958,4,0.611111,0.929527,0.088889,pairwise,0.974485,static_generated_validation_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,proximity,90,2048,0.84185,180,0.878886
0.522222,0.9361,0.377778,4,16,0.028493,0.035067,4,0.611111,0.929527,0.377778,pairwise,0.964594,generated_set_reranker,40,600,400,0.005,,19,0.1,0.144444,0.077778,0.011111,0.333333,0.444444,0.088889,0.011111,0.122222,generated_2,proximity,90,2048,0.84185,180,0.878886
0.522222,0.9361,0.377778,4,16,0.028493,0.035067,4,0.611111,0.929527,0.377778,pairwise,0.964594,generated_margin_safe_reranker,40,600,400,0.005,1,19,0.1,0.144444,0.077778,0.011111,0.333333,0.444444,0.088889,0.011111,0.122222,generated_2,proximity,90,2048,0.84185,180,0.878886
0.588889,0.9361,1.0,4,16,0.0,0.006573,4,0.611111,0.929527,0.511111,pairwise,0.9361,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.444444,0.144444,0.022222,0.388889,generated_2,proximity,90,2048,0.84185,180,0.878886
0.611111,0.9361,0.511111,4,16,-0.006573,0.0,4,0.611111,0.929527,1.0,pairwise,0.929527,generated_oracle,40,600,400,0.005,,19,0.077778,0.255556,0.088889,0.066667,0.488889,0.377778,0.0,0.0,0.133333,generated_2,proximity,90,2048,0.84185,180,0.878886
0.522222,0.886832,0.377778,4,16,0.082766,0.094408,4,0.666667,0.87519,0.366667,pairwise,0.969598,static_indexed,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.80322,180,0.891254
0.488889,0.886832,0.388889,4,16,0.127912,0.139555,4,0.666667,0.87519,0.166667,pairwise,1.014745,static_proximity,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.80322,180,0.891254
0.511111,0.886832,0.188889,4,16,0.121759,0.133401,4,0.666667,0.87519,0.0,pairwise,1.008591,static_interaction,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.80322,180,0.891254
0.511111,0.886832,0.044444,4,16,0.121504,0.133146,4,0.666667,0.87519,0.011111,pairwise,1.008336,static_learned,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.80322,180,0.891254
0.522222,0.886832,0.377778,4,16,0.082766,0.094408,4,0.666667,0.87519,0.366667,pairwise,0.969598,static_base_validation_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.80322,180,0.891254
0.522222,0.886832,0.377778,4,16,0.082766,0.094408,4,0.666667,0.87519,0.366667,pairwise,0.969598,static_generated_validation_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.80322,180,0.891254
0.555556,0.886832,0.333333,4,16,0.058667,0.070309,4,0.666667,0.87519,0.455556,pairwise,0.945499,generated_set_reranker,40,600,400,0.005,,23,0.044444,0.266667,0.077778,0.022222,0.411111,0.455556,0.011111,0.0,0.122222,indexed,indexed,90,2048,0.80322,180,0.891254
0.555556,0.886832,0.333333,4,16,0.058667,0.070309,4,0.666667,0.87519,0.455556,pairwise,0.945499,generated_margin_safe_reranker,40,600,400,0.005,1,23,0.044444,0.266667,0.077778,0.022222,0.411111,0.455556,0.011111,0.0,0.122222,indexed,indexed,90,2048,0.80322,180,0.891254
0.655556,0.886832,1.0,4,16,0.0,0.011642,4,0.666667,0.87519,0.544444,pairwise,0.886832,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.377778,0.188889,0.044444,0.388889,indexed,indexed,90,2048,0.80322,180,0.891254
0.666667,0.886832,0.544444,4,16,-0.011642,0.0,4,0.666667,0.87519,1.0,pairwise,0.87519,generated_oracle,40,600,400,0.005,,23,0.022222,0.344444,0.088889,0.0,0.455556,0.366667,0.0,0.011111,0.166667,indexed,indexed,90,2048,0.80322,180,0.891254
0.466667,0.997236,0.377778,4,32,0.027789,0.034608,4,0.522222,0.990416,0.3,pairwise,1.025025,static_indexed,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.942992,180,0.974949
0.455556,0.997236,0.311111,4,32,0.039687,0.046506,4,0.522222,0.990416,0.144444,pairwise,1.036922,static_proximity,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.942992,180,0.974949
0.477778,0.997236,0.266667,4,32,0.027243,0.034063,4,0.522222,0.990416,0.011111,pairwise,1.024479,static_interaction,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.942992,180,0.974949
0.466667,0.997236,0.044444,4,32,0.027318,0.034137,4,0.522222,0.990416,0.011111,pairwise,1.024553,static_learned,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.942992,180,0.974949
0.466667,0.997236,0.377778,4,32,0.027789,0.034608,4,0.522222,0.990416,0.3,pairwise,1.025025,static_base_validation_choice,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.942992,180,0.974949
0.466667,0.997236,0.377778,4,32,0.027789,0.034608,4,0.522222,0.990416,0.3,pairwise,1.025025,static_generated_validation_choice,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.942992,180,0.974949
0.477778,0.997236,0.277778,4,32,0.025791,0.03261,4,0.522222,0.990416,0.266667,pairwise,1.023027,generated_set_reranker,40,600,400,0.005,,11,0.133333,0.111111,0.155556,0.0,0.4,0.433333,0.055556,0.022222,0.088889,indexed,indexed,90,2048,0.942992,180,0.974949
0.477778,0.997236,0.277778,4,32,0.025791,0.03261,4,0.522222,0.990416,0.266667,pairwise,1.023027,generated_margin_safe_reranker,40,600,400,0.005,1,11,0.133333,0.111111,0.155556,0.0,0.4,0.433333,0.055556,0.022222,0.088889,indexed,indexed,90,2048,0.942992,180,0.974949
0.511111,0.997236,1.0,4,32,0.0,0.006819,4,0.522222,0.990416,0.466667,pairwise,0.997236,base_oracle,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.377778,0.266667,0.044444,0.311111,indexed,indexed,90,2048,0.942992,180,0.974949
0.522222,0.997236,0.466667,4,32,-0.006819,0.0,4,0.522222,0.990416,1.0,pairwise,0.990416,generated_oracle,40,600,400,0.005,,11,0.077778,0.344444,0.033333,0.077778,0.533333,0.3,0.011111,0.011111,0.144444,indexed,indexed,90,2048,0.942992,180,0.974949
0.5,0.962059,0.455556,4,32,0.028076,0.032921,4,0.566667,0.957214,0.422222,pairwise,0.990135,static_indexed,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.948704,180,0.976044
0.477778,0.962059,0.4,4,32,0.027414,0.032259,4,0.566667,0.957214,0.122222,pairwise,0.989473,static_proximity,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.948704,180,0.976044
0.477778,0.962059,0.144444,4,32,0.027116,0.031961,4,0.566667,0.957214,0.011111,pairwise,0.989175,static_interaction,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.948704,180,0.976044
0.466667,0.962059,0.0,4,32,0.027092,0.031937,4,0.566667,0.957214,0.0,pairwise,0.989151,static_learned,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.948704,180,0.976044
0.5,0.962059,0.455556,4,32,0.028076,0.032921,4,0.566667,0.957214,0.422222,pairwise,0.990135,static_base_validation_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.948704,180,0.976044
0.5,0.962059,0.455556,4,32,0.028076,0.032921,4,0.566667,0.957214,0.422222,pairwise,0.990135,static_generated_validation_choice,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.948704,180,0.976044
0.511111,0.962059,0.444444,4,32,0.018398,0.023243,4,0.566667,0.957214,0.466667,pairwise,0.980457,generated_set_reranker,40,600,400,0.005,,13,0.044444,0.166667,0.088889,0.0,0.3,0.455556,0.033333,0.0,0.211111,indexed,indexed,90,2048,0.948704,180,0.976044
0.511111,0.962059,0.444444,4,32,0.018398,0.023243,4,0.566667,0.957214,0.466667,pairwise,0.980457,generated_margin_safe_reranker,40,600,400,0.005,1,13,0.044444,0.166667,0.088889,0.0,0.3,0.455556,0.033333,0.0,0.211111,indexed,indexed,90,2048,0.948704,180,0.976044
0.555556,0.962059,1.0,4,32,0.0,0.004845,4,0.566667,0.957214,0.555556,pairwise,0.962059,base_oracle,40,600,400,0.005,,13,0.0,0.0,0.0,0.0,0.0,0.455556,0.144444,0.0,0.4,indexed,indexed,90,2048,0.948704,180,0.976044
0.566667,0.962059,0.555556,4,32,-0.004845,0.0,4,0.566667,0.957214,1.0,pairwise,0.957214,generated_oracle,40,600,400,0.005,,13,0.033333,0.3,0.1,0.011111,0.444444,0.422222,0.011111,0.0,0.122222,indexed,indexed,90,2048,0.948704,180,0.976044
0.544444,0.990119,0.322222,4,32,0.0235,0.026786,4,0.544444,0.986833,0.266667,pairwise,1.013619,static_indexed,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,proximity,proximity,90,2048,0.976124,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.02005,4,0.544444,0.986833,0.111111,pairwise,1.006883,static_proximity,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.976124,180,0.991764
0.455556,0.990119,0.411111,4,32,0.015659,0.018945,4,0.544444,0.986833,0.033333,pairwise,1.005778,static_interaction,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,proximity,proximity,90,2048,0.976124,180,0.991764
0.455556,0.990119,0.055556,4,32,0.015891,0.019177,4,0.544444,0.986833,0.011111,pairwise,1.00601,static_learned,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,proximity,proximity,90,2048,0.976124,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.02005,4,0.544444,0.986833,0.111111,pairwise,1.006883,static_base_validation_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.976124,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.02005,4,0.544444,0.986833,0.111111,pairwise,1.006883,static_generated_validation_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.976124,180,0.991764
0.5,0.990119,0.177778,4,32,0.016051,0.019337,4,0.544444,0.986833,0.255556,pairwise,1.00617,generated_set_reranker,40,600,400,0.005,,17,0.177778,0.122222,0.111111,0.044444,0.455556,0.133333,0.133333,0.022222,0.255556,proximity,proximity,90,2048,0.976124,180,0.991764
0.5,0.990119,0.177778,4,32,0.016051,0.019337,4,0.544444,0.986833,0.255556,pairwise,1.00617,generated_margin_safe_reranker,40,600,400,0.005,1,17,0.177778,0.122222,0.111111,0.044444,0.455556,0.133333,0.133333,0.022222,0.255556,proximity,proximity,90,2048,0.976124,180,0.991764
0.544444,0.990119,1.0,4,32,0.0,0.003286,4,0.544444,0.986833,0.422222,pairwise,0.990119,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.322222,0.411111,0.055556,0.211111,proximity,proximity,90,2048,0.976124,180,0.991764
0.544444,0.990119,0.422222,4,32,-0.003286,0.0,4,0.544444,0.986833,1.0,pairwise,0.986833,generated_oracle,40,600,400,0.005,,17,0.111111,0.222222,0.155556,0.088889,0.577778,0.266667,0.033333,0.011111,0.111111,proximity,proximity,90,2048,0.976124,180,0.991764
0.488889,0.968346,0.366667,4,32,0.045078,0.050452,4,0.555556,0.962972,0.322222,pairwise,1.013423,static_indexed,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,proximity,proximity,90,2048,0.937519,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.040186,4,0.555556,0.962972,0.111111,pairwise,1.003158,static_proximity,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.937519,180,0.97352
0.5,0.968346,0.2,4,32,0.034876,0.04025,4,0.555556,0.962972,0.011111,pairwise,1.003221,static_interaction,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,proximity,proximity,90,2048,0.937519,180,0.97352
0.5,0.968346,0.033333,4,32,0.034473,0.039846,4,0.555556,0.962972,0.0,pairwise,1.002818,static_learned,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,proximity,proximity,90,2048,0.937519,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.040186,4,0.555556,0.962972,0.111111,pairwise,1.003158,static_base_validation_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.937519,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.040186,4,0.555556,0.962972,0.111111,pairwise,1.003158,static_generated_validation_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.937519,180,0.97352
0.533333,0.968346,0.266667,4,32,0.030358,0.035732,4,0.555556,0.962972,0.433333,pairwise,0.998704,generated_set_reranker,40,600,400,0.005,,19,0.066667,0.266667,0.044444,0.022222,0.4,0.433333,0.044444,0.0,0.122222,proximity,proximity,90,2048,0.937519,180,0.97352
0.533333,0.968346,0.266667,4,32,0.030358,0.035732,4,0.555556,0.962972,0.433333,pairwise,0.998704,generated_margin_safe_reranker,40,600,400,0.005,1,19,0.066667,0.266667,0.044444,0.022222,0.4,0.433333,0.044444,0.0,0.122222,proximity,proximity,90,2048,0.937519,180,0.97352
0.555556,0.968346,1.0,4,32,0.0,0.005374,4,0.555556,0.962972,0.444444,pairwise,0.968346,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.366667,0.2,0.033333,0.4,proximity,proximity,90,2048,0.937519,180,0.97352
0.555556,0.968346,0.444444,4,32,-0.005374,0.0,4,0.555556,0.962972,1.0,pairwise,0.962972,generated_oracle,40,600,400,0.005,,19,0.077778,0.388889,0.055556,0.033333,0.555556,0.322222,0.011111,0.0,0.111111,proximity,proximity,90,2048,0.937519,180,0.97352
0.488889,0.954848,0.4,4,32,0.054917,0.063584,4,0.7,0.94618,0.4,pairwise,1.009765,static_indexed,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,generated_0,learned,90,2048,0.949247,180,0.994957
0.533333,0.954848,0.333333,4,32,0.044075,0.052743,4,0.7,0.94618,0.144444,pairwise,0.998923,static_proximity,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,generated_0,learned,90,2048,0.949247,180,0.994957
0.488889,0.954848,0.211111,4,32,0.042998,0.051666,4,0.7,0.94618,0.0,pairwise,0.997846,static_interaction,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_0,learned,90,2048,0.949247,180,0.994957
0.488889,0.954848,0.055556,4,32,0.043093,0.051761,4,0.7,0.94618,0.0,pairwise,0.997941,static_learned,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_0,learned,90,2048,0.949247,180,0.994957
0.488889,0.954848,0.055556,4,32,0.043093,0.051761,4,0.7,0.94618,0.0,pairwise,0.997941,static_base_validation_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_0,learned,90,2048,0.949247,180,0.994957
0.511111,0.954848,0.0,4,32,0.042556,0.051224,4,0.7,0.94618,0.044444,pairwise,0.997404,static_generated_validation_choice,40,600,400,0.005,,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_0,learned,90,2048,0.949247,180,0.994957
0.511111,0.954848,0.3,4,32,0.032939,0.041607,4,0.7,0.94618,0.433333,pairwise,0.987787,generated_set_reranker,40,600,400,0.005,,23,0.122222,0.333333,0.066667,0.033333,0.555556,0.244444,0.055556,0.0,0.144444,generated_0,learned,90,2048,0.949247,180,0.994957
0.511111,0.954848,0.3,4,32,0.032939,0.041607,4,0.7,0.94618,0.433333,pairwise,0.987787,generated_margin_safe_reranker,40,600,400,0.005,1,23,0.122222,0.333333,0.066667,0.033333,0.555556,0.244444,0.055556,0.0,0.144444,generated_0,learned,90,2048,0.949247,180,0.994957
0.711111,0.954848,1.0,4,32,0.0,0.008668,4,0.7,0.94618,0.544444,pairwise,0.954848,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.4,0.211111,0.055556,0.333333,generated_0,learned,90,2048,0.949247,180,0.994957
0.7,0.954848,0.544444,4,32,-0.008668,0.0,4,0.7,0.94618,1.0,pairwise,0.94618,generated_oracle,40,600,400,0.005,,23,0.044444,0.333333,0.044444,0.033333,0.455556,0.4,0.0,0.0,0.144444,generated_0,learned,90,2048,0.949247,180,0.994957
