background_objects,branch_entropy_mean,branch_flip_rate,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,final_majority_branch_ratio,finite_delta_clamp,horizon,integrity_projection,model,raw_delta_norm_mean,rollback_on_violation,rollback_rate,rollout_delta_scale,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
512,0.862875,0.03125,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.418435,0.0,0.5,,0.0,0.0,0.4375,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.50634,False,0.0,0.25,16,11,4.375,False,0.0,0.0,0.0
512,0.730061,0.076389,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.859901,0.0,0.5,,0.0,0.0,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,1.63575,False,0.0,0.25,16,11,4.375,False,0.0,0.0,0.0
512,0.292025,0.028646,2.275,False,0.0,0.0,0.0,0.0,1,0,0.0,366456.437839,0.0,0.5,,0.0,0.0,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,991287.849808,False,0.0,0.25,16,11,4.375,False,0.0,0.0,0.0
512,0.890141,0.046875,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.39448,0.0,0.5,,0.0,0.0,0.375,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.553179,False,0.0,0.25,16,13,4.375,False,0.0,0.0,0.0
512,0.875915,0.118056,0.16875,False,0.0,0.0,0.0,0.0,1,0,0.0,1.312132,0.0,0.5,,0.0,0.0,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,1.587273,False,0.0,0.25,16,13,4.375,False,0.0,0.0,0.0
512,0.35156,0.044271,3.1175,False,0.0,0.0,0.0,0.0,1,0,0.0,812933.975296,0.0,0.5,,0.0,0.0,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,932604.872653,False,0.0,0.25,16,13,4.375,False,0.0,0.0,0.0
512,0.804081,0.046875,0.1,False,0.0,0.0,0.0,0.0,1,0,0.0,0.439888,0.0,0.5,,0.0,0.0,0.625,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.613599,False,0.0,0.25,16,17,4.3125,False,0.0,0.0,0.0
512,0.8668,0.229167,0.35,False,0.0,0.0,0.0,0.0,1,0,0.0,1.252175,0.0,0.5,,0.0,0.0,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,1.861636,False,0.0,0.25,16,17,4.3125,False,0.0,0.0,0.0
512,0.350247,0.085938,3.155,False,0.0,0.0,0.0,0.0,1,0,0.0,651584.592621,0.0,0.5,,0.0,0.0,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,1022629.469468,False,0.0,0.25,16,17,4.3125,False,0.0,0.0,0.0
