row_type,model,seed,train_mechanism,eval_mechanism,temperature,calibration_mode,mechanism_prior_strength,mechanism_prior_policy,mechanism_prior_selection_metric,mechanism_prior_selection_score,calibration_bias,background_objects,total_objects_n,samples,branch_accuracy,majority_accuracy,mse,nll,brier,ece,selected_k_mean,causal_recall_mean,dense_compute_ratio,seed_count,adaptation_policy,adaptation_steps,adaptation_samples,adaptation_lr
seed,serialized-token,29,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.611111,0.472222,0.096747,0.942167,0.560998,0.15146,4.3,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
seed,serialized-token,29,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.638889,0.472222,0.086867,0.906671,0.523918,0.149246,4.3,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
seed,serialized-token,29,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.694444,0.694444,0.004356,0.785291,0.480182,0.060438,4.775,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
seed,serialized-token,31,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.416667,0.527778,0.012218,1.085105,0.666626,0.163022,4.35,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
seed,serialized-token,31,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.583333,0.444444,0.085904,0.939228,0.563541,0.139437,4.35,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
seed,serialized-token,31,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.472222,0.5,0.077137,0.965504,0.55265,0.220686,4.35,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
seed,serialized-token,31,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,32,37,36,0.666667,0.694444,0.006274,0.815524,0.529046,0.169985,4.825,1.0,1.0,1,fewshot_mechanism,8,36,0.0005
summary,graph-transformer,all,nominal,catch_heavy,1.0,none,0.0,none,,,,32,37,36,0.611111,0.753968,0.015168,0.880908,0.518737,0.167018,4.803571,1.0,1.0,7,,,,
summary,graph-transformer,all,nominal,edge_shift,1.0,none,0.0,none,,,,32,37,36,0.579365,0.515873,0.065641,0.97926,0.572457,0.159663,4.35,1.0,1.0,7,,,,
summary,graph-transformer,all,nominal,high_force,1.0,none,0.0,none,,,,32,37,36,0.464286,0.424603,0.078916,1.06412,0.639808,0.139187,4.35,1.0,1.0,7,,,,
summary,graph-transformer,all,nominal,nominal,1.0,none,0.0,none,,,,32,37,36,0.511905,0.468254,0.022758,0.974303,0.608238,0.178193,4.35,1.0,1.0,7,,,,
summary,serialized-token,all,nominal,catch_heavy,1.0,none,0.0,none,,,,32,37,36,0.619048,0.753968,0.007406,0.852583,0.520717,0.139346,4.803571,1.0,1.0,7,,,,
summary,serialized-token,all,nominal,edge_shift,1.0,none,0.0,none,,,,32,37,36,0.611111,0.515873,0.060365,0.939209,0.548003,0.158552,4.35,1.0,1.0,7,,,,
summary,serialized-token,all,nominal,high_force,1.0,none,0.0,none,,,,32,37,36,0.460317,0.424603,0.07352,1.0246,0.619383,0.116936,4.35,1.0,1.0,7,,,,
summary,serialized-token,all,nominal,nominal,1.0,none,0.0,none,,,,32,37,36,0.468254,0.468254,0.010915,0.957622,0.599147,0.161658,4.35,1.0,1.0,7,,,,
summary,wpu-cws-indexed-local-dense,all,nominal,catch_heavy,1.0,none,0.0,none,,,,32,37,36,0.555556,0.753968,0.213269,0.857655,0.521944,0.162832,4.803571,1.0,1.0,7,,,,
summary,wpu-cws-indexed-local-dense,all,nominal,edge_shift,1.0,none,0.0,none,,,,32,37,36,0.642857,0.515873,0.534587,0.924966,0.542392,0.189179,4.35,1.0,1.0,7,,,,
summary,wpu-cws-indexed-local-dense,all,nominal,high_force,1.0,none,0.0,none,,,,32,37,36,0.472222,0.424603,0.613136,1.058511,0.638957,0.128946,4.35,1.0,1.0,7,,,,
summary,wpu-cws-indexed-local-dense,all,nominal,nominal,1.0,none,0.0,none,,,,32,37,36,0.543651,0.468254,0.137192,0.951173,0.592941,0.176275,4.35,1.0,1.0,7,,,,
summary,wpu-cws-indexed-sparse,all,nominal,catch_heavy,1.0,none,0.0,none,,,,32,37,36,0.623016,0.753968,0.02378,0.938677,0.567605,0.255381,4.803571,1.0,0.0,7,,,,
summary,wpu-cws-indexed-sparse,all,nominal,edge_shift,1.0,none,0.0,none,,,,32,37,36,0.615079,0.515873,0.419785,0.991867,0.591304,0.22378,4.35,1.0,0.0,7,,,,
summary,wpu-cws-indexed-sparse,all,nominal,high_force,1.0,none,0.0,none,,,,32,37,36,0.56746,0.424603,0.523897,1.015119,0.610481,0.180673,4.35,1.0,0.0,7,,,,
summary,wpu-cws-indexed-sparse,all,nominal,nominal,1.0,none,0.0,none,,,,32,37,36,0.480159,0.468254,0.046818,1.001771,0.609534,0.143358,4.35,1.0,0.0,7,,,,
