accuracy,budget,causal_k,excess_over_oracle,interaction_mode,loss,oracle_accuracy,oracle_loss,oracle_match_rate,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_mode_from_validation,test_samples,total_objects_n,validation_reranker_loss,validation_samples,validation_static_loss
0.544444,4,8,0.037345,pairwise,0.997574,0.6,0.960229,0.533333,static_validation_choice,40,600,400,0.005,,23,1.0,0.0,0.0,0.0,indexed,90,2048,1.000918,180,1.00984
0.566667,4,8,0.030392,pairwise,0.990621,0.6,0.960229,0.533333,deployed_reranker,40,600,400,0.005,,23,0.7,0.0,0.0,0.3,indexed,90,2048,1.000918,180,1.00984
0.566667,4,8,0.030392,pairwise,0.990621,0.6,0.960229,0.533333,validation_safe_reranker,40,600,400,0.005,1,23,0.7,0.0,0.0,0.3,indexed,90,2048,1.000918,180,1.00984
0.566667,4,8,0.030392,pairwise,0.990621,0.6,0.960229,0.533333,margin_safe_reranker,40,600,400,0.005,1,23,0.7,0.0,0.0,0.3,indexed,90,2048,1.000918,180,1.00984
0.6,4,8,0.0,pairwise,0.960229,0.6,0.960229,1.0,oracle_over_retrievers,40,600,400,0.005,,23,0.533333,0.177778,0.033333,0.255556,indexed,90,2048,1.000918,180,1.00984
0.477778,4,16,0.046674,pairwise,0.989783,0.522222,0.943108,0.377778,static_indexed,40,600,400,0.005,,11,1.0,0.0,0.0,0.0,learned,90,2048,0.92088,180,0.924173
0.488889,4,16,0.034828,pairwise,0.977936,0.522222,0.943108,0.366667,static_proximity,40,600,400,0.005,,11,0.0,0.0,0.0,1.0,learned,90,2048,0.92088,180,0.924173
0.5,4,16,0.028437,pairwise,0.971546,0.522222,0.943108,0.233333,static_interaction,40,600,400,0.005,,11,0.0,1.0,0.0,0.0,learned,90,2048,0.92088,180,0.924173
0.5,4,16,0.028712,pairwise,0.971821,0.522222,0.943108,0.022222,static_learned,40,600,400,0.005,,11,0.0,0.0,1.0,0.0,learned,90,2048,0.92088,180,0.924173
0.5,4,16,0.028712,pairwise,0.971821,0.522222,0.943108,0.022222,static_validation_choice,40,600,400,0.005,,11,0.0,0.0,1.0,0.0,learned,90,2048,0.92088,180,0.924173
