causal_k,compute_cost,dense_correct,dense_loss,dense_regret,event_norm,hidden_dim,interaction_density,interaction_mode,label,mean_pair_distance,min_pair_distance,predicted_regret,regret_abs,sample_index,seed,selected_fraction,selector_confidence,sparse_confidence,sparse_correct,sparse_delta_norm,sparse_dense_disagreement,sparse_entropy,sparse_loss,sparse_margin,sparse_uncertainty_mean,target_x,target_y,total_objects_n,working_set_size
8,0.05,1,0.852411,0.081513,1.839957,128,0.192612,pairwise,1,0.183935,0.019636,0.161164,0.161164,13,19,0.25,0.516159,0.462597,1,0.259696,0,1.049533,0.770898,0.134335,0.442853,0.660833,0.0,2048,32
8,0.05,1,0.838844,-0.156398,1.704934,128,0.171433,pairwise,2,0.212232,0.013036,0.087391,0.087391,14,19,0.25,0.557276,0.369634,1,0.222255,0,1.092406,0.995241,0.022272,0.440365,0.603971,0.0,2048,32
8,0.05,1,0.415908,-0.34547,1.584651,128,0.145774,pairwise,0,0.235541,0.030985,-0.024278,0.024278,15,19,0.25,0.601529,0.467022,1,0.263832,0,1.04092,0.761378,0.128921,0.436921,0.66892,0.0,2048,32
8,0.05,0,0.954607,0.149497,1.805981,128,0.188433,pairwise,1,0.188639,0.022729,0.145618,0.145618,16,19,0.25,0.53432,0.447039,1,0.249304,1,1.05961,0.80511,0.115098,0.443216,0.717118,0.0,2048,32
8,0.05,0,0.909894,-0.141824,1.915096,128,0.205758,pairwise,2,0.228429,0.018619,0.188504,0.188504,17,19,0.25,0.463852,0.462135,0,0.29936,0,1.038686,1.051719,0.112798,0.442846,0.450701,0.0,2048,32
8,0.05,0,1.960239,0.332147,1.883111,128,0.162727,pairwise,0,0.226917,0.033249,0.177572,0.177572,18,19,0.25,0.489902,0.464596,0,0.281724,0,1.042477,1.628092,0.125496,0.443047,0.55167,0.0,2048,32
8,0.05,1,0.755662,0.042789,1.864985,128,0.180261,pairwise,1,0.198492,0.0133,0.173015,0.173015,19,19,0.25,0.530699,0.490233,1,0.281274,0,1.037483,0.712874,0.188081,0.444957,0.968346,0.0,2048,32
8,0.05,0,0.98318,-0.010072,1.641345,128,0.08879,pairwise,2,0.291258,0.059369,0.036311,0.036311,20,19,0.25,0.573271,0.370371,1,0.232706,1,1.087514,0.993251,0.005278,0.438841,0.633876,0.0,2048,32
8,0.05,1,0.280696,-0.357775,1.554664,128,0.173506,pairwise,0,0.222376,0.022049,-0.070282,0.070282,21,19,0.25,0.636943,0.528099,1,0.30619,0,1.004267,0.638471,0.234163,0.437304,0.943283,0.0,2048,32
8,0.05,1,0.613426,-0.042545,1.93544,128,0.158232,pairwise,1,0.270801,0.009822,0.200299,0.200299,22,19,0.25,0.504181,0.518938,1,0.311928,0,1.016104,0.655971,0.230088,0.44431,0.915606,0.0,2048,32
8,0.05,1,0.875805,-0.232091,1.756672,128,0.128947,pairwise,2,0.219338,0.004174,0.120394,0.120394,23,19,0.25,0.557235,0.424379,0,0.234672,1,1.074374,1.107896,0.094126,0.442644,0.771931,0.0,2048,32
8,0.05,0,2.110001,0.481106,1.930197,128,0.116222,pairwise,0,0.269405,0.036358,0.198289,0.198289,24,19,0.25,0.516274,0.520478,0,0.319259,0,1.016709,1.628895,0.237102,0.445958,0.934239,0.0,2048,32
8,0.05,0,0.890293,0.060022,1.852829,128,0.167015,pairwise,1,0.25899,0.039819,0.163648,0.163648,25,19,0.25,0.487405,0.435931,1,0.272161,1,1.053281,0.830271,0.074569,0.442216,0.452656,0.0,2048,32
8,0.05,0,1.160058,0.07071,1.611218,128,0.181033,pairwise,2,0.191357,0.0135,0.012206,0.012206,26,19,0.25,0.609424,0.414338,0,0.241025,0,1.077831,1.089349,0.077903,0.439248,0.831383,0.0,2048,32
8,0.05,1,0.579193,-0.323359,1.617602,128,0.181158,pairwise,0,0.25418,8.3e-05,0.011644,0.011644,27,19,0.25,0.569775,0.405533,1,0.249319,0,1.065796,0.902552,0.028939,0.437393,0.499917,0.0,2048,32
8,0.05,1,0.860973,0.107078,1.823478,128,0.192926,pairwise,1,0.219561,0.015474,0.15507,0.15507,28,19,0.25,0.533468,0.47053,1,0.255781,0,1.049884,0.753895,0.158415,0.442943,0.839326,0.0,2048,32
8,0.05,1,0.817074,-0.195995,1.756938,128,0.096697,pairwise,2,0.2586,0.054776,0.118013,0.118013,29,19,0.25,0.534243,0.393532,0,0.232348,1,1.078775,1.013069,0.030429,0.440706,0.554776,0.0,2048,32
8,0.05,1,0.792169,-0.290615,1.65865,128,0.13006,pairwise,0,0.22925,0.064926,0.05632,0.05632,30,19,0.25,0.594831,0.338651,1,0.226062,0,1.098468,1.082784,0.002817,0.440649,0.8852,0.0,2048,32
8,0.05,1,0.914066,0.148165,1.801273,128,0.149867,pairwise,1,0.286817,0.028107,0.144615,0.144615,31,19,0.25,0.543115,0.464915,1,0.252003,0,1.055285,0.765901,0.156426,0.442787,0.937844,0.0,2048,32
8,0.05,1,0.787316,-0.180317,1.790483,128,0.220874,pairwise,2,0.229547,0.010102,0.134662,0.134662,32,19,0.25,0.503098,0.395038,0,0.247496,1,1.070196,0.967633,0.015057,0.440974,0.489898,0.0,2048,32
8,0.05,0,1.860537,0.259404,1.859012,128,0.183664,pairwise,0,0.220448,0.002125,0.16756,0.16756,33,19,0.25,0.49454,0.451621,0,0.270641,0,1.049154,1.601133,0.10491,0.442681,0.497875,0.0,2048,32
8,0.05,1,0.689052,-0.046607,1.936543,128,0.167538,pairwise,1,0.23966,0.036229,0.196926,0.196926,34,19,0.25,0.465175,0.479189,1,0.307351,0,1.031271,0.735659,0.143619,0.443105,0.624182,0.0,2048,32
8,0.05,1,0.837493,-0.112263,1.687017,128,0.195685,pairwise,2,0.219549,0.016577,0.07339,0.07339,35,19,0.25,0.55191,0.386836,1,0.226469,0,1.092261,0.949755,0.075836,0.439756,0.531684,0.0,2048,32
8,0.05,1,0.627889,-0.322197,1.627683,128,0.257647,pairwise,0,0.196276,0.009736,0.025658,0.025658,36,19,0.25,0.57943,0.386708,1,0.236383,0,1.07902,0.950085,0.016351,0.438445,0.545583,0.0,2048,32
8,0.05,0,1.11344,0.195746,1.77881,128,0.292566,pairwise,1,0.181951,0.01157,0.130926,0.130926,37,19,0.25,0.515957,0.399439,1,0.236428,1,1.072927,0.917694,0.02987,0.440497,0.585182,0.0,2048,32
8,0.05,0,0.948001,-0.136469,1.93442,128,0.271931,pairwise,2,0.188004,0.035232,0.196766,0.196766,38,19,0.25,0.46613,0.4761,0,0.307358,0,1.032695,1.08447,0.13802,0.443502,0.464768,0.0,2048,32
8,0.05,0,1.383959,-0.025936,1.763056,128,0.10329,pairwise,0,0.269507,0.044634,0.124464,0.124464,39,19,0.25,0.559956,0.439815,0,0.240248,1,1.069556,1.409895,0.123798,0.442901,0.949945,0.0,2048,32
8,0.05,0,1.272588,0.312719,1.739766,128,0.10996,pairwise,1,0.275769,0.050192,0.107974,0.107974,40,19,0.25,0.538869,0.382943,1,0.229801,1,1.083221,0.959869,0.019084,0.441245,0.624849,0.0,2048,32
8,0.05,0,1.224032,0.07496,1.604958,128,0.188304,pairwise,2,0.25622,0.008083,0.007835,0.007835,41,19,0.25,0.618921,0.426061,0,0.250972,0,1.076863,1.149072,0.109131,0.439718,0.973793,0.0,2048,32
8,0.05,1,0.736354,-0.291634,1.648016,128,0.100432,pairwise,0,0.273393,0.0403,0.045096,0.045096,42,19,0.25,0.581917,0.357726,1,0.226451,0,1.093979,1.027988,0.004012,0.43895,0.787081,0.0,2048,32
8,0.05,0,1.685895,0.599471,1.668314,128,0.162216,pairwise,1,0.24999,0.034721,0.063414,0.063414,43,19,0.25,0.587389,0.340613,0,0.228159,1,1.098312,1.086424,0.003192,0.441482,0.829831,0.0,2048,32
8,0.05,1,0.817995,-0.190681,1.774519,128,0.100534,pairwise,2,0.278928,0.046296,0.126931,0.126931,44,19,0.25,0.518427,0.401669,0,0.235809,1,1.073941,1.008677,0.036967,0.440322,0.641618,0.0,2048,32
8,0.05,0,1.131778,-0.169575,1.715646,128,0.177331,pairwise,0,0.203729,0.026532,0.094377,0.094377,45,19,0.25,0.553747,0.367637,0,0.223721,0,1.089859,1.301354,0.007438,0.440886,0.559468,0.0,2048,32
8,0.05,0,1.649639,0.50861,1.687017,128,0.239955,pairwise,1,0.193461,0.011714,0.074878,0.074878,46,19,0.25,0.55779,0.379187,0,0.223588,0,1.093714,1.141029,0.059697,0.440051,0.547427,0.0,2048,32
8,0.05,1,0.915587,-0.20548,1.703799,128,0.103333,pairwise,2,0.277897,0.049826,0.089096,0.089096,47,19,0.25,0.579699,0.387556,0,0.229331,1,1.090887,1.121067,0.061624,0.441905,0.928579,0.0,2048,32
8,0.05,1,0.584629,-0.331652,1.620301,128,0.133946,pairwise,0,0.245231,0.014193,0.020253,0.020253,48,19,0.25,0.59868,0.400004,1,0.236735,0,1.08256,0.91628,0.056476,0.438994,0.806257,0.0,2048,32
8,0.05,1,0.707229,0.009344,1.889697,128,0.18472,pairwise,1,0.21125,0.024749,0.182801,0.182801,49,19,0.25,0.516695,0.497637,1,0.290358,0,1.031081,0.697885,0.195847,0.444717,0.847468,0.0,2048,32
8,0.05,1,0.820581,-0.194613,1.745387,128,0.137025,pairwise,2,0.230275,0.054275,0.11203,0.11203,50,19,0.25,0.542455,0.387909,0,0.229174,1,1.081662,1.015194,0.025576,0.441218,0.577451,0.0,2048,32
8,0.05,1,0.496675,-0.335644,1.602329,128,0.189403,pairwise,0,0.190636,0.026098,0.00333,0.00333,51,19,0.25,0.612971,0.43504,1,0.246221,0,1.068995,0.832318,0.10728,0.438389,0.863564,0.0,2048,32
8,0.05,0,1.020418,0.202561,1.776823,128,0.142291,pairwise,1,0.324898,0.017136,0.131624,0.131624,52,19,0.25,0.542936,0.441377,1,0.242111,1,1.066583,0.817857,0.118307,0.441807,0.941649,0.0,2048,32
8,0.05,1,0.898148,-0.240355,1.741621,128,0.153329,pairwise,2,0.217625,0.028257,0.113074,0.113074,53,19,0.25,0.567865,0.422564,0,0.232063,1,1.077893,1.138503,0.102266,0.442378,0.907423,0.0,2048,32
8,0.05,0,0.925563,-0.240841,1.679868,128,0.237831,pairwise,0,0.202863,0.007753,0.069536,0.069536,54,19,0.25,0.558229,0.38128,0,0.224074,0,1.093537,1.166403,0.069794,0.439457,0.523455,0.0,2048,32
8,0.05,1,0.7666,-0.002242,1.898226,128,0.276305,pairwise,1,0.185787,0.01031,0.183602,0.183602,55,19,0.25,0.478649,0.46355,1,0.289117,0,1.040654,0.768842,0.119598,0.443105,0.602272,0.0,2048,32
8,0.05,1,0.833196,-0.139977,1.701698,128,0.137462,pairwise,2,0.271224,0.013322,0.083697,0.083697,56,19,0.25,0.546347,0.377882,1,0.22392,0,1.092504,0.973173,0.043619,0.439652,0.58887,0.0,2048,32
8,0.05,1,0.220382,-0.370953,1.542745,128,0.177279,pairwise,0,0.230815,0.038004,-0.121249,0.121249,57,19,0.25,0.61583,0.553588,1,0.348893,0,0.962241,0.591335,0.24368,0.434492,0.461996,0.0,2048,32
8,0.05,0,1.761225,0.643098,1.657499,128,0.242693,pairwise,1,0.238066,0.001263,0.056603,0.056603,58,19,0.25,0.593952,0.338366,0,0.229419,0,1.098509,1.118127,0.003623,0.441056,0.867897,0.0,2048,32
8,0.05,0,0.929053,-0.148451,1.915992,128,0.184128,pairwise,2,0.223849,0.018998,0.189742,0.189742,59,19,0.25,0.47243,0.470632,0,0.296992,0,1.03636,1.077504,0.130188,0.44291,0.518998,0.0,2048,32
8,0.05,1,0.315788,-0.365783,1.562786,128,0.194504,pairwise,0,0.187003,0.005088,-0.057507,0.057507,60,19,0.25,0.623508,0.505822,1,0.289304,0,1.015499,0.68157,0.188711,0.437496,0.711048,0.0,2048,32
8,0.05,0,1.570654,0.467371,1.699541,128,0.258641,pairwise,1,0.191167,0.02099,0.083232,0.083232,61,19,0.25,0.551844,0.382263,0,0.226382,0,1.091643,1.103282,0.050483,0.440843,0.562852,0.0,2048,32
8,0.05,1,0.901319,-0.206249,1.710144,128,0.127804,pairwise,2,0.262856,0.016248,0.093036,0.093036,62,19,0.25,0.57496,0.390254,0,0.228759,1,1.089372,1.107568,0.059893,0.442064,0.895445,0.0,2048,32
8,0.05,0,1.220315,-0.117281,1.734009,128,0.116117,pairwise,0,0.283388,0.025857,0.108299,0.108299,63,19,0.25,0.573334,0.422318,0,0.238616,1,1.079038,1.337596,0.107112,0.443115,0.974143,0.0,2048,32
8,0.05,0,1.308033,0.286405,1.743243,128,0.259246,pairwise,1,0.218358,0.01368,0.110019,0.110019,64,19,0.25,0.521083,0.386607,0,0.231983,0,1.083063,1.021627,0.026598,0.439661,0.48632,0.0,2048,32
8,0.05,0,0.942782,-0.20179,1.861808,128,0.135452,pairwise,2,0.225193,0.012289,0.170434,0.170434,65,19,0.25,0.513998,0.477369,0,0.272148,0,1.041829,1.144572,0.159009,0.443506,0.795755,0.0,2048,32
8,0.05,1,0.255837,-0.358572,1.549216,128,0.162579,pairwise,0,0.264221,0.028277,-0.09112,0.09112,66,19,0.25,0.621186,0.54096,1,0.321076,0,0.98323,0.614409,0.23677,0.435438,0.823347,0.0,2048,32
8,0.05,1,0.598488,-0.051686,1.945022,128,0.194135,pairwise,1,0.199235,0.03482,0.20405,0.20405,67,19,0.25,0.506959,0.521955,1,0.316543,0,1.014102,0.650173,0.235597,0.444742,0.904074,0.0,2048,32
8,0.05,0,0.937429,-0.140033,1.927842,128,0.241139,pairwise,2,0.215894,0.000511,0.194029,0.194029,68,19,0.25,0.467631,0.47247,0,0.306233,0,1.034661,1.077462,0.132011,0.44371,0.500511,0.0,2048,32
8,0.05,1,0.215454,-0.373115,1.542147,128,0.174093,pairwise,0,0.24238,0.042187,-0.123954,0.123954,69,19,0.25,0.619272,0.555121,1,0.351103,0,0.961492,0.588568,0.246926,0.434892,0.457813,0.0,2048,32
8,0.05,1,0.696068,0.009813,1.888942,128,0.129521,pairwise,1,0.300159,0.06912,0.182257,0.182257,70,19,0.25,0.522122,0.503458,1,0.301352,0,1.028939,0.686255,0.209754,0.445773,0.917386,0.0,2048,32
8,0.05,0,1.023157,0.045568,1.626426,128,0.199208,pairwise,2,0.221957,0.033219,0.022233,0.022233,71,19,0.25,0.572863,0.390266,0,0.240979,0,1.074648,0.977589,0.014049,0.437935,0.533219,0.0,2048,32
8,0.05,1,0.400796,-0.361804,1.582069,128,0.171238,pairwise,0,0.191844,0.051814,-0.026509,0.026509,72,19,0.25,0.612694,0.466452,1,0.264457,0,1.043575,0.7626,0.13241,0.438169,0.69208,0.0,2048,32
8,0.05,0,1.201,0.258237,1.757796,128,0.162396,pairwise,1,0.254327,0.039567,0.118149,0.118149,73,19,0.25,0.526508,0.38955,1,0.234604,1,1.078276,0.942763,0.020602,0.441289,0.547426,0.0,2048,32
8,0.05,0,1.278428,0.215739,1.586109,128,0.208281,pairwise,2,0.213294,0.00093,-0.022455,0.022455,74,19,0.25,0.601176,0.4611,0,0.26477,0,1.041881,1.062689,0.115575,0.43725,0.50093,0.0,2048,32
8,0.05,1,0.429082,-0.360002,1.588215,128,0.117969,pairwise,0,0.246312,0.015487,-0.020502,0.020502,75,19,0.25,0.602077,0.454261,1,0.261342,0,1.048397,0.789084,0.110111,0.438068,0.601296,0.0,2048,32
8,0.05,0,1.318302,0.292215,1.741245,128,0.186184,pairwise,1,0.239416,0.003931,0.108226,0.108226,76,19,0.25,0.524015,0.386411,0,0.232166,0,1.083699,1.026088,0.028005,0.439479,0.496069,0.0,2048,32
8,0.05,1,0.925748,-0.249943,1.788443,128,0.137984,pairwise,2,0.295948,0.003896,0.138266,0.138266,77,19,0.25,0.550722,0.458856,0,0.249341,1,1.059486,1.175691,0.15025,0.443001,0.976512,0.0,2048,32
8,0.05,1,0.293994,-0.364728,1.557029,128,0.173157,pairwise,0,0.245349,0.014582,-0.07597,0.07597,78,19,0.25,0.604892,0.517512,1,0.308287,0,0.995783,0.658722,0.190479,0.435521,0.562724,0.0,2048,32
8,0.05,0,1.454715,0.41522,1.710631,128,0.214598,pairwise,1,0.191856,0.036025,0.091503,0.091503,79,19,0.25,0.554315,0.369505,0,0.222875,0,1.091032,1.039495,0.015872,0.440686,0.545961,0.0,2048,32
8,0.05,0,0.916592,-0.071846,1.661527,128,0.158366,pairwise,2,0.212219,0.053466,0.055244,0.055244,80,19,0.25,0.571747,0.372157,1,0.22404,1,1.093884,0.988438,0.037299,0.439371,0.568478,0.0,2048,32
8,0.05,0,2.111843,0.441213,1.919768,128,0.236908,pairwise,0,0.204684,0.01055,0.191728,0.191728,81,19,0.25,0.471476,0.474943,0,0.296568,0,1.034456,1.67063,0.138015,0.442636,0.562938,0.0,2048,32
8,0.05,0,0.969588,0.12373,1.815966,128,0.310469,pairwise,1,0.175396,0.01677,0.149591,0.149591,82,19,0.25,0.508303,0.429189,1,0.251123,1,1.06104,0.845858,0.073076,0.441905,0.560736,0.0,2048,32
8,0.05,0,1.323124,0.250001,1.579732,128,0.243605,pairwise,2,0.196606,0.019938,-0.031542,0.031542,83,19,0.25,0.599257,0.474651,0,0.271646,0,1.03171,1.073123,0.132712,0.436559,0.555054,0.0,2048,32
8,0.05,1,0.523729,-0.332837,1.60722,128,0.174726,pairwise,0,0.210071,0.044074,0.003829,0.003829,84,19,0.25,0.592013,0.424618,1,0.246199,0,1.064044,0.856565,0.068322,0.437616,0.624148,0.0,2048,32
8,0.05,0,1.6823,0.551822,1.675743,128,0.163525,pairwise,1,0.212256,0.036752,0.067559,0.067559,85,19,0.25,0.57248,0.361415,0,0.220493,1,1.096821,1.130478,0.038536,0.440039,0.81384,0.0,2048,32
8,0.05,0,0.974108,-0.219059,1.857873,128,0.193684,pairwise,2,0.193671,0.021107,0.170169,0.170169,86,19,0.25,0.530092,0.487881,0,0.276266,0,1.039077,1.193167,0.184621,0.444521,0.819591,0.0,2048,32
8,0.05,1,0.453161,-0.338019,1.59257,128,0.15457,pairwise,0,0.222038,0.007053,-0.013362,0.013362,87,19,0.25,0.598503,0.45331,1,0.256333,0,1.049756,0.79118,0.110281,0.437002,0.665076,0.0,2048,32
8,0.05,0,1.364022,0.350568,1.724416,128,0.206804,pairwise,1,0.208135,0.035753,0.100057,0.100057,88,19,0.25,0.542419,0.369945,0,0.222074,0,1.088325,1.013454,0.006981,0.439948,0.645286,0.0,2048,32
8,0.05,0,0.947671,-0.180817,1.886333,128,0.129041,pairwise,2,0.223247,0.012948,0.179702,0.179702,89,19,0.25,0.49939,0.479258,0,0.282517,0,1.037767,1.128488,0.155736,0.443506,0.727489,0.0,2048,32
8,0.05,0,2.038574,0.457498,1.950925,128,0.116177,pairwise,0,0.263181,0.036065,0.124072,0.124072,0,23,0.25,0.581861,0.425828,0,0.315427,0,1.056729,1.581076,0.05741,0.379925,0.698283,0.0,2048,32
8,0.05,0,1.250747,0.109168,1.741431,128,0.165887,pairwise,1,0.305061,0.024344,0.051056,0.051056,1,23,0.25,0.588278,0.351173,0,0.25166,0,1.097822,1.141579,0.021661,0.370368,0.975656,0.0,2048,32
8,0.05,0,1.167428,-0.023576,1.624486,128,0.14675,pairwise,2,0.2269,0.030877,0.001752,0.001752,2,23,0.25,0.572673,0.476295,0,0.240914,0,1.048241,1.191004,0.172379,0.377351,0.666892,0.0,2048,32
8,0.05,0,1.118032,0.016627,1.72624,128,0.097218,pairwise,0,0.265492,0.054586,0.053475,0.053475,3,23,0.25,0.579584,0.35535,0,0.250327,0,1.097218,1.101405,0.022946,0.378261,0.696112,0.0,2048,32
8,0.05,0,1.650847,0.298126,1.66089,128,0.177342,pairwise,1,0.23154,0.031549,0.027968,0.027968,4,23,0.25,0.570938,0.406854,0,0.242682,0,1.081939,1.352722,0.072243,0.381241,0.640889,0.0,2048,32
8,0.05,0,1.076818,-0.06123,1.645154,128,0.086278,pairwise,2,0.274934,0.06747,0.015486,0.015486,5,23,0.25,0.573179,0.437966,0,0.24483,0,1.069453,1.138049,0.117522,0.378722,0.65846,0.0,2048,32
8,0.05,1,0.15705,-0.243958,1.543888,128,0.154865,pairwise,0,0.310671,0.039631,-0.110368,0.110368,6,23,0.25,0.573703,0.669644,1,0.321583,0,0.854459,0.401009,0.466177,0.36735,0.936498,0.0,2048,32
8,0.05,0,1.384053,0.165791,1.70531,128,0.236174,pairwise,1,0.180739,0.023483,0.047075,0.047075,7,23,0.25,0.576588,0.353015,0,0.232877,1,1.095366,1.218262,0.001773,0.37761,0.573727,0.0,2048,32
8,0.05,0,0.939637,-0.047823,1.853186,128,0.17166,pairwise,2,0.237216,0.032229,0.103622,0.103622,8,23,0.25,0.57492,0.389016,0,0.289893,0,1.07698,0.987461,0.016495,0.38551,0.467771,0.0,2048,32
8,0.05,1,0.878684,-0.062895,1.688549,128,0.13573,pairwise,0,0.214556,0.018883,0.029556,0.029556,9,23,0.25,0.585375,0.390012,1,0.238709,0,1.089071,0.941579,0.057454,0.372226,0.797234,0.0,2048,32
8,0.05,0,0.954196,-0.043156,1.8225,128,0.207562,pairwise,1,0.180854,0.026256,0.078779,0.078779,10,23,0.25,0.592083,0.368855,1,0.269418,1,1.08827,0.997352,0.004568,0.373543,0.798077,0.0,2048,32
8,0.05,1,0.939731,-0.089609,1.698408,128,0.179423,pairwise,2,0.252881,0.037947,0.051958,0.051958,11,23,0.25,0.566449,0.357243,1,0.252374,0,1.095017,1.02934,0.008554,0.385369,0.454453,0.0,2048,32
8,0.05,1,0.551701,-0.156964,1.622166,128,0.133323,pairwise,0,0.208079,0.048949,-0.006336,0.006336,12,23,0.25,0.579143,0.492301,1,0.241675,0,1.039048,0.708665,0.199855,0.373979,0.697979,0.0,2048,32
8,0.05,1,0.892782,-0.073726,1.839957,128,0.192612,pairwise,1,0.183935,0.019636,0.090104,0.090104,13,23,0.25,0.586203,0.380409,1,0.275029,0,1.082505,0.966508,0.011819,0.377505,0.660833,0.0,2048,32
8,0.05,0,0.982057,-0.015946,1.924438,128,0.153175,pairwise,2,0.202762,0.044383,0.112022,0.112022,14,23,0.25,0.588387,0.414585,0,0.30108,0,1.064351,0.998002,0.04597,0.377136,0.678407,0.0,2048,32
8,0.05,1,0.398068,-0.195566,1.591717,128,0.11755,pairwise,0,0.247446,0.038199,-0.030026,0.030026,15,23,0.25,0.575031,0.552317,1,0.253481,0,0.990146,0.593634,0.286738,0.372538,0.755524,0.0,2048,32
8,0.05,0,0.99316,-0.019125,1.805981,128,0.188433,pairwise,1,0.188639,0.022729,0.079148,0.079148,16,23,0.25,0.585997,0.3663,0,0.254413,0,1.089345,1.012286,0.002912,0.374806,0.717118,0.0,2048,32
8,0.05,1,0.920358,-0.108107,1.720929,128,0.154952,pairwise,2,0.242369,0.017777,0.055394,0.055394,17,23,0.25,0.575167,0.357555,1,0.254133,0,1.096953,1.028465,0.025672,0.383914,0.517777,0.0,2048,32
8,0.05,0,1.733304,0.296294,1.878524,128,0.132188,pairwise,0,0.291343,0.023285,0.095284,0.095284,18,23,0.25,0.592275,0.395292,0,0.290149,0,1.076248,1.43701,0.028222,0.372551,0.931318,0.0,2048,32
8,0.05,1,0.863077,-0.078715,1.864985,128,0.180261,pairwise,1,0.198492,0.0133,0.090476,0.090476,19,23,0.25,0.593481,0.389928,1,0.270069,0,1.079248,0.941792,0.023755,0.369925,0.968346,0.0,2048,32
8,0.05,0,1.084149,-0.057742,1.641345,128,0.08879,pairwise,2,0.291258,0.059369,0.01401,0.01401,20,23,0.25,0.571947,0.442089,0,0.248415,0,1.067308,1.141891,0.122874,0.379738,0.633876,0.0,2048,32
8,0.05,1,0.173386,-0.23469,1.548052,128,0.110235,pairwise,0,0.275743,0.055786,-0.103777,0.103777,21,23,0.25,0.579687,0.664928,1,0.308189,0,0.86187,0.408077,0.46071,0.363353,0.944214,0.0,2048,32
8,0.05,1,0.724301,-0.15941,1.93544,128,0.158232,pairwise,1,0.270801,0.009822,0.106607,0.106607,22,23,0.25,0.596473,0.413247,1,0.316632,0,1.066158,0.88371,0.046458,0.373279,0.915606,0.0,2048,32
8,0.05,1,0.931155,-0.100939,1.756672,128,0.128947,pairwise,2,0.219338,0.004174,0.058148,0.058148,23,23,0.25,0.588326,0.35626,1,0.243999,0,1.097182,1.032094,0.025233,0.37201,0.771931,0.0,2048,32
8,0.05,0,1.749733,0.305436,1.859078,128,0.184321,pairwise,0,0.236316,0.014467,0.10513,0.10513,24,23,0.25,0.575173,0.391816,0,0.290578,0,1.075697,1.444297,0.019544,0.38456,0.514467,0.0,2048,32
8,0.05,1,0.838799,-0.105576,1.852829,128,0.167015,pairwise,1,0.25899,0.039819,0.103582,0.103582,25,23,0.25,0.574814,0.388923,1,0.289268,0,1.077051,0.944375,0.016457,0.385352,0.452656,0.0,2048,32
8,0.05,1,0.937674,-0.106858,1.738647,128,0.109015,pairwise,2,0.228404,0.084078,0.051396,0.051396,26,23,0.25,0.587457,0.351857,1,0.245229,0,1.097745,1.044532,0.022033,0.372834,0.836393,0.0,2048,32
8,0.05,1,0.169004,-0.253381,1.544738,128,0.119691,pairwise,0,0.216401,0.075906,-0.1001,0.1001,27,23,0.25,0.567471,0.655482,1,0.300436,0,0.872752,0.422385,0.441846,0.373147,0.684132,0.0,2048,32
8,0.05,0,0.951414,-0.044625,1.823478,128,0.192926,pairwise,1,0.219561,0.015474,0.079054,0.079054,28,23,0.25,0.591906,0.369339,1,0.273865,1,1.088089,0.996039,0.00498,0.373414,0.839326,0.0,2048,32
8,0.05,0,0.95957,-0.04049,1.887647,128,0.141984,pairwise,2,0.244938,0.027275,0.099766,0.099766,29,23,0.25,0.590645,0.400299,0,0.286869,0,1.073255,1.00006,0.032442,0.373452,0.900442,0.0,2048,32
8,0.05,1,0.181554,-0.263308,1.545367,128,0.218205,pairwise,0,0.208429,0.037583,-0.0891,0.0891,30,23,0.25,0.559615,0.640913,1,0.294019,0,0.890398,0.444862,0.416381,0.378463,0.566312,0.0,2048,32
8,0.05,0,1.276175,0.114488,1.728803,128,0.135148,pairwise,1,0.224355,0.037198,0.051522,0.051522,31,23,0.25,0.583111,0.353023,0,0.247924,0,1.097405,1.161688,0.019003,0.37629,0.682547,0.0,2048,32
8,0.05,0,1.100381,-0.065972,1.643431,128,0.081999,pairwise,2,0.270057,0.068312,0.00911,0.00911,32,23,0.25,0.578564,0.450571,0,0.247068,0,1.064147,1.166353,0.13907,0.375855,0.80454,0.0,2048,32
8,0.05,1,0.270966,-0.237172,1.563107,128,0.106119,pairwise,0,0.249734,0.066244,-0.059928,0.059928,33,23,0.25,0.568462,0.601615,1,0.279382,0,0.938994,0.508138,0.359101,0.37655,0.730983,0.0,2048,32
8,0.05,1,0.694486,-0.173472,1.936543,128,0.167538,pairwise,1,0.23966,0.036229,0.12203,0.12203,34,23,0.25,0.579714,0.419808,1,0.322424,0,1.059905,0.867958,0.049477,0.38506,0.624182,0.0,2048,32
8,0.05,0,1.48747,0.095114,1.588167,128,0.144767,pairwise,2,0.247071,0.022879,-0.045021,0.045021,35,23,0.25,0.585583,0.574639,0,0.271653,0,0.970743,1.392355,0.32615,0.367174,0.954818,0.0,2048,32
8,0.05,0,1.582103,0.216172,1.829561,128,0.060115,pairwise,0,0.302739,0.097774,0.088415,0.088415,36,23,0.25,0.583988,0.37607,0,0.276225,0,1.084175,1.365931,0.007283,0.377731,0.724709,0.0,2048,32
8,0.05,1,0.825939,-0.107066,1.866492,128,0.158561,pairwise,1,0.215137,0.031259,0.100611,0.100611,37,23,0.25,0.583353,0.39337,1,0.286851,0,1.075806,0.933005,0.023084,0.379937,0.624107,0.0,2048,32
8,0.05,0,1.204322,-0.012035,1.617326,128,0.098713,pairwise,2,0.252801,0.025388,-0.005011,0.005011,38,23,0.25,0.573568,0.490817,0,0.246781,0,1.039051,1.216357,0.194509,0.377362,0.658951,0.0,2048,32
