accuracy,base_oracle_loss,base_oracle_match_rate,budget,causal_k,context_variant,cv_mean_delta,cv_min_win_rate,cv_safe_margin,cv_win_rate,diagnostic_dim,excess_over_base_oracle,excess_over_generated_oracle,generated_candidates,generated_oracle_accuracy,generated_oracle_loss,generated_oracle_match_rate,heldout_seed,interaction_mode,loss,normalized_utility_weight,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_generated_mode_from_train_seeds,static_mode_from_train_seeds,test_samples,total_objects_n,train_reranker_loss,train_seed_count,train_static_loss,validation_samples_per_seed
0.511111,0.962886,1.0,4,8,no_identity,-0.004565,0.5,0.0,0.75,3,0.0,0.005633,4,0.511111,0.957253,0.411111,17,pairwise,0.962886,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.355556,0.355556,0.022222,0.266667,indexed,indexed,90,2048,0.953562,4,0.986334,180
0.511111,0.962886,0.411111,4,8,no_identity,-0.004565,0.5,0.0,0.75,3,-0.005633,0.0,4,0.511111,0.957253,1.0,17,pairwise,0.957253,0.05,generated_oracle,40,600,400,0.005,,17,0.088889,0.233333,0.111111,0.155556,0.588889,0.288889,0.033333,0.011111,0.077778,indexed,indexed,90,2048,0.953562,4,0.986334,180
0.466667,0.962886,0.355556,4,8,set_only,-0.001952,0.5,0.0,0.75,3,0.019307,0.02494,4,0.511111,0.957253,0.288889,17,pairwise,0.982193,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.466667,0.962886,0.355556,4,8,set_only,-0.001952,0.5,0.0,0.75,3,0.019307,0.02494,4,0.511111,0.957253,0.288889,17,pairwise,0.982193,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.466667,0.962886,0.288889,4,8,set_only,-0.001952,0.5,0.0,0.75,3,0.014187,0.01982,4,0.511111,0.957253,0.344444,17,pairwise,0.977073,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,17,0.0,0.222222,0.033333,0.022222,0.277778,0.522222,0.055556,0.0,0.144444,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.466667,0.962886,0.288889,4,8,set_only,-0.001952,0.5,0.0,0.75,3,0.014187,0.01982,4,0.511111,0.957253,0.344444,17,pairwise,0.977073,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,17,0.0,0.222222,0.033333,0.022222,0.277778,0.522222,0.055556,0.0,0.144444,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.466667,0.962886,0.288889,4,8,set_only,-0.001952,0.5,0.0,0.75,3,0.014187,0.01982,4,0.511111,0.957253,0.344444,17,pairwise,0.977073,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,1,17,0.0,0.222222,0.033333,0.022222,0.277778,0.522222,0.055556,0.0,0.144444,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.511111,0.962886,1.0,4,8,set_only,-0.001952,0.5,0.0,0.75,3,0.0,0.005633,4,0.511111,0.957253,0.411111,17,pairwise,0.962886,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.355556,0.355556,0.022222,0.266667,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.511111,0.962886,0.411111,4,8,set_only,-0.001952,0.5,0.0,0.75,3,-0.005633,0.0,4,0.511111,0.957253,1.0,17,pairwise,0.957253,0.05,generated_oracle,40,600,400,0.005,,17,0.088889,0.233333,0.111111,0.155556,0.588889,0.288889,0.033333,0.011111,0.077778,indexed,indexed,90,2048,0.956221,4,0.986334,180
0.466667,0.962886,0.355556,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,0.019307,0.02494,4,0.511111,0.957253,0.288889,17,pairwise,0.982193,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.466667,0.962886,0.355556,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,0.019307,0.02494,4,0.511111,0.957253,0.288889,17,pairwise,0.982193,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.477778,0.962886,0.311111,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,0.014844,0.020477,4,0.511111,0.957253,0.355556,17,pairwise,0.97773,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,17,0.044444,0.177778,0.0,0.0,0.222222,0.666667,0.011111,0.011111,0.088889,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.477778,0.962886,0.311111,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,0.014844,0.020477,4,0.511111,0.957253,0.355556,17,pairwise,0.97773,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,17,0.044444,0.177778,0.0,0.0,0.222222,0.666667,0.011111,0.011111,0.088889,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.477778,0.962886,0.311111,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,0.014844,0.020477,4,0.511111,0.957253,0.355556,17,pairwise,0.97773,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,1,17,0.044444,0.177778,0.0,0.0,0.222222,0.666667,0.011111,0.011111,0.088889,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.511111,0.962886,1.0,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,0.0,0.005633,4,0.511111,0.957253,0.411111,17,pairwise,0.962886,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.355556,0.355556,0.022222,0.266667,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.511111,0.962886,0.411111,4,8,diagnostics_only,-0.003558,0.5,0.0,0.75,3,-0.005633,0.0,4,0.511111,0.957253,1.0,17,pairwise,0.957253,0.05,generated_oracle,40,600,400,0.005,,17,0.088889,0.233333,0.111111,0.155556,0.588889,0.288889,0.033333,0.011111,0.077778,indexed,indexed,90,2048,0.953976,4,0.986334,180
0.533333,0.973841,0.177778,4,8,full,0.000685,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.544444,0.973841,0.0,4,8,full,0.000685,0.5,0.0,0.5,3,0.027033,0.0341,4,0.644444,0.966774,0.044444,19,pairwise,1.000874,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.555556,0.973841,0.422222,4,8,full,0.000685,0.5,0.0,0.5,3,0.015213,0.022279,4,0.644444,0.966774,0.411111,19,pairwise,0.989053,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,19,0.066667,0.155556,0.011111,0.011111,0.244444,0.622222,0.033333,0.011111,0.088889,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.555556,0.973841,0.422222,4,8,full,0.000685,0.5,0.0,0.5,3,0.015213,0.022279,4,0.644444,0.966774,0.411111,19,pairwise,0.989053,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.066667,0.155556,0.011111,0.011111,0.244444,0.622222,0.033333,0.011111,0.088889,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.533333,0.973841,0.177778,4,8,full,0.000685,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.622222,0.973841,1.0,4,8,full,0.000685,0.5,0.0,0.5,3,0.0,0.007066,4,0.644444,0.966774,0.555556,19,pairwise,0.973841,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.5,0.177778,0.022222,0.3,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.644444,0.973841,0.555556,4,8,full,0.000685,0.5,0.0,0.5,3,-0.007066,0.0,4,0.644444,0.966774,1.0,19,pairwise,0.966774,0.05,generated_oracle,40,600,400,0.005,,19,0.044444,0.311111,0.044444,0.044444,0.444444,0.444444,0.022222,0.0,0.088889,generated_2,interaction,90,2048,0.95291,4,0.984309,180
0.533333,0.973841,0.177778,4,8,no_identity,0.000151,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.544444,0.973841,0.0,4,8,no_identity,0.000151,0.5,0.0,0.5,3,0.027033,0.0341,4,0.644444,0.966774,0.044444,19,pairwise,1.000874,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.544444,0.973841,0.433333,4,8,no_identity,0.000151,0.5,0.0,0.5,3,0.017032,0.024098,4,0.644444,0.966774,0.433333,19,pairwise,0.990873,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,19,0.044444,0.155556,0.033333,0.011111,0.244444,0.655556,0.044444,0.0,0.055556,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.544444,0.973841,0.433333,4,8,no_identity,0.000151,0.5,0.0,0.5,3,0.017032,0.024098,4,0.644444,0.966774,0.433333,19,pairwise,0.990873,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.044444,0.155556,0.033333,0.011111,0.244444,0.655556,0.044444,0.0,0.055556,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.533333,0.973841,0.177778,4,8,no_identity,0.000151,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.622222,0.973841,1.0,4,8,no_identity,0.000151,0.5,0.0,0.5,3,0.0,0.007066,4,0.644444,0.966774,0.555556,19,pairwise,0.973841,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.5,0.177778,0.022222,0.3,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.644444,0.973841,0.555556,4,8,no_identity,0.000151,0.5,0.0,0.5,3,-0.007066,0.0,4,0.644444,0.966774,1.0,19,pairwise,0.966774,0.05,generated_oracle,40,600,400,0.005,,19,0.044444,0.311111,0.044444,0.044444,0.444444,0.444444,0.022222,0.0,0.088889,generated_2,interaction,90,2048,0.954541,4,0.984309,180
0.533333,0.973841,0.177778,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.544444,0.973841,0.0,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,0.027033,0.0341,4,0.644444,0.966774,0.044444,19,pairwise,1.000874,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.511111,0.973841,0.3,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,0.025479,0.032545,4,0.644444,0.966774,0.333333,19,pairwise,0.999319,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,19,0.044444,0.166667,0.088889,0.011111,0.311111,0.555556,0.033333,0.0,0.1,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.511111,0.973841,0.3,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,0.025479,0.032545,4,0.644444,0.966774,0.333333,19,pairwise,0.999319,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.044444,0.166667,0.088889,0.011111,0.311111,0.555556,0.033333,0.0,0.1,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.533333,0.973841,0.177778,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.622222,0.973841,1.0,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,0.0,0.007066,4,0.644444,0.966774,0.555556,19,pairwise,0.973841,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.5,0.177778,0.022222,0.3,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.644444,0.973841,0.555556,4,8,set_only,5.3e-05,0.5,0.0,0.5,3,-0.007066,0.0,4,0.644444,0.966774,1.0,19,pairwise,0.966774,0.05,generated_oracle,40,600,400,0.005,,19,0.044444,0.311111,0.044444,0.044444,0.444444,0.444444,0.022222,0.0,0.088889,generated_2,interaction,90,2048,0.955694,4,0.984309,180
0.533333,0.973841,0.177778,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.544444,0.973841,0.0,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,0.027033,0.0341,4,0.644444,0.966774,0.044444,19,pairwise,1.000874,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.555556,0.973841,0.422222,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,0.018477,0.025543,4,0.644444,0.966774,0.455556,19,pairwise,0.992317,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,19,0.022222,0.133333,0.033333,0.022222,0.211111,0.711111,0.022222,0.011111,0.044444,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.555556,0.973841,0.422222,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,0.018477,0.025543,4,0.644444,0.966774,0.455556,19,pairwise,0.992317,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.022222,0.133333,0.033333,0.022222,0.211111,0.711111,0.022222,0.011111,0.044444,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.533333,0.973841,0.177778,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,0.028924,0.03599,4,0.644444,0.966774,0.022222,19,pairwise,1.002764,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.622222,0.973841,1.0,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,0.0,0.007066,4,0.644444,0.966774,0.555556,19,pairwise,0.973841,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.5,0.177778,0.022222,0.3,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.644444,0.973841,0.555556,4,8,diagnostics_only,0.000973,0.5,0.0,0.5,3,-0.007066,0.0,4,0.644444,0.966774,1.0,19,pairwise,0.966774,0.05,generated_oracle,40,600,400,0.005,,19,0.044444,0.311111,0.044444,0.044444,0.444444,0.444444,0.022222,0.0,0.088889,generated_2,interaction,90,2048,0.955448,4,0.984309,180
0.544444,0.960229,0.177778,4,8,full,-0.00537,0.5,0.0,1.0,3,0.036391,0.045348,4,0.6,0.951272,0.0,23,pairwise,0.99662,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.533333,0.960229,0.0,4,8,full,-0.00537,0.5,0.0,1.0,3,0.036788,0.045745,4,0.6,0.951272,0.055556,23,pairwise,0.997017,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.522222,0.960229,0.322222,4,8,full,-0.00537,0.5,0.0,1.0,3,0.040354,0.049312,4,0.6,0.951272,0.333333,23,pairwise,1.000584,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,23,0.088889,0.244444,0.033333,0.0,0.366667,0.4,0.044444,0.011111,0.177778,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.522222,0.960229,0.322222,4,8,full,-0.00537,0.5,0.0,1.0,3,0.040354,0.049312,4,0.6,0.951272,0.333333,23,pairwise,1.000584,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.088889,0.244444,0.033333,0.0,0.366667,0.4,0.044444,0.011111,0.177778,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.522222,0.960229,0.322222,4,8,full,-0.00537,0.5,0.0,1.0,3,0.040354,0.049312,4,0.6,0.951272,0.333333,23,pairwise,1.000584,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,1,23,0.088889,0.244444,0.033333,0.0,0.366667,0.4,0.044444,0.011111,0.177778,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.6,0.960229,1.0,4,8,full,-0.00537,0.5,0.0,1.0,3,0.0,0.008957,4,0.6,0.951272,0.644444,23,pairwise,0.960229,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.533333,0.177778,0.033333,0.255556,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.6,0.960229,0.644444,4,8,full,-0.00537,0.5,0.0,1.0,3,-0.008957,0.0,4,0.6,0.951272,1.0,23,pairwise,0.951272,0.05,generated_oracle,40,600,400,0.005,,23,0.011111,0.266667,0.055556,0.022222,0.355556,0.522222,0.0,0.0,0.122222,generated_2,interaction,90,2048,0.946957,4,0.973633,180
0.544444,0.960229,0.177778,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,0.036391,0.045348,4,0.6,0.951272,0.0,23,pairwise,0.99662,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.533333,0.960229,0.0,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,0.036788,0.045745,4,0.6,0.951272,0.055556,23,pairwise,0.997017,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.522222,0.960229,0.244444,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,0.050246,0.059203,4,0.6,0.951272,0.244444,23,pairwise,1.010475,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,23,0.055556,0.288889,0.066667,0.0,0.411111,0.366667,0.066667,0.011111,0.144444,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.522222,0.960229,0.244444,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,0.050246,0.059203,4,0.6,0.951272,0.244444,23,pairwise,1.010475,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.055556,0.288889,0.066667,0.0,0.411111,0.366667,0.066667,0.011111,0.144444,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.522222,0.960229,0.244444,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,0.050246,0.059203,4,0.6,0.951272,0.244444,23,pairwise,1.010475,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,1,23,0.055556,0.288889,0.066667,0.0,0.411111,0.366667,0.066667,0.011111,0.144444,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.6,0.960229,1.0,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,0.0,0.008957,4,0.6,0.951272,0.644444,23,pairwise,0.960229,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.533333,0.177778,0.033333,0.255556,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.6,0.960229,0.644444,4,8,no_identity,-0.006212,0.5,0.0,0.75,3,-0.008957,0.0,4,0.6,0.951272,1.0,23,pairwise,0.951272,0.05,generated_oracle,40,600,400,0.005,,23,0.011111,0.266667,0.055556,0.022222,0.355556,0.522222,0.0,0.0,0.122222,generated_2,interaction,90,2048,0.94789,4,0.973633,180
0.544444,0.960229,0.177778,4,8,set_only,-0.002491,0.5,0.0,0.75,3,0.036391,0.045348,4,0.6,0.951272,0.0,23,pairwise,0.99662,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.533333,0.960229,0.0,4,8,set_only,-0.002491,0.5,0.0,0.75,3,0.036788,0.045745,4,0.6,0.951272,0.055556,23,pairwise,0.997017,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.533333,0.960229,0.322222,4,8,set_only,-0.002491,0.5,0.0,0.75,3,0.04082,0.049778,4,0.6,0.951272,0.344444,23,pairwise,1.00105,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,23,0.044444,0.2,0.077778,0.044444,0.366667,0.433333,0.055556,0.022222,0.122222,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.533333,0.960229,0.322222,4,8,set_only,-0.002491,0.5,0.0,0.75,3,0.04082,0.049778,4,0.6,0.951272,0.344444,23,pairwise,1.00105,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.044444,0.2,0.077778,0.044444,0.366667,0.433333,0.055556,0.022222,0.122222,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.533333,0.960229,0.322222,4,8,set_only,-0.002491,0.5,0.0,0.75,3,0.04082,0.049778,4,0.6,0.951272,0.344444,23,pairwise,1.00105,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,1,23,0.044444,0.2,0.077778,0.044444,0.366667,0.433333,0.055556,0.022222,0.122222,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.6,0.960229,1.0,4,8,set_only,-0.002491,0.5,0.0,0.75,3,0.0,0.008957,4,0.6,0.951272,0.644444,23,pairwise,0.960229,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.533333,0.177778,0.033333,0.255556,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.6,0.960229,0.644444,4,8,set_only,-0.002491,0.5,0.0,0.75,3,-0.008957,0.0,4,0.6,0.951272,1.0,23,pairwise,0.951272,0.05,generated_oracle,40,600,400,0.005,,23,0.011111,0.266667,0.055556,0.022222,0.355556,0.522222,0.0,0.0,0.122222,generated_2,interaction,90,2048,0.951373,4,0.973633,180
0.544444,0.960229,0.177778,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,0.036391,0.045348,4,0.6,0.951272,0.0,23,pairwise,0.99662,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.533333,0.960229,0.0,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,0.036788,0.045745,4,0.6,0.951272,0.055556,23,pairwise,0.997017,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.555556,0.960229,0.366667,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,0.039906,0.048863,4,0.6,0.951272,0.377778,23,pairwise,1.000135,0.05,diagnostic_cross_seed_generated_reranker,40,600,400,0.005,,23,0.022222,0.222222,0.077778,0.0,0.322222,0.522222,0.011111,0.022222,0.122222,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.555556,0.960229,0.366667,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,0.039906,0.048863,4,0.6,0.951272,0.377778,23,pairwise,1.000135,0.05,diagnostic_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.022222,0.222222,0.077778,0.0,0.322222,0.522222,0.011111,0.022222,0.122222,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.555556,0.960229,0.366667,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,0.039906,0.048863,4,0.6,0.951272,0.377778,23,pairwise,1.000135,0.05,diagnostic_cross_seed_cv_safe_reranker,40,600,400,0.005,1,23,0.022222,0.222222,0.077778,0.0,0.322222,0.522222,0.011111,0.022222,0.122222,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.6,0.960229,1.0,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,0.0,0.008957,4,0.6,0.951272,0.644444,23,pairwise,0.960229,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.533333,0.177778,0.033333,0.255556,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.6,0.960229,0.644444,4,8,diagnostics_only,-0.006636,0.5,0.0,0.75,3,-0.008957,0.0,4,0.6,0.951272,1.0,23,pairwise,0.951272,0.05,generated_oracle,40,600,400,0.005,,23,0.011111,0.266667,0.055556,0.022222,0.355556,0.522222,0.0,0.0,0.122222,generated_2,interaction,90,2048,0.948658,4,0.973633,180
0.5,0.943108,0.022222,4,16,full,-0.011724,0.5,0.0,1.0,3,0.028712,0.036723,4,0.544444,0.935098,0.011111,11,pairwise,0.971821,0.05,diagnostic_cross_seed_static_base_choice,40,600,400,0.005,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.861795,4,0.912281,180
0.466667,0.943108,0.0,4,16,full,-0.011724,0.5,0.0,1.0,3,0.036222,0.044233,4,0.544444,0.935098,0.077778,11,pairwise,0.97933,0.05,diagnostic_cross_seed_static_generated_choice,40,600,400,0.005,,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.861795,4,0.912281,180
