row_type,model,seed,train_mechanism,eval_mechanism,temperature,calibration_mode,mechanism_prior_strength,mechanism_prior_policy,mechanism_prior_selection_metric,mechanism_prior_selection_score,calibration_bias,background_objects,total_objects_n,samples,branch_accuracy,majority_accuracy,mse,nll,brier,ece,selected_k_mean,causal_recall_mean,dense_compute_ratio,route_regret_mean,route_regret_negative_ratio,route_regret_loss_weight,route_regret_compute_cost,route_regret_threshold,route_regret_threshold_policy,route_regret_selection_metric,route_regret_selection_score,seed_count
seed,wpu-cws-indexed-mechanism-conditioned,19,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.5,0.264975,1.091464,0.661952,0.038001,4.666667,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,19,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.583333,0.1675,1.027527,0.625612,0.31633,4.833333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.25,0.583333,0.051953,1.063053,0.647176,0.133066,4.583333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.0,0.583333,0.213517,1.151036,0.710789,0.412159,4.583333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.25,0.333333,0.15146,1.043299,0.633046,0.231568,4.583333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.833333,0.05937,1.080134,0.658953,0.217181,4.833333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.5,0.084224,1.031628,0.625737,0.036572,4.083333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.416667,0.340676,1.048174,0.63683,0.11576,4.583333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,wpu-cws-indexed-mechanism-conditioned,23,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.5,0.120334,1.021174,0.616889,0.066483,4.833333,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.5,0.100961,1.132607,0.695923,0.257757,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.416667,0.1046,1.046998,0.629491,0.309261,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.75,0.101207,1.08523,0.657702,0.091086,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.0,1.0,0.102604,1.174259,0.721954,0.393894,5.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.666667,0.107415,1.020432,0.615381,0.305944,4.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.583333,0.106197,0.993235,0.581835,0.142591,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,11,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.833333,0.102618,1.161441,0.709485,0.191573,5.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.916667,0.5,0.365702,0.888647,0.533855,0.499114,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.333333,0.360188,1.143312,0.68506,0.072713,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.75,0.365887,1.253349,0.742786,0.03563,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.916667,0.916667,0.379384,0.921153,0.555024,0.512433,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.583333,0.360418,0.965321,0.584411,0.169781,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.5,0.362098,1.395988,0.815126,0.093934,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,13,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.75,0.379534,1.323182,0.787425,0.086307,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.583333,0.377562,0.671113,0.365041,0.298322,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.416667,0.385837,0.834748,0.495034,0.125163,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.666667,0.37765,1.145258,0.741043,0.420096,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,1.0,0.916667,0.48273,0.430807,0.191057,0.345303,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.237886,0.961197,0.578647,0.123552,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.5,0.387041,1.180828,0.767498,0.518107,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,17,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.25,0.75,0.482762,1.309843,0.890092,0.500454,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.666667,0.247462,1.11326,0.679518,0.35065,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.25,0.5,0.269758,1.012509,0.607045,0.407375,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.583333,0.247802,1.193534,0.725753,0.350653,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.833333,0.250716,1.078011,0.661406,0.436141,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.20312,0.974894,0.576179,0.246452,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.5,0.27034,1.004324,0.591283,0.394799,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,19,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.583333,0.251054,1.191501,0.724593,0.436145,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.833333,0.583333,0.296837,0.847604,0.495386,0.391219,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.916667,0.583333,0.245987,0.792163,0.459595,0.456768,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.333333,0.29777,1.064717,0.624911,0.231607,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,1.0,0.833333,0.290334,0.756603,0.432134,0.527765,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.5,0.312137,1.03264,0.623452,0.051257,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.416667,0.247166,1.194715,0.700293,0.227789,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,graph-transformer,23,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.290927,1.246054,0.73008,0.203155,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.196529,0.975085,0.570822,0.348582,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.416667,0.197196,1.183698,0.734541,0.184806,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.75,0.75,0.196868,0.92788,0.552054,0.254559,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.083333,1.0,0.196642,1.277093,0.780523,0.305939,5.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.666667,0.197189,0.872306,0.51211,0.107269,4.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.583333,0.199324,1.168158,0.738303,0.560333,4.416667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,11,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.75,0.833333,0.196677,1.017874,0.609471,0.36072,5.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.5,0.146633,1.014247,0.621333,0.449849,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.333333,0.146956,1.010435,0.608722,0.383146,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.25,0.75,0.146761,1.034731,0.63485,0.151914,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.916667,0.14673,1.04766,0.632381,0.214141,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.583333,0.146999,1.02765,0.631786,0.278616,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.148358,1.056765,0.64206,0.216482,4.5,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,13,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.75,0.146858,1.037521,0.62696,0.130804,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.583333,0.349661,0.984464,0.583049,0.240307,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.416667,0.350137,1.086574,0.656018,0.118915,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.666667,0.349961,1.019752,0.610657,0.323646,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.083333,0.916667,0.349825,1.216082,0.741797,0.300522,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.350754,0.915425,0.536423,0.292368,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.083333,0.5,0.35198,1.223691,0.746002,0.297746,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,17,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.75,0.350124,1.060568,0.639793,0.081415,4.916667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.25,0.666667,0.315306,1.022772,0.628453,0.16789,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.5,0.315928,0.988515,0.602429,0.066122,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.583333,0.315861,0.995017,0.60726,0.227538,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.833333,0.315406,0.977371,0.592878,0.121659,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.5,0.5,0.315974,1.022668,0.628715,0.234976,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.75,0.5,0.316717,0.935616,0.561962,0.350535,4.666667,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,19,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.583333,0.315963,0.95146,0.573025,0.204989,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,nominal,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.333333,0.583333,0.230014,1.203719,0.732582,0.220625,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.416667,0.583333,0.231189,1.197507,0.72175,0.30629,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,edge_shift,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.333333,0.230869,1.092613,0.659668,0.387292,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.166667,0.833333,0.230121,1.287238,0.785989,0.230526,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,no_catch,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.5,0.230421,1.03205,0.622387,0.358851,4.083333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,edge_high_force,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.583333,0.416667,0.232318,1.052273,0.63239,0.30629,4.583333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
seed,serialized-token,23,nominal,edge_catch_heavy,1.0,none,0.0,none,,,0.000000;0.000000;0.000000,512,517,12,0.666667,0.5,0.23064,1.070738,0.644474,0.281519,4.833333,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,1
summary,graph-transformer,all,nominal,catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.616667,0.9,0.301154,0.872167,0.512315,0.443107,4.9,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,graph-transformer,all,nominal,edge_catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.316667,0.683333,0.301379,1.246404,0.768335,0.283527,4.9,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,graph-transformer,all,nominal,edge_high_force,1.0,none,0.0,none,,,,512,517,12,0.45,0.5,0.274568,1.153818,0.691207,0.275444,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,graph-transformer,all,nominal,edge_shift,1.0,none,0.0,none,,,,512,517,12,0.383333,0.616667,0.278063,1.148418,0.698439,0.225814,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,graph-transformer,all,nominal,high_force,1.0,none,0.0,none,,,,512,517,12,0.533333,0.45,0.273274,0.965946,0.575245,0.274256,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,graph-transformer,all,nominal,no_catch,1.0,none,0.0,none,,,,512,517,12,0.483333,0.55,0.244195,0.990897,0.595614,0.179397,4.066666,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,graph-transformer,all,nominal,nominal,1.0,none,0.0,none,,,,512,517,12,0.55,0.566667,0.277705,0.930646,0.553945,0.359412,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.25,0.9,0.247745,1.161089,0.706714,0.234557,4.9,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,edge_catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.583333,0.683333,0.248052,1.027632,0.618745,0.211889,4.9,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,edge_high_force,1.0,none,0.0,none,,,,512,517,12,0.466667,0.5,0.249739,1.087301,0.664143,0.346277,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,edge_shift,1.0,none,0.0,none,,,,512,517,12,0.5,0.616667,0.248064,1.013999,0.612898,0.26899,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,high_force,1.0,none,0.0,none,,,,512,517,12,0.45,0.45,0.248281,1.093346,0.664692,0.211856,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,no_catch,1.0,none,0.0,none,,,,512,517,12,0.55,0.55,0.248267,0.97402,0.586284,0.254416,4.066666,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,serialized-token,all,nominal,nominal,1.0,none,0.0,none,,,,512,517,12,0.416667,0.566667,0.247629,1.040057,0.627248,0.285451,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.616667,0.9,0.161249,1.00922,0.606166,0.319556,4.9,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,edge_catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.25,0.683333,0.190673,1.114666,0.679157,0.223183,4.9,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,edge_high_force,1.0,none,0.0,none,,,,512,517,12,0.166667,0.5,0.326445,1.116564,0.680139,0.29161,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,edge_shift,1.0,none,0.0,none,,,,512,517,12,0.366667,0.616667,0.192764,1.089456,0.66164,0.225496,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,high_force,1.0,none,0.0,none,,,,512,517,12,0.316667,0.45,0.195792,1.085875,0.658868,0.16233,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,no_catch,1.0,none,0.0,none,,,,512,517,12,0.466667,0.55,0.212313,1.060655,0.641578,0.210257,4.066666,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-local-dense,all,nominal,nominal,1.0,none,0.0,none,,,,512,517,12,0.616667,0.566667,0.151565,1.029803,0.620324,0.357813,4.55,1.0,1.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.633334,0.9,0.073085,1.042845,0.631196,0.350369,4.9,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,edge_catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.366667,0.683333,0.103257,1.05659,0.640669,0.127561,4.9,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,edge_high_force,1.0,none,0.0,none,,,,512,517,12,0.233333,0.5,0.274521,1.116427,0.679764,0.166716,4.55,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,edge_shift,1.0,none,0.0,none,,,,512,517,12,0.366667,0.616667,0.111049,1.057535,0.640933,0.139573,4.55,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,high_force,1.0,none,0.0,none,,,,512,517,12,0.366667,0.45,0.140438,1.09133,0.663808,0.171691,4.55,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,no_catch,1.0,none,0.0,none,,,,512,517,12,0.433333,0.55,0.126135,1.071962,0.648361,0.148799,4.066666,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-mechanism-conditioned,all,nominal,nominal,1.0,none,0.0,none,,,,512,517,12,0.633333,0.566667,0.068365,1.027391,0.620313,0.311086,4.55,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-sparse,all,nominal,catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.316667,0.9,0.069718,1.093194,0.665356,0.260676,4.9,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
summary,wpu-cws-indexed-sparse,all,nominal,edge_catch_heavy,1.0,none,0.0,none,,,,512,517,12,0.45,0.683333,0.098356,1.063911,0.643814,0.151678,4.9,1.0,0.0,0.0,0.0,0.0,0.05,0.0,fixed,,,5
