background_objects,branch_entropy_mean,branch_flip_rate,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,final_majority_branch_ratio,finite_delta_clamp,horizon,integrity_projection,model,raw_delta_norm_mean,rollback_on_violation,rollback_rate,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
32,0.399674,0.059028,0.71,True,0.0,0.0,0.0,2000000.0,1,0,0.25,0.700808,0.0,0.5,,0.0,0.0,1.0,1.0,25,False,wpu-cws-indexed-sparse,1885269.286784,False,0.0,24,11,4.416667,True,0.0,0.0,0.0
32,0.471851,0.105903,0.858333,True,0.0,0.0,0.0,2000000.0,1,0,0.25,0.717732,0.0,0.5,,0.0,0.0,1.0,1.0,25,False,wpu-cws-indexed-sparse,1993310.979955,False,0.0,24,13,4.416667,True,0.0,0.0,0.0
