accuracy,base_oracle_loss,base_oracle_match_rate,budget,causal_k,excess_over_base_oracle,excess_over_generated_oracle,generated_candidates,generated_oracle_accuracy,generated_oracle_loss,generated_oracle_match_rate,interaction_mode,loss,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_4_rate,selected_generated_5_rate,selected_generated_6_rate,selected_generated_7_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_generated_mode_from_validation,static_mode_from_validation,test_samples,total_objects_n,validation_reranker_loss,validation_samples,validation_static_loss
0.522222,0.886832,0.377778,4,16,0.082766,0.083207,1,0.666667,0.886391,0.366667,pairwise,0.969598,static_base_validation_choice,40,600,400,0.005,,23,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.813124,180,0.891254
0.522222,0.886832,0.377778,4,16,0.082766,0.083207,1,0.666667,0.886391,0.366667,pairwise,0.969598,static_generated_validation_choice,40,600,400,0.005,,23,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.813124,180,0.891254
0.533333,0.886832,0.422222,4,16,0.073567,0.074007,1,0.666667,0.886391,0.411111,pairwise,0.960399,generated_set_reranker,40,600,400,0.005,,23,0.133333,,,,,,,,0.133333,0.422222,0.166667,0.044444,0.233333,indexed,indexed,90,2048,0.813124,180,0.891254
0.533333,0.886832,0.422222,4,16,0.073567,0.074007,1,0.666667,0.886391,0.411111,pairwise,0.960399,generated_margin_safe_reranker,40,600,400,0.005,1,23,0.133333,,,,,,,,0.133333,0.422222,0.166667,0.044444,0.233333,indexed,indexed,90,2048,0.813124,180,0.891254
0.655556,0.886832,1.0,4,16,0.0,0.000441,1,0.666667,0.886391,0.888889,pairwise,0.886832,base_oracle,40,600,400,0.005,,23,0.0,,,,,,,,0.0,0.377778,0.188889,0.044444,0.388889,indexed,indexed,90,2048,0.813124,180,0.891254
0.666667,0.886832,0.888889,4,16,-0.000441,0.0,1,0.666667,0.886391,1.0,pairwise,0.886391,generated_oracle,40,600,400,0.005,,23,0.111111,,,,,,,,0.111111,0.366667,0.122222,0.033333,0.366667,indexed,indexed,90,2048,0.813124,180,0.891254
0.466667,0.997236,0.377778,4,32,0.027789,0.028599,1,0.511111,0.996426,0.366667,pairwise,1.025025,static_indexed,40,600,400,0.005,,11,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.947503,180,0.974949
0.455556,0.997236,0.311111,4,32,0.039687,0.040497,1,0.511111,0.996426,0.277778,pairwise,1.036922,static_proximity,40,600,400,0.005,,11,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.947503,180,0.974949
0.477778,0.997236,0.266667,4,32,0.027243,0.028053,1,0.511111,0.996426,0.188889,pairwise,1.024479,static_interaction,40,600,400,0.005,,11,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.947503,180,0.974949
0.466667,0.997236,0.044444,4,32,0.027318,0.028128,1,0.511111,0.996426,0.033333,pairwise,1.024553,static_learned,40,600,400,0.005,,11,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.947503,180,0.974949
0.466667,0.997236,0.377778,4,32,0.027789,0.028599,1,0.511111,0.996426,0.366667,pairwise,1.025025,static_base_validation_choice,40,600,400,0.005,,11,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.947503,180,0.974949
0.466667,0.997236,0.377778,4,32,0.027789,0.028599,1,0.511111,0.996426,0.366667,pairwise,1.025025,static_generated_validation_choice,40,600,400,0.005,,11,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.947503,180,0.974949
0.466667,0.997236,0.344444,4,32,0.024572,0.025382,1,0.511111,0.996426,0.377778,pairwise,1.021808,generated_set_reranker,40,600,400,0.005,,11,0.2,,,,,,,,0.2,0.388889,0.188889,0.066667,0.155556,indexed,indexed,90,2048,0.947503,180,0.974949
0.466667,0.997236,0.344444,4,32,0.024572,0.025382,1,0.511111,0.996426,0.377778,pairwise,1.021808,generated_margin_safe_reranker,40,600,400,0.005,1,11,0.2,,,,,,,,0.2,0.388889,0.188889,0.066667,0.155556,indexed,indexed,90,2048,0.947503,180,0.974949
0.511111,0.997236,1.0,4,32,0.0,0.00081,1,0.511111,0.996426,0.866667,pairwise,0.997236,base_oracle,40,600,400,0.005,,11,0.0,,,,,,,,0.0,0.377778,0.266667,0.044444,0.311111,indexed,indexed,90,2048,0.947503,180,0.974949
0.511111,0.997236,0.866667,4,32,-0.00081,0.0,1,0.511111,0.996426,1.0,pairwise,0.996426,generated_oracle,40,600,400,0.005,,11,0.133333,,,,,,,,0.133333,0.366667,0.188889,0.033333,0.277778,indexed,indexed,90,2048,0.947503,180,0.974949
0.5,0.962059,0.455556,4,32,0.028076,0.028351,1,0.555556,0.961784,0.444444,pairwise,0.990135,static_indexed,40,600,400,0.005,,13,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.951191,180,0.976044
0.477778,0.962059,0.4,4,32,0.027414,0.027689,1,0.555556,0.961784,0.377778,pairwise,0.989473,static_proximity,40,600,400,0.005,,13,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.951191,180,0.976044
0.477778,0.962059,0.144444,4,32,0.027116,0.027391,1,0.555556,0.961784,0.055556,pairwise,0.989175,static_interaction,40,600,400,0.005,,13,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.951191,180,0.976044
0.466667,0.962059,0.0,4,32,0.027092,0.027367,1,0.555556,0.961784,0.0,pairwise,0.989151,static_learned,40,600,400,0.005,,13,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.951191,180,0.976044
0.5,0.962059,0.455556,4,32,0.028076,0.028351,1,0.555556,0.961784,0.444444,pairwise,0.990135,static_base_validation_choice,40,600,400,0.005,,13,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.951191,180,0.976044
0.5,0.962059,0.455556,4,32,0.028076,0.028351,1,0.555556,0.961784,0.444444,pairwise,0.990135,static_generated_validation_choice,40,600,400,0.005,,13,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.951191,180,0.976044
0.477778,0.962059,0.444444,4,32,0.026047,0.026322,1,0.555556,0.961784,0.444444,pairwise,0.988106,generated_set_reranker,40,600,400,0.005,,13,0.144444,,,,,,,,0.144444,0.511111,0.111111,0.0,0.233333,indexed,indexed,90,2048,0.951191,180,0.976044
0.477778,0.962059,0.444444,4,32,0.026047,0.026322,1,0.555556,0.961784,0.444444,pairwise,0.988106,generated_margin_safe_reranker,40,600,400,0.005,1,13,0.144444,,,,,,,,0.144444,0.511111,0.111111,0.0,0.233333,indexed,indexed,90,2048,0.951191,180,0.976044
0.555556,0.962059,1.0,4,32,0.0,0.000275,1,0.555556,0.961784,0.877778,pairwise,0.962059,base_oracle,40,600,400,0.005,,13,0.0,,,,,,,,0.0,0.455556,0.144444,0.0,0.4,indexed,indexed,90,2048,0.951191,180,0.976044
0.555556,0.962059,0.877778,4,32,-0.000275,0.0,1,0.555556,0.961784,1.0,pairwise,0.961784,generated_oracle,40,600,400,0.005,,13,0.122222,,,,,,,,0.122222,0.444444,0.055556,0.0,0.377778,indexed,indexed,90,2048,0.951191,180,0.976044
0.544444,0.990119,0.322222,4,32,0.0235,0.024738,1,0.544444,0.988881,0.311111,pairwise,1.013619,static_indexed,40,600,400,0.005,,17,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,proximity,proximity,90,2048,0.977333,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.018001,1,0.544444,0.988881,0.155556,pairwise,1.006883,static_proximity,40,600,400,0.005,,17,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.977333,180,0.991764
0.455556,0.990119,0.411111,4,32,0.015659,0.016897,1,0.544444,0.988881,0.244444,pairwise,1.005778,static_interaction,40,600,400,0.005,,17,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,proximity,proximity,90,2048,0.977333,180,0.991764
0.455556,0.990119,0.055556,4,32,0.015891,0.017129,1,0.544444,0.988881,0.022222,pairwise,1.00601,static_learned,40,600,400,0.005,,17,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,proximity,proximity,90,2048,0.977333,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.018001,1,0.544444,0.988881,0.155556,pairwise,1.006883,static_base_validation_choice,40,600,400,0.005,,17,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.977333,180,0.991764
0.455556,0.990119,0.211111,4,32,0.016764,0.018001,1,0.544444,0.988881,0.155556,pairwise,1.006883,static_generated_validation_choice,40,600,400,0.005,,17,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.977333,180,0.991764
0.5,0.990119,0.3,4,32,0.013799,0.015037,1,0.544444,0.988881,0.377778,pairwise,1.003918,generated_set_reranker,40,600,400,0.005,,17,0.322222,,,,,,,,0.322222,0.244444,0.188889,0.0,0.244444,proximity,proximity,90,2048,0.977333,180,0.991764
0.5,0.990119,0.3,4,32,0.013799,0.015037,1,0.544444,0.988881,0.377778,pairwise,1.003918,generated_margin_safe_reranker,40,600,400,0.005,1,17,0.322222,,,,,,,,0.322222,0.244444,0.188889,0.0,0.244444,proximity,proximity,90,2048,0.977333,180,0.991764
0.544444,0.990119,1.0,4,32,0.0,0.001238,1,0.544444,0.988881,0.733333,pairwise,0.990119,base_oracle,40,600,400,0.005,,17,0.0,,,,,,,,0.0,0.322222,0.411111,0.055556,0.211111,proximity,proximity,90,2048,0.977333,180,0.991764
0.544444,0.990119,0.733333,4,32,-0.001238,0.0,1,0.544444,0.988881,1.0,pairwise,0.988881,generated_oracle,40,600,400,0.005,,17,0.266667,,,,,,,,0.266667,0.311111,0.244444,0.022222,0.155556,proximity,proximity,90,2048,0.977333,180,0.991764
0.488889,0.968346,0.366667,4,32,0.045078,0.046107,1,0.555556,0.967316,0.344444,pairwise,1.013423,static_indexed,40,600,400,0.005,,19,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,proximity,proximity,90,2048,0.940335,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.035841,1,0.555556,0.967316,0.355556,pairwise,1.003158,static_proximity,40,600,400,0.005,,19,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.940335,180,0.97352
0.5,0.968346,0.2,4,32,0.034876,0.035905,1,0.555556,0.967316,0.122222,pairwise,1.003221,static_interaction,40,600,400,0.005,,19,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,proximity,proximity,90,2048,0.940335,180,0.97352
0.5,0.968346,0.033333,4,32,0.034473,0.035502,1,0.555556,0.967316,0.011111,pairwise,1.002818,static_learned,40,600,400,0.005,,19,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,proximity,proximity,90,2048,0.940335,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.035841,1,0.555556,0.967316,0.355556,pairwise,1.003158,static_base_validation_choice,40,600,400,0.005,,19,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.940335,180,0.97352
0.477778,0.968346,0.4,4,32,0.034812,0.035841,1,0.555556,0.967316,0.355556,pairwise,1.003158,static_generated_validation_choice,40,600,400,0.005,,19,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,proximity,proximity,90,2048,0.940335,180,0.97352
0.511111,0.968346,0.411111,4,32,0.031991,0.03302,1,0.555556,0.967316,0.422222,pairwise,1.000336,generated_set_reranker,40,600,400,0.005,,19,0.1,,,,,,,,0.1,0.377778,0.133333,0.022222,0.366667,proximity,proximity,90,2048,0.940335,180,0.97352
0.511111,0.968346,0.411111,4,32,0.031991,0.03302,1,0.555556,0.967316,0.422222,pairwise,1.000336,generated_margin_safe_reranker,40,600,400,0.005,1,19,0.1,,,,,,,,0.1,0.377778,0.133333,0.022222,0.366667,proximity,proximity,90,2048,0.940335,180,0.97352
0.555556,0.968346,1.0,4,32,0.0,0.00103,1,0.555556,0.967316,0.833333,pairwise,0.968346,base_oracle,40,600,400,0.005,,19,0.0,,,,,,,,0.0,0.366667,0.2,0.033333,0.4,proximity,proximity,90,2048,0.940335,180,0.97352
0.555556,0.968346,0.833333,4,32,-0.00103,0.0,1,0.555556,0.967316,1.0,pairwise,0.967316,generated_oracle,40,600,400,0.005,,19,0.166667,,,,,,,,0.166667,0.344444,0.122222,0.011111,0.355556,proximity,proximity,90,2048,0.940335,180,0.97352
0.488889,0.954848,0.4,4,32,0.054917,0.055462,1,0.7,0.954303,0.4,pairwise,1.009765,static_indexed,40,600,400,0.005,,23,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,generated_0,learned,90,2048,0.955493,180,0.994957
0.533333,0.954848,0.333333,4,32,0.044075,0.04462,1,0.7,0.954303,0.288889,pairwise,0.998923,static_proximity,40,600,400,0.005,,23,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,generated_0,learned,90,2048,0.955493,180,0.994957
0.488889,0.954848,0.211111,4,32,0.042998,0.043543,1,0.7,0.954303,0.133333,pairwise,0.997846,static_interaction,40,600,400,0.005,,23,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,generated_0,learned,90,2048,0.955493,180,0.994957
0.488889,0.954848,0.055556,4,32,0.043093,0.043638,1,0.7,0.954303,0.033333,pairwise,0.997941,static_learned,40,600,400,0.005,,23,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,generated_0,learned,90,2048,0.955493,180,0.994957
0.488889,0.954848,0.055556,4,32,0.043093,0.043638,1,0.7,0.954303,0.033333,pairwise,0.997941,static_base_validation_choice,40,600,400,0.005,,23,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,generated_0,learned,90,2048,0.955493,180,0.994957
0.511111,0.954848,0.0,4,32,0.042556,0.043101,1,0.7,0.954303,0.144444,pairwise,0.997404,static_generated_validation_choice,40,600,400,0.005,,23,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,generated_0,learned,90,2048,0.955493,180,0.994957
0.544444,0.954848,0.488889,4,32,0.039756,0.040301,1,0.7,0.954303,0.477778,pairwise,0.994604,generated_set_reranker,40,600,400,0.005,,23,0.077778,,,,,,,,0.077778,0.411111,0.088889,0.077778,0.344444,generated_0,learned,90,2048,0.955493,180,0.994957
0.544444,0.954848,0.488889,4,32,0.039756,0.040301,1,0.7,0.954303,0.477778,pairwise,0.994604,generated_margin_safe_reranker,40,600,400,0.005,1,23,0.077778,,,,,,,,0.077778,0.411111,0.088889,0.077778,0.344444,generated_0,learned,90,2048,0.955493,180,0.994957
0.711111,0.954848,1.0,4,32,0.0,0.000545,1,0.7,0.954303,0.855556,pairwise,0.954848,base_oracle,40,600,400,0.005,,23,0.0,,,,,,,,0.0,0.4,0.211111,0.055556,0.333333,generated_0,learned,90,2048,0.955493,180,0.994957
0.7,0.954848,0.855556,4,32,-0.000545,0.0,1,0.7,0.954303,1.0,pairwise,0.954303,generated_oracle,40,600,400,0.005,,23,0.144444,,,,,,,,0.144444,0.4,0.133333,0.033333,0.288889,generated_0,learned,90,2048,0.955493,180,0.994957
0.511111,0.945257,0.355556,4,8,0.021765,0.024306,2,0.511111,0.942716,0.344444,pairwise,0.967022,static_indexed,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,interaction,interaction,90,2048,0.953646,180,0.981704
0.511111,0.945257,0.322222,4,8,0.021379,0.023919,2,0.511111,0.942716,0.144444,pairwise,0.966635,static_proximity,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,interaction,interaction,90,2048,0.953646,180,0.981704
0.5,0.945257,0.277778,4,8,0.026044,0.028585,2,0.511111,0.942716,0.077778,pairwise,0.971301,static_interaction,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,interaction,interaction,90,2048,0.953646,180,0.981704
0.5,0.945257,0.044444,4,8,0.025249,0.027789,2,0.511111,0.942716,0.044444,pairwise,0.970506,static_learned,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,interaction,interaction,90,2048,0.953646,180,0.981704
0.5,0.945257,0.277778,4,8,0.026044,0.028585,2,0.511111,0.942716,0.077778,pairwise,0.971301,static_base_validation_choice,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,interaction,interaction,90,2048,0.953646,180,0.981704
0.5,0.945257,0.277778,4,8,0.026044,0.028585,2,0.511111,0.942716,0.077778,pairwise,0.971301,static_generated_validation_choice,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,interaction,interaction,90,2048,0.953646,180,0.981704
0.5,0.945257,0.277778,4,8,0.020796,0.023337,2,0.511111,0.942716,0.311111,pairwise,0.966053,generated_set_reranker,40,600,400,0.005,,11,0.111111,0.266667,,,,,,,0.377778,0.288889,0.088889,0.033333,0.211111,interaction,interaction,90,2048,0.953646,180,0.981704
0.5,0.945257,0.277778,4,8,0.020796,0.023337,2,0.511111,0.942716,0.311111,pairwise,0.966053,generated_margin_safe_reranker,40,600,400,0.005,1,11,0.111111,0.266667,,,,,,,0.377778,0.288889,0.088889,0.033333,0.211111,interaction,interaction,90,2048,0.953646,180,0.981704
0.511111,0.945257,1.0,4,8,0.0,0.002541,2,0.511111,0.942716,0.611111,pairwise,0.945257,base_oracle,40,600,400,0.005,,11,0.0,0.0,,,,,,,0.0,0.355556,0.277778,0.044444,0.322222,interaction,interaction,90,2048,0.953646,180,0.981704
0.511111,0.945257,0.611111,4,8,-0.002541,0.0,2,0.511111,0.942716,1.0,pairwise,0.942716,generated_oracle,40,600,400,0.005,,11,0.166667,0.222222,,,,,,,0.388889,0.344444,0.077778,0.044444,0.144444,interaction,interaction,90,2048,0.953646,180,0.981704
0.455556,0.968257,0.522222,4,8,0.021177,0.024789,2,0.522222,0.964645,0.511111,pairwise,0.989433,static_indexed,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.952939,180,0.979049
0.455556,0.968257,0.266667,4,8,0.026101,0.029713,2,0.522222,0.964645,0.1,pairwise,0.994358,static_proximity,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.952939,180,0.979049
0.466667,0.968257,0.2,4,8,0.028113,0.031725,2,0.522222,0.964645,0.033333,pairwise,0.99637,static_interaction,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.952939,180,0.979049
0.455556,0.968257,0.011111,4,8,0.028097,0.031709,2,0.522222,0.964645,0.0,pairwise,0.996354,static_learned,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.952939,180,0.979049
0.455556,0.968257,0.522222,4,8,0.021177,0.024789,2,0.522222,0.964645,0.511111,pairwise,0.989433,static_base_validation_choice,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.952939,180,0.979049
0.455556,0.968257,0.522222,4,8,0.021177,0.024789,2,0.522222,0.964645,0.511111,pairwise,0.989433,static_generated_validation_choice,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.952939,180,0.979049
0.5,0.968257,0.5,4,8,0.005284,0.008895,2,0.522222,0.964645,0.677778,pairwise,0.97354,generated_set_reranker,40,600,400,0.005,,13,0.022222,0.288889,,,,,,,0.311111,0.488889,0.0,0.011111,0.188889,indexed,indexed,90,2048,0.952939,180,0.979049
0.5,0.968257,0.5,4,8,0.005284,0.008895,2,0.522222,0.964645,0.677778,pairwise,0.97354,generated_margin_safe_reranker,40,600,400,0.005,1,13,0.022222,0.288889,,,,,,,0.311111,0.488889,0.0,0.011111,0.188889,indexed,indexed,90,2048,0.952939,180,0.979049
0.511111,0.968257,1.0,4,8,0.0,0.003612,2,0.522222,0.964645,0.644444,pairwise,0.968257,base_oracle,40,600,400,0.005,,13,0.0,0.0,,,,,,,0.0,0.522222,0.2,0.011111,0.266667,indexed,indexed,90,2048,0.952939,180,0.979049
0.522222,0.968257,0.644444,4,8,-0.003612,0.0,2,0.522222,0.964645,1.0,pairwise,0.964645,generated_oracle,40,600,400,0.005,,13,0.033333,0.322222,,,,,,,0.355556,0.511111,0.033333,0.0,0.1,indexed,indexed,90,2048,0.952939,180,0.979049
0.466667,0.962886,0.355556,4,8,0.019307,0.024158,2,0.511111,0.958035,0.311111,pairwise,0.982193,static_indexed,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,learned,learned,90,2048,0.940729,180,0.958614
0.488889,0.962886,0.266667,4,8,0.014234,0.019084,2,0.511111,0.958035,0.111111,pairwise,0.977119,static_proximity,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,learned,learned,90,2048,0.940729,180,0.958614
0.5,0.962886,0.355556,4,8,0.013696,0.018547,2,0.511111,0.958035,0.166667,pairwise,0.976582,static_interaction,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,learned,learned,90,2048,0.940729,180,0.958614
0.5,0.962886,0.022222,4,8,0.013478,0.018328,2,0.511111,0.958035,0.022222,pairwise,0.976364,static_learned,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,learned,learned,90,2048,0.940729,180,0.958614
0.5,0.962886,0.022222,4,8,0.013478,0.018328,2,0.511111,0.958035,0.022222,pairwise,0.976364,static_base_validation_choice,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,learned,learned,90,2048,0.940729,180,0.958614
0.5,0.962886,0.022222,4,8,0.013478,0.018328,2,0.511111,0.958035,0.022222,pairwise,0.976364,static_generated_validation_choice,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,learned,learned,90,2048,0.940729,180,0.958614
0.5,0.962886,0.355556,4,8,0.008467,0.013317,2,0.511111,0.958035,0.422222,pairwise,0.971353,generated_set_reranker,40,600,400,0.005,,17,0.133333,0.2,,,,,,,0.333333,0.311111,0.111111,0.022222,0.222222,learned,learned,90,2048,0.940729,180,0.958614
0.5,0.962886,0.355556,4,8,0.008467,0.013317,2,0.511111,0.958035,0.422222,pairwise,0.971353,generated_margin_safe_reranker,40,600,400,0.005,1,17,0.133333,0.2,,,,,,,0.333333,0.311111,0.111111,0.022222,0.222222,learned,learned,90,2048,0.940729,180,0.958614
0.511111,0.962886,1.0,4,8,0.0,0.00485,2,0.511111,0.958035,0.611111,pairwise,0.962886,base_oracle,40,600,400,0.005,,17,0.0,0.0,,,,,,,0.0,0.355556,0.355556,0.022222,0.266667,learned,learned,90,2048,0.940729,180,0.958614
0.511111,0.962886,0.611111,4,8,-0.00485,0.0,2,0.511111,0.958035,1.0,pairwise,0.958035,generated_oracle,40,600,400,0.005,,17,0.144444,0.244444,,,,,,,0.388889,0.311111,0.166667,0.022222,0.111111,learned,learned,90,2048,0.940729,180,0.958614
0.511111,0.973841,0.5,4,8,0.025892,0.032832,2,0.644444,0.9669,0.444444,pairwise,0.999732,static_indexed,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,interaction,interaction,90,2048,0.936252,180,0.968328
0.522222,0.973841,0.3,4,8,0.029262,0.036203,2,0.644444,0.9669,0.088889,pairwise,1.003103,static_proximity,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,interaction,interaction,90,2048,0.936252,180,0.968328
0.533333,0.973841,0.177778,4,8,0.028924,0.035864,2,0.644444,0.9669,0.077778,pairwise,1.002764,static_interaction,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,interaction,interaction,90,2048,0.936252,180,0.968328
0.533333,0.973841,0.022222,4,8,0.028959,0.035899,2,0.644444,0.9669,0.011111,pairwise,1.002799,static_learned,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,interaction,interaction,90,2048,0.936252,180,0.968328
0.533333,0.973841,0.177778,4,8,0.028924,0.035864,2,0.644444,0.9669,0.077778,pairwise,1.002764,static_base_validation_choice,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,interaction,interaction,90,2048,0.936252,180,0.968328
0.533333,0.973841,0.177778,4,8,0.028924,0.035864,2,0.644444,0.9669,0.077778,pairwise,1.002764,static_generated_validation_choice,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,interaction,interaction,90,2048,0.936252,180,0.968328
0.588889,0.973841,0.444444,4,8,0.010991,0.017932,2,0.644444,0.9669,0.588889,pairwise,0.984832,generated_set_reranker,40,600,400,0.005,,19,0.055556,0.255556,,,,,,,0.311111,0.5,0.044444,0.0,0.144444,interaction,interaction,90,2048,0.936252,180,0.968328
0.588889,0.973841,0.444444,4,8,0.010991,0.017932,2,0.644444,0.9669,0.588889,pairwise,0.984832,generated_margin_safe_reranker,40,600,400,0.005,1,19,0.055556,0.255556,,,,,,,0.311111,0.5,0.044444,0.0,0.144444,interaction,interaction,90,2048,0.936252,180,0.968328
0.622222,0.973841,1.0,4,8,0.0,0.006941,2,0.644444,0.9669,0.622222,pairwise,0.973841,base_oracle,40,600,400,0.005,,19,0.0,0.0,,,,,,,0.0,0.5,0.177778,0.022222,0.3,interaction,interaction,90,2048,0.936252,180,0.968328
0.644444,0.973841,0.622222,4,8,-0.006941,0.0,2,0.644444,0.9669,1.0,pairwise,0.9669,generated_oracle,40,600,400,0.005,,19,0.055556,0.322222,,,,,,,0.377778,0.444444,0.077778,0.011111,0.088889,interaction,interaction,90,2048,0.936252,180,0.968328
0.544444,0.960229,0.533333,4,8,0.037345,0.045875,2,0.6,0.951699,0.533333,pairwise,0.997574,static_indexed,40,600,400,0.005,,23,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,indexed,indexed,90,2048,0.957845,180,1.00984
0.511111,0.960229,0.255556,4,8,0.040922,0.049452,2,0.6,0.951699,0.122222,pairwise,1.001151,static_proximity,40,600,400,0.005,,23,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,indexed,indexed,90,2048,0.957845,180,1.00984
0.544444,0.960229,0.177778,4,8,0.036391,0.044921,2,0.6,0.951699,0.055556,pairwise,0.99662,static_interaction,40,600,400,0.005,,23,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,indexed,indexed,90,2048,0.957845,180,1.00984
0.544444,0.960229,0.033333,4,8,0.035906,0.044437,2,0.6,0.951699,0.011111,pairwise,0.996135,static_learned,40,600,400,0.005,,23,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,indexed,indexed,90,2048,0.957845,180,1.00984
