background_objects,branch_entropy_mean,branch_flip_rate,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,final_majority_branch_ratio,finite_delta_clamp,horizon,integrity_projection,model,raw_delta_norm_mean,rollback_on_violation,rollback_rate,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
512,0.925273,0.078125,0.275,False,0.0,0.0,0.0,0.0,1,0,0.0,0.937409,0.5,0.0,,0.0,0.0,0.625,0.0,5,False,wpu-cws-indexed-mechanism-relation,1.45466,False,0.0,16,11,4.375,False,0.0,0.0,0.0
512,0.789091,0.076389,0.33125,False,0.0,0.0,0.0,0.0,1,0,0.0,2.681974,0.5,0.0,,0.0,0.0,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,6.162278,False,0.0,16,11,4.375,False,0.0,0.0,0.0
512,0.31564,0.028646,2.6275,False,0.0,0.0,0.0,0.0,1,0,0.0,1472318.217611,0.5,0.0,,0.0,0.0,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3962216.397232,False,0.0,16,11,4.375,False,0.0,0.0,0.0
512,1.005705,0.0625,0.225,False,0.0,0.0,0.0,0.0,1,0,0.0,0.97839,0.5,0.0,,0.0,0.0,0.375,0.0,5,False,wpu-cws-indexed-mechanism-relation,1.379936,False,0.0,16,13,4.375,False,0.0,0.0,0.0
512,0.966579,0.208333,0.43125,False,0.0,0.0,0.0,0.0,1,0,0.0,5.128107,0.5,0.0,,0.0,0.0,1.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,6.035711,False,0.0,16,13,4.375,False,0.0,0.0,0.0
512,0.389014,0.078125,3.3975,False,0.0,0.0,0.0,0.0,1,0,0.0,3394664.943512,0.5,0.0,,0.0,0.0,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3822628.289111,False,0.0,16,13,4.375,False,0.0,0.0,0.0
512,0.954719,0.046875,0.0,False,0.0,0.0,0.0,0.0,1,0,0.0,0.598999,0.5,0.0,,0.0,0.0,0.625,0.0,5,False,wpu-cws-indexed-mechanism-relation,1.874624,False,0.0,16,17,4.3125,False,0.0,0.0,0.0
512,0.970612,0.215278,0.3375,False,0.0,0.0,0.0,0.0,1,0,0.0,3.604613,0.5,0.0,,0.0,0.0,0.875,0.0,10,False,wpu-cws-indexed-mechanism-relation,6.219257,False,0.0,16,17,4.3125,False,0.0,0.0,0.0
512,0.399355,0.085938,3.3225,False,0.0,0.0,0.0,0.0,1,0,0.0,2398861.389742,0.5,0.0,,0.0,0.0,1.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,3881488.989853,False,0.0,16,17,4.3125,False,0.0,0.0,0.0
